OrthoGroups	Sce_genes	Kma_genes	Yli_genes
OG0003137	YJL128C	KLMA_60035	YALI1_B20870g
OG0003138	YJL127C	KLMA_60033	YALI1_E12541g
OG0003139	YJL126W	KLMA_60032	YALI1_F36733g
OG0003140	YJL125C	KLMA_60031	YALI1_F29937g
OG0003141	YJL124C	KLMA_60028	YALI1_A16745g
OG0003142	YJL123C	KLMA_60026	YALI1_F31512g
OG0003144	YKR048C	KLMA_60023	YALI1_B19044g
OG0003145	YKR043C	KLMA_60019	YALI1_D11686g
OG0003146	YJL115W	KLMA_60016	YALI1_A01777g
OG0003147	YGL143C	KLMA_60013	YALI1_E26900g
OG0003148	YDL108W	KLMA_60012	YALI1_D05398g
OG0003149	YDL107W	KLMA_60010	YALI1_D05370g
OG0003150	YGL142C	KLMA_60009	YALI1_D05270g
OG0003151	YGL141W	KLMA_60008	YALI1_A21409g
OG0003153	YJL208C	KLMA_80010	YALI1_D06638g
OG0003154	YPL266W	KLMA_80016	YALI1_E01159g
OG0003155	YPL268W	KLMA_80018	YALI1_C05570g
OG0003156	YEL055C	KLMA_80023	YALI1_E01299g
OG0003157	YEL056W	KLMA_80024	YALI1_A01717g
OG0003158	YPL263C	KLMA_80025	YALI1_A11415g
OG0003159	YEL058W	KLMA_80026	YALI1_E35005g
OG0003160	YEL059C-A	KLMA_80027	YALI1_E35012g
OG0003161	YPL262W	KLMA_80028	YALI1_C09033g
OG0003162	YOR004W	KLMA_80030	YALI1_F34083g
OG0003163	YEL062W	KLMA_80032	YALI1_F04027g
OG0003164	YOR005C	KLMA_80033	YALI1_D27044g
OG0003165	YOR006C	KLMA_80034	YALI1_D24225g
OG0003166	YOR007C	KLMA_80036	YALI1_C13000g
OG0003167	YOR002W	KLMA_80037	YALI1_D20985g
OG0003168	YML001W	KLMA_80039	YALI1_F26039g
OG0003169	YOL001W	KLMA_80040	YALI1_D27100g
OG0003170	YOR001W	KLMA_80041	YALI1_E05390g
OG0003171	YMR283C	KLMA_80043	YALI1_E25995g
OG0003172	YMR281W	KLMA_80045	YALI1_E25932g
OG0003173	YMR278W	KLMA_80051	YALI1_E02832g
OG0003174	YNL135C	KLMA_80052	YALI1_B14121g
OG0003175	YJR007W	KLMA_80057	YALI1_B01752g
OG0003176	YJR008W	KLMA_80058	YALI1_C29584g
OG0003177	YJR010W	KLMA_80061	YALI1_B10813g
OG0003178	YGR193C	KLMA_80065	YALI1_B13179g
OG0003179	YGR194C	KLMA_80066	YALI1_F14583g
OG0003180	YJR010C-A	KLMA_80067	YALI1_F33603g
OG0003181	YNR055C	KLMA_80071	YALI1_D32619g
OG0003183	YLR003C	KLMA_80075	YALI1_A20129g
OG0003184	YJR005W	KLMA_80077	YALI1_E18802g
OG0003185	YLR006C	KLMA_80078	YALI1_E18720g
OG0003186	YLR008C	KLMA_80080	YALI1_B17132g
OG0003187	YLR009W	KLMA_80081	YALI1_B13137g
OG0003188	YOR023C	KLMA_80083	YALI1_B07735g
OG0003189	YOR022C	KLMA_80084	YALI1_B08156g
OG0003190	YOR021C	KLMA_80085	YALI1_B24051g
OG0003191	YOR020C	KLMA_80087	YALI1_B07652g
OG0003192	YDR473C	KLMA_80088	YALI1_B07675g
OG0003193	YDL111C	KLMA_80091	YALI1_D13790g
OG0003194	YDL112W	KLMA_80092	YALI1_D13788g
OG0003195	YDL113C	KLMA_80093	YALI1_D09956g
OG0003196	YDL116W	KLMA_80098	YALI1_D11479g
OG0003197	YGL148W	KLMA_80099	YALI1_D22237g
OG0003198	YDL117W	KLMA_80100	YALI1_D13916g
OG0003199	YGL150C	KLMA_80102	YALI1_E11048g
OG0003200	YGL151W	KLMA_80103	YALI1_D26186g
OG0003201	YGL153W	KLMA_80104	YALI1_E11587g
OG0003202	YGL154C	KLMA_80105	YALI1_E11510g
OG0003203	YDL119C	KLMA_80106	YALI1_E11441g
OG0003204	YGL155W	KLMA_80107	YALI1_E11415g
OG0003205	YDL120W	KLMA_80109	YALI1_E18291g
OG0003206	YDL122W	KLMA_80111	YALI1_C03774g
OG0003207	YNL016W	KLMA_80112	YALI1_C09415g
OG0003208	YIL083C	KLMA_80113	YALI1_C09380g
OG0003209	YNL026W	KLMA_80114	YALI1_C09343g
OG0003210	YNL027W	KLMA_80115	YALI1_D01739g
OG0003211	YIL084C	KLMA_80116	YALI1_F32989g
OG0003212	YIL087C	KLMA_80120	YALI1_D09785g
OG0003213	YNL032W	KLMA_80121	YALI1_D09488g
OG0003214	YNL025C	KLMA_80124	YALI1_D05019g
OG0003215	YIL090W	KLMA_80125	YALI1_D04978g
OG0003216	YIL091C	KLMA_80126	YALI1_D04969g
OG0003218	YIL093C	KLMA_80127	YALI1_D04901g
OG0003219	YNL024C	KLMA_80128	YALI1_D12909g
OG0003220	YNL023C	KLMA_80129	YALI1_D12964g
OG0003221	YIL094C	KLMA_80130	YALI1_D13238g
OG0003222	YNL022C	KLMA_80131	YALI1_D12271g
OG0003223	YNL021W	KLMA_80132	YALI1_E29709g
OG0003224	YNL035C	KLMA_80134	YALI1_E23229g
OG0003225	YNL039W	KLMA_80135	YALI1_E23223g
OG0003226	YNL038W	KLMA_80136	YALI1_E35388g
OG0003227	YIL096C	KLMA_80137	YALI1_E35440g
OG0003228	YIL097W	KLMA_80138	YALI1_E35478g
OG0003229	YNL037C	KLMA_80139	YALI1_E06015g
OG0003230	YIL098C	KLMA_80140	YALI1_E06031g
OG0003231	YIL099W	KLMA_80141	YALI1_E06056g
OG0003232	YNL036W	KLMA_80142	YALI1_F28274g
OG0003234	YNL041C	KLMA_80144	YALI1_F21974g
OG0003235	YIL103W	KLMA_80145	YALI1_F29192g
OG0003236	YIL104C	KLMA_80146	YALI1_F29196g
OG0003237	YNL042W	KLMA_80147	YALI1_F29253g
OG0003238	YNL044W	KLMA_80148	YALI1_A09638g
OG0003239	YNL045W	KLMA_80149	YALI1_F00472g
OG0003240	YNL048W	KLMA_80151	YALI1_D11015g
OG0003241	YIL106W	KLMA_80152	YALI1_D11034g
OG0003243	YIL108W	KLMA_80154	YALI1_F38088g
OG0003244	YNL050C	KLMA_80156	YALI1_F07907g
OG0003245	YNL051W	KLMA_80157	YALI1_F07884g
OG0003246	YIL110W	KLMA_80158	YALI1_F07881g
OG0003247	YIL112W	KLMA_80160	YALI1_F01234g
OG0003248	YNL054W	KLMA_80162	YALI1_F02726g
OG0003249	YIL116W	KLMA_80165	YALI1_E01793g
OG0003250	YNL056W	KLMA_80166	YALI1_D34508g
OG0003251	YIL118W	KLMA_80168	YALI1_F23024g
OG0003252	YNL059C	KLMA_80169	YALI1_B14194g
OG0003253	YNL061W	KLMA_80170	YALI1_B14236g
OG0003254	YNL062C	KLMA_80171	YALI1_B14238g
OG0003255	YNL063W	KLMA_80172	YALI1_B22721g
OG0003256	YJR095W	KLMA_80177	YALI1_E41148g
OG0003257	YGR285C	KLMA_80181	YALI1_A00746g
OG0003258	YGR284C	KLMA_80182	YALI1_F03428g
OG0003259	YMR311C	KLMA_80183	YALI1_F03461g
OG0003260	YGR282C	KLMA_80185	YALI1_B05024g
OG0003261	YMR309C	KLMA_80186	YALI1_D28825g
OG0003262	YGR281W	KLMA_80188	YALI1_D31719g
OG0003263	YMR308C	KLMA_80193	YALI1_F19478g
OG0003264	YGR280C	KLMA_80194	YALI1_F20462g
OG0003265	YGR278W	KLMA_80199	YALI1_D26394g
OG0003266	YGR277C	KLMA_80200	YALI1_D24649g
OG0003267	YMR304W	KLMA_80201	YALI1_D20202g
OG0003268	YMR302C	KLMA_80202	YALI1_E25267g
OG0003269	YNL085W	KLMA_80203	YALI1_E04859g
OG0003270	YOR085W	KLMA_80204	YALI1_D13871g
OG0003271	YNL088W	KLMA_80207	YALI1_D31186g
OG0003272	YNL090W	KLMA_80208	YALI1_C18806g
OG0003273	YNL091W	KLMA_80209	YALI1_C21241g
OG0003274	YOR087W	KLMA_80210	YALI1_E28828g
OG0003275	YNL092W	KLMA_80211	YALI1_D09215g
OG0003276	YOR089C	KLMA_80212	YALI1_D09103g
OG0003277	YOR090C	KLMA_80213	YALI1_D09004g
OG0003278	YOR091W	KLMA_80214	YALI1_D09000g
OG0003279	YNL094W	KLMA_80216	YALI1_D02546g
OG0003280	YOR093C	KLMA_80219	YALI1_D06904g
OG0003281	YOR094W	KLMA_80220	YALI1_C20314g
OG0003282	YOR095C	KLMA_80221	YALI1_B09025g
OG0003283	YOR100C	KLMA_80226	YALI1_C03415g
OG0003284	YNL097C	KLMA_80227	YALI1_E10712g
OG0003285	YOR103C	KLMA_80229	YALI1_E10500g
OG0003286	YNL099C	KLMA_80230	YALI1_E27059g
OG0003287	YOR104W	KLMA_80231	YALI1_E08176g
OG0003288	YNL102W	KLMA_80234	YALI1_E14644g
OG0003290	YOR352W	KLMA_80237	YALI1_D23224g
OG0003292	YAL039C	KLMA_80238	YALI1_C18011g
OG0003293	YOR355W	KLMA_80242	YALI1_C21298g
OG0003294	YOR356W	KLMA_80243	YALI1_C20597g
OG0003295	YAL041W	KLMA_80244	YALI1_C20646g
OG0003296	YAL042W	KLMA_80245	YALI1_C18268g
OG0003297	YOL123W	KLMA_80246	YALI1_C19500g
OG0003298	YOL124C	KLMA_80247	YALI1_C19510g
OG0003299	YMR027W	KLMA_80249	YALI1_A09593g
OG0003300	YKL059C	KLMA_80250	YALI1_A09626g
OG0003301	YKL058W	KLMA_80252	YALI1_F29317g
OG0003302	YMR028W	KLMA_80253	YALI1_A09576g
OG0003303	YKL057C	KLMA_80254	YALI1_D10623g
OG0003304	YMR029C	KLMA_80255	YALI1_E37484g
OG0003305	YKL056C	KLMA_80256	YALI1_E32033g
OG0003307	YKL051W	KLMA_80260	YALI1_B28098g
OG0003308	YMR032W	KLMA_80262	YALI1_E34979g
OG0003309	YMR033W	KLMA_80264	YALI1_B14615g
OG0003310	YDR493W	KLMA_80268	YALI1_A07326g
OG0003311	YOL102C	KLMA_80269	YALI1_C01800g
OG0003312	YDR495C	KLMA_80271	YALI1_F22836g
OG0003313	YDR496C	KLMA_80272	YALI1_F23109g
OG0003314	YDR498C	KLMA_80274	YALI1_C06716g
OG0003315	YNL280C	KLMA_80276	YALI1_B30181g
OG0003316	YNL282W	KLMA_80279	YALI1_F10760g
OG0003318	YOL107W	KLMA_80282	YALI1_D17593g
OG0003319	YBR106W	KLMA_80285	YALI1_B05995g
OG0003320	YPR066W	KLMA_80286	YALI1_F06312g
OG0003321	YPR067W	KLMA_80287	YALI1_E39243g
OG0003322	YBR109C	KLMA_80290	YALI1_E40467g
OG0003323	YBR110W	KLMA_80292	YALI1_E40471g
OG0003324	YBR111C	KLMA_80296	YALI1_F33579g
OG0003326	YBR112C	KLMA_80297	YALI1_B09894g
OG0003327	YBR114W	KLMA_80298	YALI1_F02047g
OG0003328	YBR115C	KLMA_80299	YALI1_E07676g
OG0003329	YPR073C	KLMA_80301	YALI1_E38701g
OG0003330	YPR074C	KLMA_80302	YALI1_E07744g
OG0003331	YPR079W	KLMA_80308	YALI1_C12695g
OG0003332	YPR080W;	KLMA_80309	YALI1_C12642g
OG0003333	YBR120C	KLMA_80311	YALI1_A09139g
OG0003334	YBR121C	KLMA_80312	YALI1_E17574g
OG0003335	YPR082C	KLMA_80313	YALI1_E17583g
OG0003336	YBR122C	KLMA_80314	YALI1_E17594g
OG0003337	YBR123C	KLMA_80315	YALI1_E17613g
OG0003338	YBR126C	KLMA_80317	YALI1_E17616g
OG0003339	YMR256C	KLMA_80322	YALI1_E15606g
OG0003340	YOL054W	KLMA_80323	YALI1_F00155g
OG0003341	YMR259C	KLMA_80327	YALI1_B22938g
OG0003342	YPR056W	KLMA_80328	YALI1_C05820g
OG0003343	YPR060C	KLMA_80332	YALI1_E20751g
OG0003344	YPR061C	KLMA_80333	YALI1_E23038g
OG0003345	YPR062W	KLMA_80334	YALI1_F29751g
OG0003346	YPR063C	KLMA_80335	YALI1_B27805g
OG0003347	YER087W	KLMA_80336	YALI1_D19110g
OG0003348	YBL051C	KLMA_80338	YALI1_D19306g
OG0003350	YBL055C	KLMA_80342	YALI1_E17811g
OG0003351	YER090W	KLMA_80344	YALI1_E17754g
OG0003352	YBL057C	KLMA_80345	YALI1_E32396g
OG0003353	YBL058W	KLMA_80346	YALI1_E17920g
OG0003354	YER091C	KLMA_80348	YALI1_E15659g
OG0003355	YER093C	KLMA_80350	YALI1_F01742g
OG0003356	YBL059C-A	KLMA_80353	YALI1_F29635g
OG0003357	YER094C	KLMA_80354	YALI1_F29604g
OG0003358	YER095W	KLMA_80356	YALI1_F20820g
OG0003359	YBL061C	KLMA_80357	YALI1_F03028g
OG0003360	YBL066C	KLMA_80359	YALI1_D06408g
OG0003362	YBL071W-A	KLMA_80364	YALI1_F32312g
OG0003363	YBL074C	KLMA_80366	YALI1_A02131g
OG0003364	YBL076C	KLMA_80369	YALI1_A00309g
OG0003365	YBL080C	KLMA_80375	YALI1_E11370g
OG0003366	YER107C	KLMA_80377	YALI1_E27406g
OG0003367	YBL082C	KLMA_80379	YALI1_E03846g
OG0003368	YER110C	KLMA_80380	YALI1_E15144g
OG0003369	YER112W	KLMA_80382	YALI1_A20849g
OG0003370	YBL084C	KLMA_80384	YALI1_A20793g
OG0003371	YBL086C	KLMA_80387	YALI1_E29719g
OG0003372	YOL138C	KLMA_80390	YALI1_B23077g
OG0003373	YNL320W	KLMA_80391	YALI1_D32013g
OG0003374	YOL139C	KLMA_80392	YALI1_D32002g
OG0003375	YNL321W	KLMA_80393	YALI1_D31866g
OG0003376	YOL140W	KLMA_80395	YALI1_D29419g
OG0003378	YOR119C	KLMA_80397	YALI1_C30795g
OG0003379	YOR118W	KLMA_80398	YALI1_C30706g
OG0003380	YDR365C	KLMA_80399	YALI1_C24460g
OG0003381	YDR364C	KLMA_80400	YALI1_D35966g
OG0003382	YOR117W	KLMA_80401	YALI1_D11614g
OG0003384	YOR116C	KLMA_80403	YALI1_C30964g
OG0003385	YDR363W	KLMA_80404	YALI1_C30541g
OG0003386	YHR113W	KLMA_80405	YALI1_B07549g
OG0003387	YHR112C	KLMA_80406	YALI1_C30440g
OG0003388	YLL040C	KLMA_80407	YALI1_F09996g
OG0003389	YLL041C	KLMA_80408	YALI1_D30256g
OG0003390	YHL031C	KLMA_80410	YALI1_D30224g
OG0003391	YHL032C	KLMA_80412	YALI1_F00654g
OG0003392	YLL048C	KLMA_80415	YALI1_E17258g
OG0003393	YLL050C	KLMA_80417	YALI1_F27731g
OG0003394	YPR201W	KLMA_70010	YALI1_C10041g
OG0003395	YNR063W	KLMA_70006	YALI1_E02183g
OG0003397	YML035C	KLMA_70014	YALI1_E14316g
OG0003398	YDR459C	KLMA_70015	YALI1_E02348g
OG0003399	YOR246C	KLMA_70016	YALI1_E29512g
OG0003400	YPL160W	KLMA_70017	YALI1_E29319g
OG0003401	YMR210W	KLMA_70020	YALI1_B24564g
OG0003402	YPL157W	KLMA_70022	YALI1_B06489g
OG0003403	YPL155C	KLMA_70024	YALI1_F34387g
OG0003404	YPL154C	KLMA_70025	YALI1_F34429g
OG0003405	YFL047W	KLMA_70029	YALI1_E06365g
OG0003406	YLR078C	KLMA_70031	YALI1_F39272g
OG0003407	YLR077W	KLMA_70032	YALI1_D11063g
OG0003408	YFL046W	KLMA_70033	YALI1_D16314g
OG0003409	YFL045C	KLMA_70034	YALI1_D16290g
OG0003410	YLR075W	KLMA_70037	YALI1_D16249g
OG0003411	YLR074C	KLMA_70039	YALI1_D16206g
OG0003412	YFL044C	KLMA_70040	YALI1_D16173g
OG0003413	YLR071C	KLMA_70043	YALI1_D09168g
OG0003414	YLR069C	KLMA_70046	YALI1_D09356g
OG0003415	YLR068W	KLMA_70047	YALI1_E29005g
OG0003416	YLR066W	KLMA_70049	YALI1_E28964g
OG0003417	YLR065C	KLMA_70053	YALI1_D30319g
OG0003418	YFL038C	KLMA_70054	YALI1_D10424g
OG0003419	YFL037W	KLMA_70056	YALI1_E01105g
OG0003420	YFL036W	KLMA_70058	YALI1_A12225g
OG0003421	YFL034C-B	KLMA_70059	YALI1_A17470g
OG0003422	YLR063W	KLMA_70060	YALI1_E38193g
OG0003423	YLR393W	KLMA_70061	YALI1_F26216g
OG0003424	YLR390W-A	KLMA_70062	YALI1_E24633g
OG0003425	YDL065C	KLMA_70063	YALI1_B29548g
OG0003426	YDL064W	KLMA_70064	YALI1_B29539g
OG0003427	YDL063C	KLMA_70065	YALI1_F24130g
OG0003428	YLR389C	KLMA_70067	YALI1_F32399g
OG0003430	YDL060W	KLMA_70069	YALI1_B11794g
OG0003431	YLR386W	KLMA_70071	YALI1_B29562g
OG0003432	YLR384C	KLMA_70073	YALI1_F27470g
OG0003433	YDL058W	KLMA_70075	YALI1_F03693g
OG0003434	YLR383W	KLMA_70076	YALI1_F03604g
OG0003435	YLR382C	KLMA_70077	YALI1_F03527g
OG0003436	YLR381W	KLMA_70078	YALI1_C24806g
OG0003437	YDL057W	KLMA_70080	YALI1_C27109g YALI1_C27713g
OG0003438	YDL056W	KLMA_70081	YALI1_A20855g
OG0003439	YDL055C	KLMA_70082	YALI1_C08702g
OG0003440	YJR102C	KLMA_70084	YALI1_B21819g
OG0003441	YJR104C	KLMA_70087	YALI1_E14988g
OG0003442	YBL040C	KLMA_70091	YALI1_D08382g
OG0003443	YBL041W	KLMA_70092	YALI1_D08360g
OG0003444	YBL046W	KLMA_70096	YALI1_D10829g
OG0003445	YJR113C	KLMA_70097	YALI1_D10865g
OG0003446	YJR112W-A	KLMA_70098	YALI1_C32424g
OG0003447	YBL047C	KLMA_70099	YALI1_C32921g
OG0003448	YJR112W	KLMA_70100	YALI1_C32972g
OG0003449	YJR110W	KLMA_70102	YALI1_E28097g
OG0003450	YJR093C	KLMA_70108	YALI1_E03527g
OG0003451	YJR090C	KLMA_70111	YALI1_C20488g
OG0003452	YJR089W	KLMA_70112	YALI1_A20631g
OG0003453	YPR041W	KLMA_70113	YALI1_D09504g
OG0003454	YJR088C	KLMA_70115	YALI1_C32010g
OG0003455	YPR040W	KLMA_70116	YALI1_C31900g
OG0003456	YPR037C	KLMA_70117	YALI1_C31888g
OG0003457	YJR086W	KLMA_70118	YALI1_A06396g
OG0003458	YJR085C	KLMA_70119	YALI1_F29670g
OG0003459	YJR084W	KLMA_70120	YALI1_F20457g
OG0003460	YPR036W	KLMA_70122	YALI1_E10492g
OG0003461	YPR035W	KLMA_70123	YALI1_F00821g
OG0003462	YJR082C	KLMA_70125	YALI1_E16023g
OG0003463	YJR080C	KLMA_70126	YALI1_E04575g
OG0003464	YPR033C	KLMA_70127	YALI1_E16068g
OG0003465	YBL107C	KLMA_70128	YALI1_C08882g
OG0003466	YBL105C	KLMA_70130	YALI1_F13339g
OG0003467	YBL104C	KLMA_70131	YALI1_D23693g
OG0003468	YPR031W	KLMA_70132	YALI1_D33988g
OG0003469	YBL102W	KLMA_70134	YALI1_F15311g
OG0003470	YPR029C	KLMA_70137	YALI1_B27777g
OG0003471	YPR028W	KLMA_70138	YALI1_B25762g
OG0003472	YPR026W	KLMA_70139	YALI1_E09241g
OG0003473	YBL099W	KLMA_70140	YALI1_F04433g
OG0003474	YPR025C	KLMA_70141	YALI1_A06666g
OG0003475	YPR024W	KLMA_70142	YALI1_B02375g
OG0003476	YBL097W	KLMA_70144	YALI1_B04937g
OG0003478	YBL095W	KLMA_70146	YALI1_E33843g
OG0003479	YER122C	KLMA_70147	YALI1_D00747g
OG0003480	YBL093C	KLMA_70148	YALI1_E13034g
OG0003481	YBL092W	KLMA_70149	YALI1_E36179g
OG0003482	YBL091C	KLMA_70150	YALI1_D06700g
OG0003483	YER118C	KLMA_70153	YALI1_D05070g
OG0003484	YBL088C	KLMA_70154	YALI1_D04814g
OG0003485	YNL317W	KLMA_70158	YALI1_A17515g
OG0003486	YOL135C	KLMA_70160	YALI1_B22638g
OG0003487	YOL133W	KLMA_70161	YALI1_B22561g
OG0003488	YNL316C	KLMA_70162	YALI1_B22549g
OG0003489	YNL315C	KLMA_70163	YALI1_B22533g
OG0003490	YNL313C	KLMA_70165	YALI1_D00311g
OG0003491	YER071C	KLMA_70167	YALI1_B15964g
OG0003492	YIL068C	KLMA_70168	YALI1_D10886g
OG0003493	YIL067C	KLMA_70169	YALI1_F26399g
OG0003494	YIL065C	KLMA_70171	YALI1_B08616g
OG0003495	YIL064W	KLMA_70172	YALI1_E13787g
OG0003496	YIL063C	KLMA_70173	YALI1_E13765g
OG0003497	YIL062C	KLMA_70174	YALI1_E13727g
OG0003498	YER069W	KLMA_70175	YALI1_B22853g
OG0003500	YER068W	KLMA_70177	YALI1_F03356g
OG0003502	YER065C	KLMA_70179	YALI1_C24124g
OG0003503	YER063W	KLMA_70182	YALI1_F12535g
OG0003505	YER061C	KLMA_70184	YALI1_F38317g
OG0003506	YIL049W	KLMA_70185	YALI1_E09357g
OG0003507	YER058W	KLMA_70188	YALI1_C06532g
OG0003508	YIL048W	KLMA_70191	YALI1_F01838g
OG0003509	YNR033W	KLMA_70193	YALI1_A05459g
OG0003510	YNR032C-A	KLMA_70194	YALI1_A03289g
OG0003511	YNR032W	KLMA_70195	YALI1_A05407g
OG0003512	YCR072C	KLMA_70197	YALI1_A06128g
OG0003513	YCR071C	KLMA_70198	YALI1_A06149g
OG0003514	YNR030W	KLMA_70199	YALI1_C03495g
OG0003515	YNR029C	KLMA_70200	YALI1_E15469g
OG0003516	YGR082W	KLMA_70202	YALI1_A06743g
OG0003517	YPR098C	KLMA_70203	YALI1_B11960g
OG0003518	YPR095C	KLMA_70204	YALI1_C10675g
OG0003519	YPR094W	KLMA_70205	YALI1_C10718g
OG0003520	YGR080W	KLMA_70207	YALI1_E41185g
OG0003521	YPR091C	KLMA_70209	YALI1_C10016g
OG0003522	YBR136W	KLMA_70210	YALI1_F27465g
OG0003523	YBR135W	KLMA_70211	YALI1_F24905g
OG0003524	YBR133C	KLMA_70212	YALI1_E22207g
OG0003525	YPR089W	KLMA_70213	YALI1_C10463g
OG0003526	YBR132C	KLMA_70214	YALI1_C10232g
OG0003527	YPL235W	KLMA_70215	YALI1_E37040g
OG0003528	YPL234C	KLMA_70216	YALI1_E37063g
OG0003529	YPL233W	KLMA_70217	YALI1_B06015g
OG0003530	YPL231W	KLMA_70219	YALI1_B25427g
OG0003532	YPL228W	KLMA_70222	YALI1_F11243g
OG0003533	YPL227C	KLMA_70223	YALI1_D07696g
OG0003534	YMR179W	KLMA_70224	YALI1_E03088g
OG0003535	YPL226W	KLMA_70225	YALI1_B05832g
OG0003536	YMR178W	KLMA_70226	YALI1_B05483g
OG0003537	YPL225W	KLMA_70227	YALI1_B05497g
OG0003538	YMR176W	KLMA_70229	YALI1_C23472g
OG0003539	YLR212C	KLMA_70231	YALI1_B09448g
OG0003540	YDL146W	KLMA_70232	YALI1_C30884g
OG0003541	YLR211C	KLMA_70233	YALI1_D11623g
OG0003542	YDL147W	KLMA_70234	YALI1_D12630g
OG0003543	YDL148C	KLMA_70235	YALI1_F11781g
OG0003544	YDL149W	KLMA_70236	YALI1_F11729g
OG0003545	YDL150W	KLMA_70237	YALI1_F04594g
OG0003546	YDL153C	KLMA_70238	YALI1_F27041g
OG0003547	YDL156W	KLMA_70244	YALI1_F28765g
OG0003548	YDL157C	KLMA_70245	YALI1_F27968g
OG0003549	YDL159W	KLMA_70246	YALI1_F27945g
OG0003550	YDL160C	KLMA_70248	YALI1_F27929g
OG0003551	YLR209C	KLMA_70249	YALI1_F37714g
OG0003552	YLR208W	KLMA_70250	YALI1_F37734g
OG0003553	YLR207W	KLMA_70251	YALI1_F02939g
OG0003554	YHR072W-A	KLMA_70255	YALI1_C00958g
OG0003555	YDR320C-A	KLMA_70256	YALI1_C00962g
OG0003556	YHR073W	KLMA_70257	YALI1_E26930g
OG0003557	YML086C	KLMA_70261	YALI1_A22228g
OG0003558	YML088W	KLMA_70263	YALI1_D34213g
OG0003559	YPR162C	KLMA_70264	YALI1_E19105g
OG0003560	YPR163C	KLMA_70265	YALI1_E36334g
OG0003561	YPR166C	KLMA_70269	YALI1_D27297g
OG0003562	YIR030C	KLMA_70270	YALI1_E26788g
OG0003563	YPR167C	KLMA_70271	YALI1_B10635g
OG0003564	YPR168W	KLMA_70272	YALI1_E19669g
OG0003565	YPR169W	KLMA_70273	YALI1_F08324g
OG0003567	YLR455W	KLMA_70277	YALI1_C03735g
OG0003568	YPR173C	KLMA_70279	YALI1_B21323g
OG0003569	YPR144C	KLMA_70282	YALI1_F26957g
OG0003570	YGR123C	KLMA_70283	YALI1_B09044g
OG0003571	YPR143W	KLMA_70284	YALI1_C17995g
OG0003572	YPR141C	KLMA_70285	YALI1_C17988g
OG0003573	YPR140W	KLMA_70286	YALI1_C19814g
OG0003574	YPR139C	KLMA_70287	YALI1_C19794g
OG0003575	YPR137W	KLMA_70290	YALI1_A21630g
OG0003576	YPR135W	KLMA_70291	YALI1_A21654g
OG0003577	YGR119C	KLMA_70293	YALI1_A21720g
OG0003578	YPR133C	KLMA_70296	YALI1_A21746g
OG0003579	YPR131C	KLMA_70299	YALI1_D17181g
OG0003580	YPR129W	KLMA_70300	YALI1_D17151g
OG0003581	YPR128C	KLMA_70301	YALI1_E03623g
OG0003582	YGR116W	KLMA_70304	YALI1_B02091g
OG0003583	YPR124W	KLMA_70305	YALI1_C28396g
OG0003584	YGR113W	KLMA_70306	YALI1_F07860g
OG0003585	YGR112W	KLMA_70307	YALI1_F39291g
OG0003586	YBR251W	KLMA_70308	YALI1_D02087g
OG0003587	YPR065W	KLMA_70309	YALI1_B03404g
OG0003588	YER016W	KLMA_70311	YALI1_A18622g
OG0003590	YER014W	KLMA_70313	YALI1_D30196g
OG0003591	YER012W	KLMA_70315	YALI1_B15092g
OG0003592	YIR008C	KLMA_70316	YALI1_B15109g
OG0003594	YOL026C	KLMA_70321	YALI1_B18265g
OG0003595	YOL038W	KLMA_70322	YALI1_B18811g
OG0003596	YIR017C	KLMA_70324	YALI1_D05594g
OG0003597	YHR030C	KLMA_70325	YALI1_B04248g
OG0003598	YBR097W	KLMA_70326	YALI1_E40076g
OG0003599	YBR095C	KLMA_70329	YALI1_C16183g
OG0003600	YBR094W	KLMA_70330	YALI1_C16150g
OG0003601	YBR088C	KLMA_70334	YALI1_D13226g
OG0003602	YPR051W	KLMA_70335	YALI1_C16200g
OG0003603	YPR049C	KLMA_70337	YALI1_B06315g
OG0003604	YPR048W	KLMA_70338	YALI1_C13106g
OG0003605	YPR047W	KLMA_70339	YALI1_C25782g
OG0003606	YBL038W	KLMA_70340	YALI1_C25301g
OG0003607	YBR087W	KLMA_70341	YALI1_C29983g
OG0003608	YBL037W	KLMA_70342	YALI1_C25829g
OG0003609	YBL036C	KLMA_70343	YALI1_C30255g
OG0003610	YBR086C	KLMA_70344	YALI1_C29762g
OG0003611	YBL035C	KLMA_70346	YALI1_E22576g
OG0003612	YBL034C	KLMA_70347	YALI1_D27718g
OG0003613	YBL033C	KLMA_70349	YALI1_E02885g
OG0003614	YBL032W	KLMA_70351	YALI1_A18439g
OG0003615	YBL029C-A	KLMA_70355	YALI1_B00977g
OG0003616	YBL029W	KLMA_70356	YALI1_C22322g
OG0003617	YBL028C	KLMA_70357	YALI1_E29939g
OG0003619	YDR060W	KLMA_70362	YALI1_D18770g
OG0003620	YBR081C	KLMA_70366	YALI1_E38056g
OG0003621	YDR057W	KLMA_70367	YALI1_E38107g
OG0003622	YHR067W	KLMA_70369	YALI1_A20089g
OG0003623	YDR315C	KLMA_70370	YALI1_E08530g
OG0003624	YHR068W	KLMA_70371	YALI1_B01084g
OG0003625	YDR316W	KLMA_70372	YALI1_D07149g
OG0003626	YHR069C	KLMA_70373	YALI1_D07124g
OG0003627	YHR070W	KLMA_70374	YALI1_D07118g
