genes,logFC,logCPM,PValue,FDR,,,,,,
YALI1_B24292g,-0.207290449,6.422395291,6.18E-06,2.94E-05,,,,,,
YALI1_B21042g,0.310440527,4.774802017,6.38E-06,3.03E-05,,,,,,
YALI1_F05936g,0.308112965,4.470670006,6.51E-06,3.10E-05,,,,,,
YALI1_E41436g,0.306787232,6.967192235,6.59E-06,3.13E-05,,,,,,
YALI1_E27731g,-0.249810382,7.308924109,6.73E-06,3.20E-05,,,,,,
YALI1_A21021g,0.810017652,1.750322584,6.74E-06,3.20E-05,,,,,,
YALI1_E13132g,0.219115196,7.649685683,6.76E-06,3.20E-05,,,,,,
YALI1_B27339r,-0.629624211,1.917737997,6.78E-06,3.21E-05,,,,,,
YALI1_C01393g,-1.279964172,-0.217323633,6.78E-06,3.21E-05,,,,,,
YALI1_F34429g,0.250783873,10.5169375,6.79E-06,3.22E-05,,,,,,
YALI1_A22093g,0.286346143,5.183767982,6.81E-06,3.22E-05,,,,,,
YALI1_A11439g,-1.125172669,4.617852198,6.84E-06,3.24E-05,,,,,,
YALI1_C33193g,-0.266057807,5.46249412,6.98E-06,3.30E-05,,,,,,
YALI1_F12434g,0.201368618,7.299144008,6.99E-06,3.30E-05,,,,,,
YALI1_C23950g,-0.547449042,4.352785,7.02E-06,3.31E-05,,,,,,
YALI1_C23755g,-0.278409567,6.222782088,7.13E-06,3.36E-05,,,,,,
YALI1_F38918g,-0.319351831,6.605765742,7.14E-06,3.36E-05,,,,,,
YALI1_D33640g,-0.242027572,7.1004831,7.14E-06,3.36E-05,,,,,,
YALI1_D27235g,0.272903431,5.870701083,7.18E-06,3.38E-05,,,,,,
YALI1_F23364g,-0.248441022,6.036954965,7.29E-06,3.43E-05,,,,,,
YALI1_E12244g,-0.22977349,7.450728298,7.30E-06,3.43E-05,,,,,,
YALI1_E39820g,-0.665111928,2.240686835,7.37E-06,3.46E-05,,,,,,
YALI1_D00231g,0.32003227,5.877072595,7.56E-06,3.55E-05,,,,,,
YALI1_B29711g,0.297036977,4.965350632,7.84E-06,3.68E-05,,,,,,
YALI1_C32972g,-0.334564882,4.687501752,7.88E-06,3.70E-05,,,,,,
YALI1_E29046g,0.218383679,5.620700693,7.90E-06,3.70E-05,,,,,,
YALI1_E29005g,-0.385900149,4.776753853,7.95E-06,3.72E-05,,,,,,
YALI1_A08107g,0.997024793,1.226040679,7.98E-06,3.73E-05,,,,,,
YALI1_F19007g,0.253365807,6.773475517,8.08E-06,3.78E-05,,,,,,
YALI1_E22859g,-0.279552557,5.447612608,8.14E-06,3.80E-05,,,,,,
YALI1_B03963g,-0.306328039,5.515762052,8.25E-06,3.86E-05,,,,,,
YALI1_B12691g,0.263245278,7.124518367,8.26E-06,3.86E-05,,,,,,
YALI1_C20953g,-0.280217332,4.812498391,8.45E-06,3.94E-05,,,,,,
YALI1_F20931g,-0.66739174,2.814724758,8.57E-06,4.00E-05,,,,,,
YALI1_F01234g,-0.226851553,6.998725133,8.62E-06,4.01E-05,,,,,,
YALI1_F09155g,0.398303178,5.461571323,8.65E-06,4.03E-05,,,,,,
YALI1_B25963g,0.275567543,6.485203352,8.71E-06,4.05E-05,,,,,,
YALI1_A21012g,1.035166523,0.871358061,8.72E-06,4.06E-05,,,,,,
YALI1_D09785g,0.273268331,6.531783788,8.79E-06,4.08E-05,,,,,,
YALI1_E03449g,-0.294850438,5.652793761,8.90E-06,4.13E-05,,,,,,
YALI1_A01888g,0.264230855,5.099074002,8.90E-06,4.13E-05,,,,,,
YALI1_E31446g,0.671058239,6.900024702,9.00E-06,4.18E-05,,,,,,
YALI1_E09835g,-0.76338763,1.221575087,9.03E-06,4.19E-05,,,,,,
YALI1_E11491g,-0.332123442,5.255737958,9.06E-06,4.20E-05,,,,,,
YALI1_E06737g,0.959928032,0.72765451,9.14E-06,4.23E-05,,,,,,
YALI1_F12312g,-0.250700195,6.276765202,9.19E-06,4.25E-05,,,,,,
YALI1_F23047g,0.366820197,4.81930234,9.25E-06,4.28E-05,,,,,,
YALI1_C09133g,-0.247247543,7.512783376,9.29E-06,4.29E-05,,,,,,
YALI1_C21544g,0.35838222,5.624056158,9.47E-06,4.37E-05,,,,,,
YALI1_D30705g,0.209053775,7.204757013,9.47E-06,4.37E-05,,,,,,
YALI1_A06488g,-0.193342615,6.454497521,9.59E-06,4.42E-05,,,,,,
YALI1_F16426g,0.491897544,3.61283746,9.64E-06,4.44E-05,,,,,,
YALI1_A20484g,-0.287722164,8.731404098,9.69E-06,4.47E-05,,,,,,
YALI1_E28855g,0.488203956,2.908774072,9.75E-06,4.49E-05,,,,,,
YALI1_D30526g,-0.559061506,3.198683243,9.77E-06,4.50E-05,,,,,,
YALI1_A22105g,-0.33593546,5.743893671,9.85E-06,4.53E-05,,,,,,
YALI1_F33603g,-0.243399424,5.86864868,1.00E-05,4.61E-05,,,,,,
YALI1_C02160g,-0.33940698,4.126396858,1.01E-05,4.64E-05,,,,,,
YALI1_F01430g,-0.348132983,4.508933511,1.03E-05,4.75E-05,,,,,,
YALI1_D25359g,-0.491716177,2.900890984,1.04E-05,4.79E-05,,,,,,
YALI1_B22938g,-0.320103841,7.378771486,1.05E-05,4.83E-05,,,,,,
YALI1_F24130g,-0.269934475,5.747696604,1.06E-05,4.84E-05,,,,,,
YALI1_A06396g,0.60971493,3.256846231,1.07E-05,4.91E-05,,,,,,
YALI1_C01720g,0.199629546,6.392165202,1.09E-05,4.98E-05,,,,,,
YALI1_F03452g,1.354366863,0.509064822,1.09E-05,4.99E-05,,,,,,
YALI1_A21409g,0.288513733,6.15741193,1.10E-05,5.01E-05,,,,,,
YALI1_F13185g,0.643855886,3.274640205,1.12E-05,5.13E-05,,,,,,
YALI1_D10102g,0.198861998,7.201419784,1.15E-05,5.25E-05,,,,,,
YALI1_F26692g,-0.326314372,5.195902805,1.16E-05,5.28E-05,,,,,,
YALI1_C10232g,-0.222338912,7.304597368,1.21E-05,5.51E-05,,,,,,
YALI1_C13560g,-0.233971225,5.878368877,1.21E-05,5.52E-05,,,,,,
YALI1_A02335g,-2.412592607,5.232829096,1.25E-05,5.67E-05,,,,,,
YALI1_E10290g,-0.23567288,6.333606529,1.25E-05,5.67E-05,,,,,,
YALI1_C18806g,-0.251087886,6.431816071,1.28E-05,5.82E-05,,,,,,
YALI1_D23224g,-0.270344755,5.422639553,1.29E-05,5.86E-05,,,,,,
YALI1_C30859g,0.405960739,4.04529848,1.29E-05,5.88E-05,,,,,,
YALI1_B16996g,-0.190486328,9.850137388,1.30E-05,5.89E-05,,,,,,
YALI1_C16305g,0.251791466,5.470082788,1.32E-05,5.97E-05,,,,,,
YALI1_C09718g,-0.359828611,6.445761824,1.32E-05,5.97E-05,,,,,,
YALI1_F30841g,0.216016643,5.203572354,1.32E-05,5.97E-05,,,,,,
YALI1_D21120g,0.222871684,8.108980992,1.32E-05,5.97E-05,,,,,,
YALI1_B24185g,0.239107336,8.125275808,1.32E-05,5.97E-05,,,,,,
YALI1_C29141g,-0.246071251,8.623344798,1.35E-05,6.08E-05,,,,,,
YALI1_F08757g,-0.207030983,6.51485981,1.36E-05,6.13E-05,,,,,,
YALI1_F37498g,-1.173195256,-0.343907573,1.36E-05,6.14E-05,,,,,,
YALI1_D09285g,-0.598616004,2.112561927,1.36E-05,6.15E-05,,,,,,
YALI1_B25495g,0.444194745,3.097750046,1.42E-05,6.40E-05,,,,,,
YALI1_E19772g,-0.50946149,3.429292825,1.42E-05,6.40E-05,,,,,,
YALI1_C24460g,-0.267009036,6.517166451,1.43E-05,6.43E-05,,,,,,
YALI1_E33421g,0.605515421,2.383326923,1.45E-05,6.55E-05,,,,,,
YALI1_F34798g,0.296380227,4.845235438,1.46E-05,6.57E-05,,,,,,
YALI1_E23184g,-0.272258825,9.897673738,1.46E-05,6.58E-05,,,,,,
YALI1_A01074g,0.630573495,1.707665811,1.47E-05,6.62E-05,,,,,,
YALI1_D16531g,1.235415292,1.034386019,1.48E-05,6.64E-05,,,,,,
YALI1_C28456g,0.935505488,1.260178577,1.48E-05,6.66E-05,,,,,,
YALI1_C22278g,0.871326189,0.466943767,1.49E-05,6.69E-05,,,,,,
YALI1_F07510g,0.219049727,6.406570019,1.50E-05,6.74E-05,,,,,,
YALI1_C18901g,-0.238340109,6.219521704,1.51E-05,6.75E-05,,,,,,
YALI1_A08424g,0.384010663,3.858102627,1.51E-05,6.78E-05,,,,,,
YALI1_C06298g,0.233649997,6.042338687,1.53E-05,6.83E-05,,,,,,
YALI1_F07675g,-0.231674979,6.994639274,1.53E-05,6.87E-05,,,,,,
YALI1_E24028g,0.224115901,5.362215225,1.55E-05,6.93E-05,,,,,,
YALI1_E27076g,0.2137572,6.013152766,1.55E-05,6.93E-05,,,,,,
YALI1_D34840g,0.440111003,3.457294486,1.55E-05,6.93E-05,,,,,,
YALI1_F07655g,-0.234170971,5.9526058,1.55E-05,6.94E-05,,,,,,
YALI1_E35520g,0.205896446,7.110387764,1.57E-05,7.01E-05,,,,,,
YALI1_E32241g,0.536884374,2.98563726,1.58E-05,7.05E-05,,,,,,
YALI1_C05423g,0.239264105,6.112069739,1.58E-05,7.05E-05,,,,,,
YALI1_D16729g,0.403981156,2.820053853,1.59E-05,7.09E-05,,,,,,
YALI1_F34818g,0.232954612,7.493113286,1.61E-05,7.16E-05,,,,,,
YALI1_C30320g,0.476314928,6.708705187,1.63E-05,7.26E-05,,,,,,
YALI1_A02083g,-0.211684535,6.5053576,1.63E-05,7.26E-05,,,,,,
YALI1_C07288g,-0.238186038,11.44203864,1.66E-05,7.36E-05,,,,,,
YALI1_D01548g,0.241953436,6.093977499,1.67E-05,7.41E-05,,,,,,
YALI1_C14787g,0.243479725,7.186451885,1.67E-05,7.42E-05,,,,,,
YALI1_C17411g,-0.204012822,7.767792541,1.68E-05,7.45E-05,,,,,,
YALI1_D07257g,-0.75133883,1.624274651,1.70E-05,7.53E-05,,,,,,
YALI1_B29637g,-0.191254211,7.712939601,1.71E-05,7.58E-05,,,,,,
YALI1_E07471g,-0.217712712,7.068766326,1.75E-05,7.76E-05,,,,,,
YALI1_C20198g,-0.28213517,7.83131456,1.76E-05,7.77E-05,,,,,,
YALI1_E07676g,-0.230935863,8.644714062,1.76E-05,7.78E-05,,,,,,
YALI1_D19252g,-0.238636804,9.515075404,1.77E-05,7.80E-05,,,,,,
YALI1_D12543g,0.182763853,6.193564532,1.77E-05,7.82E-05,,,,,,
YALI1_F06197g,-0.21937449,9.497106828,1.79E-05,7.89E-05,,,,,,
YALI1_D07486g,-0.500331113,2.664202751,1.79E-05,7.90E-05,,,,,,
YALI1_C10555g,0.285641478,10.591542,1.80E-05,7.95E-05,,,,,,
YALI1_F13355g,-0.355445761,6.050489294,1.81E-05,7.99E-05,,,,,,
YALI1_D33289g,0.67209754,1.659031849,1.82E-05,8.01E-05,,,,,,
YALI1_E05074g,0.42415305,3.104174254,1.83E-05,8.03E-05,,,,,,
YALI1_E12496g,-0.204141121,6.593217902,1.83E-05,8.05E-05,,,,,,
YALI1_C10345g,0.212541319,5.991329062,1.83E-05,8.05E-05,,,,,,
YALI1_F33273g,0.868375793,2.645651816,1.86E-05,8.15E-05,,,,,,
YALI1_E40864g,0.437608901,3.517317897,1.86E-05,8.16E-05,,,,,,
YALI1_B29133g,0.253229443,7.401305802,1.87E-05,8.20E-05,,,,,,
YALI1_D13403g,-0.272245634,6.065151863,1.89E-05,8.27E-05,,,,,,
YALI1_B21562g,-0.222817275,7.242952424,1.95E-05,8.54E-05,,,,,,
YALI1_A02833g,0.239706428,7.527006626,1.96E-05,8.58E-05,,,,,,
YALI1_B21004g,-0.283937705,4.943028977,1.96E-05,8.59E-05,,,,,,
YALI1_B06340g,0.268596267,4.522199777,1.98E-05,8.67E-05,,,,,,
YALI1_E33234g,-0.190464165,6.548601878,1.99E-05,8.68E-05,,,,,,
YALI1_D30224g,0.256137008,5.722757283,1.99E-05,8.68E-05,,,,,,
YALI1_B22820g,-0.25056544,7.042214754,1.99E-05,8.68E-05,,,,,,
YALI1_E27161g,-0.263470896,8.241126688,2.02E-05,8.83E-05,,,,,,
YALI1_F04920g,0.521687943,3.042305284,2.08E-05,9.06E-05,,,,,,
YALI1_B09993g,-0.278182507,6.839304946,2.08E-05,9.07E-05,,,,,,
YALI1_D05222g,-0.345810972,5.46184815,2.09E-05,9.09E-05,,,,,,
YALI1_B15346g,-0.24753048,7.317559071,2.09E-05,9.11E-05,,,,,,
YALI1_B11120g,0.233874026,5.14083888,2.10E-05,9.11E-05,,,,,,
YALI1_F15038g,0.240228113,7.504670029,2.10E-05,9.12E-05,,,,,,
YALI1_F38551g,0.219605931,6.625364071,2.10E-05,9.13E-05,,,,,,
YALI1_B03168g,-0.421681044,3.067485205,2.10E-05,9.13E-05,,,,,,
YALI1_B05072g,-0.267637313,8.113790224,2.11E-05,9.13E-05,,,,,,
YALI1_E36837g,-0.256887873,5.122096764,2.11E-05,9.13E-05,,,,,,
YALI1_E09652g,-0.271188642,6.09140166,2.13E-05,9.23E-05,,,,,,
YALI1_E01057g,0.580268859,3.629045787,2.14E-05,9.25E-05,,,,,,
YALI1_F32764g,0.2001106,7.395041217,2.18E-05,9.43E-05,,,,,,
YALI1_C24589g,-0.896825647,2.080618484,2.18E-05,9.44E-05,,,,,,
YALI1_B14959g,0.342931776,6.042989214,2.20E-05,9.49E-05,,,,,,
YALI1_D10961g,-0.209082026,9.169167313,2.20E-05,9.49E-05,,,,,,
YALI1_E27871g,-0.180455741,9.063586124,2.21E-05,9.56E-05,,,,,,
YALI1_B17927g,0.21717371,6.734401171,2.21E-05,9.56E-05,,,,,,
YALI1_B09476g,0.812316494,0.88783555,2.22E-05,9.56E-05,,,,,,
YALI1_B02733g,0.461586502,2.445820307,2.22E-05,9.58E-05,,,,,,
YALI1_B17805g,0.396885979,4.755761838,2.24E-05,9.64E-05,,,,,,
YALI1_E10899g,-0.362896639,6.19171048,2.26E-05,9.73E-05,,,,,,
YALI1_E02143g,0.804174514,4.896377228,2.32E-05,9.98E-05,,,,,,
YALI1_B26205g,-0.341329893,5.728942716,2.33E-05,0.000100289,,,,,,
YALI1_C14949r,0.927448966,-0.126219778,2.36E-05,0.000101587,,,,,,
YALI1_F03883g,0.239584314,5.429103539,2.36E-05,0.0001016,,,,,,
YALI1_F23024g,-0.270611493,7.289035096,2.37E-05,0.000101853,,,,,,
YALI1_F27175g,-0.227508902,9.926204968,2.40E-05,0.000102858,,,,,,
YALI1_B30066g,-0.243915669,6.089215079,2.43E-05,0.000104284,,,,,,
YALI1_D14986g,-0.360510227,8.865963809,2.47E-05,0.0001057,,,,,,
YALI1_E22503g,-0.537819057,3.599669241,2.48E-05,0.000106377,,,,,,
YALI1_F16715g,0.985657764,0.622186224,2.49E-05,0.000106764,,,,,,
YALI1_C16712g,0.559432034,3.758866516,2.50E-05,0.000106974,,,,,,
YALI1_F35578g,0.227289467,5.826161408,2.51E-05,0.000107372,,,,,,
YALI1_D09356g,-0.267496488,7.261645634,2.55E-05,0.000108882,,,,,,
YALI1_C31061g,0.39245317,3.555601385,2.55E-05,0.000108882,,,,,,
YALI1_E28919g,0.270820632,8.649417312,2.59E-05,0.000110555,,,,,,
YALI1_D04128g,-0.220163077,12.52267662,2.59E-05,0.00011062,,,,,,
YALI1_F06312g,0.249142843,5.342205733,2.61E-05,0.000111261,,,,,,
YALI1_D33961g,0.471646674,3.183185902,2.61E-05,0.000111261,,,,,,
YALI1_B26153g,-0.19366403,7.448657784,2.61E-05,0.000111261,,,,,,
YALI1_E19327g,-0.239474636,5.949844248,2.62E-05,0.000111461,,,,,,
YALI1_B14238g,-0.310280284,5.494553526,2.62E-05,0.00011149,,,,,,
YALI1_C16961g,1.300836153,-0.009921636,2.63E-05,0.000111607,,,,,,
YALI1_B23933g,-0.274538942,5.764333234,2.67E-05,0.000113527,,,,,,
YALI1_F30296g,0.711850958,1.731378326,2.68E-05,0.000113638,,,,,,
YALI1_E28439g,-0.327905074,6.172309741,2.68E-05,0.000113638,,,,,,
YALI1_E02574g,-0.182120549,6.068221337,2.69E-05,0.000113931,,,,,,
YALI1_B25360g,-0.267844401,9.154767505,2.74E-05,0.000116275,,,,,,
YALI1_F15053g,-0.333603971,6.405218605,2.75E-05,0.000116605,,,,,,
YALI1_D09964g,-0.254598874,6.734860617,2.80E-05,0.00011853,,,,,,
YALI1_C32253g,0.22481133,5.394147478,2.80E-05,0.000118574,,,,,,
YALI1_B17155g,0.59994515,2.554783688,2.84E-05,0.00011994,,,,,,
YALI1_E19316g,0.267812688,4.784126789,2.87E-05,0.000121307,,,,,,
YALI1_B14804g,0.244016597,5.168598092,2.87E-05,0.000121307,,,,,,
YALI1_B28357g,0.235421505,7.31719927,2.87E-05,0.000121307,,,,,,
YALI1_E21200g,0.249103796,5.683181179,2.90E-05,0.000122455,,,,,,
YALI1_E30479g,0.263336726,4.90133037,2.91E-05,0.000122845,,,,,,
YALI1_C09072g,-0.233210217,9.0998693,2.95E-05,0.000124155,,,,,,
YALI1_B10463g,0.205781566,7.067724946,2.95E-05,0.000124426,,,,,,
YALI1_F05979g,-0.233973768,6.474750237,2.96E-05,0.0001246,,,,,,
YALI1_E25866g,0.205112366,7.664645371,2.97E-05,0.00012482,,,,,,
YALI1_C24533g,0.579229519,2.438517045,2.97E-05,0.00012482,,,,,,
YALI1_F15387g,-0.431483233,3.244015405,2.97E-05,0.00012482,,,,,,
YALI1_C33458g,0.225124531,8.244892963,2.97E-05,0.000124891,,,,,,
YALI1_E28545g,0.253913095,5.691199213,3.06E-05,0.000128307,,,,,,
YALI1_D32455g,0.554367865,2.351101238,3.16E-05,0.000132756,,,,,,
YALI1_D24505g,-0.463138489,4.946101901,3.17E-05,0.000132756,,,,,,
YALI1_F39236g,-0.255728674,7.447179741,3.18E-05,0.000133086,,,,,,
YALI1_A13131g,0.678092088,1.204005328,3.18E-05,0.000133205,,,,,,
YALI1_F14009g,-0.210055596,5.840491319,3.19E-05,0.000133412,,,,,,
YALI1_B11111g,0.333639553,5.898235132,3.19E-05,0.00013353,,,,,,
YALI1_F25587g,-0.593682306,1.615138618,3.26E-05,0.000136352,,,,,,
YALI1_F39527g,0.213118287,7.705656471,3.27E-05,0.000136564,,,,,,
YALI1_F33951g,0.253144967,6.556483603,3.28E-05,0.000136916,,,,,,
YALI1_E37812g,0.395679402,6.266871693,3.29E-05,0.000137313,,,,,,
YALI1_E34525g,0.202100706,7.194579633,3.31E-05,0.000138088,,,,,,
YALI1_D24069g,-0.20602882,5.504678067,3.32E-05,0.000138459,,,,,,
YALI1_E19826g,0.273316559,6.336953073,3.38E-05,0.000140716,,,,,,
YALI1_F09137g,0.54708625,4.256456202,3.38E-05,0.00014085,,,,,,
YALI1_A15528g,-0.674773932,2.880555768,3.41E-05,0.000142059,,,,,,
YALI1_F14625g,-0.221645552,5.531239544,3.41E-05,0.000142059,,,,,,
YALI1_A04620g,0.368011787,3.720299329,3.42E-05,0.000142059,,,,,,
YALI1_C16099g,0.640488846,1.231709348,3.42E-05,0.000142336,,,,,,
YALI1_A02470g,0.241922703,5.785069383,3.43E-05,0.000142569,,,,,,
YALI1_B27570g,0.258534662,5.330224047,3.45E-05,0.000143175,,,,,,
YALI1_A22415g,0.893009155,0.231953537,3.47E-05,0.000143951,,,,,,
YALI1_B20462g,0.23736215,10.67398941,3.49E-05,0.000144579,,,,,,
YALI1_C07077g,0.272314666,5.897970656,3.56E-05,0.000147516,,,,,,
YALI1_C25452g,0.319677295,5.077927019,3.56E-05,0.000147516,,,,,,
YALI1_D12483g,0.202622581,7.207257801,3.58E-05,0.00014804,,,,,,
YALI1_E33285g,0.180209964,6.448570421,3.59E-05,0.000148418,,,,,,
YALI1_D20954g,0.234368954,7.286200503,3.60E-05,0.000148665,,,,,,
YALI1_C10086g,-0.778361009,1.357607977,3.60E-05,0.000148889,,,,,,
YALI1_B11167g,0.285409849,4.243701283,3.71E-05,0.000153206,,,,,,
YALI1_F10184g,-0.416205955,2.628434819,3.74E-05,0.000154412,,,,,,
YALI1_F24401g,-0.193548389,5.890425481,3.78E-05,0.000155795,,,,,,
YALI1_F38526g,0.212841657,5.922503705,3.83E-05,0.000157844,,,,,,
YALI1_D18089g,0.374558309,7.552793063,3.84E-05,0.000158348,,,,,,
YALI1_B01292g,0.742417152,0.852253493,3.86E-05,0.000158795,,,,,,
YALI1_E41699g,0.876485957,0.409986266,3.92E-05,0.000161326,,,,,,
YALI1_E08828g,-0.292657751,6.55916692,3.92E-05,0.000161326,,,,,,
YALI1_D24961g,1.436259015,-0.324399271,3.94E-05,0.000161826,,,,,,
YALI1_E36079g,0.464938004,3.929577248,3.94E-05,0.000162051,,,,,,
YALI1_B27564g,0.376149816,3.931516665,3.96E-05,0.000162485,,,,,,
YALI1_C08791g,0.241047907,6.132420443,4.05E-05,0.000166067,,,,,,
YALI1_E17988g,0.689603904,1.087539026,4.08E-05,0.000167552,,,,,,
YALI1_B27360g,0.266764596,5.725161739,4.10E-05,0.000168286,,,,,,
YALI1_B01428g,0.19203298,6.857038535,4.12E-05,0.000168969,,,,,,
YALI1_D18442g,0.560307643,4.977236421,4.16E-05,0.000170429,,,,,,
YALI1_B27615g,-0.561988908,11.80368646,4.20E-05,0.000171843,,,,,,
YALI1_F16158g,-0.295785216,4.485559789,4.21E-05,0.000172337,,,,,,
YALI1_D32958g,-0.255519804,5.834665539,4.25E-05,0.000173629,,,,,,
YALI1_D10458g,-0.220776403,9.694329439,4.25E-05,0.000173854,,,,,,
YALI1_E32512g,-0.175699523,6.30685231,4.27E-05,0.000174562,,,,,,
YALI1_A02037g,-0.354393008,3.8895675,4.28E-05,0.000174752,,,,,,
YALI1_D34119g,-0.290760429,5.321473715,4.29E-05,0.000175173,,,,,,
YALI1_E02415g,-0.226220461,6.252125699,4.30E-05,0.000175446,,,,,,
YALI1_C21353g,0.235883092,7.273127454,4.39E-05,0.000178881,,,,,,
YALI1_B06776g,-0.54748846,2.915360125,4.39E-05,0.000178881,,,,,,
YALI1_D01890g,-0.297253215,8.24217847,4.47E-05,0.000182132,,,,,,
YALI1_A16178g,-0.314017985,4.686636717,4.49E-05,0.000182559,,,,,,
YALI1_E06843g,-0.277372958,4.401690344,4.53E-05,0.000184349,,,,,,
YALI1_C14249g,0.620144274,3.316765453,4.66E-05,0.00018954,,,,,,
YALI1_A15497g,0.175148388,6.353190197,4.69E-05,0.000190394,,,,,,
YALI1_B02177g,0.473612279,4.131705764,4.70E-05,0.000190874,,,,,,
YALI1_A16832g,0.607791567,1.810642502,4.75E-05,0.000192924,,,,,,
YALI1_D06195g,-0.245998816,7.103381654,4.79E-05,0.000194266,,,,,,
YALI1_C22986g,-0.320063258,10.95002673,4.80E-05,0.000194313,,,,,,
YALI1_A07381g,0.336312906,4.521274723,4.80E-05,0.000194313,,,,,,
YALI1_B29364g,-1.14592454,7.34061999,4.80E-05,0.000194313,,,,,,
YALI1_A12676r,-0.85069105,1.673884049,4.83E-05,0.000195532,,,,,,
YALI1_F16735g,0.947532521,1.235191181,4.83E-05,0.000195532,,,,,,
YALI1_C21241g,0.206044835,6.646609832,4.86E-05,0.000196313,,,,,,
YALI1_E29840g,0.251521532,5.964467014,4.88E-05,0.000197207,,,,,,
YALI1_E02468g,-0.274670247,5.114647137,4.93E-05,0.000199145,,,,,,
YALI1_C31510g,0.320861073,4.193188539,4.94E-05,0.000199234,,,,,,
YALI1_C31067g,0.533257864,2.826797415,4.95E-05,0.000199588,,,,,,
YALI1_C11883g,0.192203389,6.026379636,4.95E-05,0.000199588,,,,,,
YALI1_F16451g,0.704586719,1.190018557,5.15E-05,0.000207242,,,,,,
YALI1_D04556g,0.257217079,5.410171181,5.15E-05,0.000207242,,,,,,
YALI1_C09851g,0.219590152,5.173461486,5.20E-05,0.000209224,,,,,,
YALI1_C28093g,-0.275639226,4.513920973,5.25E-05,0.000211371,,,,,,
YALI1_A07624g,-0.208211351,6.073258336,5.32E-05,0.000213908,,,,,,
YALI1_A05737g,0.829604105,2.388764523,5.36E-05,0.000215176,,,,,,
YALI1_A20063g,0.251732038,8.221344201,5.37E-05,0.000215483,,,,,,
YALI1_D22143g,0.669585955,0.875302852,5.38E-05,0.000216005,,,,,,
YALI1_B22533g,0.218159013,5.820072955,5.38E-05,0.000216005,,,,,,
YALI1_B09161g,-0.20154629,6.528951502,5.40E-05,0.000216305,,,,,,
YALI1_F19249g,-0.190621914,9.931506663,5.44E-05,0.000217815,,,,,,
YALI1_E11483g,0.62022112,1.320193957,5.49E-05,0.000219884,,,,,,
YALI1_F00400g,1.10020103,0.485585742,5.59E-05,0.000223688,,,,,,
YALI1_D17030g,-0.264808951,9.959913897,5.65E-05,0.000226044,,,,,,
YALI1_F35061g,0.180779392,7.84235278,5.66E-05,0.000226503,,,,,,
YALI1_C30187g,-0.202570923,7.664089774,5.67E-05,0.00022663,,,,,,
YALI1_F00099g,0.315862232,4.993416258,5.69E-05,0.000227432,,,,,,
YALI1_F23191g,0.272702991,5.259600467,5.71E-05,0.000227958,,,,,,
YALI1_A09422g,0.200546573,8.070808387,5.78E-05,0.000230672,,,,,,
YALI1_C14709g,0.208844422,5.895395909,5.79E-05,0.000230755,,,,,,
YALI1_F02199g,0.491153837,3.351589826,5.79E-05,0.000230755,,,,,,
YALI1_B08207g,-0.361418209,3.833123125,5.91E-05,0.00023553,,,,,,
YALI1_F00155g,0.243404732,5.835773017,5.92E-05,0.00023554,,,,,,
YALI1_F13719g,-0.208771279,5.973687265,6.00E-05,0.000238546,,,,,,
YALI1_A14783g,0.193794752,7.243044748,6.02E-05,0.000239515,,,,,,
YALI1_A08787g,0.19004348,7.129441049,6.04E-05,0.000240016,,,,,,
YALI1_C08600g,-0.283162862,7.144225397,6.10E-05,0.000242322,,,,,,
YALI1_A04715g,0.259237578,5.823098957,6.17E-05,0.000245064,,,,,,
YALI1_C32609g,0.456605359,9.980078762,6.19E-05,0.000245563,,,,,,
YALI1_E31974g,0.227113674,5.739007726,6.20E-05,0.000245759,,,,,,
YALI1_D22208g,0.329611621,3.978398817,6.41E-05,0.000253974,,,,,,
YALI1_D14462g,-0.226032723,6.850293524,6.41E-05,0.000253974,,,,,,
YALI1_F08585g,-0.297114594,4.77885171,6.44E-05,0.000255019,,,,,,
YALI1_E41421g,0.287887786,6.913345771,6.46E-05,0.000255696,,,,,,
YALI1_F33618g,0.205573162,7.769875812,6.51E-05,0.00025764,,,,,,
YALI1_D21191g,0.45673378,2.385683507,6.59E-05,0.000260606,,,,,,
YALI1_E19852g,0.271301059,9.570074999,6.69E-05,0.000264384,,,,,,
YALI1_D27324g,0.208645112,6.586985735,6.71E-05,0.000264946,,,,,,
YALI1_E23629g,-0.324527436,4.002030439,6.74E-05,0.000266006,,,,,,
YALI1_E27976g,0.779908361,0.158418367,6.76E-05,0.000266711,,,,,,
YALI1_C04031g,-0.364338845,8.690618497,6.87E-05,0.000270979,,,,,,
YALI1_A02775g,-0.186939499,9.579996181,6.92E-05,0.000272579,,,,,,
YALI1_D30196g,0.20563711,6.236582489,6.97E-05,0.000274604,,,,,,
YALI1_E27383g,-0.211378226,8.432936796,6.98E-05,0.000274862,,,,,,
YALI1_F22978g,0.311362552,8.010398467,7.06E-05,0.000277656,,,,,,
YALI1_F30116g,0.18773541,5.704384144,7.08E-05,0.000278265,,,,,,
YALI1_B14680g,-0.200996342,6.619519916,7.15E-05,0.000280923,,,,,,
YALI1_B08156g,0.222488462,6.163365862,7.15E-05,0.000280923,,,,,,
YALI1_C23359g,-0.260006004,6.822099305,7.22E-05,0.000283649,,,,,,
YALI1_C11925g,-0.226843588,5.9019706,7.23E-05,0.000283756,,,,,,
YALI1_B18845g,-0.368458112,7.143161806,7.33E-05,0.000287297,,,,,,
