Orthogroup	A_s288c	A.niger	F.veneatum	S.pombe
OG0002302	P38861	tr|A2QJZ1|A2QJZ1_ASPNC	tr|A0A2L2T891|A0A2L2T891_9HYPO	sp|Q09817|NMD3_SCHPO
OG0002303	P33399	tr|A2QR97|A2QR97_ASPNC	tr|A0A2L2TY72|A0A2L2TY72_9HYPO	sp|P87058|LAH1_SCHPO
OG0002304	Q99383	tr|A2QFI7|A2QFI7_ASPNC	tr|A0A2L2TYG2|A0A2L2TYG2_9HYPO	sp|O94432|YHKF_SCHPO
OG0002305	P11792	tr|A2RB37|A2RB37_ASPNC	tr|A0A2L2T3K1|A0A2L2T3K1_9HYPO	sp|Q10364|SCK2_SCHPO
OG0002306	P32502	tr|A2QQ20|A2QQ20_ASPNC	tr|A0A2L2TB05|A0A2L2TB05_9HYPO	sp|Q9UT76|EI2BB_SCHPO
OG0002307	P38890	tr|A2R7W1|A2R7W1_ASPNC	tr|A0A2L2TU78|A0A2L2TU78_9HYPO	sp|O94256|SET6_SCHPO
OG0002308	P53334, Q04951	tr|A2QLK2|A2QLK2_ASPNC	tr|A0A2L2SS47|A0A2L2SS47_9HYPO	
OG0002309	Q02873	tr|A2R2D4|A2R2D4_ASPNC	tr|A0A2L2T5R9|A0A2L2T5R9_9HYPO	sp|Q9USH2|YJH2_SCHPO
OG0002310	P34223	tr|A2QUL2|A2QUL2_ASPNC	tr|A0A2L2TH85|A0A2L2TH85_9HYPO	sp|Q9UT81|UBX3_SCHPO
OG0002311		tr|A2QYY4|A2QYY4_ASPNC	tr|A0A2L2SU77|A0A2L2SU77_9HYPO, tr|A0A2L2T2K2|A0A2L2T2K2_9HYPO, tr|A0A2L2TYM6|A0A2L2TYM6_9HYPO	
OG0002312		tr|A2QT75|A2QT75_ASPNC	tr|A0A2L2SUH5|A0A2L2SUH5_9HYPO, tr|A0A2L2SX01|A0A2L2SX01_9HYPO, tr|A0A2L2T438|A0A2L2T438_9HYPO	
OG0002313	Q08204	tr|A2R0D6|A2R0D6_ASPNC	tr|A0A2L2SU39|A0A2L2SU39_9HYPO	sp|O13710|SMC5_SCHPO
OG0002314	Q6Q560	tr|A5ABN3|A5ABN3_ASPNC	tr|A0A2L2THL2|A0A2L2THL2_9HYPO	sp|O60068|ISD11_SCHPO
OG0002315	P25386	tr|A2QRP7|A2QRP7_ASPNC	tr|A0A2L2TNM2|A0A2L2TNM2_9HYPO	sp|Q09857|USO1_SCHPO
OG0002316	P53255	tr|A2QVL4|A2QVL4_ASPNC	tr|A0A2L2T3T3|A0A2L2T3T3_9HYPO	sp|Q10414|MU161_SCHPO
OG0002317	P09119	tr|A2R1D8|A2R1D8_ASPNC	tr|A0A2L2TA17|A0A2L2TA17_9HYPO	sp|P41411|CDC18_SCHPO
OG0002318	Q02685	tr|A2R729|A2R729_ASPNC	tr|A0A2L2TFW5|A0A2L2TFW5_9HYPO	sp|Q10160|RMI1_SCHPO
OG0002319	P0CS90	tr|A2R7X5|A2R7X5_ASPNC	tr|A0A2L2TY02|A0A2L2TY02_9HYPO	sp|P22774|HSP7M_SCHPO
OG0002320		tr|A5AAV0|A5AAV0_ASPNC	tr|A0A2L2SZ72|A0A2L2SZ72_9HYPO, tr|A0A2L2TCB0|A0A2L2TCB0_9HYPO	sp|Q02592|HMT1_SCHPO
OG0002321	P47045	tr|A2Q9A4|A2Q9A4_ASPNC	tr|A0A2L2TWM4|A0A2L2TWM4_9HYPO	sp|O94624|TIM54_SCHPO
OG0002322	P53905	tr|A2QAQ0|A2QAQ0_ASPNC	tr|A0A2L2SUM4|A0A2L2SUM4_9HYPO	sp|O74499|LSM7_SCHPO
OG0002323	P50087	tr|A2QWM3|A2QWM3_ASPNC	tr|A0A2L2SN87|A0A2L2SN87_9HYPO	sp|O94578|YQ75_SCHPO
OG0002324	P28007	tr|A2Q9Y0|A2Q9Y0_ASPNC	tr|A0A2L2TIL7|A0A2L2TIL7_9HYPO	sp|Q06975|GAR1_SCHPO
OG0002325		tr|A2QR87|A2QR87_ASPNC, tr|A2R491|A2R491_ASPNC	tr|A0A2L2T1W0|A0A2L2T1W0_9HYPO, tr|A0A2L2TUD2|A0A2L2TUD2_9HYPO	
OG0002326	P24276	tr|A2QQS4|A2QQS4_ASPNC	tr|A0A2L2T5B5|A0A2L2T5B5_9HYPO	sp|O74454|STS5_SCHPO
OG0002327	P46669	tr|A2QYA8|A2QYA8_ASPNC	tr|A0A2L2TT20|A0A2L2TT20_9HYPO	sp|O43036|RPA43_SCHPO
OG0002328	Q03761	tr|A5ABT8|A5ABT8_ASPNC	tr|A0A2L2TMN2|A0A2L2TMN2_9HYPO	sp|O13722|TAF12_SCHPO
OG0002329	P06785	tr|A2R2F6|A2R2F6_ASPNC	tr|A0A2L2TN79|A0A2L2TN79_9HYPO	sp|Q9UTI7|TYSY_SCHPO
OG0002330	P00815	tr|A2QAS4|A2QAS4_ASPNC	tr|A0A2L2TMR3|A0A2L2TMR3_9HYPO	sp|Q9P777|HISX_SCHPO
OG0002331	P40484	tr|A2QCR8|A2QCR8_ASPNC	tr|A0A2L2T7W9|A0A2L2T7W9_9HYPO	sp|O94360|MOB1_SCHPO
OG0002332	Q12311	tr|A2QMR0|A2QMR0_ASPNC	tr|A0A2L2SNV7|A0A2L2SNV7_9HYPO	sp|O74759|NTO1_SCHPO
OG0002333	P25586	tr|A2QCF1|A2QCF1_ASPNC	tr|A0A2L2TIC1|A0A2L2TIC1_9HYPO	sp|O74777|KRR1_SCHPO
OG0002334	Q03771	tr|A2Q9C3|A2Q9C3_ASPNC	tr|A0A2L2TU51|A0A2L2TU51_9HYPO	sp|Q1MTN8|ACL4_SCHPO
OG0002335	P22213	tr|A2QU31|A2QU31_ASPNC	tr|A0A2L2U0I9|A0A2L2U0I9_9HYPO	sp|O74534|SLY1_SCHPO
OG0002336	P43571	tr|A2QML4|A2QML4_ASPNC	tr|A0A2L2T4Q9|A0A2L2T4Q9_9HYPO	sp|Q9UT41|BST1_SCHPO
OG0002337	P13099	tr|A2QNT8|A2QNT8_ASPNC	tr|A0A2L2SN00|A0A2L2SN00_9HYPO	sp|O60126|TOP3_SCHPO
OG0002338	Q00955	tr|A2QZ87|A2QZ87_ASPNC	tr|A0A2L2SPR9|A0A2L2SPR9_9HYPO	sp|P78820|ACAC_SCHPO
OG0002339	P20424	tr|A2QUP4|A2QUP4_ASPNC	tr|A0A2L2SS37|A0A2L2SS37_9HYPO	sp|P21565|SRP54_SCHPO
OG0002340		tr|A2QF90|A2QF90_ASPNC, tr|A2R7K3|A2R7K3_ASPNC, tr|A5ABG4|A5ABG4_ASPNC	tr|A0A2L2TAX8|A0A2L2TAX8_9HYPO	
OG0002341	P47075	tr|A2QZF2|A2QZF2_ASPNC	tr|A0A2L2T0W0|A0A2L2T0W0_9HYPO	sp|P78810|VTC4_SCHPO
OG0002342	P20484	tr|A2QI15|A2QI15_ASPNC	tr|A0A2L2TR47|A0A2L2TR47_9HYPO	sp|O74453|SKB15_SCHPO
OG0002343	Q08954	tr|A2QRI4|A2QRI4_ASPNC	tr|A0A2L2U2H0|A0A2L2U2H0_9HYPO	sp|Q9UTP4|YLL3_SCHPO
OG0002344	P22936	tr|A2QVN1|A2QVN1_ASPNC	tr|A0A2L2TUM5|A0A2L2TUM5_9HYPO	sp|P50525|APN1_SCHPO
OG0002345	P06100	tr|A2QCC6|A2QCC6_ASPNC	tr|A0A2L2TU26|A0A2L2TU26_9HYPO	sp|P87240|NOT2_SCHPO
OG0002346	P53894	tr|A2Q9A3|A2Q9A3_ASPNC	tr|A0A2L2T2R2|A0A2L2T2R2_9HYPO	sp|O13310|ORB6_SCHPO
OG0002347	Q04418	tr|A2QXY5|A2QXY5_ASPNC	tr|A0A2L2U4C9|A0A2L2U4C9_9HYPO	sp|O43088|RBA50_SCHPO
OG0002348	Q03768	tr|A2Q9C2|A2Q9C2_ASPNC	tr|A0A2L2T5H5|A0A2L2T5H5_9HYPO	sp|O94721|YCF9_SCHPO
OG0002349	P27692	tr|A2QIF2|A2QIF2_ASPNC	tr|A0A2L2SRC1|A0A2L2SRC1_9HYPO	sp|O13936|SPT5_SCHPO
OG0002350	Q03305	tr|A2QZF5|A2QZF5_ASPNC	tr|A0A2L2TFG0|A0A2L2TFG0_9HYPO	sp|Q10170|RMT2_SCHPO
OG0002351	P34241	tr|A2R3C0|A2R3C0_ASPNC	tr|A0A2L2TW20|A0A2L2TW20_9HYPO	sp|O74415|YJL2_SCHPO
OG0002352	Q08109	tr|A2R8Q3|A2R8Q3_ASPNC	tr|A0A2L2T744|A0A2L2T744_9HYPO	sp|O74757|HRD1_SCHPO
OG0002353	P32332	tr|A2R479|A2R479_ASPNC	tr|A0A2L2TKS8|A0A2L2TKS8_9HYPO	sp|Q9UTN1|OAC1_SCHPO
OG0002354		tr|A2QB34|A2QB34_ASPNC	tr|A0A2L2T6V1|A0A2L2T6V1_9HYPO, tr|A0A2L2TNQ9|A0A2L2TNQ9_9HYPO, tr|A0A2L2TV19|A0A2L2TV19_9HYPO	
OG0002355	P07272	tr|A2QB49|A2QB49_ASPNC	tr|A0A2L2T4K9|A0A2L2T4K9_9HYPO, tr|A0A2L2U368|A0A2L2U368_9HYPO	
OG0002356	P38794	tr|A2R0K2|A2R0K2_ASPNC	tr|A0A2L2SU07|A0A2L2SU07_9HYPO	sp|P87049|CGP1_SCHPO
OG0002357	P38822	tr|A2QUY8|A2QUY8_ASPNC	tr|A0A2L2U0J8|A0A2L2U0J8_9HYPO	sp|Q09746|BZZ1_SCHPO
OG0002358	Q08746	tr|A2R1F1|A2R1F1_ASPNC	tr|A0A2L2SZY2|A0A2L2SZY2_9HYPO	sp|O59678|RRS1_SCHPO
OG0002359	P40061	tr|A2QD74|A2QD74_ASPNC	tr|A0A2L2TEB6|A0A2L2TEB6_9HYPO	sp|Q09743|RICTR_SCHPO
OG0002360	Q05040	tr|A2R6X3|A2R6X3_ASPNC	tr|A0A2L2T6J2|A0A2L2T6J2_9HYPO	sp|O94560|YGD1_SCHPO
OG0002361		tr|A2QEV2|A2QEV2_ASPNC	tr|A0A2L2T9P3|A0A2L2T9P3_9HYPO, tr|A0A2L2T9V4|A0A2L2T9V4_9HYPO, tr|A0A2L2U0P6|A0A2L2U0P6_9HYPO	
OG0002362	P47149	tr|A2QUR7|A2QUR7_ASPNC	tr|A0A2L2SMZ6|A0A2L2SMZ6_9HYPO	sp|Q09858|NNF1_SCHPO
OG0002363	P15442	tr|A2R9C3|A2R9C3_ASPNC	tr|A0A2L2U1G4|A0A2L2U1G4_9HYPO	sp|Q9HGN1|GCN2_SCHPO
OG0002364	P40487	tr|A2QCT5|A2QCT5_ASPNC	tr|A0A2L2T183|A0A2L2T183_9HYPO	sp|O59713|DPH1_SCHPO
OG0002365	Q06338	tr|A2R3Z5|A2R3Z5_ASPNC	tr|A0A2L2TFV1|A0A2L2TFV1_9HYPO	sp|O74907|BCP1_SCHPO
OG0002366	P13382	tr|A2QC72|A2QC72_ASPNC	tr|A0A2L2TKS0|A0A2L2TKS0_9HYPO	sp|P28040|DPOA_SCHPO
OG0002367		tr|A2QH36|A2QH36_ASPNC, tr|A2QUI2|A2QUI2_ASPNC	tr|A0A2L2T9N6|A0A2L2T9N6_9HYPO, tr|A0A2L2TDU4|A0A2L2TDU4_9HYPO	
OG0002368	Q08723	tr|A2QPP0|A2QPP0_ASPNC	tr|A0A2L2TIV7|A0A2L2TIV7_9HYPO	sp|O74440|RPN8_SCHPO
OG0002369	P32873	tr|A2RBH4|A2RBH4_ASPNC	tr|A0A2L2TU07|A0A2L2TU07_9HYPO	sp|Q10164|RGA2_SCHPO
OG0002370	P32581	tr|A2QC16|A2QC16_ASPNC	tr|A0A2L2SYH2|A0A2L2SYH2_9HYPO	sp|O14132|PIT1_SCHPO
OG0002371	P53729	tr|A2QCI9|A2QCI9_ASPNC	tr|A0A2L2TX06|A0A2L2TX06_9HYPO	sp|O74310|YOG5_SCHPO
OG0002372	P28263	tr|A2QWY5|A2QWY5_ASPNC	tr|A0A2L2SXI0|A0A2L2SXI0_9HYPO	sp|Q9P7R4|UBC8_SCHPO
OG0002373		tr|A2Q7E1|A2Q7E1_ASPNC, tr|A2QGM4|A2QGM4_ASPNC	tr|A0A2L2TEN9|A0A2L2TEN9_9HYPO	sp|O59785|YCN8_SCHPO
OG0002374	P38439	tr|A2QPZ2|A2QPZ2_ASPNC	tr|A0A2L2TID4|A0A2L2TID4_9HYPO	sp|Q9P6R2|YOH8_SCHPO
OG0002375	P41697	tr|A2QQ46|A2QQ46_ASPNC	tr|A0A2L2SYD0|A0A2L2SYD0_9HYPO	sp|O13735|FAT1_SCHPO
OG0002376	P53919	tr|A2QRS2|A2QRS2_ASPNC	tr|A0A2L2TS13|A0A2L2TS13_9HYPO	sp|O14360|NAF1_SCHPO
OG0002377	P0C5R9	tr|A2R9J5|A2R9J5_ASPNC	tr|A0A2L2TFN6|A0A2L2TFN6_9HYPO	sp|Q8NIQ1|YERI_SCHPO
OG0002378	P38142, P53142	tr|A2QU79|A2QU79_ASPNC	tr|A0A2L2SYN0|A0A2L2SYN0_9HYPO	
OG0002379	P22219	tr|A2QRX5|A2QRX5_ASPNC	tr|A0A2L2U2W4|A0A2L2U2W4_9HYPO	sp|O42900|PPK19_SCHPO
OG0002380	P40031	tr|A2R7I1|A2R7I1_ASPNC	tr|A0A2L2TB87|A0A2L2TB87_9HYPO	sp|O94611|MUG65_SCHPO
OG0002381	P36016	tr|A2QAY4|A2QAY4_ASPNC	tr|A0A2L2TJ43|A0A2L2TJ43_9HYPO	sp|Q10061|LHS1_SCHPO
OG0002382	P38349, P47049	tr|A5ABP7|A5ABP7_ASPNC	tr|A0A2L2T122|A0A2L2T122_9HYPO	
OG0002383	P09950	tr|A2R9H8|A2R9H8_ASPNC	tr|A0A2L2SQU7|A0A2L2SQU7_9HYPO	sp|O14092|HEM1_SCHPO
OG0002384	P49956	tr|A2QMM8|A2QMM8_ASPNC	tr|A0A2L2TTJ8|A0A2L2TTJ8_9HYPO	sp|Q9USQ1|CTF18_SCHPO
OG0002385	Q06631	tr|A2QX54|A2QX54_ASPNC	tr|A0A2L2STD6|A0A2L2STD6_9HYPO	sp|Q9US05|BFR2_SCHPO
OG0002386	Q06263	tr|A2Q8K5|A2Q8K5_ASPNC	tr|A0A2L2TK13|A0A2L2TK13_9HYPO	sp|O13703|VTA1_SCHPO
OG0002387	P53064	tr|A2QNF9|A2QNF9_ASPNC	tr|A0A2L2T9W5|A0A2L2T9W5_9HYPO	sp|O94667|RTF1_SCHPO
OG0002388	Q06245	tr|A2QHH6|A2QHH6_ASPNC	tr|A0A2L2T2W3|A0A2L2T2W3_9HYPO	sp|O13705|SEC10_SCHPO
OG0002389	P40561	tr|A2QQ26|A2QQ26_ASPNC	tr|A0A2L2T8H8|A0A2L2T8H8_9HYPO	sp|O14327|PAB2_SCHPO
OG0002390	P40959	tr|A2QK39|A2QK39_ASPNC	tr|A0A2L2T746|A0A2L2T746_9HYPO	sp|O14120|MVP1_SCHPO
OG0002391	P22276	tr|A2Q8V9|A2Q8V9_ASPNC	tr|A0A2L2TVT5|A0A2L2TVT5_9HYPO	sp|Q10233|RPC2_SCHPO
OG0002392	Q08817	tr|A5AAL9|A5AAL9_ASPNC	tr|A0A2L2T8T3|A0A2L2T8T3_9HYPO	sp|O94294|SOG2_SCHPO
OG0002393	P38261	tr|A2QRV6|A2QRV6_ASPNC	tr|A0A2L2SQA8|A0A2L2SQA8_9HYPO	sp|O14226|EXO84_SCHPO
OG0002394	P25301	tr|A2QR86|A2QR86_ASPNC	tr|A0A2L2TMN1|A0A2L2TMN1_9HYPO	sp|Q9UUL2|RAD57_SCHPO
OG0002395		tr|A2R6Q6|A2R6Q6_ASPNC	tr|A0A2L2STS1|A0A2L2STS1_9HYPO, tr|A0A2L2TZK7|A0A2L2TZK7_9HYPO	sp|O14297|YF1F_SCHPO
OG0002396	Q07540	tr|A2QJ83|A2QJ83_ASPNC	tr|A0A2L2TEV2|A0A2L2TEV2_9HYPO	sp|O74831|FRDA_SCHPO
OG0002397	P25342	tr|A2QPV3|A2QPV3_ASPNC	tr|A0A2L2TT43|A0A2L2TT43_9HYPO	sp|Q09116|SPN2_SCHPO
OG0002398	P38333	tr|A2Q7C9|A2Q7C9_ASPNC	tr|A0A2L2TS24|A0A2L2TS24_9HYPO	sp|O60071|YBB9_SCHPO
OG0002399	Q08444	tr|A2QUM8|A2QUM8_ASPNC	tr|A0A2L2SYF3|A0A2L2SYF3_9HYPO	sp|Q9UTK0|NOB1_SCHPO
OG0002400	Q03338	tr|A2QRS3|A2QRS3_ASPNC	tr|A0A2L2TIT1|A0A2L2TIT1_9HYPO	sp|Q09856|PRP3_SCHPO
OG0002401	P25357	tr|A2R6W8|A2R6W8_ASPNC	tr|A0A2L2TSC3|A0A2L2TSC3_9HYPO	sp|Q10369|YDBJ_SCHPO
OG0002402	Q05027	tr|A2QAS7|A2QAS7_ASPNC	tr|A0A2L2TVV9|A0A2L2TVV9_9HYPO	sp|Q09869|TAF9_SCHPO
OG0002403	P53091	tr|A2R3B7|A2R3B7_ASPNC	tr|A0A2L2T8Q5|A0A2L2T8Q5_9HYPO	sp|P49731|MCM6_SCHPO
OG0002404	P51601	tr|A2QUD9|A2QUD9_ASPNC	tr|A0A2L2TUI6|A0A2L2TUI6_9HYPO	sp|O13774|GCH1_SCHPO
OG0002405	Q04659	tr|A2R2A6|A2R2A6_ASPNC	tr|A0A2L2TLG6|A0A2L2TLG6_9HYPO	sp|O14350|SWI3_SCHPO
OG0002406	P40010	tr|A2QQH2|A2QQH2_ASPNC	tr|A0A2L2THS2|A0A2L2THS2_9HYPO	sp|O74791|GRN1_SCHPO
OG0002407	P27882	tr|A2R768|A2R768_ASPNC	tr|A0A2L2SWD4|A0A2L2SWD4_9HYPO	sp|O14144|ERV1_SCHPO
OG0002408	P40516	tr|A2QNV0|A2QNV0_ASPNC	tr|A0A2L2TKR2|A0A2L2TKR2_9HYPO	sp|Q9P7Z3|EFM4_SCHPO
OG0002409	P41895	tr|A2Q7B4|A2Q7B4_ASPNC	tr|A0A2L2TIP7|A0A2L2TIP7_9HYPO	sp|O94416|T2FA_SCHPO
OG0002410	Q92331	tr|A2Q9M3|A2Q9M3_ASPNC	tr|A0A2L2T510|A0A2L2T510_9HYPO	sp|Q9C0U7|VPS5_SCHPO
OG0002411	P39954	tr|A2QQB9|A2QQB9_ASPNC	tr|A0A2L2TVV8|A0A2L2TVV8_9HYPO	sp|O13639|SAHH_SCHPO
OG0002412	P48743	tr|A2R9K2|A2R9K2_ASPNC	tr|A0A2L2SP63|A0A2L2SP63_9HYPO	sp|P48383|SAK1_SCHPO
OG0002413	Q12341	tr|A2QCM6|A2QCM6_ASPNC	tr|A0A2L2T2H5|A0A2L2T2H5_9HYPO	sp|Q9UTM7|HAT1_SCHPO
OG0002414	P36046	tr|A2QMN7|A2QMN7_ASPNC	tr|A0A2L2TX11|A0A2L2TX11_9HYPO	sp|P87059|MIA40_SCHPO
OG0002415	Q04673	tr|A2QUU4|A2QUU4_ASPNC	tr|A0A2L2THC6|A0A2L2THC6_9HYPO	sp|O74995|TFH47_SCHPO
OG0002416	Q05549	tr|A2QC88|A2QC88_ASPNC	tr|A0A2L2TCP8|A0A2L2TCP8_9HYPO	sp|O13983|HRQ1_SCHPO
OG0002417		tr|A2QK94|A2QK94_ASPNC, tr|A2QM48|A2QM48_ASPNC	tr|A0A2L2SV02|A0A2L2SV02_9HYPO, tr|A0A2L2SYP6|A0A2L2SYP6_9HYPO	
OG0002418	Q12468	tr|A2R651|A2R651_ASPNC	tr|A0A2L2TXA4|A0A2L2TXA4_9HYPO	sp|O94454|CSN5_SCHPO
OG0002419	P38177	tr|A2RAJ3|A2RAJ3_ASPNC	tr|A0A2L2T6U4|A0A2L2T6U4_9HYPO	sp|O60082|YQK8_SCHPO
OG0002420	Q04675	tr|A2RAT1|A2RAT1_ASPNC	tr|A0A2L2TCS4|A0A2L2TCS4_9HYPO	sp|Q7LKV3|SEN15_SCHPO
OG0002421	P38262	tr|A2QLM6|A2QLM6_ASPNC	tr|A0A2L2T372|A0A2L2T372_9HYPO	sp|O74845|HIF2_SCHPO
OG0002422	P24279	tr|A2Q816|A2Q816_ASPNC	tr|A0A2L2T4Q0|A0A2L2T4Q0_9HYPO	sp|P30666|MCM3_SCHPO
OG0002423	P36147	tr|A2Q923|A2Q923_ASPNC	tr|A0A2L2TBN2|A0A2L2TBN2_9HYPO	sp|O94539|PAM17_SCHPO
OG0002424	P47147	tr|A2RAJ0|A2RAJ0_ASPNC	tr|A0A2L2U0X7|A0A2L2U0X7_9HYPO	sp|O13819|YMR1_SCHPO
OG0002425	Q00362	tr|A2R8H1|A2R8H1_ASPNC	tr|A0A2L2TP49|A0A2L2TP49_9HYPO	sp|Q12702|2ABA_SCHPO
OG0002426	P38934	tr|A2QAL6|A2QAL6_ASPNC	tr|A0A2L2SQE7|A0A2L2SQE7_9HYPO	sp|Q9P3W6|YLI2_SCHPO
OG0002427	P12695	tr|A2QMI1|A2QMI1_ASPNC	tr|A0A2L2T020|A0A2L2T020_9HYPO	sp|O59816|ODP2_SCHPO
OG0002428		tr|A2QNG1|A2QNG1_ASPNC	tr|A0A2L2TD10|A0A2L2TD10_9HYPO, tr|A0A2L2TF15|A0A2L2TF15_9HYPO, tr|A0A2L2TZE5|A0A2L2TZE5_9HYPO	
OG0002429	P40018	tr|A2QI35|A2QI35_ASPNC	tr|A0A2L2TK62|A0A2L2TK62_9HYPO	sp|Q10163|RSMB_SCHPO
OG0002430	Q12156	tr|A2Q7X7|A2Q7X7_ASPNC	tr|A0A2L2T856|A0A2L2T856_9HYPO	sp|O13808|GMF1_SCHPO
OG0002431		tr|A2QBX6|A2QBX6_ASPNC, tr|A2R1I4|A2R1I4_ASPNC, tr|E2PT31|E2PT31_ASPNC	tr|A0A2L2SX61|A0A2L2SX61_9HYPO	
OG0002432	P25491	tr|A2Q8G7|A2Q8G7_ASPNC	tr|A0A2L2SN67|A0A2L2SN67_9HYPO	sp|O74752|MAS5_SCHPO
OG0002433	P33299	tr|A2QEZ6|A2QEZ6_ASPNC	tr|A0A2L2TSS9|A0A2L2TSS9_9HYPO	sp|O42931|PRS7_SCHPO
OG0002434	Q12377	tr|A2RB09|A2RB09_ASPNC	tr|A0A2L2T2N9|A0A2L2T2N9_9HYPO	sp|Q9P7S2|RPN6_SCHPO
OG0002435	P38829	tr|A2R926|A2R926_ASPNC	tr|A0A2L2T993|A0A2L2T993_9HYPO	sp|Q9UTL0|YIVG_SCHPO
OG0002436	Q12339	tr|A2Q8U0|A2Q8U0_ASPNC	tr|A0A2L2TSK0|A0A2L2TSK0_9HYPO	sp|O74862|UTP23_SCHPO
OG0002437	P08678	tr|A2QVI2|A2QVI2_ASPNC	tr|A0A2L2TKJ9|A0A2L2TKJ9_9HYPO	sp|P14605|CYAA_SCHPO
OG0002438	P47124	tr|A2QNA4|A2QNA4_ASPNC	tr|A0A2L2SR26|A0A2L2SR26_9HYPO	sp|Q9UTR6|OCH1_SCHPO
OG0002439	Q06132	tr|E2PSP3|E2PSP3_ASPNC	tr|A0A2L2T257|A0A2L2T257_9HYPO	sp|O13971|SGD1_SCHPO
OG0002440	Q08003	tr|A2QEW6|A2QEW6_ASPNC	tr|A0A2L2TUL1|A0A2L2TUL1_9HYPO	sp|Q9P371|SST2_SCHPO
OG0002441	P35688	tr|A2R584|A2R584_ASPNC	tr|A0A2L2TUA5|A0A2L2TUA5_9HYPO	sp|O43052|RGA1_SCHPO
OG0002442	Q12440	tr|A2QWI1|A2QWI1_ASPNC	tr|A0A2L2T2C9|A0A2L2T2C9_9HYPO	sp|Q874R3|APC2_SCHPO
OG0002443	P25694	tr|A2QK32|A2QK32_ASPNC	tr|A0A2L2TEU1|A0A2L2TEU1_9HYPO	sp|Q9P3A7|CDC48_SCHPO
OG0002444	P50275	tr|A2R652|A2R652_ASPNC	tr|A0A2L2TEK3|A0A2L2TEK3_9HYPO	sp|Q9HDY1|ASE1_SCHPO
OG0002445	P40985	tr|A2Q888|A2Q888_ASPNC	tr|A0A2L2TVI1|A0A2L2TVI1_9HYPO	sp|O94275|MUG30_SCHPO
OG0002446	P27825	tr|A2Q9M5|A2Q9M5_ASPNC	tr|A0A2L2T3L8|A0A2L2T3L8_9HYPO	sp|P36581|CALX_SCHPO
OG0002447	P32770	tr|A2QEE4|A2QEE4_ASPNC	tr|A0A2L2SN51|A0A2L2SN51_9HYPO	sp|O13801|YE04_SCHPO
OG0002448	P34110	tr|A2R7P6|A2R7P6_ASPNC	tr|A0A2L2TM80|A0A2L2TM80_9HYPO	sp|O74552|VPS35_SCHPO
OG0002449	P22543	tr|A2QN92|A2QN92_ASPNC	tr|A0A2L2STP0|A0A2L2STP0_9HYPO	sp|P50520|VPS34_SCHPO
OG0002450	P23615	tr|A2QXY9|A2QXY9_ASPNC	tr|A0A2L2TXT5|A0A2L2TXT5_9HYPO	sp|Q09915|SPT6_SCHPO
OG0002451	P05750	tr|A2RAI9|A2RAI9_ASPNC	tr|A0A2L2TF49|A0A2L2TF49_9HYPO	sp|O60128|RS3_SCHPO
OG0002452	Q08208	tr|A2R8X0|A2R8X0_ASPNC	tr|A0A2L2TSH6|A0A2L2TSH6_9HYPO	sp|O13741|NOP12_SCHPO
OG0002453	P34909	tr|A2QWS2|A2QWS2_ASPNC	tr|A0A2L2T9H9|A0A2L2T9H9_9HYPO	sp|Q09818|YAC4_SCHPO
OG0002454	P48558	tr|A2QMX8|A2QMX8_ASPNC	tr|A0A2L2ST68|A0A2L2ST68_9HYPO	sp|O74888|BXI1_SCHPO
OG0002455	P32910	tr|A2QYC8|A2QYC8_ASPNC	tr|A0A2L2T992|A0A2L2T992_9HYPO	sp|O94553|RPC6_SCHPO
OG0002456	P37293	tr|A2QHK7|A2QHK7_ASPNC	tr|A0A2L2TPR0|A0A2L2TPR0_9HYPO	sp|Q9URV4|YBL7_SCHPO
OG0002457	P15274	tr|A2QHI4|A2QHI4_ASPNC	tr|A0A2L2T5Q2|A0A2L2T5Q2_9HYPO	sp|P50998|AMPD_SCHPO
OG0002458	P45976	tr|A5ABJ1|A5ABJ1_ASPNC	tr|A0A2L2TBR0|A0A2L2TBR0_9HYPO	sp|Q09801|FIP1X_SCHPO
OG0002459	P40962	tr|A2Q7Q0|A2Q7Q0_ASPNC	tr|A0A2L2TD98|A0A2L2TD98_9HYPO	sp|Q9Y7X9|KIN17_SCHPO
OG0002460	Q03390	tr|A2QJ35|A2QJ35_ASPNC	tr|A0A2L2TC19|A0A2L2TC19_9HYPO	sp|O74422|YQ56_SCHPO
OG0002461	P21771	tr|A2QE31|A2QE31_ASPNC	tr|A0A2L2U4R3|A0A2L2U4R3_9HYPO	sp|O13602|RT28_SCHPO
OG0002462		tr|A2QAB3|A2QAB3_ASPNC, tr|A2QBY4|A2QBY4_ASPNC	tr|A0A2L2STC9|A0A2L2STC9_9HYPO, tr|A0A2L2T0F4|A0A2L2T0F4_9HYPO	
OG0002463	P45978	tr|A2QR77|A2QR77_ASPNC	tr|A0A2L2TNX3|A0A2L2TNX3_9HYPO	sp|Q9HGL3|SUM2_SCHPO
OG0002464	Q06436	tr|A2QPJ8|A2QPJ8_ASPNC	tr|A0A2L2TFF5|A0A2L2TFF5_9HYPO	sp|O94271|YORN_SCHPO
OG0002465	P53333	tr|A2Q8Q5|A2Q8Q5_ASPNC	tr|A0A2L2TG59|A0A2L2TG59_9HYPO	sp|Q9P6R9|CWC22_SCHPO
