Orthogroup	DMKU3-1042	W29	s288c
OG0000820	tr|W0TCF7|W0TCF7_KLUMD, tr|W0TI47|W0TI47_KLUMD	tr|A0A1D8NGC2|A0A1D8NGC2_YARLL	
OG0000821	tr|W0TC96|W0TC96_KLUMD	tr|A0A1H6Q4N9|A0A1H6Q4N9_YARLL	sp|Q04370|PEX12_YEAST
OG0000822	tr|W0T3V4|W0T3V4_KLUMD	tr|A0A1H6Q286|A0A1H6Q286_YARLL	sp|P23833|SCO1_YEAST
OG0000823	tr|W0TG20|W0TG20_KLUMD	tr|A0A1D8NCL1|A0A1D8NCL1_YARLL	sp|P42842|EMW1_YEAST
OG0000824	tr|W0TD73|W0TD73_KLUMD	tr|A0A1D8NGH6|A0A1D8NGH6_YARLL	sp|Q12502|LDB19_YEAST
OG0000825	tr|W0T6A0|W0T6A0_KLUMD	tr|A0A1D8NIB7|A0A1D8NIB7_YARLL	sp|P46962|CTK2_YEAST
OG0000826	tr|W0TCS1|W0TCS1_KLUMD	tr|A0A1D8NDD1|A0A1D8NDD1_YARLL	sp|P49435|APT1_YEAST
OG0000827	tr|W0T742|W0T742_KLUMD	tr|A0A1D8NGQ0|A0A1D8NGQ0_YARLL	sp|Q99216|PNO1_YEAST
OG0000828	tr|W0TFK5|W0TFK5_KLUMD	tr|A0A1H6PNH8|A0A1H6PNH8_YARLL	sp|P38689|KPR3_YEAST
OG0000829	tr|W0T4X2|W0T4X2_KLUMD	tr|A0A1D8NJD0|A0A1D8NJD0_YARLL	sp|Q02724|ULP1_YEAST
OG0000830	tr|W0TGA1|W0TGA1_KLUMD	tr|A0A1D8N938|A0A1D8N938_YARLL	sp|Q6Q547|NOP10_YEAST
OG0000831	tr|W0TCM9|W0TCM9_KLUMD	tr|A0A1D8NJ01|A0A1D8NJ01_YARLL	sp|P06101|CDC37_YEAST
OG0000832	tr|W0TAS0|W0TAS0_KLUMD	tr|A0A1D8NNN4|A0A1D8NNN4_YARLL	sp|P39724|BOL3_YEAST
OG0000833	tr|W0TB23|W0TB23_KLUMD	tr|A0A1D8NEX3|A0A1D8NEX3_YARLL	sp|Q01939|PRS8_YEAST
OG0000834	tr|W0TF68|W0TF68_KLUMD	tr|A0A1D8NQR8|A0A1D8NQR8_YARLL	sp|Q12031|ACEB_YEAST
OG0000835	tr|W0TB56|W0TB56_KLUMD	tr|A0A1D8NPP3|A0A1D8NPP3_YARLL	sp|P25655|NOT1_YEAST
OG0000836	tr|W0T8R5|W0T8R5_KLUMD	tr|A0A1D8N385|A0A1D8N385_YARLL	sp|P47037|SMC3_YEAST
OG0000837	tr|W0TDD8|W0TDD8_KLUMD	tr|A0A1H6PKI6|A0A1H6PKI6_YARLL	sp|P53254|UTP22_YEAST
OG0000838	tr|W0TFG1|W0TFG1_KLUMD	tr|A0A1D8NIM8|A0A1D8NIM8_YARLL	sp|Q06213|MED10_YEAST
OG0000839	tr|W0T8H8|W0T8H8_KLUMD	tr|A0A1D8NH44|A0A1D8NH44_YARLL	sp|P33418|XPOT_YEAST
OG0000840	tr|W0T406|W0T406_KLUMD		sp|P38814|SBE22_YEAST, sp|P42223|SBE2_YEAST
OG0000841	tr|W0TKL8|W0TKL8_KLUMD	tr|A0A1D8NFY4|A0A1D8NFY4_YARLL	sp|P21801|SDHB_YEAST
OG0000842	tr|W0TC23|W0TC23_KLUMD	tr|A0A1H6PPL9|A0A1H6PPL9_YARLL	sp|Q04660|ERB1_YEAST
OG0000843	tr|W0T6T7|W0T6T7_KLUMD	tr|A0A1H6PIE1|A0A1H6PIE1_YARLL	sp|P47083|MPP10_YEAST
OG0000844	tr|W0TBB8|W0TBB8_KLUMD	tr|A0A1D8N8N9|A0A1D8N8N9_YARLL	sp|Q05933|ARPC3_YEAST
OG0000845	tr|W0TBF1|W0TBF1_KLUMD	tr|A0A1H6PSF7|A0A1H6PSF7_YARLL	sp|P14743|NMT_YEAST
OG0000846	tr|W0T5F9|W0T5F9_KLUMD	tr|A0A1D8NH63|A0A1D8NH63_YARLL	sp|P38707|SYNC_YEAST
OG0000847	tr|W0T5Y6|W0T5Y6_KLUMD	tr|A0A1D8NCZ8|A0A1D8NCZ8_YARLL	sp|Q06096|COG4_YEAST
OG0000848	tr|W0TBG7|W0TBG7_KLUMD	tr|A0A1D8NCH3|A0A1D8NCH3_YARLL	sp|P22516|CHL1_YEAST
OG0000849	tr|W0TC86|W0TC86_KLUMD	tr|A0A1H6PVP1|A0A1H6PVP1_YARLL	sp|P48365|GYP7_YEAST
OG0000850	tr|W0TGJ3|W0TGJ3_KLUMD	tr|A0A1D8NPC5|A0A1D8NPC5_YARLL	sp|Q03942|RKM2_YEAST
OG0000851	tr|W0T805|W0T805_KLUMD	tr|A0A1H6PWY7|A0A1H6PWY7_YARLL	sp|P36150|SUMT_YEAST
OG0000852	tr|W0TCK1|W0TCK1_KLUMD	tr|A0A1H6PQ59|A0A1H6PQ59_YARLL	sp|P38849|MTC6_YEAST
OG0000853	tr|W0T827|W0T827_KLUMD	tr|A0A1H6PQ19|A0A1H6PQ19_YARLL	sp|P15624|SYFB_YEAST
OG0000854	tr|W0T6G9|W0T6G9_KLUMD	tr|A0A1H6PM24|A0A1H6PM24_YARLL	sp|Q12306|SMT3_YEAST
OG0000855	tr|W0T5W8|W0T5W8_KLUMD	tr|A0A1D8NQM5|A0A1D8NQM5_YARLL	sp|P38116|ARL1_YEAST
OG0000856	tr|W0TBU7|W0TBU7_KLUMD	tr|A0A1D8NDV6|A0A1D8NDV6_YARLL	sp|P00044|CYC1_YEAST
OG0000857	tr|W0TCT8|W0TCT8_KLUMD	tr|A0A1D8N6R9|A0A1D8N6R9_YARLL	sp|P30902|ATP7_YEAST
OG0000858	tr|W0T910|W0T910_KLUMD	tr|A0A1D8NA95|A0A1D8NA95_YARLL	sp|P36149|BET3_YEAST
OG0000859	tr|W0TGZ5|W0TGZ5_KLUMD	tr|A0A1H6PZ85|A0A1H6PZ85_YARLL	sp|P00899|TRPE_YEAST
OG0000860	tr|W0T809|W0T809_KLUMD	tr|A0A1D8NKG0|A0A1D8NKG0_YARLL	sp|P34756|FAB1_YEAST
OG0000861	tr|W0TH73|W0TH73_KLUMD	tr|A0A1H6Q5W9|A0A1H6Q5W9_YARLL	sp|P36078|HOT13_YEAST
OG0000862	tr|W0T4J0|W0T4J0_KLUMD	tr|A0A1H6PV56|A0A1H6PV56_YARLL	sp|P53312|SUCB_YEAST
OG0000863	tr|W0TAL7|W0TAL7_KLUMD	tr|A0A1D8N5N9|A0A1D8N5N9_YARLL	sp|Q02959|HOS3_YEAST
OG0000864	tr|W0TGS8|W0TGS8_KLUMD	tr|A0A1H6PSA7|A0A1H6PSA7_YARLL	sp|P28791|SEC20_YEAST
OG0000865	tr|W0T6D4|W0T6D4_KLUMD	tr|A0A1D8NQD0|A0A1D8NQD0_YARLL	sp|Q02821|IMA1_YEAST
OG0000866	tr|W0TH14|W0TH14_KLUMD	tr|A0A1D8NLP8|A0A1D8NLP8_YARLL	sp|P39923|NPR2_YEAST
OG0000867	tr|W0TEH8|W0TEH8_KLUMD	tr|A0A1D8NED1|A0A1D8NED1_YARLL	sp|Q04746|KAR5_YEAST
OG0000868	tr|W0THM4|W0THM4_KLUMD	tr|A0A1H6PZX7|A0A1H6PZX7_YARLL	sp|P31115|PUS3_YEAST
OG0000869	tr|W0T5G7|W0T5G7_KLUMD	tr|A0A1D8NC90|A0A1D8NC90_YARLL	sp|P53200|EFM5_YEAST
OG0000870	tr|W0T554|W0T554_KLUMD	tr|A0A1H6Q7K1|A0A1H6Q7K1_YARLL	sp|P17890|RPC7_YEAST
OG0000871	tr|W0TBG4|W0TBG4_KLUMD	tr|A0A1D8N480|A0A1D8N480_YARLL	sp|P39012|GAA1_YEAST
OG0000872	tr|W0T914|W0T914_KLUMD	tr|A0A1D8NKV8|A0A1D8NKV8_YARLL	sp|Q05946|UTP13_YEAST
OG0000873	tr|W0TG99|W0TG99_KLUMD	tr|A0A1D8NPR4|A0A1D8NPR4_YARLL	sp|Q07560|CRD1_YEAST
OG0000874	tr|W0TGX6|W0TGX6_KLUMD	tr|A0A1D8NMW1|A0A1D8NMW1_YARLL	sp|P32904|RM06_YEAST
OG0000875	tr|W0TIU1|W0TIU1_KLUMD	tr|A0A1D8NKR8|A0A1D8NKR8_YARLL	sp|P32842|VATL2_YEAST
OG0000876	tr|W0T4Q9|W0T4Q9_KLUMD	tr|A0A1D8N543|A0A1D8N543_YARLL	sp|P36162|DAD2_YEAST
OG0000877	tr|W0TBW7|W0TBW7_KLUMD	tr|A0A1D8N6F2|A0A1D8N6F2_YARLL	sp|P11986|INO1_YEAST
OG0000878	tr|W0TEB5|W0TEB5_KLUMD	tr|A0A1H6PLI3|A0A1H6PLI3_YARLL	sp|P38166|SFT2_YEAST
OG0000879	tr|W0TC26|W0TC26_KLUMD	tr|A0A1H6QCI6|A0A1H6QCI6_YARLL	sp|P32494|NGG1_YEAST
OG0000880	tr|W0T9U4|W0T9U4_KLUMD	tr|A0A1H6PQD9|A0A1H6PQD9_YARLL	sp|P38998|LYS1_YEAST
OG0000881	tr|W0TF51|W0TF51_KLUMD	tr|A0A1H6PTB9|A0A1H6PTB9_YARLL	sp|P40078|NSA2_YEAST
OG0000882	tr|W0T7X4|W0T7X4_KLUMD	tr|A0A1D8NN58|A0A1D8NN58_YARLL	sp|Q03529|SCS7_YEAST
OG0000883	tr|W0TDG1|W0TDG1_KLUMD	tr|A0A1D8NBR7|A0A1D8NBR7_YARLL	sp|Q12267|SMC4_YEAST
OG0000884	tr|W0TBM7|W0TBM7_KLUMD	tr|A0A1D8N6B8|A0A1D8N6B8_YARLL	sp|P19812|UBR1_YEAST
OG0000885	tr|W0TH59|W0TH59_KLUMD	tr|A0A1D8NCU7|A0A1D8NCU7_YARLL	sp|P33759|RT05_YEAST
OG0000886	tr|W0T962|W0T962_KLUMD	tr|Q70MH4|Q70MH4_YARLL	sp|P47124|HOC1_YEAST
OG0000887	tr|W0TG16|W0TG16_KLUMD	tr|A0A1D8N8A7|A0A1D8N8A7_YARLL	sp|Q08278|MED7_YEAST
OG0000888	tr|W0T6P0|W0T6P0_KLUMD	tr|A0A1D8NEL9|A0A1D8NEL9_YARLL	sp|P32558|SPT16_YEAST
OG0000889	tr|W0TJT7|W0TJT7_KLUMD	tr|A0A1H6Q0A8|A0A1H6Q0A8_YARLL	sp|P53114|MED5_YEAST
OG0000890	tr|W0T4L3|W0T4L3_KLUMD	tr|A0A1D8N4G3|A0A1D8N4G3_YARLL	sp|Q07478|SUB2_YEAST
OG0000891	tr|W0T976|W0T976_KLUMD	tr|A0A1D8NCM2|A0A1D8NCM2_YARLL	sp|P32610|VATD_YEAST
OG0000892	tr|W0T825|W0T825_KLUMD	tr|A0A1D8NFC2|A0A1D8NFC2_YARLL	sp|P48606|TBCA_YEAST
OG0000893	tr|W0TF28|W0TF28_KLUMD	tr|A0A1D8NF73|A0A1D8NF73_YARLL	sp|P36166|PXL1_YEAST
OG0000894	tr|W0T9J1|W0T9J1_KLUMD	tr|A0A1D8NAR6|A0A1D8NAR6_YARLL	sp|P19658|EXO70_YEAST
OG0000895	tr|W0T720|W0T720_KLUMD	tr|A0A1D8NBQ2|A0A1D8NBQ2_YARLL	sp|Q12155|YL050_YEAST
OG0000896	tr|W0T510|W0T510_KLUMD	tr|A0A1D8N7Q8|A0A1D8N7Q8_YARLL	sp|P22134|MAG_YEAST
OG0000897	tr|W0TEF0|W0TEF0_KLUMD	tr|A0A1H6Q7W8|A0A1H6Q7W8_YARLL	sp|P23293|BUR1_YEAST
OG0000898	tr|W0TFY4|W0TFY4_KLUMD	tr|A0A1D8NNK5|A0A1D8NNK5_YARLL	sp|P47130|CSN12_YEAST
OG0000899	tr|W0TEN1|W0TEN1_KLUMD	tr|Q6H9R9|Q6H9R9_YARLL	sp|P38688|SRP72_YEAST
OG0000900	tr|W0TFX8|W0TFX8_KLUMD	tr|A0A1D8N832|A0A1D8N832_YARLL	sp|P38799|YHN8_YEAST
OG0000901	tr|W0TI78|W0TI78_KLUMD	tr|A0A1D8NFX5|A0A1D8NFX5_YARLL	sp|P53942|RNH2A_YEAST
OG0000902	tr|W0TDK5|W0TDK5_KLUMD		sp|P36002|PTK1_YEAST, sp|P47116|PTK2_YEAST
OG0000903	tr|W0TAL5|W0TAL5_KLUMD	tr|A0A1D8NNL3|A0A1D8NNL3_YARLL	sp|Q07622|ACK1_YEAST
OG0000904	tr|W0T9R9|W0T9R9_KLUMD	tr|A0A1H6PJK2|A0A1H6PJK2_YARLL	sp|P00498|HIS1_YEAST
OG0000905	tr|W0TA20|W0TA20_KLUMD	tr|A0A1H6PNE6|A0A1H6PNE6_YARLL	sp|Q03630|BET5_YEAST
OG0000906	tr|W0TIP4|W0TIP4_KLUMD	tr|A0A1D8N873|A0A1D8N873_YARLL	sp|Q08273|RBX1_YEAST
OG0000907	tr|W0T8J5|W0T8J5_KLUMD	tr|A0A1D8NE60|A0A1D8NE60_YARLL	sp|Q07896|NOC3_YEAST
OG0000908	tr|W0TFL0|W0TFL0_KLUMD	tr|A0A1D8N9D4|A0A1D8N9D4_YARLL	sp|P25037|UBP1_YEAST
OG0000909	tr|W0TBT7|W0TBT7_KLUMD	tr|A0A1D8N562|A0A1D8N562_YARLL	sp|P40351|ALG8_YEAST
OG0000910	tr|W0TDS9|W0TDS9_KLUMD	tr|A0A1D8NQJ4|A0A1D8NQJ4_YARLL	sp|Q05775|EIF3J_YEAST
OG0000911	tr|W0TE70|W0TE70_KLUMD	tr|A0A1D8NKK0|A0A1D8NKK0_YARLL	sp|Q08952|OXR1_YEAST
OG0000912	tr|W0TCT9|W0TCT9_KLUMD	tr|A0A1D8N574|A0A1D8N574_YARLL	sp|P40164|PP4R3_YEAST
OG0000913	tr|W0TBK9|W0TBK9_KLUMD	tr|A0A1D8NLN4|A0A1D8NLN4_YARLL	sp|P40327|PRS4_YEAST
OG0000914	tr|W0T7S0|W0T7S0_KLUMD	tr|A0A1D8NEG9|A0A1D8NEG9_YARLL	sp|Q02792|XRN2_YEAST
OG0000915	tr|W0T6K3|W0T6K3_KLUMD	tr|A0A1D8NML2|A0A1D8NML2_YARLL	sp|Q12015|YO223_YEAST
OG0000916	tr|W0TF67|W0TF67_KLUMD	tr|A0A1D8NCY5|A0A1D8NCY5_YARLL	sp|P21657|DAL81_YEAST
OG0000917	tr|W0T771|W0T771_KLUMD	tr|A0A1D8N810|A0A1D8N810_YARLL	sp|P38625|GUAA_YEAST
OG0000918	tr|W0TCI9|W0TCI9_KLUMD	tr|A0A1D8N9G7|A0A1D8N9G7_YARLL	sp|Q03761|TAF12_YEAST
OG0000919	tr|W0TJ61|W0TJ61_KLUMD	tr|A0A1D8N5A6|A0A1D8N5A6_YARLL	sp|P38199|HEK2_YEAST
OG0000920	tr|W0T878|W0T878_KLUMD	tr|A0A1D8N650|A0A1D8N650_YARLL	sp|Q12184|ADRX_YEAST
OG0000921	tr|W0T8P1|W0T8P1_KLUMD	tr|A0A1D8NPD9|A0A1D8NPD9_YARLL	sp|P07244|PUR2_YEAST
OG0000922	tr|W0TCR8|W0TCR8_KLUMD	tr|A0A1D8NMF8|A0A1D8NMF8_YARLL	sp|P21242|PSA7_YEAST
OG0000923	tr|W0T7S7|W0T7S7_KLUMD	tr|A0A1D8NEM8|A0A1D8NEM8_YARLL	sp|P09880|TRNL_YEAST
OG0000924	tr|W0TG38|W0TG38_KLUMD	tr|A0A1H6PJB6|A0A1H6PJB6_YARLL	sp|Q12257|YD177_YEAST
OG0000925	tr|W0TDT8|W0TDT8_KLUMD	tr|A0A1H6PIA2|A0A1H6PIA2_YARLL	sp|P53930|AF9_YEAST
OG0000926	tr|W0TFU0|W0TFU0_KLUMD	tr|A0A1H6PLS1|A0A1H6PLS1_YARLL	sp|P32771|FADH_YEAST
OG0000927	tr|W0T390|W0T390_KLUMD	tr|A0A1D8NC79|A0A1D8NC79_YARLL	sp|P34111|TFC3_YEAST
OG0000928	tr|W0T2P3|W0T2P3_KLUMD	tr|A0A1D8NB18|A0A1D8NB18_YARLL	sp|P25368|RRP7_YEAST
OG0000929	tr|W0T9C9|W0T9C9_KLUMD	tr|A0A1D8N8Z2|A0A1D8N8Z2_YARLL	sp|P40165|NNRE_YEAST
OG0000930	tr|W0T9Q6|W0T9Q6_KLUMD	tr|A0A1D8NGZ3|A0A1D8NGZ3_YARLL	sp|Q12308|TFC8_YEAST
OG0000931	tr|W0T540|W0T540_KLUMD	tr|A0A1D8NK64|A0A1D8NK64_YARLL	sp|P38318|YB70_YEAST
OG0000932	tr|W0T7V6|W0T7V6_KLUMD	tr|A0A1D8N6Y4|A0A1D8N6Y4_YARLL	sp|Q07895|YL001_YEAST
OG0000933	tr|W0T8M1|W0T8M1_KLUMD	tr|A0A1H6PUZ5|A0A1H6PUZ5_YARLL	sp|Q08726|GPN2_YEAST
OG0000934	tr|W0TCE5|W0TCE5_KLUMD	tr|A0A1D8NHY7|A0A1D8NHY7_YARLL	sp|Q03631|WAR1_YEAST
OG0000935	tr|W0TFJ2|W0TFJ2_KLUMD	tr|A0A1D8N8A6|A0A1D8N8A6_YARLL	sp|P36095|VPS24_YEAST
OG0000936	tr|W0T8W6|W0T8W6_KLUMD	tr|A0A1D8NHW6|A0A1D8NHW6_YARLL	sp|P19516|COX11_YEAST
OG0000937	tr|W0T513|W0T513_KLUMD	tr|A0A1D8N831|A0A1D8N831_YARLL	sp|P53091|MCM6_YEAST
OG0000938	tr|W0TFZ1|W0TFZ1_KLUMD	tr|A0A1H6Q4Z5|A0A1H6Q4Z5_YARLL	sp|Q99383|HRP1_YEAST
OG0000939	tr|W0TGI0|W0TGI0_KLUMD	tr|A0A1D8NQJ8|A0A1D8NQJ8_YARLL	sp|P40483|YIK8_YEAST
OG0000940	tr|W0T9P1|W0T9P1_KLUMD	tr|A0A1D8NI49|A0A1D8NI49_YARLL	sp|Q04659|CSM3_YEAST
OG0000941	tr|W0T6Z9|W0T6Z9_KLUMD	tr|A0A1H6PX78|A0A1H6PX78_YARLL	sp|P53883|NOP13_YEAST
OG0000942	tr|W0TBI5|W0TBI5_KLUMD	tr|A0A1D8NKW9|A0A1D8NKW9_YARLL	sp|Q12347|HRT3_YEAST
OG0000943	tr|W0T511|W0T511_KLUMD	tr|A0A1D8NLR6|A0A1D8NLR6_YARLL	sp|Q12692|H2AZ_YEAST
OG0000944	tr|W0TES2|W0TES2_KLUMD	tr|A0A1H6PYP9|A0A1H6PYP9_YARLL	sp|Q08760|RAX1_YEAST
OG0000945	tr|W0T7I0|W0T7I0_KLUMD	tr|A0A1H6Q5D5|A0A1H6Q5D5_YARLL	sp|P32353|ERG3_YEAST
OG0000946	tr|W0T8H6|W0T8H6_KLUMD	tr|A0A1D8NIS4|A0A1D8NIS4_YARLL	sp|P38992|SUR2_YEAST
OG0000947	tr|W0T6U5|W0T6U5_KLUMD	tr|A0A1D8NDL6|A0A1D8NDL6_YARLL	sp|Q07930|PML1_YEAST
OG0000948	tr|W0TF07|W0TF07_KLUMD	tr|A0A1H6PV83|A0A1H6PV83_YARLL	sp|P38793|TRM5_YEAST
OG0000949	tr|W0TA80|W0TA80_KLUMD	tr|A0A1D8NI33|A0A1D8NI33_YARLL	sp|Q99312|ISN1_YEAST
OG0000950	tr|W0T8K2|W0T8K2_KLUMD	tr|A0A1D8NDH8|A0A1D8NDH8_YARLL	sp|P46948|RRP41_YEAST
OG0000951	tr|W0T9G2|W0T9G2_KLUMD	tr|A0A1H6QCP7|A0A1H6QCP7_YARLL	sp|P53128|MTHR2_YEAST
OG0000952	tr|W0T9P0|W0T9P0_KLUMD	tr|A0A1D8NKZ4|A0A1D8NKZ4_YARLL	sp|P31386|ATS1_YEAST
OG0000953	tr|W0TCG4|W0TCG4_KLUMD	tr|A0A1D8N3R0|A0A1D8N3R0_YARLL	sp|Q3E7B2|COA3_YEAST
OG0000954	tr|W0TI17|W0TI17_KLUMD	tr|A0A1D8NCA0|A0A1D8NCA0_YARLL	sp|O94742|SEM1_YEAST
OG0000955	tr|W0T7T3|W0T7T3_KLUMD	tr|A0A1D8NKE2|A0A1D8NKE2_YARLL	sp|Q03796|TPP1_YEAST
OG0000956	tr|W0T9Q1|W0T9Q1_KLUMD	tr|A0A1D8N7X3|A0A1D8N7X3_YARLL	sp|P39521|FHL1_YEAST
OG0000957	tr|W0T459|W0T459_KLUMD	tr|A0A1D8N8I3|A0A1D8N8I3_YARLL	sp|Q08225|DPP3_YEAST
OG0000958	tr|W0TDR7|W0TDR7_KLUMD	tr|A0A1D8NCH4|A0A1D8NCH4_YARLL	sp|P28007|GAR1_YEAST
OG0000959	tr|W0TF40|W0TF40_KLUMD	tr|A0A1H6PTA8|A0A1H6PTA8_YARLL	sp|P41807|VATH_YEAST
OG0000960	tr|W0T6X7|W0T6X7_KLUMD	tr|A0A1H6Q1P0|A0A1H6Q1P0_YARLL	sp|P29468|PAP_YEAST
OG0000961	tr|W0T5D7|W0T5D7_KLUMD	tr|A0A1D8NCJ6|A0A1D8NCJ6_YARLL	sp|P29465|CHS3_YEAST
OG0000962	tr|W0TDK3|W0TDK3_KLUMD	tr|A0A1D8NJZ9|A0A1D8NJZ9_YARLL	sp|P32485|HOG1_YEAST
OG0000963	tr|W0TBJ2|W0TBJ2_KLUMD	tr|A0A1D8NCH1|A0A1D8NCH1_YARLL	sp|P47026|GWT1_YEAST
OG0000964	tr|W0T3B9|W0T3B9_KLUMD	tr|A0A1H6QB89|A0A1H6QB89_YARLL	sp|P40959|MVP1_YEAST
OG0000965	tr|W0TEJ2|W0TEJ2_KLUMD	tr|A0A1D8NN46|A0A1D8NN46_YARLL	sp|P25694|CDC48_YEAST
OG0000966	tr|W0T9M7|W0T9M7_KLUMD	tr|A0A1H6PNJ8|A0A1H6PNJ8_YARLL	sp|P08431|GAL7_YEAST
OG0000967	tr|W0T785|W0T785_KLUMD	tr|A0A1D8NBM2|A0A1D8NBM2_YARLL	sp|P38820|UBA4_YEAST
OG0000968	tr|W0TFR7|W0TFR7_KLUMD	tr|A0A1D8NED8|A0A1D8NED8_YARLL	sp|P43558|OTU1_YEAST
OG0000969	tr|W0T497|W0T497_KLUMD	tr|A0A1D8NBJ6|A0A1D8NBJ6_YARLL	sp|P25583|KAR4_YEAST
OG0000970	tr|W0T8M3|W0T8M3_KLUMD	tr|A0A1D8NI98|A0A1D8NI98_YARLL	sp|P33755|NPL4_YEAST
OG0000971	tr|W0TF29|W0TF29_KLUMD	tr|A0A1D8NG62|A0A1D8NG62_YARLL	sp|P17157|PHO85_YEAST
OG0000972	tr|W0T630|W0T630_KLUMD	tr|A0A1D8N9E0|A0A1D8N9E0_YARLL	sp|Q06698|YL419_YEAST
OG0000973	tr|W0TEN6|W0TEN6_KLUMD	tr|A0A1H6PXC1|A0A1H6PXC1_YARLL	sp|P53859|CSL4_YEAST
OG0000974	tr|W0TCH2|W0TCH2_KLUMD	tr|A0A1D8NM90|A0A1D8NM90_YARLL	sp|P38149|DUG2_YEAST
OG0000975	tr|W0TDC1|W0TDC1_KLUMD		sp|P01149|MFAL1_YEAST, sp|P32435|MFAL2_YEAST
OG0000976	tr|W0TC49|W0TC49_KLUMD	tr|A0A1D8NNJ2|A0A1D8NNJ2_YARLL	sp|Q02354|UTP6_YEAST
OG0000977	tr|W0T4A0|W0T4A0_KLUMD	tr|A0A1D8NJ76|A0A1D8NJ76_YARLL	sp|Q12012|YO289_YEAST
OG0000978	tr|W0T5N0|W0T5N0_KLUMD	tr|A0A1H6Q228|A0A1H6Q228_YARLL	sp|P39990|SNU13_YEAST
OG0000979	tr|W0TAJ2|W0TAJ2_KLUMD	tr|A0A1H6PKE5|A0A1H6PKE5_YARLL	sp|P54787|VPS9_YEAST
OG0000980	tr|W0T6Q8|W0T6Q8_KLUMD	tr|A0A1D8NHQ3|A0A1D8NHQ3_YARLL	sp|P25299|RNA15_YEAST
OG0000981	tr|W0TFZ2|W0TFZ2_KLUMD	tr|A0A1D8NPK1|A0A1D8NPK1_YARLL	sp|P40011|RRAAH_YEAST
OG0000982	tr|W0TE92|W0TE92_KLUMD	tr|A0A1D8NAK0|A0A1D8NAK0_YARLL	sp|Q03079|MRX11_YEAST
OG0000983	tr|W0TFV2|W0TFV2_KLUMD	tr|A0A1D8NBU3|A0A1D8NBU3_YARLL	sp|Q07379|YD057_YEAST
OG0000984	tr|W0TA32|W0TA32_KLUMD	tr|A0A1D8N456|A0A1D8N456_YARLL	sp|P06776|PDE2_YEAST
OG0000985	tr|W0TD14|W0TD14_KLUMD	tr|A0A1H6Q2T9|A0A1H6Q2T9_YARLL	sp|P06774|HAP2_YEAST
OG0000986	tr|W0TAG0|W0TAG0_KLUMD	tr|A0A1D8NPP5|A0A1D8NPP5_YARLL	sp|P16120|THRC_YEAST
OG0000987	tr|W0T2Y7|W0T2Y7_KLUMD	tr|A0A1H6PRP1|A0A1H6PRP1_YARLL	sp|P16522|CDC23_YEAST
OG0000988	tr|W0TJ73|W0TJ73_KLUMD	tr|A0A1D8NNN5|A0A1D8NNN5_YARLL	sp|P18412|TEC1_YEAST
OG0000989	tr|W0T6S3|W0T6S3_KLUMD	tr|A0A1H6PMJ2|A0A1H6PMJ2_YARLL	sp|Q00362|2ABA_YEAST
OG0000990	tr|W0T9T0|W0T9T0_KLUMD	tr|A0A1H6PWB9|A0A1H6PWB9_YARLL	sp|P08566|ARO1_YEAST
OG0000991	tr|W0T7M0|W0T7M0_KLUMD	tr|A0A1D8N912|A0A1D8N912_YARLL	sp|P07342|ILVB_YEAST
OG0000992	tr|W0T5C3|W0T5C3_KLUMD	tr|A0A1D8NB85|A0A1D8NB85_YARLL	sp|P39081|PCF11_YEAST
OG0000993	tr|W0THP8|W0THP8_KLUMD	tr|A0A1H6PKC0|A0A1H6PKC0_YARLL	sp|Q12425|ISA2_YEAST
OG0000994	tr|W0TIY0|W0TIY0_KLUMD	tr|A0A1H6PWT8|A0A1H6PWT8_YARLL	sp|P54783|ALO_YEAST
OG0000995	tr|W0TAN7|W0TAN7_KLUMD	tr|A0A1H6Q0C6|A0A1H6Q0C6_YARLL	sp|Q04792|DCE_YEAST
OG0000996	tr|W0TI19|W0TI19_KLUMD	tr|A0A1D8N7X9|A0A1D8N7X9_YARLL	sp|Q04344|HNT1_YEAST
OG0000997	tr|W0T3U2|W0T3U2_KLUMD	tr|A0A1D8NF59|A0A1D8NF59_YARLL	sp|Q06321|ATG26_YEAST
OG0000998	tr|W0T5Z5|W0T5Z5_KLUMD	tr|A0A1D8NFJ7|A0A1D8NFJ7_YARLL	sp|P32913|VPS17_YEAST
OG0000999	tr|W0T804|W0T804_KLUMD	tr|A0A1H6PY74|A0A1H6PY74_YARLL	sp|P36060|MCR1_YEAST
OG0001000	tr|W0TGM8|W0TGM8_KLUMD	tr|A0A1D8NJC7|A0A1D8NJC7_YARLL	sp|P38794|PCL5_YEAST
OG0001001	tr|W0TAE4|W0TAE4_KLUMD	tr|A0A1H6PV82|A0A1H6PV82_YARLL	sp|Q04089|DOT1_YEAST
OG0001002	tr|W0T7M3|W0T7M3_KLUMD	tr|A0A1D8NJ75|A0A1D8NJ75_YARLL	sp|Q99278|MED11_YEAST
OG0001003	tr|W0T7B0|W0T7B0_KLUMD	tr|A0A1D8NDI1|A0A1D8NDI1_YARLL	sp|P53299|TIM13_YEAST
OG0001004	tr|W0TFE0|W0TFE0_KLUMD	tr|A0A1H6PSY7|A0A1H6PSY7_YARLL	sp|P53920|NM111_YEAST
OG0001005	tr|W0T7H5|W0T7H5_KLUMD	tr|A0A1H6PI87|A0A1H6PI87_YARLL	sp|P41546|HAC1_YEAST
