uniprotID_CENPK	GeneName_CENPK	uniprotID_S288c	GeneName_S288C	standard_A	standard_B	standard_C	high_temp_A	high_temp_B	high_temp_C	low_pH_A	low_pH_B	low_pH_C	osmotic_stress_A	osmotic_stress_B	osmotic_stress_C
N1P2S5	CENPK1137D_3252	P53337	YGR284C	7.125411982	7.162565367	7.232233131	7.274844467	7.284603027	7.321914244	7.292405664	7.3240999	7.281926	7.249123038	7.247072269	7.314589551
N1P860	CENPK1137D_4656	P06787	YBR109C	6.835519212	6.741613834	6.694722212	7.099524747	6.959644094	6.943248657	6.900408459	6.813535362	6.738840795	6.837486737	6.776692821	6.707041354
N1P7D4	CENPK1137D_780	Q06685	YLR410W	6.49624689	6.437826589	6.582492369	6.638498152	6.636636603	6.674263658	6.553176567	6.585202199	6.600538651	6.329960068	6.437431437	6.473964976
N1P0I9	CENPK1137D_252	P25303	YMR214W	6.403784785	6.549637499	6.661138075	6.683923947	6.739534568	6.739951184	6.636342099	6.659250943	6.724771804	6.734172819	6.82268127	6.825778394
N1P4I7	CENPK1137D_2627	P00424	YNL052W	7.429176571	7.44387207	7.41400006	7.188203625	7.297822597	7.194067118	7.189527582	7.261759761	7.310953596	7.475680802	7.495675038	7.486619353
N1P348	CENPK1137D_5386	P32902	YHL004W	6.09075177	6.237696823	6.224305556	6.215926947	6.154292682	NA	6.383761579	6.412594326	6.536664229	6.345289425	6.422986031	6.502209221
N1NXJ7	CENPK1137D_2615	P42847	YNL306W	6.747717911	6.806535139	6.97034148	6.647135463	6.769438832	6.8437273	6.981398271	6.97749083	7.038805335	6.840120509	6.893082199	6.959175389
N1P402	CENPK1137D_3186	P31334	YGR220C	6.519543866	6.446935731	6.465772386	6.334912662	6.380799359	6.316487864	6.331667895	6.399463731	6.230345919	6.406024021	6.391999906	6.295662227
N1NZD5	CENPK1137D_2564	P53924	YNL116W	6.457233808	6.517562533	6.455727426	6.611248487	6.635533352	6.498392326	6.493029408	6.509291759	6.347237811	6.292804938	6.321186648	6.161711127
N1NVV9	CENPK1137D_1580	Q00776	YPL259C	6.581496624	6.72043686	6.667689564	6.581247478	6.67913153	6.66335393	6.44226789	6.573401531	6.607832762	6.613916288	6.640462275	6.672653077
N1P4Q8	CENPK1137D_3937	Q04599	YDR116C	7.092102869	7.04625555	7.1275321	7.07558942	7.079497935	7.065868256	7.153924343	7.206804174	7.192612739	7.205180984	7.262685962	7.2227791
N1P1G1	CENPK1137D_637	Q3E764	YLR262C-A	7.294944833	7.293166466	7.324362826	7.324821435	7.374774516	7.374288504	7.192977042	7.256913926	7.319617211	7.203854832	7.268736538	7.306854325
N1P7T1	CENPK1137D_4486	P25555	YCL011C	6.352250556	6.506116646	6.55597157	6.375378544	6.342366329	6.433456286	6.56725428	6.570101083	6.568162301	6.529683774	6.526609769	6.559800935
N1NWG0	CENPK1137D_1803	P07703	YPR110C	6.806979538	6.752423777	6.591476763	6.930318154	6.876391793	6.969394323	6.928902533	6.95624254	6.868900334	6.529250861	6.634994063	6.549680717
N1P020	CENPK1137D_863	Q07938	YLR017W	6.616231536	6.664066251	6.71048204	6.525957802	6.487577755	6.409563251	6.594933904	6.690319149	6.585293736	6.646281418	6.648145098	6.669543745
N1P0V9	CENPK1137D_1248	P40335	YJL053W	6.422013768	6.301919999	6.386663971	6.444928353	6.454003083	6.455926914	6.223211315	6.319605543	6.240243417	6.220721382	6.14281909	6.274499378
N1P9Y3	CENPK1137D_3173	P42940	YGR207C	7.18094981	7.169545783	7.131861568	7.257846956	7.25013665	7.235178368	7.336354608	7.338965887	7.252500472	7.280619371	7.309663539	7.264522526
N1PA50	CENPK1137D_3508	P25451	YER094C	7.569796878	7.590098298	7.626567041	7.676699638	7.675461321	7.668674961	7.526209444	7.555166137	7.602786358	7.663177674	7.65949713	7.68011898
N1P7V2	CENPK1137D_950	P35691	YKL056C	7.490063684	7.369635758	6.986788279	7.423928641	7.216505168	6.809847553	7.274562184	6.930752906	6.661687227	7.405108891	7.128747924	6.691668752
N1P839	CENPK1137D_3890	Q12497	YDR070C	7.700167193	7.891366413	7.773658209	8.27795583	8.227628718	8.222908493	7.927060294	7.974838583	7.88706391	7.338593275	7.249684463	6.853215558
N1NZB8	CENPK1137D_2544	P20081	YNL135C	7.419907325	7.343881325	7.211205484	7.355517637	7.251180951	7.066307566	7.212749738	7.077814011	7.104014154	7.050303881	6.925202553	6.762957244
N1P1X8	CENPK1137D_5143	P07172	YIL116W	7.72105059	7.738527006	7.481117228	7.481582511	7.312994625	7.250037927	7.477072671	7.390496112	7.332746474	7.386188928	7.271243691	7.277916849
N1P8U1	CENPK1137D_4916	P38169	YBL098W	7.118166543	7.103764994	7.184064747	6.887831649	6.991914763	7.001395393	7.083947264	7.116791644	7.197345415	7.039269046	7.088933418	7.10827572
N1P2T7	CENPK1137D_5423	P18962	YHR028C	6.504688967	6.51863167	6.583807403	6.605769267	6.516271404	6.606068893	6.709701777	6.695478052	6.720279106	6.617816564	6.618763286	6.665977655
N1P1K0	CENPK1137D_1508	P46959	YJL125C	7.983273321	7.789886233	7.548257471	7.389123125	7.414391863	7.304525864	7.370334293	7.307098755	7.46247039	7.612393746	7.578834385	7.558854019
N1P986	CENPK1137D_4465	P25369	YCL034W	6.846956257	6.853379765	6.885031793	6.932984182	6.906765535	6.969284408	6.973155914	6.954897996	6.994897763	6.975266417	6.982037285	6.954641325
N1P6H2	CENPK1137D_3879	Q12176	YDR060W	6.41306326	6.439926326	6.509588002	6.470079205	6.434494674	6.519701765	6.61296976	6.630481162	6.586294472	6.442499274	6.473833329	6.516845135
N1NWY1	CENPK1137D_2118	P27810	YOR099W	7.151188587	7.173040872	7.217500154	6.906979599	7.055917522	6.989245595	7.038542506	7.106349426	7.173326775	6.990357628	6.981643711	7.072220917
N1P982	CENPK1137D_4455	P25573	YCL044C	6.69754304	6.831244452	6.848850037	6.796151287	6.793413653	6.846938838	6.821284929	6.927738298	6.897386203	6.919820485	6.987788201	6.974295415
N1NW08	CENPK1137D_1730	Q12028	YPR029C	6.706312455	6.6693413	6.683129946	6.761138904	6.780614993	6.771784398	6.673180384	6.676657359	6.757653981	6.634871223	6.558727524	6.605525267
N1NW64	CENPK1137D_1688	Q12754	YPL012W	6.422939542	6.354284138	6.444345845	6.54213158	6.454043768	6.50499194	6.722478917	6.638299334	6.561621957	6.617167965	6.559967204	6.587534486
N1P4A7	CENPK1137D_2542	P27929	YNL137C	6.351134549	6.389276176	6.434790767	6.101054712	6.174274354	6.152225259	6.168194311	6.213268384	6.303711574	6.241143325	6.263979745	6.298253375
N1P018	CENPK1137D_711	P38631	YLR342W	6.574503048	6.669822723	6.74411808	6.536397705	6.600695273	6.639806857	6.719800689	6.786635501	6.765132509	6.543170361	6.659698315	6.692177033
N1P9U3	CENPK1137D_4980	P39705	YAR002W	6.340507958	6.200528462	6.387853962	6.544484597	6.522238452	6.618488358	6.457400838	6.531387659	6.482823523	6.394192321	6.39020816	6.36708839
N1PA04	CENPK1137D_3278	P53100	YGL185C	6.129694777	6.075243389	6.34175383	6.295235961	6.350503871	6.484073391	6.343514764	6.354569535	6.391642014	6.521944039	6.583895456	6.712233165
N1P2A1	CENPK1137D_922	P36008	YKL081W	7.655450035	7.638989611	7.679375002	7.630367936	7.619417841	7.667298827	7.765932506	7.750841899	7.746999258	7.764640832	7.764355601	7.787050473
N1P279	CENPK1137D_3052	P53252	YGR086C	8.423832257	8.432668467	8.43048302	8.588661881	8.615720921	8.612446337	8.622958249	8.646081661	8.614857819	8.453826658	8.487948269	8.463541749
N1P605	CENPK1137D_4387	P53622	YDL145C	6.549835332	6.560899642	6.57779007	6.276882103	6.395824289	6.33232855	6.3427333	6.385548247	6.47392158	6.401720129	6.428616217	6.490961031
N1P0N9	CENPK1137D_312	P23639	YML092C	7.488002742	7.533156351	7.592949073	7.534011826	7.597808479	7.602794612	7.511023692	7.568637431	7.626746549	7.628637751	7.686011786	7.714703958
N1PA65	CENPK1137D_3583	P32610	YEL051W	6.648004347	6.688359742	6.774350726	6.517754622	6.5477859	6.709909453	6.646656935	6.727891234	6.811185048	6.71388241	6.743799552	6.803332741
N1PAP6	CENPK1137D_4488	P25605	YCL009C	7.741426233	7.76829636	7.749226592	7.490776084	7.530127324	7.482515507	7.562143433	7.558138347	7.60435859	7.495715641	7.497179591	7.500380145
N1P1P6	CENPK1137D_1632	Q02754	YPL067C	6.777806467	6.823975675	6.765358115	7.098522807	7.120929067	7.066674742	6.75801324	6.778518546	6.752793373	6.80919368	6.794264704	6.702515722
N1P6K1	CENPK1137D_4627	P15731	YBR082C	6.935670526	6.87815074	6.99463937	7.240658654	7.089583289	7.186594456	7.055002628	7.077395404	6.989111684	6.949687661	6.823615237	6.774786201
N1NYM3	CENPK1137D_253	Q03655	YMR215W	7.285780574	7.281681105	7.264600494	7.528964594	7.473323414	7.444394201	7.363115768	7.254114534	7.263403548	7.195628962	7.115734281	6.968519514
N1NZS4	CENPK1137D_753	Q06706	YLR384C	6.075074399	6.112922126	6.240548066	6.190506454	6.25331704	6.285117023	6.102709453	6.211424147	6.226726495	6.252501268	6.327835631	6.384646029
N1NZT3	CENPK1137D_2729	P38999	YNR050C	6.63090711	6.604886252	6.539777224	6.287091638	6.331680666	6.242242314	6.232347484	6.277235515	6.408064869	6.515082469	6.431735376	6.474176765
N1NZ90	CENPK1137D_2499	P22211	YNL183C	5.870819463	5.838382494	5.9227885	5.763868842	5.690905395	5.919346447	5.948297174	5.938124262	5.999040664	5.837085409	5.891837914	5.958700753
N1NYF2	CENPK1137D_2793	P53852	YNL247W	6.453681225	6.464723107	6.469910091	6.294139363	6.354086096	6.317934101	6.200154805	6.238139895	6.255328076	6.340389982	6.410183526	6.21503652
N1P9R8	CENPK1137D_4920	P32790	YBL007C	6.123478361	6.129412027	6.116073482	5.946510238	6.048774849	5.995426903	5.967933048	5.9712546	6.029161012	5.894383603	5.939356391	5.938207629
N1P773	CENPK1137D_4827	P38345	YBR269C	7.029373242	7.12395572	7.141887052	7.305870025	7.386738853	7.409483575	7.14450551	7.228387598	7.229601214	7.005086507	7.127279533	7.131703769
N1P963	CENPK1137D_4405	P25631	YCR051W	6.965252714	7.134704516	7.017116061	6.9779891	6.968996868	6.890968214	6.752178485	6.866812173	6.746422253	6.813367336	6.719014533	6.792931856
N1NYV9	CENPK1137D_191	Q03799	YMR158W	6.851147402	6.90480313	6.957007221	6.792824393	6.804650979	6.809866706	6.940641525	6.906163583	6.887215101	6.846293014	6.827586424	6.872364905
N1P0Q1	CENPK1137D_981	P15700	YKL024C	6.918272555	6.920528365	6.88600927	7.165375183	7.142164995	7.100594378	6.975695557	6.967115313	6.915637007	6.879629981	6.840742937	6.747526913
N1P1J1	CENPK1137D_1503	P07259	YJL130C	7.67982401	7.734021091	7.757193679	7.556397566	7.61297095	7.630376426	7.614371933	7.661762984	7.707698869	7.565859246	7.592555698	7.639257868
N1P3R4	CENPK1137D_1442	P32787	YJR144W	6.352075666	6.427789083	6.410597216	6.46751124	6.395760849	6.426038079	6.609761267	6.606058029	6.508829035	6.288731893	6.393669419	6.332714407
N1PA00	CENPK1137D_3258	P22137	YGL206C	7.435658621	7.501036748	7.488375537	7.354104427	7.381786985	7.366437643	7.442479289	7.477321983	7.452951019	7.395692124	7.407591593	7.4391666
N1P3Y2	CENPK1137D_3166	P42936	YGR201C	7.193731559	7.073666893	6.987587493	7.047999979	7.081007785	7.080497926	7.146324613	7.102440999	7.040343177	6.683523307	6.727382167	6.866032608
N1P844	CENPK1137D_4524	P32445	YCR028C-A	6.374687588	6.330824937	6.424754741	6.493729927	6.48783608	6.561077749	6.578589021	6.596900088	6.569254262	6.614304441	6.664285565	6.668739151
N1PA84	CENPK1137D_3678			6.246524946	6.334850096	6.386663484	6.420018738	6.441944657	6.506090202	6.270664202	6.403768396	6.397431034	6.266444931	6.23979213	6.32823006
N1PAX3	CENPK1137D_4873	P32602	YBL050W	6.291176641	6.266404856	6.315286083	6.486380819	6.442190058	6.444843649	6.340997986	6.327345962	6.273736735	6.40454728	6.395785941	6.351043974
N1P548	CENPK1137D_4097	P38968	YDL195W	7.146824138	7.191794784	7.160100276	7.070257057	7.121016517	7.032378558	6.939537517	6.95584746	7.015359015	7.049214207	7.089004556	7.051552766
N1P1U3	CENPK1137D_2877	P21827	YGL097W	6.830271748	6.869399669	6.803706074	6.636690943	6.693326566	6.528296389	6.601943808	6.547461611	6.619870865	6.779436716	6.719535627	6.7359844
N1NYS7	CENPK1137D_141	Q04458	YMR110C	7.14096622	7.096844842	7.164113043	7.24464993	7.217622896	7.258867751	7.309494753	7.344937912	7.281383041	7.128204897	7.115721857	7.122210247
N1P541	CENPK1137D_5412	P38707	YHR019C	7.198749958	7.296462606	7.31100313	7.054237129	7.139709898	7.143962279	7.060433351	7.162743901	7.227257135	7.119938767	7.185711725	7.220631919
N1NVJ2	CENPK1137D_1711			6.676409607	6.70392586	6.739597991	6.751077214	6.702749901	6.742441801	6.833672296	6.819129891	6.791833973	6.746133627	6.748268672	6.770683297
N1P1Q8	CENPK1137D_1642	Q02785	YPL058C	0	3	4	0	0	0	30	19	15	0	0	0
N1P4E3	CENPK1137D_3311	P53051	YGR287C	0	0	1	0	2	2	1	0	0	14	15	12
N1PAM1	CENPK1137D_4363	P39932	YDR536W	0	0	0	0	0	0	0	0	0	8	8	8
N1P249	CENPK1137D_1521			0	0	0	0	0	0	0	0	0	8	3	4
N1P8F8	CENPK1137D_4761	P32528	YBR208C	0	0	0	1	0	0	6	4	5	0	0	0
N1P0N5	CENPK1137D_307	Q03516	YMR266W	0	0	0	0	0	0	6	7	0	0	0	0
N1P0M4	CENPK1137D_1123	P34231	YKL187C	5	7	7	8	7	5	7	4	9	0	0	0
N1P0Q9	CENPK1137D_1173	P35999	YKL134C	0	0	0	0	0	0	0	0	0	4	5	3
N1PAB9	CENPK1137D_3853	Q07629	YDL218W	5	6	6	6	7	7	6	9	5	0	0	0
N1P8N4	CENPK1137D_4754	P09435	YBL075C	96	102	95	101	101	81	100	88	102	66	63	63
N1NXN8	CENPK1137D_2448	Q08230	YOL071W	0	0	0	0	6	2	5	5	0	0	0	0
N1P3P4	CENPK1137D_2944	P53008	YGL027C	2	8	5	3	3	1	6	3	6	0	0	0
N1P1J6	CENPK1137D_5429	P38690	YHR033W	0	0	0	0	0	0	0	0	0	1	4	3
N1NYQ2	CENPK1137D_288	Q04781	YMR247C	0	0	0	0	0	0	0	0	0	2	3	3
N1P914	CENPK1137D_1480			0	0	0	0	0	0	0	0	0	1	3	4
N1P4R2	CENPK1137D_3314			9	10	15	13	11	10	12	15	15	26	25	23
N1P0S6	CENPK1137D_5104	P40582	YIR038C	15	18	17	15	15	14	23	19	20	9	6	7
N1NX99	CENPK1137D_104			3	5	3	5	3	5	3	4	3	0	0	0
N1PAL6	CENPK1137D_4338	Q04401	YDR511W	3	4	2	6	3	0	0	0	0	0	1	0
N1P2A0	CENPK1137D_1797	Q06096	YPR105C	0	0	0	0	0	0	0	0	0	2	1	4
N1PA60	CENPK1137D_3558	P40088	YER145C	0	0	0	0	0	0	3	0	0	2	2	4
N1P5S3	CENPK1137D_230	P05745	YMR194W	31	16	17	11	14	12	12	7	8	13	10	13
N1NWK3	CENPK1137D_2120	P01119	YOR101W	0	3	3	5	6	5	0	0	2	3	0	0
N1P2F6	CENPK1137D_972	Q86ZR7	YKL033W-A	4	4	6	1	2	0	3	1	2	1	0	0
N1PA28	CENPK1137D_3398	P23337	YFR015C	6	8	8	9	4	7	7	6	4	3	1	0
N1P2G8	CENPK1137D_982	P36103	YKL023W	0	0	0	2	5	0	0	0	2	0	0	0
N1P921	CENPK1137D_1490	P14680	YJL141C	2	1	2	3	2	3	0	0	1	0	0	0
N1NWV4	CENPK1137D_2068	Q02792	YOR048C	1	3	2	0	0	0	0	0	0	1	1	2
N1NXC9	CENPK1137D_1679	O14455	YPL249C-A	33	16	17	14	14	13	13	9	9	16	12	14
N1P4I8	CENPK1137D_3852	Q12335	YDR032C	17	19	20	19	26	22	24	18	21	12	10	11
N1P0D4	CENPK1137D_167	P40208	YMR135C	0	2	0	8	3	2	2	4	2	0	2	0
N1P946	CENPK1137D_5005	P40523	YIL055C	0	1	1	4	5	2	1	0	0	1	1	0
N1NZH2	CENPK1137D_1049	P19145	YKR039W	0	0	0	0	0	0	2	3	0	0	0	0
N1NWH2	CENPK1137D_2070	Q08347	YOL164W	0	0	0	0	0	0	0	0	0	2	2	1
N1P1Q9	CENPK1137D_5058	P40557	YIL005W	2	2	2	0	0	0	1	0	0	0	0	0
N1NX20	CENPK1137D_2178	Q12412	YOR161C	0	0	0	0	0	0	0	1	0	2	2	2
N1P749	CENPK1137D_4802	P38144	YBR245C	7	6	8	4	3	0	4	4	6	3	2	0
N1P3G6	CENPK1137D_1352	P47116	YJR059W	2	4	2	2	4	0	1	3	2	7	7	7
N1P5N2	CENPK1137D_180	P40218	YMR147W	0	0	0	2	3	1	0	1	1	0	0	0
N1P2T8	CENPK1137D_1107 CENPK1137D_5109	P0CH09 P0CH08	YKR094C YIL148W	37	31	29	38	34	30	26	29	24	25	20	16
N1P6F6	CENPK1137D_465	P38634	YLR079W	0	0	0	2	4	1	1	0	0	0	0	1
N1NYP0	CENPK1137D_86	P38993	YMR058W	0	0	1	0	1	0	0	0	0	3	2	2
N1NYY7	CENPK1137D_2344	P33328	YOR327C	0	4	0	0	5	0	0	0	0	0	0	0
N1P9Y6	CENPK1137D_3188	P10834	YGR222W	0	0	0	2	2	0	0	0	0	1	1	3
N1P4D6	CENPK1137D_2572	P42844	YNL310C	1	1	2	2	2	1	0	0	0	0	0	0
N1NXX5	CENPK1137D_2760	P32462	YNL280C	3	4	2	3	0	1	2	1	1	0	0	0
N1P4D1	CENPK1137D_5132	P32597	YIL126W	2	4	5	0	1	0	2	0	2	1	0	1
N1P1X1	CENPK1137D_2912	P53064	YGL244W	1	3	3	1	3	0	0	0	0	3	1	4
