genes DMKU	genes CBS6556
KLMA_60280	KMXK_0F02950
KLMA_50180	KMXK_0E01860
KLMA_60502	KMXK_0F00620
KLMA_80061	KMXK_0G00710
KLMA_50185	KMXK_0E01900
KLMA_70282	KMXK_0H02800
KLMA_60285	KMXK_0F02900
KLMA_80066	KMXK_0G00770
KLMA_50190	KMXK_0E01950
KLMA_70287	KMXK_0H02850
KLMA_80071	KMXK_0G00810
KLMA_60290	KMXK_0F02840
KLMA_60507	KMXK_0F00570
KLMA_50195	KMXK_0E02000
KLMA_70292	KMXK_0H02910
KLMA_60295	KMXK_0F02790
KLMA_60512	KMXK_0F00520
KLMA_50200	KMXK_0E02060
KLMA_80081	KMXK_0G00900
KLMA_70297	
KLMA_60300	KMXK_0F02740
KLMA_80086	KMXK_0G00950
KLMA_70302	KMXK_0H03020
KLMA_60305	KMXK_0F02680
KLMA_50210	KMXK_0E02140
KLMA_80091	KMXK_0G01000
KLMA_60522	KMXK_0F00450
KLMA_60310	KMXK_0F02630
KLMA_70307	KMXK_0H03070
KLMA_50215	KMXK_0E02190
KLMA_80096	KMXK_0G01050
KLMA_60315	KMXK_0F02580
KLMA_70312	KMXK_0H03120
KLMA_80101	KMXK_0G01090
KLMA_50220	KMXK_0E02240
KLMA_60527	KMXK_0F00400
KLMA_60320	KMXK_0F02520
KLMA_80106	KMXK_0G01140
KLMA_50225	KMXK_0E02280
KLMA_60532	KMXK_0F00350
KLMA_70317	KMXK_0H03180
KLMA_80111	KMXK_0G01190
KLMA_60325	KMXK_0F02470
KLMA_50230	KMXK_0E02330
KLMA_60537	KMXK_0F00300
KLMA_70322	KMXK_0H03230
KLMA_80116	KMXK_0G01240
KLMA_60330	KMXK_0F02420
KLMA_50235	KMXK_0E02380
KLMA_60542	KMXK_0F00250
KLMA_80121	KMXK_0G01290
KLMA_70327	KMXK_0H03280
KLMA_60547	KMXK_0F00210
KLMA_60335	KMXK_0F02370
KLMA_50240	KMXK_0E02430
KLMA_60552	KMXK_0F00170
KLMA_80126	KMXK_0G01340
KLMA_70332	KMXK_0H03330
KLMA_60340	KMXK_0F02320
KLMA_50245	KMXK_0E02480
KLMA_60557	KMXK_0F00120
KLMA_80131	KMXK_0G01400
KLMA_70337	KMXK_0H03360
KLMA_60345	KMXK_0F02270
KLMA_50250	KMXK_0E02530
KLMA_80136	KMXK_0G01450
KLMA_70005	KMXK_0G04300
KLMA_60350	KMXK_0F02220
KLMA_50255	KMXK_0E02580
KLMA_70342	KMXK_0H03410
KLMA_80141	KMXK_0G01500
KLMA_50260	KMXK_0E02630
KLMA_60355	KMXK_0F02180
KLMA_70015	KMXK_0H00140
KLMA_70347	KMXK_0H03450
KLMA_80146	KMXK_0G01550
KLMA_50265	KMXK_0E02680
KLMA_70020	KMXK_0H00190
KLMA_60360	KMXK_0F02120
KLMA_80151	KMXK_0G01600
KLMA_50270	KMXK_0E02730
KLMA_70352	KMXK_0H03490
KLMA_70025	KMXK_0H00240
KLMA_50275	KMXK_0E02780
KLMA_60365	KMXK_0F02060
KLMA_80156	KMXK_0G01650
KLMA_70357	KMXK_0H03530
KLMA_70030	
KLMA_50280	KMXK_0E02840
KLMA_80161	KMXK_0G01700
KLMA_60370	KMXK_0F02020
KLMA_70362	KMXK_0H03580
KLMA_70035	KMXK_0H00340
KLMA_50285	
KLMA_80166	KMXK_0G01750
KLMA_60375	KMXK_0F01970
KLMA_50290	KMXK_0E02950
KLMA_70040	KMXK_0H00380
KLMA_70367	KMXK_0H03630
KLMA_80171	KMXK_0G01800
KLMA_50295	KMXK_0E03000
KLMA_60380	KMXK_0F01920
KLMA_70045	KMXK_0H00430
KLMA_80176	KMXK_0G01850
KLMA_70372	KMXK_0H03680
KLMA_70050	KMXK_0H00480
KLMA_50300	KMXK_0E03050
KLMA_60385	KMXK_0F01880
KLMA_80181	KMXK_0G01920
KLMA_70377	KMXK_0H03730
KLMA_70055	KMXK_0H00520
KLMA_50305	KMXK_0E03100
KLMA_80186	KMXK_0G01970
KLMA_60390	KMXK_0F01830
KLMA_70060	KMXK_0H00560
KLMA_70382	KMXK_0H03780
KLMA_50310	KMXK_0E03150
KLMA_80191	
KLMA_70065	KMXK_0H00620
KLMA_60395	KMXK_0F01780
KLMA_50315	KMXK_0E03200
KLMA_70387	KMXK_0H03840
KLMA_80196	KMXK_0G02060
KLMA_50320	
KLMA_70070	KMXK_0H00670
KLMA_60400	KMXK_0F01720
KLMA_70392	KMXK_0H03880
KLMA_80201	KMXK_0G02110
KLMA_70075	KMXK_0H00720
KLMA_50325	KMXK_0E03290
KLMA_60405	KMXK_0F01670
KLMA_70397	KMXK_0H03930
KLMA_70080	KMXK_0H00770
KLMA_80206	KMXK_0G02160
KLMA_50330	KMXK_0E03340
KLMA_70402	KMXK_0H03990
KLMA_60410	KMXK_0F01600
KLMA_80211	KMXK_0G02210
KLMA_70085	KMXK_0H00830
KLMA_50335	
KLMA_70090	KMXK_0H00870
KLMA_60415	KMXK_0F01540
KLMA_70407	KMXK_0H04040
KLMA_80216	KMXK_0G02250
KLMA_70095	KMXK_0H00920
KLMA_50340	KMXK_0E03440
KLMA_60420	KMXK_0F01480
KLMA_80221	KMXK_0G02290
KLMA_70412	KMXK_0H04100
KLMA_50345	KMXK_0E03490
KLMA_70100	KMXK_0H00970
KLMA_80226	KMXK_0G02340
KLMA_50350	KMXK_0E03550
KLMA_70105	KMXK_0H01020
KLMA_60425	KMXK_0F01410
KLMA_70417	KMXK_0H04150
KLMA_70110	KMXK_0H01090
KLMA_80231	KMXK_0G02390
KLMA_50355	KMXK_0E03600
KLMA_60430	KMXK_0F01320
KLMA_70422	KMXK_0H04220
KLMA_70115	KMXK_0H01130
KLMA_80236	KMXK_0G02440
KLMA_50360	KMXK_0E03650
KLMA_70120	KMXK_0H01190
KLMA_70427	
KLMA_60435	KMXK_0F01270
KLMA_80241	KMXK_0G02520
KLMA_50365	KMXK_0E03700
KLMA_70125	KMXK_0H01240
KLMA_60440	KMXK_0F01230
KLMA_80246	KMXK_0G02570
KLMA_50370	KMXK_0E03750
KLMA_70432	KMXK_0H04320
KLMA_70130	KMXK_0H01290
KLMA_50375	KMXK_0E03800
KLMA_60445	
KLMA_50380	KMXK_0E03850
KLMA_80256	KMXK_0G02660
KLMA_60450	KMXK_0F01130
KLMA_70140	KMXK_0H01380
KLMA_50385	KMXK_0E03900
KLMA_80261	KMXK_0G02720
KLMA_70145	KMXK_0H01420
KLMA_60455	KMXK_0F01080
KLMA_50390	KMXK_0E03960
KLMA_70150	KMXK_0H01480
KLMA_80266	KMXK_0G02770
KLMA_70155	KMXK_0H01530
KLMA_80271	KMXK_0G02820
KLMA_60460	KMXK_0F01030
KLMA_50395	KMXK_0E04010
KLMA_70442	KMXK_0H04410
KLMA_70160	KMXK_0H01580
KLMA_50400	KMXK_0E04060
KLMA_80276	KMXK_0G02870
KLMA_60465	KMXK_0F00980
KLMA_70165	KMXK_0H01630
KLMA_80281	
KLMA_60470	KMXK_0F00920
KLMA_50410	KMXK_0E04140
KLMA_70170	KMXK_0H01680
KLMA_80286	KMXK_0G02960
KLMA_70175	KMXK_0H01730
KLMA_50415	KMXK_0E04190
KLMA_70180	KMXK_0H01790
KLMA_60475	KMXK_0F00870
KLMA_70447	KMXK_0H04460
KLMA_80296	KMXK_0G03050
KLMA_70185	KMXK_0H01850
KLMA_50425	KMXK_0E04260
KLMA_60480	KMXK_0F00820
KLMA_70190	
KLMA_80301	KMXK_0G03110
KLMA_50430	KMXK_0E04310
KLMA_70457	
KLMA_70195	KMXK_0H01960
KLMA_80306	KMXK_0G03150
KLMA_50435	KMXK_0E04360
KLMA_70462	
KLMA_60490	KMXK_0F00740
KLMA_70200	KMXK_0H02010
KLMA_80004	
KLMA_80311	KMXK_0G03200
KLMA_50440	KMXK_0E04410
KLMA_80009	KMXK_0G00170
KLMA_70205	KMXK_0H02060
KLMA_80316	KMXK_0G03250
KLMA_50445	KMXK_0E04460
KLMA_70210	KMXK_0H02110
KLMA_80014	KMXK_0G00220
KLMA_80321	KMXK_0G03300
KLMA_50450	KMXK_0E04510
KLMA_80326	
KLMA_80019	KMXK_0G00270
KLMA_70215	KMXK_0H02160
KLMA_50455	KMXK_0E04570
KLMA_80024	KMXK_0G00320
KLMA_80331	KMXK_0G03390
KLMA_50460	
KLMA_70220	
KLMA_60495	KMXK_0F00690
KLMA_80029	KMXK_0G00380
KLMA_70225	KMXK_0H02260
KLMA_80336	KMXK_0G03440
KLMA_50465	KMXK_0E04670
KLMA_80034	KMXK_0G00440
KLMA_50470	KMXK_0E04720
KLMA_70230	KMXK_0H02310
KLMA_80341	KMXK_0G03490
KLMA_80039	KMXK_0G00490
KLMA_50475	KMXK_0E04780
KLMA_70235	KMXK_0H02360
KLMA_80346	KMXK_0G03540
KLMA_80044	KMXK_0G00540
KLMA_50480	KMXK_0E04840
KLMA_70240	KMXK_0H02410
KLMA_60500	KMXK_0F00640
KLMA_80351	
KLMA_80049	KMXK_0G00590
KLMA_60505	KMXK_0F00590
KLMA_50485	KMXK_0E04890
KLMA_70245	KMXK_0H02460
KLMA_80054	KMXK_0G00640
KLMA_80356	KMXK_0G03620
KLMA_80059	KMXK_0G00680
KLMA_50490	KMXK_0E04940
KLMA_60510	KMXK_0F00540
KLMA_70250	KMXK_0H02500
KLMA_80361	KMXK_0G03670
KLMA_80064	KMXK_0G00750
KLMA_60515	KMXK_0F00500
KLMA_50495	KMXK_0E04990
KLMA_70255	KMXK_0H02560
KLMA_80366	KMXK_0G03720
KLMA_60520	KMXK_0F00470
KLMA_80069	
KLMA_50500	KMXK_0E05040
KLMA_70260	
KLMA_80371	KMXK_0G03750
KLMA_80074	KMXK_0G00840
KLMA_60525	KMXK_0F00420
KLMA_50505	KMXK_0E05090
KLMA_70265	KMXK_0H02650
KLMA_80079	KMXK_0G00880
KLMA_60530	KMXK_0F00370
KLMA_80376	KMXK_0G03800
KLMA_50510	KMXK_0E05140
KLMA_70270	KMXK_0H02700
KLMA_80084	KMXK_0G00930
KLMA_60535	KMXK_0F00320
KLMA_80381	KMXK_0G03850
KLMA_70275	KMXK_0H02750
KLMA_50515	KMXK_0E05190
KLMA_60540	KMXK_0F00270
KLMA_80089	KMXK_0G00980
KLMA_80386	KMXK_0G03910
KLMA_50520	KMXK_0E05240
KLMA_60545	KMXK_0F00230
KLMA_80094	KMXK_0G01030
KLMA_80391	KMXK_0G03950
KLMA_80099	KMXK_0G01070
KLMA_50525	KMXK_0E05290
KLMA_70285	KMXK_0H02830
KLMA_80396	
KLMA_60555	KMXK_0F00140
KLMA_80104	KMXK_0G01120
KLMA_70290	KMXK_0H02890
KLMA_50530	KMXK_0E05340
KLMA_70003	KMXK_0G04320
KLMA_80109	KMXK_0G01170
KLMA_80401	KMXK_0G04050
KLMA_70295	KMXK_0H02950
KLMA_50535	KMXK_0E05380
KLMA_70008	
KLMA_80114	KMXK_0G01220
KLMA_80406	KMXK_0G04100
KLMA_70300	KMXK_0H03000
KLMA_70013	KMXK_0H00120
KLMA_60129 KLMA_80119	KMXK_0F04390
	KMXK_0G01270
KLMA_80411	KMXK_0G04150
KLMA_70305	KMXK_0H03050
KLMA_80124	KMXK_0G01320
KLMA_80416	KMXK_0G04200
KLMA_70023	KMXK_0H00220
KLMA_50550	KMXK_0E05470
KLMA_70310	KMXK_0H03100
KLMA_80129	KMXK_0G01380
KLMA_80421	KMXK_0G04250
KLMA_80134	KMXK_0G01430
KLMA_70028	KMXK_0H00270
KLMA_50555	KMXK_0E05520
KLMA_70315	KMXK_0H03160
KLMA_80426	
KLMA_80139	KMXK_0G01480
KLMA_70033	KMXK_0H00320
KLMA_70320	
KLMA_80144	KMXK_0G01530
KLMA_90003	
KLMA_70043	KMXK_0H00410
KLMA_70325	KMXK_0H03260
KLMA_80149	KMXK_0G01580
KLMA_50565	KMXK_0E05610
KLMA_70048	KMXK_0H00460
KLMA_80154	KMXK_0G01630
KLMA_70330	KMXK_0H03310
KLMA_50570	KMXK_0E05660
KLMA_70053	KMXK_0H00500
KLMA_80159	KMXK_0G01680
KLMA_70335	KMXK_0H03350
KLMA_50575	KMXK_0E05710
KLMA_70058	KMXK_0H00540
KLMA_80164	KMXK_0G01730
KLMA_70063	KMXK_0H00600
KLMA_70340	KMXK_0H03390
KLMA_50580	KMXK_0E05760
KLMA_80169	KMXK_0G01780
KLMA_70068	
KLMA_50585	KMXK_0E05810
KLMA_80174	KMXK_0G01830
KLMA_70073	KMXK_0H00700
KLMA_80179	KMXK_0G01900
KLMA_50590	KMXK_0E05860
KLMA_70078	KMXK_0H00750
KLMA_80184	KMXK_0G01950
KLMA_50595	KMXK_0E05900
KLMA_70355	KMXK_0H03510
KLMA_70083	KMXK_0H00810
KLMA_80189	KMXK_0G02000
KLMA_50600	KMXK_0E05950
KLMA_80194	KMXK_0G02040
KLMA_70365	KMXK_0H03610
KLMA_50605	KMXK_0E06010
KLMA_70093	KMXK_0H00900
KLMA_80199	KMXK_0G02090
KLMA_70098	KMXK_0H00950
KLMA_70370	KMXK_0H03660
KLMA_50610	KMXK_0E06060
KLMA_80204	KMXK_0G02140
KLMA_70103	KMXK_0H01000
KLMA_50615	KMXK_0E06110
KLMA_70375	KMXK_0H03710
KLMA_80209	KMXK_0G02190
KLMA_70108	KMXK_0H01070
KLMA_50620	KMXK_0E06160
KLMA_70380	KMXK_0H03760
KLMA_80214	KMXK_0G02240
KLMA_70113	KMXK_0H01120
KLMA_50625	KMXK_0E06210
KLMA_80219	KMXK_0G02270
KLMA_70385	KMXK_0H03820
KLMA_70118	KMXK_0H01160
KLMA_80224	KMXK_0G02320
KLMA_50630	KMXK_0E06250
KLMA_70123	KMXK_0H01220
KLMA_70390	
KLMA_80229	KMXK_0G02370
KLMA_70128	KMXK_0H01270
KLMA_70395	KMXK_0H03910
KLMA_80234	KMXK_0G02420
KLMA_70133	KMXK_0H01320
KLMA_70400	KMXK_0H03970
KLMA_80239	KMXK_0G02500
KLMA_70138	KMXK_0H01360
KLMA_80244	KMXK_0G02550
KLMA_70405	KMXK_0H04020
KLMA_80249	KMXK_0G02600
KLMA_70410	KMXK_0H04080
KLMA_70148	KMXK_0H01450
KLMA_20831 KLMA_50635	KMXK_0E06300
KLMA_80254	KMXK_0G02640
KLMA_70153	KMXK_0H01510
KLMA_70415	KMXK_0H04130
KLMA_80259	KMXK_0G02700
KLMA_70158	KMXK_0H01560
KLMA_70420	
KLMA_80264	KMXK_0G02750
KLMA_70163	KMXK_0H01610
KLMA_70425	
KLMA_80269	KMXK_0G02800
KLMA_70168	KMXK_0H01660
KLMA_60003	KMXK_0F05790
KLMA_70173	KMXK_0H01710
KLMA_60008	KMXK_0F05730
KLMA_70430	KMXK_0H04300
KLMA_80274	KMXK_0G02850
KLMA_70178	KMXK_0H01760
KLMA_80279	KMXK_0G02900
KLMA_70435	KMXK_0H04350
KLMA_70183	KMXK_0H01830
KLMA_80284	KMXK_0G02940
KLMA_60013	KMXK_0F05680
KLMA_70188	KMXK_0H01890
KLMA_60018	KMXK_0F05620
KLMA_80289	KMXK_0G02990
KLMA_70193	KMXK_0H01940
KLMA_80294	KMXK_0G03030
KLMA_60023	KMXK_0F05570
KLMA_60028	KMXK_0F05520
KLMA_70198	KMXK_0H01990
KLMA_80299	KMXK_0G03090
KLMA_70440	KMXK_0H04390
KLMA_60033	KMXK_0F05470
KLMA_70203	KMXK_0H02040
KLMA_80304	
KLMA_60038	KMXK_0F05410
KLMA_70208	KMXK_0H02090
KLMA_80309	KMXK_0G03180
KLMA_60043	KMXK_0F05350
KLMA_70213	KMXK_0H02140
KLMA_80314	KMXK_0G03230
KLMA_60048	KMXK_0F05290
KLMA_70218	KMXK_0H02190
KLMA_80319	KMXK_0G03280
KLMA_60053	KMXK_0F05240
KLMA_70223	KMXK_0H02240
KLMA_70445	KMXK_0H04440
KLMA_60058	KMXK_0F05190
KLMA_80324	KMXK_0G03330
KLMA_70450	KMXK_0H04490
KLMA_70228	KMXK_0H02290
KLMA_60063	KMXK_0F05130
KLMA_80329	KMXK_0G03370
KLMA_70455	
KLMA_70233	KMXK_0H02340
KLMA_60068	KMXK_0F05080
KLMA_70460	
KLMA_70238	KMXK_0H02390
KLMA_80334	KMXK_0G03420
KLMA_60073	
KLMA_70243	KMXK_0H02440
KLMA_80002	
KLMA_80339	KMXK_0G03470
KLMA_60078	KMXK_0F04970
KLMA_70248	KMXK_0H02480
KLMA_80007	KMXK_0G00150
KLMA_60083	KMXK_0F04930
KLMA_80344	KMXK_0G03520
KLMA_80012	KMXK_0G00200
KLMA_60088	KMXK_0F04880
KLMA_70253	KMXK_0H02530
KLMA_80349	KMXK_0G03560
KLMA_80017	
KLMA_70258	KMXK_0H02590
KLMA_60093	KMXK_0F04830
KLMA_80022	KMXK_0G00300
KLMA_80354	KMXK_0G03600
KLMA_60098	KMXK_0F04780
KLMA_70263	KMXK_0H02630
KLMA_80027	KMXK_0G00350
KLMA_80359	KMXK_0G03650
KLMA_60103	KMXK_0F04710
KLMA_80032	KMXK_0G00420
KLMA_70268	KMXK_0H02680
KLMA_80364	KMXK_0G03700
KLMA_60108	KMXK_0F04660
KLMA_80037	KMXK_0G00470
KLMA_80369	KMXK_0G03740
KLMA_60113	KMXK_0F04610
KLMA_70273	KMXK_0H02730
KLMA_80042	KMXK_0G00520
KLMA_60118	KMXK_0F04540
KLMA_80374	KMXK_0G03780
KLMA_80047	KMXK_0G00570
KLMA_70278	KMXK_0H02770
KLMA_60123	KMXK_0F04490
KLMA_80379	KMXK_0G03830
KLMA_80052	KMXK_0G00620
KLMA_70283	KMXK_0H02810
KLMA_60128	KMXK_0F04420
KLMA_80384	KMXK_0G03890
KLMA_80057	KMXK_0G00660
KLMA_70288	KMXK_0H02860
KLMA_60133	KMXK_0F04350
KLMA_80062	KMXK_0G00720
KLMA_80389	KMXK_0G03930
KLMA_70293	KMXK_0H02930
KLMA_60138	KMXK_0F04300
KLMA_80067	KMXK_0G00780
KLMA_80394	KMXK_0G03980
KLMA_70298	KMXK_0H02980
KLMA_60143	KMXK_0F04250
KLMA_80072	
KLMA_80399	KMXK_0G04030
KLMA_70303	KMXK_0H03030
KLMA_60148	KMXK_0F04200
KLMA_80077	KMXK_0G00860
KLMA_80404	KMXK_0G04080
KLMA_70308	KMXK_0H03080
KLMA_60153	KMXK_0F04150
KLMA_80082	KMXK_0G00910
KLMA_60158	KMXK_0F04100
KLMA_80409	KMXK_0G04130
KLMA_70313	KMXK_0H03140
KLMA_80087	KMXK_0G00960
KLMA_60163	KMXK_0F04050
KLMA_80414	KMXK_0G04180
KLMA_70318	KMXK_0H03190
KLMA_80092	KMXK_0G01010
KLMA_60168	KMXK_0F04000
KLMA_80419	KMXK_0G04240
KLMA_70323	KMXK_0H03240
KLMA_60173	
KLMA_80424	
KLMA_80102	KMXK_0G01100
KLMA_70328	KMXK_0H03290
KLMA_60178	KMXK_0F03910
KLMA_90001	
KLMA_80107	KMXK_0G01150
KLMA_60183	KMXK_0F03860
KLMA_80112	KMXK_0G01200
KLMA_90006	
KLMA_70338	KMXK_0H03370
KLMA_80117	KMXK_0G01250
KLMA_70343	KMXK_0H03420
KLMA_90011	
KLMA_60193	KMXK_0F03770
KLMA_70348	KMXK_0H03460
KLMA_80122	KMXK_0G01300
KLMA_60198	KMXK_0F03720
KLMA_80127	KMXK_0G01360
KLMA_60203	KMXK_0F03680
KLMA_80132	KMXK_0G01410
KLMA_70358	KMXK_0H03540
KLMA_60208	KMXK_0F03630
KLMA_80137	KMXK_0G01460
KLMA_80142	KMXK_0G01510
KLMA_70368	KMXK_0H03640
KLMA_60218	KMXK_0F03560
KLMA_80147	KMXK_0G01560
KLMA_70373	KMXK_0H03690
KLMA_60223	KMXK_0F03510
KLMA_80152	KMXK_0G01610
KLMA_80157	KMXK_0G01660
KLMA_70378	KMXK_0H03740
KLMA_80162	KMXK_0G01710
KLMA_60233	KMXK_0F03410
KLMA_70383	KMXK_0H03790
KLMA_60238	KMXK_0F03360
KLMA_80167	KMXK_0G01760
KLMA_60243	KMXK_0F03310
KLMA_80172	KMXK_0G01810
KLMA_70393	KMXK_0H03890
KLMA_60248	KMXK_0F03260
KLMA_70398	KMXK_0H03940
KLMA_80177	KMXK_0G01870
KLMA_60253	KMXK_0F03210
KLMA_70403	KMXK_0H04000
KLMA_80182	KMXK_0G01930
KLMA_60258	KMXK_0F03170
KLMA_80187	KMXK_0G01980
KLMA_70408	KMXK_0H04050
KLMA_60263	KMXK_0F03120
KLMA_80192	
KLMA_70413	KMXK_0H04110
KLMA_60268	KMXK_0F03070
KLMA_80197	KMXK_0G02070
KLMA_60273	KMXK_0F03020
KLMA_70418	KMXK_0H04160
KLMA_80202	KMXK_0G02120
KLMA_60278	KMXK_0F02970
KLMA_80207	KMXK_0G02170
KLMA_60283	KMXK_0F02920
KLMA_80212	KMXK_0G02220
KLMA_60288	KMXK_0F02860
KLMA_70428	KMXK_0H04280
KLMA_80217	KMXK_0G02260
KLMA_60293	KMXK_0F02810
KLMA_70433	KMXK_0H04330
KLMA_80222	
KLMA_60298	KMXK_0F02760
KLMA_80227	KMXK_0G02350
KLMA_60303	KMXK_0F02710
KLMA_80232	KMXK_0G02400
KLMA_60308	KMXK_0F02650
KLMA_80237	KMXK_0G02470
KLMA_60313	KMXK_0F02600
KLMA_70438	KMXK_0H04370
KLMA_60318	KMXK_0F02540
KLMA_80242	KMXK_0G02530
KLMA_80247	KMXK_0G02580
KLMA_60323	KMXK_0F02490
KLMA_80252	KMXK_0G02620
KLMA_60328	KMXK_0F02440
KLMA_70443	KMXK_0H04420
KLMA_60333	KMXK_0F02390
KLMA_80257	KMXK_0G02680
KLMA_60338	KMXK_0F02340
KLMA_80262	KMXK_0G02730
KLMA_70448	KMXK_0H04470
KLMA_60343	KMXK_0F02290
KLMA_80267	KMXK_0G02780
KLMA_70453	
KLMA_60348	KMXK_0F02240
KLMA_80272	KMXK_0G02830
KLMA_70458	
KLMA_10837 KLMA_70463	
KLMA_80277	KMXK_0G02880
KLMA_80005	
KLMA_60358	
KLMA_80282	KMXK_0G02930
KLMA_60363	
KLMA_80010	KMXK_0G00180
KLMA_80287	KMXK_0G02970
KLMA_80015	KMXK_0G00230
KLMA_60368	
KLMA_80292	KMXK_0G03010
KLMA_80020	KMXK_0G00280
KLMA_60373	KMXK_0F01990
KLMA_80025	KMXK_0G00330
KLMA_80297	KMXK_0G03070
KLMA_60378	KMXK_0F01940
KLMA_80030	KMXK_0G00400
KLMA_80302	KMXK_0G03120
KLMA_60383	KMXK_0F01890
KLMA_80307	KMXK_0G03160
KLMA_80035	KMXK_0G00450
KLMA_60388	KMXK_0F01850
KLMA_80312	KMXK_0G03210
KLMA_80040	KMXK_0G00500
KLMA_60393	KMXK_0F01800
KLMA_80045	KMXK_0G00550
KLMA_80317	KMXK_0G03260
KLMA_60398	KMXK_0F01740
KLMA_80050	KMXK_0G00600
KLMA_80322	KMXK_0G03310
KLMA_60403	KMXK_0F01690
KLMA_80327	KMXK_0G03350
KLMA_80060	KMXK_0G00700
KLMA_60408	KMXK_0F01640
KLMA_80332	KMXK_0G03400
KLMA_80065	KMXK_0G00760
KLMA_60413	KMXK_0F01560
KLMA_80337	KMXK_0G03450
KLMA_60418	KMXK_0F01500
KLMA_80342	KMXK_0G03500
KLMA_60423	KMXK_0F01450
KLMA_80075	KMXK_0G00850
KLMA_80080	KMXK_0G00890
KLMA_60428	KMXK_0F01340
KLMA_80085	KMXK_0G00940
KLMA_60433	KMXK_0F01290
KLMA_80090	KMXK_0G00990
KLMA_80357	KMXK_0G03630
KLMA_80095	KMXK_0G01040
KLMA_60438	KMXK_0F01250
KLMA_80362	
KLMA_80100	KMXK_0G01080
KLMA_60443	KMXK_0F01200
KLMA_80367	KMXK_0G03730
KLMA_80105	KMXK_0G01130
KLMA_60448	KMXK_0F01150
KLMA_80110	KMXK_0G01180
KLMA_80372	KMXK_0G03760
KLMA_60453	KMXK_0F01100
KLMA_80115	KMXK_0G01230
KLMA_80377	KMXK_0G03810
KLMA_60458	KMXK_0F01050
KLMA_80120	KMXK_0G01280
KLMA_80382	KMXK_0G03860
KLMA_60463	KMXK_0F01000
KLMA_80125	KMXK_0G01330
KLMA_80387	KMXK_0G03920
KLMA_60468	KMXK_0F00950
KLMA_80130	KMXK_0G01390
KLMA_80392	KMXK_0G03960
KLMA_80135	KMXK_0G01440
KLMA_60473	KMXK_0F00890
KLMA_80140	KMXK_0G01490
KLMA_80397	KMXK_0G04010
KLMA_60478	KMXK_0F00840
KLMA_80145	KMXK_0G01540
KLMA_80402	
KLMA_60483	KMXK_0F00790
KLMA_80150	KMXK_0G01590
KLMA_80407	KMXK_0G04110
KLMA_80155	KMXK_0G01640
KLMA_80412	KMXK_0G04160
KLMA_60493	KMXK_0F00710
KLMA_80160	KMXK_0G01690
KLMA_80417	KMXK_0G04220
KLMA_80165	KMXK_0G01740
KLMA_70010 KLMA_80422 KLMA_80425	KMXK_0G04260
KLMA_80170	KMXK_0G01790
KLMA_80427	
KLMA_80175	KMXK_0G01840
KLMA_60498	KMXK_0F00660
KLMA_90004	
KLMA_80180	KMXK_0G01910
KLMA_90009	
KLMA_80185	KMXK_0G01960
KLMA_80190	KMXK_0G02010
KLMA_80195	KMXK_0G02050
KLMA_80200	KMXK_0G02100
KLMA_60503	KMXK_0F00610
KLMA_80205	KMXK_0G02150
KLMA_60508	KMXK_0F00560
KLMA_80210	KMXK_0G02200
KLMA_60523	KMXK_0F00440
KLMA_80220	KMXK_0G02280
KLMA_60528	KMXK_0F00390
KLMA_80225	KMXK_0G02330
KLMA_60533	KMXK_0F00340
KLMA_80230	KMXK_0G02380
KLMA_60538	KMXK_0F00290
KLMA_80235	KMXK_0G02430
KLMA_60543	KMXK_0F00240
KLMA_80240	KMXK_0G02510
KLMA_60548	KMXK_0F00200
KLMA_80245	KMXK_0G02560
KLMA_60553	KMXK_0F00160
KLMA_80250	KMXK_0G02610
KLMA_70001	
KLMA_80255	KMXK_0G02650
KLMA_70006	KMXK_0G04290
KLMA_70011	KMXK_0H00100
KLMA_80260	KMXK_0G02710
KLMA_70016	KMXK_0H00150
KLMA_80265	KMXK_0G02760
KLMA_70021	KMXK_0H00200
KLMA_80270	KMXK_0G02810
KLMA_70026	KMXK_0H00250
KLMA_80275	KMXK_0G02860
KLMA_70031	KMXK_0H00300
KLMA_80280	KMXK_0G02910
KLMA_70036	KMXK_0H00350
KLMA_70041	KMXK_0H00390
KLMA_80285	KMXK_0G02950
KLMA_70046	KMXK_0H00440
KLMA_80290	KMXK_0G03000
KLMA_70051	KMXK_0H00490
KLMA_80295	KMXK_0G03040
KLMA_70056	KMXK_0H00530
KLMA_80300	KMXK_0G03100
KLMA_70061	KMXK_0H00580
KLMA_80305	KMXK_0G03140
KLMA_70066	KMXK_0H00630
KLMA_80310	KMXK_0G03190
KLMA_70071	KMXK_0H00680
KLMA_80315	KMXK_0G03240
KLMA_70076	KMXK_0H00730
KLMA_80320	KMXK_0G03290
KLMA_70081	KMXK_0H00780
KLMA_70086	KMXK_0H00840
KLMA_80325	KMXK_0G03340
KLMA_70091	KMXK_0H00880
KLMA_80330	KMXK_0G03380
KLMA_70096	KMXK_0H00930
KLMA_80335	KMXK_0G03430
KLMA_80340	KMXK_0G03480
KLMA_70101	KMXK_0H00980
KLMA_70106	
KLMA_80345	KMXK_0G03530
KLMA_70111	KMXK_0H01100
KLMA_80350	KMXK_0G03570
KLMA_70116	KMXK_0H01140
KLMA_80355	KMXK_0G03610
KLMA_70121	KMXK_0H01200
KLMA_80360	KMXK_0G03660
KLMA_70126	KMXK_0H01250
KLMA_70131	KMXK_0H01300
KLMA_80365	KMXK_0G03710
