"","protein","orthogroup","Gene"
"3357","Q04370","S+LYT","YMR026C"
"3358","Q04371","S+LYT","YMR027W"
"3359","Q04372","S+LYT","YMR028W"
"3360","Q04373","S+LYT","YDR496C"
"3361","Q04383","S+LYT","YDR501W"
"3362","Q04401","S+LYT","YDR511W"
"3363","Q04406","S+LYT","YDR512C"
"3364","Q04408","S+LYT","YDR514C"
"3365","Q04409","S+LYT","YDR516C"
"3366","Q04410","S+LYT","YDR517W"
"3367","Q04412","S+LYT","YDR524C"
"3368","Q04418","S+LYT","YDR527W"
"3369","Q04430","S+LYT","YDR531W"
"3370","Q04432","S+LYT","YDR533C"
"3371","Q04437","S+LYT","YMR106C"
"3372","Q04439","S+LYT","YMR109W"
"3373","Q04458","S+LYT","YMR110C"
"3374","Q04461","S+LYT","YMR111C"
"3375","Q04471","S+LYT","YMR114C"
"3376","Q04472","S+LYT","YMR115W"
"3377","Q04487","S+LYT","YMR118C"
"3378","Q04489","S+LYT","YML096W"
"3379","Q04491","S+LYT","YLR208W"
"3380","Q04493","S+LYT","YML094W"
"3381","Q04500","S+LYT","YML093W"
"3382","Q04511","S+LYT","YML088W"
"3383","Q04533","S+LYT","YML082W"
"3384","Q04545","S+LYT","YML081W"
"3385","Q04549","S+LYT","YDR106W"
"3386","Q04562","S+LYT","YDR107C"
"3387","Q04585","S+LYT","YDR109C"
"3388","Q04598","S+LYT","YDR115W"
"3389","Q04599","S+LYT","YDR116C"
"3390","Q04600","S+LYT","YDR117C"
"3391","Q04601","S+LYT","YDR118W"
"3392","Q04603","S+LYT","YDR121W"
"3393","Q04608","S+LYT","YDR124W"
"3394","Q04629","S+LYT","YDR126W"
"3395","Q04632","S+LYT","YML071C"
"3396","Q04636","S+LYT","YML069W"
"3397","Q04638","S+LYT","YML068W"
"3398","Q04651","S+LYT","YML067C"
"3399","Q04659","S+LYT","YMR048W"
"3400","Q04660","S+LYT","YMR049C"
"3401","Q04673","S+LYT","YLR005W"
"3402","Q04675","S+LYT","YMR059W"
"3403","Q04689","S+LYT","YML050W"
"3404","Q04693","S+LYT","YML049C"
"3405","Q04697","S+LYT","YML048W"
"3406","Q04705","S+LYT","YML047C"
"3407","Q04728","S+LYT","YMR062C"
"3408","Q04734","S+LYT","YMR063W"
"3409","Q04739","S+LYT","YER027C"
"3410","Q04740","S+LYT","YMR234W"
"3411","Q04746","S+LYT","YMR065W"
"3412","Q04749","S+LYT","YMR068W"
"3413","Q04751","S+LYT","YMR069W"
"3414","Q04767","S+LYT","YMR071C"
"3415","Q04772","S+LYT","YMR073C"
"3416","Q04773","S+LYT","YMR074C"
"3417","Q04779","S+LYT","YMR075W"
"3418","Q04781","S+LYT","YMR247C"
"3419","Q04792","S+LYT","YMR250W"
"3420","Q04806","S+LYT","YMR251W"
"3421","Q04835","S+LYT","YMR253C"
"3422","Q04867","S+LYT","YMR310C"
"3423","Q04868","S+LYT","YMR312W"
"3424","Q04869","S+LYT","YMR315W"
"3425","Q04894","S+LYT","YMR318C"
"3426","Q04895","S+LYT","YIR028W"
"3427","Q04898","S+LYT","YMR321C"
"3428","Q04902","S+LYT","YMR322C"
"3429","Q04924","S+LYT","YDR221W"
"3430","Q04930","S+LYT","YDR223W"
"3431","Q04934","S+LYT","YDR229W"
"3432","Q04935","S+LYT","YDR231C"
"3433","Q04947","S+LYT","YDR233C"
"3434","Q04951","S+LYT","YMR305C"
"3435","Q04958","S+LYT","YML059C"
"3436","Q04969","S+LYT","YML055W"
"3437","Q04991","S+LYT","YMR221C"
"3438","Q05015","S+LYT","YMR222C"
"3439","Q05016","S+LYT","YMR226C"
"3440","Q05021","S+LYT","YMR227C"
"3441","Q05022","S+LYT","YMR229C"
"3442","Q05024","S+LYT","YMR233W"
"3443","Q05027","S+LYT","YMR236W"
"3444","Q05029","S+LYT","YMR237W"
"3445","Q05031","S+LYT","YMR238W"
"3446","Q05040","S+LYT","YMR029C"
"3447","Q05050","S+LYT","YMR031C"
"3448","Q05080","S+LYT","YMR032W"
"3449","Q05123","S+LYT","YMR033W"
"3450","Q05131","S+LYT","YMR034C"
"3451","Q05166","S+LYT","YDL088C"
"3452","Q05359","S+LYT","YAR002C-A"
"3453","Q05468","S+LYT","YDR333C"
"3454","Q05471","S+LYT","YDR334W"
"3455","Q05473","S+LYT","YDR336W"
"3456","Q05497","S+LYT","YDR338C"
"3457","Q05498","S+LYT","YDR339C"
"3458","Q05506","S+LYT","YDR341C"
"3459","Q05515","S+LYT","YDR346C"
"3460","Q05518","S+LYT","YDR348C"
"3461","Q05521","S+LYT","YDR284C"
"3462","Q05530","S+LYT","YDR286C"
"3463","Q05533","S+LYT","YDR287W"
"3464","Q05543","S+LYT","YDR289C"
"3465","Q05549","S+LYT","YDR291W"
"3466","Q05567","S+LYT","YDR294C"
"3467","Q05568","S+LYT","YDR265W"
"3468","Q05580","S+LYT","YDR266C"
"3469","Q05583","S+LYT","YDR267C"
"3470","Q05584","S+LYT","YDR272W"
"3471","Q05610","S+LYT","YDR273W"
"3472","Q05636","S+LYT","YDR280W"
"3473","Q05648","S+LYT","YDR282C"
"3474","Q05670","S+LYT","YMR232W"
"3475","Q05775","S+LYT","YLR192C"
"3476","Q05776","S+LYT","YLR193C"
"3477","Q05779","S+LYT","YLR201C"
"3478","Q05785","S+LYT","YLR206W"
"3479","Q05787","S+LYT","YLR207W"
"3480","Q05788","S+LYT","YLR209C"
"3481","Q05789","S+LYT","YLR211C"
"3482","Q05791","S+LYT","YLR215C"
"3483","Q05854","S+LYT","YLR278C"
"3484","Q05863","S+LYT","YLR281C"
"3485","Q05867","S+LYT","YLR283W"
"3486","Q05871","S+LYT","YLR284C"
"3487","Q05874","S+LYT","YLR285W"
"3488","Q05892","S+LYT","YLR290C"
"3489","Q05900","S+LYT","YLR298C"
"3490","Q05902","S+LYT","YLR299W"
"3491","Q05911","S+LYT","YLR359W"
"3492","Q05924","S+LYT","YLR361C"
"3493","Q05930","S+LYT","YLR368W"
"3494","Q05933","S+LYT","YLR370C"
"3495","Q05937","S+LYT","YLR375W"
"3496","Q05942","S+LYT","YLR221C"
"3497","Q05946","S+LYT","YLR222C"
"3498","Q05958","S+LYT","YLR228C"
"3499","Q05979","S+LYT","YLR231C"
"3500","Q06001","S+LYT","YLR238W"
"3501","Q06005","S+LYT","YLR239C"
"3502","Q06010","S+LYT","YLR389C"
"3503","Q06053","S+LYT","YLR401C"
"3504","Q06063","S+LYT","YLR405W"
"3505","Q06070","S+LYT","YLR407W"
"3506","Q06078","S+LYT","YLR409C"
"3507","Q06089","S+LYT","YPR098C"
"3508","Q06090","S+LYT","YPR100W"
"3509","Q06096","S+LYT","YPR105C"
"3510","Q06102","S+LYT","YPR107C"
"3511","Q06103","S+LYT","YPR108W"
"3512","Q06106","S+LYT","YPR112C"
"3513","Q06116","S+LYT","YPR117W"
"3514","Q06132","S+LYT","YLR336C"
"3515","Q06137","S+LYT","YLR345W"
"3516","Q06142","S+LYT","YLR347C"
"3517","Q06143","S+LYT","YLR348C"
"3518","Q06144","S+LYT","YLR350W"
"3519","Q06147","S+LYT","YLR260W"
"3520","Q06151","S+LYT","YLR270W"
"3521","Q06152","S+LYT","YLR271W"
"3522","Q06156","S+LYT","YLR272C"
"3523","Q06163","S+LYT","YLR318W"
"3524","Q06168","S+LYT","YLR321C"
"3525","Q06169","S+LYT","YLR324W"
"3526","Q06170","S+LYT","YLR326W"
"3527","Q06177","S+LYT","YLR327C"
"3528","Q06178","S+LYT","YLR328W"
"3529","Q06179","S+LYT","YLR454W"
"3530","Q06199","S+LYT","YLR456W"
"3531","Q06204","S+LYT","YLR446W"
"3532","Q06205","S+LYT","YLR449W"
"3533","Q06213","S+LYT","YPR168W"
"3534","Q06214","S+LYT","YPR169W"
"3535","Q06217","S+LYT","YLR275W"
"3536","Q06218","S+LYT","YLR276C"
"3537","Q06224","S+LYT","YLR277C"
"3538","Q06236","S+LYT","YLR164W"
"3539","Q06244","S+LYT","YLR165C"
"3540","Q06245","S+LYT","YLR166C"
"3541","Q06247","S+LYT","YLR173W"
"3542","Q06251","S+LYT","YLR177W"
"3543","Q06252","S+LYT","YLR179C"
"3544","Q06263","S+LYT","YLR181C"
"3545","Q06266","S+LYT","YLR183C"
"3546","Q06287","S+LYT","YLR186W"
"3547","Q06315","S+LYT","YLR187W"
"3548","Q06321","S+LYT","YLR189C"
"3549","Q06328","S+LYT","YDR352W"
"3550","Q06336","S+LYT","YDR358W"
"3551","Q06337","S+LYT","YDR359C"
"3552","Q06338","S+LYT","YDR361C"
"3553","Q06339","S+LYT","YDR362C"
"3554","Q06340","S+LYT","YDR363W"
"3555","Q06344","S+LYT","YDR365C"
"3556","Q06346","S+LYT","YDR367W"
"3557","Q06350","S+LYT","YDR371W"
"3558","Q06385","S+LYT","YDR372C"
"3559","Q06389","S+LYT","YDR373W"
"3560","Q06390","S+LYT","YDR374C"
"3561","Q06405","S+LYT","YDR377W"
"3562","Q06407","S+LYT","YDR379W"
"3563","Q06409","S+LYT","YLR422W"
"3564","Q06410","S+LYT","YLR423C"
"3565","Q06411","S+LYT","YLR424W"
"3566","Q06412","S+LYT","YLR425W"
"3567","Q06436","S+LYT","YLR427W"
"3568","Q06440","S+LYT","YLR429W"
"3569","Q06449","S+LYT","YPR154W"
"3570","Q06451","S+LYT","YPR156C"
"3571","Q06466","S+LYT","YPR157W"
"3572","Q06479","S+LYT","YLR352W"
"3573","Q06488","S+LYT","YLR357W"
"3574","Q06489","S+LYT","YPR118W"
"3575","Q06490","S+LYT","YPR121W"
"3576","Q06493","S+LYT","YPR125W"
"3577","Q06494","S+LYT","YPR127W"
"3578","Q06497","S+LYT","YPR128C"
"3579","Q06504","S+LYT","YPR131C"
"3580","Q06505","S+LYT","YPR133C"
"3581","Q06506","S+LYT","YPR137W"
"3582","Q06508","S+LYT","YPR139C"
"3583","Q06510","S+LYT","YPR140W"
"3584","Q06511","S+LYT","YPR143W"
"3585","Q06512","S+LYT","YPR144C"
"3586","Q06522","S+LYT","YPR147C"
"3587","Q06537","S+LYT","YPR153W"
"3588","Q06538","S+LYT","YLR241W"
"3589","Q06541","S+LYT","YLR242C"
"3590","Q06543","S+LYT","YLR243W"
"3591","Q06549","S+LYT","YLR245C"
"3592","Q06551","S+LYT","YLR246W"
"3593","Q06554","S+LYT","YLR247C"
"3594","Q06563","S+LYT","YLR251W"
"3595","Q06567","S+LYT","YLR253W"
"3596","Q06580","S+LYT","YPR188C"
"3597","Q06592","S+LYT","YPR193C"
"3598","Q06593","S+LYT","YPR194C"
"3599","Q06595","S+LYT","YPR196W"
"3600","Q06598","S+LYT","YPR201W"
"3601","Q06608","S+LYT","YPR172W"
"3602","Q06623","S+LYT","YPR179C"
"3603","Q06624","S+LYT","YPR180W"
"3604","Q06625","S+LYT","YPR184W"
"3605","Q06628","S+LYT","YPR185W"
"3606","Q06630","S+LYT","YDR296W"
"3607","Q06631","S+LYT","YDR299W"
"3608","Q06632","S+LYT","YDR301W"
"3609","Q06636","S+LYT","YDR302W"
"3610","Q06639","S+LYT","YDR303C"
"3611","Q06640","S+LYT","YDR306C"
"3612","Q06651","S+LYT","YDR313C"
"3613","Q06668","S+LYT","YDR316W"
"3614","Q06672","S+LYT","YLR435W"
"3615","Q06675","S+LYT","YDR318W"
"3616","Q06677","S+LYT","YDR320C"
"3617","Q06678","S+LYT","YDR322W"
"3618","Q06679","S+LYT","YDR324C"
"3619","Q06680","S+LYT","YDR325W"
"3620","Q06681","S+LYT","YDR326C"
"3621","Q06682","S+LYT","YDR330W"
"3622","Q06683","S+LYT","YDR332W"
"3623","Q06685","S+LYT","YLR410W"
"3624","Q06686","S+LYT","YLR411W"
"3625","Q06688","S+LYT","YLR412W"
"3626","Q06696","S+LYT","YLR417W"
"3627","Q06697","S+LYT","YLR418C"
"3628","Q06698","S+LYT","YLR419W"
"3629","Q06702","S+LYT","YLR307W"
"3630","Q06703","S+LYT","YLR308W"
"3631","Q06704","S+LYT","YLR309C"
"3632","Q06705","S+LYT","YLR380W"
"3633","Q06706","S+LYT","YLR384C"
"3634","Q06708","S+LYT","YLR386W"
"3635","Q06709","S+LYT","YLR387C"
"3636","Q06815","S+LYT","YPR079W"
"3637","Q06819","S+LYT","YPR082C"
"3638","Q06822","S+LYT","YPR085C"
"3639","Q06833","S+LYT","YPR091C"
"3640","Q06834","S+LYT","YPR093C"
"3641","Q06835","S+LYT","YPR094W"
"3642","Q06836","S+LYT","YPR095C"
"3643","Q06839","S+LYT","YPR097W"
"3644","Q06892","S+LYT","YPL188W"
"3645","Q06991","S+LYT","YLR414C"
"3646","Q07084","S+LYT","YLR006C"
"3647","Q07350","S+LYT","YDL043C"
"3648","Q07351","S+LYT","YDL048C"
"3649","Q07376","S+LYT","YDL054C"
"3650","Q07379","S+LYT","YDL057W"
"3651","Q07381","S+LYT","YDL060W"
"3652","Q07395","S+LYT","YDL063C"
"3653","Q07418","S+LYT","YDL065C"
"3654","Q07451","S+LYT","YDL072C"
"3655","Q07457","S+LYT","YDL074C"
"3656","Q07458","S+LYT","YDL076C"
"3657","Q07468","S+LYT","YDL077C"
"3658","Q07471","S+LYT","YDL080C"
"3659","Q07478","S+LYT","YDL084W"
"3660","Q07500","S+LYT","YDL085W"
"3661","Q07505","S+LYT","YDL086W"
"3662","Q07508","S+LYT","YDL087C"
"3663","Q07527","S+LYT","YDL112W"
"3664","Q07528","S+LYT","YDL113C"
"3665","Q07530","S+LYT","YDL114W"
"3666","Q07533","S+LYT","YDL117W"
"3667","Q07534","S+LYT","YDL119C"
"3668","Q07540","S+LYT","YDL120W"
"3669","Q07551","S+LYT","YDL124W"
"3670","Q07560","S+LYT","YDL142C"
"3671","Q07589","S+LYT","YDL144C"
"3672","Q07623","S+LYT","YDL213C"
"3673","Q07629","S+LYT","YDL218W"
"3674","Q07648","S+LYT","YDL219W"
"3675","Q07651","S+LYT","YDL222C"
"3676","Q07655","S+LYT","YDL224C"
"3677","Q07660","S+LYT","YDL231C"
"3678","Q07684","S+LYT","YDL233W"
"3679","Q07688","S+LYT","YDL235C"
"3680","Q07716","S+LYT","YDL237W"
"3681","Q07729","S+LYT","YDL238C"
"3682","Q07748","S+LYT","YDL244W"
"3683","Q07786","S+LYT","YDL246C"
"3684","Q07794","S+LYT","YLL002W"
"3685","Q07800","S+LYT","YLL010C"
"3686","Q07804","S+LYT","YLL012W"
"3687","Q07807","S+LYT","YLL013C"
"3688","Q07821","S+LYT","YLL027W"
"3689","Q07824","S+LYT","YLL028W"
"3690","Q07825","S+LYT","YLL029W"
"3691","Q07830","S+LYT","YLL031C"
"3692","Q07834","S+LYT","YLL032C"
"3693","Q07844","S+LYT","YLL034C"
"3694","Q07845","S+LYT","YLL035W"
"3695","Q07878","S+LYT","YLL040C"
"3696","Q07895","S+LYT","YLR001C"
"3697","Q07896","S+LYT","YLR002C"
"3698","Q07897","S+LYT","YLR003C"
"3699","Q07904","S+LYT","YLR004C"
"3700","Q07914","S+LYT","YLR008C"
"3701","Q07915","S+LYT","YLR009W"
"3702","Q07923","S+LYT","YLR011W"
"3703","Q07928","S+LYT","YLR013W"
"3704","Q07930","S+LYT","YLR016C"
"3705","Q07938","S+LYT","YLR017W"
"3706","Q07949","S+LYT","YLR019W"
"3707","Q07950","S+LYT","YLR020C"
"3708","Q07953","S+LYT","YLR022C"
"3709","Q07959","S+LYT","YLR023C"
"3710","Q07963","S+LYT","YLR024C"
"3711","Q07979","S+LYT","YLR033W"
"3712","Q07980","S+LYT","YLR035C"
"3713","Q07993","S+LYT","YLR070C"
"3714","Q08001","S+LYT","YLR072W"
"3715","Q08003","S+LYT","YLR073C"
"3716","Q08004","S+LYT","YLR074C"
"3717","Q08023","S+LYT","YLR077W"
"3718","Q08032","S+LYT","YLR103C"
"3719","Q08045","S+LYT","YLR104W"
"3720","Q08058","S+LYT","YOL008W"
"3721","Q08096","S+LYT","YOL010W"
"3722","Q08108","S+LYT","YOL011W"
"3723","Q08109","S+LYT","YOL013C"
"3724","Q08144","S+LYT","YOL018C"
"3725","Q08162","S+LYT","YOL021C"
"3726","Q08176","S+LYT","YOL026C"
"3727","Q08187","S+LYT","YOL029C"
"3728","Q08193","S+LYT","YOL030W"
"3729","Q08199","S+LYT","YOL031C"
"3730","Q08202","S+LYT","YOL032W"
"3731","Q08204","S+LYT","YOL034W"
"3732","Q08208","S+LYT","YOL041C"
"3733","Q08214","S+LYT","YOL043C"
"3734","Q08217","S+LYT","YOL045W"
"3735","Q08219","S+LYT","YOL048C"
"3736","Q08220","S+LYT","YOL049W"
"3737","Q08224","S+LYT","YOL055C"
"3738","Q08225","S+LYT","YOL057W"
"3739","Q08227","S+LYT","YOL065C"
"3740","Q08229","S+LYT","YOL070C"
"3741","Q08230","S+LYT","YOL071W"
"3742","Q08231","S+LYT","YOL072W"
"3743","Q08232","S+LYT","YOL073C"
"3744","Q08234","S+LYT","YOL075C"
"3745","Q08235","S+LYT","YOL077C"
"3746","Q08236","S+LYT","YOL078W"
"3747","Q08237","S+LYT","YOL080C"
"3748","Q08268","S+LYT","YOL119C"
"3749","Q08269","S+LYT","YOL130W"
"3750","Q08271","S+LYT","YOL132W"
"3751","Q08273","S+LYT","YOL133W"
"3752","Q08278","S+LYT","YOL135C"
"3753","Q08280","S+LYT","YOL137W"
"3754","Q08281","S+LYT","YOL138C"
"3755","Q08282","S+LYT","YOL141W"
"3756","Q08285","S+LYT","YOL142W"
"3757","Q08287","S+LYT","YOL144W"
"3758","Q08295","S+LYT","YOL157C"
"3759","Q08299","S+LYT","YOL158C"
"3760","Q08387","S+LYT","YOR005C"
"3761","Q08412","S+LYT","YOR042W"
"3762","Q08417","S+LYT","YOR049C"
"3763","Q08421","S+LYT","YOR051C"
"3764","Q08422","S+LYT","YOR052C"
"3765","Q08444","S+LYT","YOR056C"
"3766","Q08446","S+LYT","YOR057W"
"3767","Q08448","S+LYT","YOR059C"
"3768","Q08484","S+LYT","YOR070C"
"3769","Q08490","S+LYT","YOR073W"
"3770","Q08548","S+LYT","YOR175C"
"3771","Q08558","S+LYT","YOR180C"
"3772","Q08562","S+LYT","YOR191W"
"3773","Q08601","S+LYT","YOR197W"
"3774","Q08622","S+LYT","YOR205C"
"3775","Q08634","S+LYT","YOR238W"
"3776","Q08641","S+LYT","YOR239W"
"3777","Q08645","S+LYT","YOR241W"
"3778","Q08646","S+LYT","YOR242C"
"3779","Q08647","S+LYT","YOR243C"
"3780","Q08649","S+LYT","YOR244W"
"3781","Q08650","S+LYT","YOR245C"
"3782","Q08651","S+LYT","YOR246C"
"3783","Q08683","S+LYT","YOR249C"
"3784","Q08685","S+LYT","YOR250C"
"3785","Q08686","S+LYT","YOR251C"
"3786","Q08687","S+LYT","YOR252W"
"3787","Q08689","S+LYT","YOR253W"
"3788","Q08693","S+LYT","YOR256C"
"3789","Q08702","S+LYT","YOR258W"
"3790","Q08723","S+LYT","YOR261C"
"3791","Q08726","S+LYT","YOR262W"
"3792","Q08742","S+LYT","YOR286W"
"3793","Q08743","S+LYT","YOR292C"
"3794","Q08745","S+LYT","YOR293W"
"3795","Q08746","S+LYT","YOR294W"
"3796","Q08747","S+LYT","YOR295W"
"3797","Q08748","S+LYT","YOR296W"
"3798","Q08749","S+LYT","YOR297C"
"3799","Q08754","S+LYT","YOR299W"
"3800","Q08760","S+LYT","YOR301W"
"3801","Q08773","S+LYT","YOR304W"
"3802","Q08774","S+LYT","YOR305W"
"3803","Q08777","S+LYT","YOR306C"
"3804","Q08816","S+LYT","YOR352W"
"3805","Q08817","S+LYT","YOR353C"
"3806","Q08822","S+LYT","YOR356W"
"3807","Q08826","S+LYT","YOR357C"
"3808","Q08831","S+LYT","YOR359W"
"3809","Q08873","S+LYT","YOR367W"
"3810","Q08902","S+LYT","YOR378W"
"3811","Q08904","S+LYT","YOR380W"
"3812","Q08905","S+LYT","YOR381W"
"3813","Q08908","S+LYT","YOR384W"
"3814","Q08909","S+LYT","YOR385W"
"3815","Q08911","S+LYT","YOR388C"
"3816","Q08912","S+LYT","YOR389W"
"3817","Q08913","S+LYT","YOR390W"
"3818","Q08914","S+LYT","YOR391C"
"3819","Q08919","S+LYT","YPL176C"
"3820","Q08920","S+LYT","YPL178W"
"3821","Q08921","S+LYT","YPL180W"
"3822","Q08923","S+LYT","YPL181W"
"3823","Q08924","S+LYT","YPL183C"
"3824","Q08925","S+LYT","YPL184C"
"3825","Q08930","S+LYT","YPL191C"
"3826","Q08932","S+LYT","YPL193W"
"3827","Q08951","S+LYT","YPL195W"
"3828","Q08952","S+LYT","YPL196W"
"3829","Q08954","S+LYT","YPL199C"
"3830","Q08959","S+LYT","YPL206C"
"3831","Q08960","S+LYT","YPL207W"
"3832","Q08961","S+LYT","YPL208W"
"3833","Q08962","S+LYT","YPL211W"
"3834","Q08963","S+LYT","YPL213W"
"3835","Q08964","S+LYT","YPL216W"
"3836","Q08965","S+LYT","YPL217C"
"3837","Q08967","S+LYT","YPL221W"
"3838","Q08968","S+LYT","YPL222W"
"3839","Q08970","S+LYT","YPL224C"
"3840","Q08971","S+LYT","YPL225W"
"3841","Q08972","S+LYT","YPL226W"
"3842","Q08975","S+LYT","YPL258C"
"3843","Q08977","S+LYT","YPL260W"
"3844","Q08979","S+LYT","YPL263C"
"3845","Q08980","S+LYT","YPL264C"
"3846","Q08985","S+LYT","YPL273W"
"3847","Q08989","S+LYT","YPL277C"
"3848","Q08990","S+LYT","YPL278C"
"3849","Q08991","S+LYT","YPL279C"
"3850","Q08992","S+LYT","YPL280W"
"3851","Q10740","S+LYT","YNL045W"
"3852","Q12000","S+LYT","YOR091W"
"3853","Q12001","S+LYT","YOR002W"
"3854","Q12003","S+LYT","YPL236C"
"3855","Q12004","S+LYT","YPR056W"
"3856","Q12006","S+LYT","YOL003C"
"3857","Q12009","S+LYT","YDL201W"
"3858","Q12010","S+LYT","YOL092W"
"3859","Q12012","S+LYT","YOR289W"
"3860","Q12013","S+LYT","YOR034C"
"3861","Q12015","S+LYT","YOR223W"
"3862","Q12016","S+LYT","YOL129W"
"3863","Q12017","S+LYT","YOR281C"
"3864","Q12018","S+LYT","YDL132W"
"3865","Q12019","S+LYT","YLR106C"
"3866","Q12021","S+LYT","YDR030C"
"3867","Q12024","S+LYT","YOR272W"
"3868","Q12028","S+LYT","YPR029C"
"3869","Q12029","S+LYT","YOR271C"
"3870","Q12030","S+LYT","YDR167W"
"3871","Q12031","S+LYT","YPR006C"
"3872","Q12033","S+LYT","YOR275C"
"3873","Q12034","S+LYT","YDR515W"
"3874","Q12035","S+LYT","YLR051C"
"3875","Q12038","S+LYT","YPR032W"
"3876","Q12040","S+LYT","YOR283W"
"3877","Q12041","S+LYT","YDR253C"
"3878","Q12042","S+LYT","YPL162C"
"3879","Q12043","S+LYT","YOR081C"
"3880","Q12046","S+LYT","YDL209C"
"3881","Q12049","S+LYT","YPR045C"
"3882","Q12050","S+LYT","YOR144C"
"3883","Q12051","S+LYT","YPL069C"
"3884","Q12052","S+LYT","YPL157W"
"3885","Q12055","S+LYT","YDL166C"
"3886","Q12056","S+LYT","YOR226C"
"3887","Q12057","S+LYT","YOR104W"
"3888","Q12059","S+LYT","YPL003W"
"3889","Q12060","S+LYT","YPL254W"
"3890","Q12063","S+LYT","YDL193W"
"3891","Q12067","S+LYT","YOR079C"
"3892","Q12068","S+LYT","YOL151W"
"3893","Q12069","S+LYT","YDL036C"
"3894","Q12071","S+LYT","YDR027C"
"3895","Q12074","S+LYT","YPR069C"
"3896","Q12078","S+LYT","YLR034C"
"3897","Q12080","S+LYT","YPL146C"
"3898","Q12083","S+LYT","YPL164C"
"3899","Q12084","S+LYT","YDR020C"
"3900","Q12086","S+LYT","YDR263C"
"3901","Q12090","S+LYT","YLR107W"
"3902","Q12091","S+LYT","YPL170W"
"3903","Q12093","S+LYT","YDL033C"
"3904","Q12094","S+LYT","YOR006C"
"3905","Q12096","S+LYT","YOR320C"
"3906","Q12099","S+LYT","YDR021W"
"3907","Q12100","S+LYT","YDL025C"
"3908","Q12102","S+LYT","YLR115W"
"3909","Q12103","S+LYT","YDL109C"
"3910","Q12104","S+LYT","YOR166C"
"3911","Q12108","S+LYT","YOR118W"
"3912","Q12109","S+LYT","YOL097C"
"3913","Q12114","S+LYT","YLR330W"
"3914","Q12116","S+LYT","YDR105C"
"3915","Q12117","S+LYT","YDR033W"
"3916","Q12118","S+LYT","YOR007C"
"3917","Q12119","S+LYT","YER060W-A"
"3918","Q12122","S+LYT","YDL131W"
"3919","Q12123","S+LYT","YOR173W"
"3920","Q12125","S+LYT","YOR164C"
"3921","Q12128","S+LYT","YOR134W"
"3922","Q12132","S+LYT","YPL230W"
"3923","Q12133","S+LYT","YLR066W"
"3924","Q12136","S+LYT","YDL153C"
"3925","Q12139","S+LYT","YPR022C"
"3926","Q12142","S+LYT","YDL149W"
"3927","Q12143","S+LYT","YPL233W"
"3928","Q12145","S+LYT","YPR013C"
"3929","Q12146","S+LYT","YOL146W"
"3930","Q12149","S+LYT","YOR001W"
"3931","Q12150","S+LYT","YLR087C"
"3932","Q12151","S+LYT","YDR213W"
"3933","Q12152","S+LYT","YPL150W"
"3934","Q12153","S+LYT","YDR312W"
"3935","Q12154","S+LYT","YDL100C"
"3936","Q12155","S+LYT","YLR050C"
"3937","Q12156","S+LYT","YDR063W"
"3938","Q12157","S+LYT","YDL008W"
"3939","Q12158","S+LYT","YDL003W"
"3940","Q12159","S+LYT","YDR381W"
"3941","Q12160","S+LYT","YPR063C"
"3942","Q12161","S+LYT","YOL054W"
"3943","Q12163","S+LYT","YDR162C"
"3944","Q12164","S+LYT","YLL023C"
"3945","Q12165","S+LYT","YDL004W"
"3946","Q12166","S+LYT","YOR108W"
"3947","Q12168","S+LYT","YLR144C"
"3948","Q12173","S+LYT","YGR109W-A"
"3949","Q12175","S+LYT","YDL154W"
"3950","Q12176","S+LYT","YDR060W"
"3951","Q12177","S+LYT","YLL056C"
"3952","Q12178","S+LYT","YPR062W"
"3953","Q12181","S+LYT","YPR048W"
"3954","Q12184","S+LYT","YPL252C"
"3955","Q12185","S+LYT","YDR018C"
"3956","Q12186","S+LYT","YLR116W"
"3957","Q12189","S+LYT","YOR095C"
"3958","Q12196","S+LYT","YOR119C"
"3959","Q12199","S+LYT","YPR040W"
"3960","Q12200","S+LYT","YPL006W"
"3961","Q12204","S+LYT","YOR022C"
"3962","Q12205","S+LYT","YLR057W"
"3963","Q12207","S+LYT","YPR149W"
"3964","Q12209","S+LYT","YLR047C"
"3965","Q12211","S+LYT","YPL212C"
"3966","Q12213","S+LYT","YPL198W"
"3967","Q12216","S+LYT","YOR156C"
"3968","Q12220","S+LYT","YLR129W"
"3969","Q12221","S+LYT","YPR042C"
"3970","Q12224","S+LYT","YPL089C"
"3971","Q12226","S+LYT","YLL063C"
"3972","Q12229","S+LYT","YDL091C"
"3973","Q12232","S+LYT","YOR154W"
"3974","Q12233","S+LYT","YPR020W"
"3975","Q12234","S+LYT","YOR216C"
"3976","Q12236","S+LYT","YOL100W"
"3977","Q12239","S+LYT","YOL107W"
"3978","Q12242","S+LYT","YOR138C"
"3979","Q12246","S+LYT","YOR171C"
"3980","Q12248","S+LYT","YDR016C"
"3981","Q12250","S+LYT","YDL147W"
"3982","Q12251","S+LYT","YPR011C"
"3983","Q12256","S+LYT","YOR273C"
"3984","Q12259","S+LYT","YLR108C"
"3985","Q12263","S+LYT","YDR507C"
"3986","Q12265","S+LYT","YOL061W"
"3987","Q12267","S+LYT","YLR086W"
"3988","Q12270","S+LYT","YPL246C"
"3989","Q12271","S+LYT","YOR109W"
"3990","Q12272","S+LYT","YOL102C"
"3991","Q12275","S+LYT","YOR093C"
"3992","Q12276","S+LYT","YOR227W"
