Orthogroup	S.cerevisiae	L.starkeyi	T.caseinolytica	Y.lipo-CLIB122
OG0000406	Q06350	tr|A0A1E3Q0M0|A0A1E3Q0M0_LIPST, tr|A0A1E3QAW7|A0A1E3QAW7_LIPST	Tortispora_caseinolytica@Seq_3231	tr|Q6C2W7|Q6C2W7_YARLI
OG0000407	P11076, P19146	tr|A0A1E3Q7Y2|A0A1E3Q7Y2_LIPST	Tortispora_caseinolytica@Seq_3005	tr|Q6C369|Q6C369_YARLI
OG0000408	P32454, P37898	tr|A0A1E3Q9U5|A0A1E3Q9U5_LIPST	Tortispora_caseinolytica@Seq_3103	tr|Q6CEL9|Q6CEL9_YARLI
OG0000409	P39988, P53727	tr|A0A1E3QFM4|A0A1E3QFM4_LIPST	Tortispora_caseinolytica@Seq_2244	tr|Q6CHH8|Q6CHH8_YARLI
OG0000410	P19807, P53744	tr|A0A1E3Q6R6|A0A1E3Q6R6_LIPST	Tortispora_caseinolytica@Seq_1844	tr|Q6CGM1|Q6CGM1_YARLI
OG0000411	P53062	tr|A0A1E3Q972|A0A1E3Q972_LIPST	Tortispora_caseinolytica@Seq_3122	tr|Q6C4A2|Q6C4A2_YARLI, tr|Q6CDW9|Q6CDW9_YARLI
OG0000412	P53934	tr|A0A1E3Q0N9|A0A1E3Q0N9_LIPST, tr|A0A1E3Q6U3|A0A1E3Q6U3_LIPST	Tortispora_caseinolytica@Seq_3908	tr|Q6C9Z0|Q6C9Z0_YARLI
OG0000413	P47136	tr|A0A1E3QBP0|A0A1E3QBP0_LIPST	Tortispora_caseinolytica@Seq_4312	tr|Q6C9E3|Q6C9E3_YARLI, tr|Q6CFF0|Q6CFF0_YARLI
OG0000414	P15202	tr|A0A1E3Q5V0|A0A1E3Q5V0_LIPST, tr|A0A1E3Q6C6|A0A1E3Q6C6_LIPST	Tortispora_caseinolytica@Seq_3042	tr|Q6BZT7|Q6BZT7_YARLI
OG0000415	P23291, P23292	tr|A0A1E3Q521|A0A1E3Q521_LIPST	Tortispora_caseinolytica@Seq_4550	tr|Q6C4I0|Q6C4I0_YARLI
OG0000416	P38853, P50090	tr|A0A1E3QFW2|A0A1E3QFW2_LIPST	Tortispora_caseinolytica@Seq_680	tr|Q6C889|Q6C889_YARLI
OG0000417	P20485, Q03764	tr|A0A1E3Q5Y2|A0A1E3Q5Y2_LIPST	Tortispora_caseinolytica@Seq_712	tr|Q6C5L9|Q6C5L9_YARLI
OG0000418	Q04066	tr|A0A1E3QBP4|A0A1E3QBP4_LIPST	Tortispora_caseinolytica@Seq_1231	tr|Q6C748|Q6C748_YARLI, tr|Q6CCT4|Q6CCT4_YARLI
OG0000419	P39005, P50112	tr|A0A1E3Q815|A0A1E3Q815_LIPST	Tortispora_caseinolytica@Seq_2079	tr|Q6C1C4|Q6C1C4_YARLI
OG0000420	Q08773	tr|A0A1E3PZZ3|A0A1E3PZZ3_LIPST	Tortispora_caseinolytica@Seq_875	tr|Q6C7A7|Q6C7A7_YARLI, tr|Q6CA54|Q6CA54_YARLI
OG0000421	P30605, P30606	tr|A0A1E3Q903|A0A1E3Q903_LIPST	Tortispora_caseinolytica@Seq_4320	tr|Q6C0K5|Q6C0K5_YARLI
OG0000422	Q03020, Q12056	tr|A0A1E3PWR8|A0A1E3PWR8_LIPST	Tortispora_caseinolytica@Seq_2678	sp|Q6CFQ0|ISU1_YARLI
OG0000423	P22517, P27466	tr|A0A1E3Q0A8|A0A1E3Q0A8_LIPST	Tortispora_caseinolytica@Seq_4372	tr|Q6C4D8|Q6C4D8_YARLI
OG0000424	Q03419, Q12442	tr|A0A1E3QEH9|A0A1E3QEH9_LIPST	Tortispora_caseinolytica@Seq_1856	tr|Q6C5J0|Q6C5J0_YARLI
OG0000425	P36066, Q04472	tr|A0A1E3PZT1|A0A1E3PZT1_LIPST	Tortispora_caseinolytica@Seq_1635	tr|Q6C5N2|Q6C5N2_YARLI
OG0000426	P13185, P13186	tr|A0A1E3QA94|A0A1E3QA94_LIPST	Tortispora_caseinolytica@Seq_1309	tr|W0TYN3|W0TYN3_YARLI
OG0000427	P40504, P53966	tr|A0A1E3QFP3|A0A1E3QFP3_LIPST	Tortispora_caseinolytica@Seq_1193	tr|Q6C0C8|Q6C0C8_YARLI
OG0000428	P28496, P38703	tr|A0A1E3QF91|A0A1E3QF91_LIPST	Tortispora_caseinolytica@Seq_3170	tr|Q6C2N3|Q6C2N3_YARLI
OG0000429	Q06147, Q12246	tr|A0A1E3Q201|A0A1E3Q201_LIPST	Tortispora_caseinolytica@Seq_1387	tr|W0TYP2|W0TYP2_YARLI
OG0000430	P35843, P35844	tr|A0A1E3Q4S7|A0A1E3Q4S7_LIPST	Tortispora_caseinolytica@Seq_3445	tr|Q6CC78|Q6CC78_YARLI
OG0000431	P02293, P02294	tr|A0A1E3Q9P8|A0A1E3Q9P8_LIPST	Tortispora_caseinolytica@Seq_3612	sp|Q6C4I7|H2B_YARLI
OG0000432	Q05584, Q12320	tr|A0A1E3QEL3|A0A1E3QEL3_LIPST	Tortispora_caseinolytica@Seq_3764	tr|Q6CA02|Q6CA02_YARLI
OG0000433	P32835, P32836	tr|A0A1E3QFC5|A0A1E3QFC5_LIPST	Tortispora_caseinolytica@Seq_2914	sp|Q8TFK3|GSP1_YARLI
OG0000434	P02309	tr|A0A1E3Q4T9|A0A1E3Q4T9_LIPST, tr|A0A1E3Q4Y9|A0A1E3Q4Y9_LIPST	Tortispora_caseinolytica@Seq_2521	tr|Q6C0C5|Q6C0C5_YARLI
OG0000435	Q06214	tr|A0A1E3PYV2|A0A1E3PYV2_LIPST	Tortispora_caseinolytica@Seq_1017	sp|Q6C2S3|JIP5_YARLI, tr|Q6CAP6|Q6CAP6_YARLI
OG0000436	P40036, P40187	tr|A0A1E3QGU4|A0A1E3QGU4_LIPST	Tortispora_caseinolytica@Seq_2563	tr|Q6CF63|Q6CF63_YARLI
OG0000437	P38068, Q12438	tr|A0A1E3PX18|A0A1E3PX18_LIPST	Tortispora_caseinolytica@Seq_39	tr|Q6C034|Q6C034_YARLI
OG0000438	P04911, P04912	tr|A0A1E3Q7V0|A0A1E3Q7V0_LIPST	Tortispora_caseinolytica@Seq_3327	sp|Q6C4I6|H2A_YARLI
OG0000439	P53125, Q08964	tr|A0A1E3PZE3|A0A1E3PZE3_LIPST	Tortispora_caseinolytica@Seq_1831	tr|Q6CAZ9|Q6CAZ9_YARLI
OG0000440	P47135, Q12221	tr|A0A1E3Q5S2|A0A1E3Q5S2_LIPST	Tortispora_caseinolytica@Seq_4344	tr|Q6CGG0|Q6CGG0_YARLI
OG0000441	P50942, Q12271	tr|A0A1E3PXU9|A0A1E3PXU9_LIPST	Tortispora_caseinolytica@Seq_1825	tr|Q6CA28|Q6CA28_YARLI
OG0000442	P32642, Q03835	tr|A0A1E3PXA4|A0A1E3PXA4_LIPST	Tortispora_caseinolytica@Seq_584	tr|Q6CES4|Q6CES4_YARLI
OG0000443	P37291	tr|A0A1E3Q8V6|A0A1E3Q8V6_LIPST	Tortispora_caseinolytica@Seq_3430, Tortispora_caseinolytica@Seq_761	tr|Q6C5P5|Q6C5P5_YARLI
OG0000444	P41911, Q00055	tr|A0A1E3QBI2|A0A1E3QBI2_LIPST	Tortispora_caseinolytica@Seq_3634	sp|Q9UVF4|GPD1_YARLI
OG0000445	P39993, P47102	tr|A0A1E3Q894|A0A1E3Q894_LIPST	Tortispora_caseinolytica@Seq_995	tr|Q6C5B2|Q6C5B2_YARLI
OG0000446	P38143, P40581	tr|A0A1E3PY12|A0A1E3PY12_LIPST	Tortispora_caseinolytica@Seq_4161	tr|Q6C7A8|Q6C7A8_YARLI
OG0000447	P38817, Q06336	tr|A0A1E3Q3E1|A0A1E3Q3E1_LIPST	Tortispora_caseinolytica@Seq_2774	tr|Q6C7L1|Q6C7L1_YARLI
OG0000448	P48566, Q12317	tr|A0A1E3Q0L7|A0A1E3Q0L7_LIPST	Tortispora_caseinolytica@Seq_942	tr|Q6CDM5|Q6CDM5_YARLI
OG0000449	P38715	tr|A0A1E3PTX7|A0A1E3PTX7_LIPST, tr|A0A1E3PZQ3|A0A1E3PZQ3_LIPST	Tortispora_caseinolytica@Seq_1378	tr|Q6C9X2|Q6C9X2_YARLI
OG0000450	P48570, Q12122	tr|A0A1E3QA40|A0A1E3QA40_LIPST	Tortispora_caseinolytica@Seq_2915	sp|Q12726|HOSM_YARLI
OG0000451	P12683, P12684	tr|A0A1E3PZQ5|A0A1E3PZQ5_LIPST	Tortispora_caseinolytica@Seq_4390	tr|Q6C704|Q6C704_YARLI
OG0000452	P36078	tr|A0A1E3QAX4|A0A1E3QAX4_LIPST	Tortispora_caseinolytica@Seq_3574	tr|B5FVG9|B5FVG9_YARLI, tr|Q6C9I9|Q6C9I9_YARLI
OG0000453	P11986	tr|A0A1E3PTZ5|A0A1E3PTZ5_LIPST, tr|A0A1E3QBC3|A0A1E3QBC3_LIPST	Tortispora_caseinolytica@Seq_2284	tr|Q6CFS3|Q6CFS3_YARLI
OG0000454	P19211, P23301	tr|A0A1E3Q9E6|A0A1E3Q9E6_LIPST	Tortispora_caseinolytica@Seq_2072	tr|Q6CCS7|Q6CCS7_YARLI
OG0000455	P02829, P15108	tr|A0A1E3PVU2|A0A1E3PVU2_LIPST	Tortispora_caseinolytica@Seq_2692	tr|Q6CCN4|Q6CCN4_YARLI
OG0000456	Q03973	tr|A0A1E3Q3T2|A0A1E3Q3T2_LIPST		tr|Q6C192|Q6C192_YARLI, tr|Q6CAT8|Q6CAT8_YARLI, tr|Q6CG50|Q6CG50_YARLI
OG0000457	P38790	tr|A0A1E3Q4M1|A0A1E3Q4M1_LIPST, tr|A0A1E3Q4Y8|A0A1E3Q4Y8_LIPST	Tortispora_caseinolytica@Seq_954	tr|Q6CGI2|Q6CGI2_YARLI
OG0000458	P38753	tr|A0A1E3Q3F1|A0A1E3Q3F1_LIPST, tr|A0A1E3Q3I8|A0A1E3Q3I8_LIPST	Tortispora_caseinolytica@Seq_2162	sp|Q6C2N2|HSE1_YARLI
OG0000459	P0CS90, P39987	tr|A0A1E3QEP0|A0A1E3QEP0_LIPST	Tortispora_caseinolytica@Seq_3671	tr|Q6CBM2|Q6CBM2_YARLI
OG0000460	P39935, P39936	tr|A0A1E3PWN8|A0A1E3PWN8_LIPST	Tortispora_caseinolytica@Seq_4383	tr|Q6CD12|Q6CD12_YARLI
OG0000461	P39522	tr|A0A1E3PWS9|A0A1E3PWS9_LIPST	Tortispora_caseinolytica@Seq_2714, Tortispora_caseinolytica@Seq_3366	tr|Q6CAY2|Q6CAY2_YARLI
OG0000462	P21954, P41939	tr|A0A1E3Q108|A0A1E3Q108_LIPST	Tortispora_caseinolytica@Seq_2292	tr|Q6C2Y4|Q6C2Y4_YARLI
OG0000463	P53897, Q9P305	tr|A0A1E3PZG5|A0A1E3PZG5_LIPST	Tortispora_caseinolytica@Seq_2798	tr|Q6C7P8|Q6C7P8_YARLI
OG0000464	P17709, Q04409	tr|A0A1E3QF20|A0A1E3QF20_LIPST	Tortispora_caseinolytica@Seq_2260	tr|Q6C5S9|Q6C5S9_YARLI
OG0000465	P32589, P32590	tr|A0A1E3QEC6|A0A1E3QEC6_LIPST	Tortispora_caseinolytica@Seq_3493	tr|Q6C618|Q6C618_YARLI
OG0000466	P31755, P47124	tr|A0A1E3PZL4|A0A1E3PZL4_LIPST	Tortispora_caseinolytica@Seq_3296	tr|F2Z6C7|F2Z6C7_YARLI
OG0000467	P35180	tr|A0A1E3Q0V4|A0A1E3Q0V4_LIPST, tr|A0A1E3Q102|A0A1E3Q102_LIPST	Tortispora_caseinolytica@Seq_1250	tr|Q6CHM8|Q6CHM8_YARLI
OG0000468	P32356, P35172	tr|A0A1E3Q1Q2|A0A1E3Q1Q2_LIPST	Tortispora_caseinolytica@Seq_2465	tr|Q6C8Z4|Q6C8Z4_YARLI
OG0000469	P38349, P47049	tr|A0A1E3QCE5|A0A1E3QCE5_LIPST	Tortispora_caseinolytica@Seq_131	tr|Q6C9L3|Q6C9L3_YARLI
OG0000470	P35200, Q04006	tr|A0A1E3Q200|A0A1E3Q200_LIPST	Tortispora_caseinolytica@Seq_2102	tr|Q6C8K7|Q6C8K7_YARLI
OG0000471	P28274, P38627	tr|A0A1E3QCZ1|A0A1E3QCZ1_LIPST	Tortispora_caseinolytica@Seq_1255	tr|Q6CFN6|Q6CFN6_YARLI
OG0000472	P19812, Q07963	tr|A0A1E3Q6N6|A0A1E3Q6N6_LIPST	Tortispora_caseinolytica@Seq_3420	tr|Q6CFU4|Q6CFU4_YARLI
OG0000473	P15731, P15732	tr|A0A1E3QAQ6|A0A1E3QAQ6_LIPST	Tortispora_caseinolytica@Seq_2944	tr|Q6C907|Q6C907_YARLI
OG0000474	Q08282	tr|A0A1E3Q5W0|A0A1E3Q5W0_LIPST	Tortispora_caseinolytica@Seq_1974, Tortispora_caseinolytica@Seq_319	sp|Q6C3P4|TYW4_YARLI
OG0000475	P38067	tr|A0A1E3PY91|A0A1E3PY91_LIPST	Tortispora_caseinolytica@Seq_125, Tortispora_caseinolytica@Seq_623	tr|Q6C0B4|Q6C0B4_YARLI
OG0000476	Q04383, Q06266	tr|A0A1E3PVT5|A0A1E3PVT5_LIPST	Tortispora_caseinolytica@Seq_349	tr|Q6C7E7|Q6C7E7_YARLI
OG0000477	P38426, P38427	tr|A0A1E3Q571|A0A1E3Q571_LIPST	Tortispora_caseinolytica@Seq_1762	tr|Q6C3Z3|Q6C3Z3_YARLI
OG0000478	P33296	tr|A0A1E3PYD0|A0A1E3PYD0_LIPST	Tortispora_caseinolytica@Seq_471	tr|Q6C431|Q6C431_YARLI, tr|Q6C9E9|Q6C9E9_YARLI
OG0000479	P34760, Q04120	tr|A0A1E3PYM8|A0A1E3PYM8_LIPST	Tortispora_caseinolytica@Seq_4494	tr|Q6CEJ7|Q6CEJ7_YARLI
OG0000480	P04840, P40478	tr|A0A1E3Q3I5|A0A1E3Q3I5_LIPST	Tortispora_caseinolytica@Seq_672	tr|Q6C1D2|Q6C1D2_YARLI
OG0000481	P34241	tr|A0A1E3Q8C5|A0A1E3Q8C5_LIPST, tr|A0A1E3Q9U9|A0A1E3Q9U9_LIPST	Tortispora_caseinolytica@Seq_4006	tr|Q6CFH7|Q6CFH7_YARLI
OG0000482	P32802, Q04562	tr|A0A1E3Q6V3|A0A1E3Q6V3_LIPST	Tortispora_caseinolytica@Seq_3504	tr|Q6C658|Q6C658_YARLI
OG0000483	P40310	tr|A0A1E3PUZ1|A0A1E3PUZ1_LIPST, tr|A0A1E3Q2D5|A0A1E3Q2D5_LIPST		tr|Q6C772|Q6C772_YARLI, tr|Q6CA51|Q6CA51_YARLI
OG0000484	P07213, P38825	tr|A0A1E3QB28|A0A1E3QB28_LIPST	Tortispora_caseinolytica@Seq_258	tr|Q6CF45|Q6CF45_YARLI
OG0000485	P38288, P46992	tr|A0A1E3Q3M6|A0A1E3Q3M6_LIPST	Tortispora_caseinolytica@Seq_2559	tr|Q6CGN1|Q6CGN1_YARLI
OG0000486	P48561, P53632	tr|A0A1E3PYC2|A0A1E3PYC2_LIPST	Tortispora_caseinolytica@Seq_1754	tr|Q6BZV8|Q6BZV8_YARLI
OG0000487	P32773	tr|A0A1E3PY78|A0A1E3PY78_LIPST, tr|A0A1E3Q766|A0A1E3Q766_LIPST	Tortispora_caseinolytica@Seq_1599	tr|Q6CCD2|Q6CCD2_YARLI
OG0000488	Q07824	tr|A0A1E3PU46|A0A1E3PU46_LIPST, tr|A0A1E3PYQ5|A0A1E3PYQ5_LIPST, tr|A0A1E3Q0L2|A0A1E3Q0L2_LIPST		tr|Q6C2K7|Q6C2K7_YARLI
OG0000489	P38142, P53142	tr|A0A1E3QAM8|A0A1E3QAM8_LIPST	Tortispora_caseinolytica@Seq_4228	tr|Q6CDU0|Q6CDU0_YARLI
OG0000490	P32563	tr|A0A1E3QGF3|A0A1E3QGF3_LIPST	Tortispora_caseinolytica@Seq_1089	tr|Q6BZT1|Q6BZT1_YARLI, tr|Q6C6F6|Q6C6F6_YARLI
OG0000491	P43585, Q02725	tr|A0A1E3Q467|A0A1E3Q467_LIPST	Tortispora_caseinolytica@Seq_2340	tr|Q6CCD8|Q6CCD8_YARLI
OG0000492	P34761, Q07655	tr|A0A1E3Q5J9|A0A1E3Q5J9_LIPST	Tortispora_caseinolytica@Seq_3738	tr|Q6C1Y4|Q6C1Y4_YARLI
OG0000493	Q03944, Q06001	tr|A0A1E3Q8D2|A0A1E3Q8D2_LIPST	Tortispora_caseinolytica@Seq_4538	tr|Q6C072|Q6C072_YARLI
OG0000494	Q06696	tr|A0A1E3QAD0|A0A1E3QAD0_LIPST, tr|A0A1E3QAF7|A0A1E3QAF7_LIPST	Tortispora_caseinolytica@Seq_1822	tr|Q6CAN8|Q6CAN8_YARLI
OG0000495	P21576	tr|A0A1E3Q1D1|A0A1E3Q1D1_LIPST	Tortispora_caseinolytica@Seq_3553	tr|Q6BZX2|Q6BZX2_YARLI, tr|Q6C9N5|Q6C9N5_YARLI
OG0000496	P32600	tr|A0A1E3PYL8|A0A1E3PYL8_LIPST, tr|A0A1E3Q8F4|A0A1E3Q8F4_LIPST	Tortispora_caseinolytica@Seq_1560	tr|Q6C2K6|Q6C2K6_YARLI
OG0000497	P36165, Q12043	tr|A0A1E3Q9V0|A0A1E3Q9V0_LIPST	Tortispora_caseinolytica@Seq_2488	tr|Q6C282|Q6C282_YARLI
OG0000498	P87108	tr|A0A1E3Q156|A0A1E3Q156_LIPST	Tortispora_caseinolytica@Seq_3213	sp|Q6C6U1|TIM10_YARLI, tr|Q6CB56|Q6CB56_YARLI
OG0000499	P39953, P40556	tr|A0A1E3Q7A4|A0A1E3Q7A4_LIPST	Tortispora_caseinolytica@Seq_4443	tr|Q6C5N9|Q6C5N9_YARLI
OG0000500	P38315, P53169	tr|A0A1E3Q3M1|A0A1E3Q3M1_LIPST	Tortispora_caseinolytica@Seq_612	tr|Q6CFU3|Q6CFU3_YARLI
OG0000501	P38235	tr|A0A1E3Q8R8|A0A1E3Q8R8_LIPST	Tortispora_caseinolytica@Seq_1504, Tortispora_caseinolytica@Seq_4326	tr|Q6C2H1|Q6C2H1_YARLI
OG0000502	P28789	tr|A0A1E3Q8Q2|A0A1E3Q8Q2_LIPST, tr|A0A1E3QDD5|A0A1E3QDD5_LIPST	Tortispora_caseinolytica@Seq_1106	sp|Q6C097|HEM3_YARLI
OG0000503	P38263, P53242	tr|A0A1E3Q3G3|A0A1E3Q3G3_LIPST	Tortispora_caseinolytica@Seq_4277	tr|Q6CBK8|Q6CBK8_YARLI
OG0000504	P25569	tr|A0A1E3Q338|A0A1E3Q338_LIPST, tr|A0A1E3QCP4|A0A1E3QCP4_LIPST	Tortispora_caseinolytica@Seq_3012	tr|Q6CD60|Q6CD60_YARLI
OG0000505	P36143, P47011	tr|A0A1E3QBW3|A0A1E3QBW3_LIPST	Tortispora_caseinolytica@Seq_745	tr|Q6CB89|Q6CB89_YARLI
OG0000506	P00924, P00925	tr|A0A1E3QBN5|A0A1E3QBN5_LIPST	Tortispora_caseinolytica@Seq_2446	sp|Q6C1F3|ENO_YARLI
OG0000507	P32352	tr|A0A1E3PYB0|A0A1E3PYB0_LIPST	Tortispora_caseinolytica@Seq_1886	tr|Q6C3U4|Q6C3U4_YARLI, tr|Q6CEA6|Q6CEA6_YARLI
OG0000508	Q12361	tr|A0A1E3QBD3|A0A1E3QBD3_LIPST	Tortispora_caseinolytica@Seq_1327	tr|Q6C142|Q6C142_YARLI, tr|Q6C970|Q6C970_YARLI
OG0000509	P39875, Q12086	tr|A0A1E3QAC9|A0A1E3QAC9_LIPST	Tortispora_caseinolytica@Seq_4369	tr|Q6C5Y7|Q6C5Y7_YARLI
OG0000510	P39704, Q12450	tr|A0A1E3Q9C0|A0A1E3Q9C0_LIPST	Tortispora_caseinolytica@Seq_569	tr|Q6CEQ4|Q6CEQ4_YARLI
OG0000511	P25358, P39540	tr|A0A1E3Q4Z8|A0A1E3Q4Z8_LIPST	Tortispora_caseinolytica@Seq_4029	tr|Q6CDY7|Q6CDY7_YARLI
OG0000512	P38140	tr|A0A1E3Q0F5|A0A1E3Q0F5_LIPST	Tortispora_caseinolytica@Seq_2573	sp|Q6C5G3|ERT11_YARLI, sp|Q6C764|ERT12_YARLI
OG0000513	P35736, Q05050	tr|A0A1E3PV26|A0A1E3PV26_LIPST	Tortispora_caseinolytica@Seq_1424	tr|Q6C1P6|Q6C1P6_YARLI
OG0000514	P32330, Q03177	tr|A0A1E3QD80|A0A1E3QD80_LIPST	Tortispora_caseinolytica@Seq_588	tr|Q6C746|Q6C746_YARLI
OG0000515	P07262, P39708	tr|A0A1E3Q2G4|A0A1E3Q2G4_LIPST	Tortispora_caseinolytica@Seq_2116	tr|Q6C1A9|Q6C1A9_YARLI
OG0000516	P38631, P40989	tr|A0A1E3Q1F4|A0A1E3Q1F4_LIPST	Tortispora_caseinolytica@Seq_34	tr|Q6C549|Q6C549_YARLI
OG0000517	P40099	tr|A0A1E3PZW2|A0A1E3PZW2_LIPST, tr|A0A1E3QAY3|A0A1E3QAY3_LIPST	Tortispora_caseinolytica@Seq_3784	tr|Q6CAN2|Q6CAN2_YARLI
OG0000518	P28003, Q99326	tr|A0A1E3QG87|A0A1E3QG87_LIPST	Tortispora_caseinolytica@Seq_1136	tr|Q6C9D5|Q6C9D5_YARLI
OG0000519	Q05015, Q99369	tr|A0A1E3QHK9|A0A1E3QHK9_LIPST	Tortispora_caseinolytica@Seq_3990	tr|Q6C8U4|Q6C8U4_YARLI
OG0000520	P53279, Q12207	tr|A0A1E3PU16|A0A1E3PU16_LIPST	Tortispora_caseinolytica@Seq_1555	tr|Q6CC67|Q6CC67_YARLI
OG0000521	P40466, P41813	tr|A0A1E3Q8F7|A0A1E3Q8F7_LIPST	Tortispora_caseinolytica@Seq_2042	tr|Q6CCI2|Q6CCI2_YARLI
OG0000522	Q08023	tr|A0A1E3Q3B8|A0A1E3Q3B8_LIPST	Tortispora_caseinolytica@Seq_1187, Tortispora_caseinolytica@Seq_847	tr|Q6C9T1|Q6C9T1_YARLI
OG0000523	P38911, Q06205	tr|A0A1E3Q1U9|A0A1E3Q1U9_LIPST	Tortispora_caseinolytica@Seq_3494	sp|Q6C4C9|FKBP3_YARLI
OG0000524	Q06116, Q06179	tr|A0A1E3QCS6|A0A1E3QCS6_LIPST	Tortispora_caseinolytica@Seq_2897	tr|Q6C404|Q6C404_YARLI
OG0000525	P38823, P53924	tr|A0A1E3PVF5|A0A1E3PVF5_LIPST	Tortispora_caseinolytica@Seq_433	tr|Q6C175|Q6C175_YARLI
OG0000526	P36108	tr|A0A1E3QDG5|A0A1E3QDG5_LIPST, tr|A0A1E3QDN7|A0A1E3QDN7_LIPST	Tortispora_caseinolytica@Seq_4353	tr|Q6C7J2|Q6C7J2_YARLI
OG0000527	P23501, P47013	tr|A0A1E3QI38|A0A1E3QI38_LIPST	Tortispora_caseinolytica@Seq_3074	tr|Q6C541|Q6C541_YARLI
OG0000528	Q05610, Q08412	tr|A0A1E3PYC4|A0A1E3PYC4_LIPST	Tortispora_caseinolytica@Seq_1978	tr|Q6CAS3|Q6CAS3_YARLI
OG0000529	P06208, Q12166	tr|A0A1E3Q0G9|A0A1E3Q0G9_LIPST	Tortispora_caseinolytica@Seq_2949	tr|Q6CFF6|Q6CFF6_YARLI
OG0000530	P32490, P32491	tr|A0A1E3Q8B6|A0A1E3Q8B6_LIPST	Tortispora_caseinolytica@Seq_1290	tr|Q6CET2|Q6CET2_YARLI
OG0000531	P33310	tr|A0A1E3PWH7|A0A1E3PWH7_LIPST, tr|A0A1E3PWR5|A0A1E3PWR5_LIPST	Tortispora_caseinolytica@Seq_2137	tr|Q6C7H1|Q6C7H1_YARLI
OG0000532	P47164, Q04533	tr|A0A1E3Q7R1|A0A1E3Q7R1_LIPST	Tortispora_caseinolytica@Seq_1979	tr|Q6C8S4|Q6C8S4_YARLI
OG0000533	P41800	tr|A0A1E3QFH4|A0A1E3QFH4_LIPST	Tortispora_caseinolytica@Seq_2647	sp|Q6CA06|MMM12_YARLI, sp|Q6CAP9|MMM11_YARLI
OG0000534	P38174	tr|A0A1E3Q3A2|A0A1E3Q3A2_LIPST, tr|A0A1E3QEL7|A0A1E3QEL7_LIPST	Tortispora_caseinolytica@Seq_121	sp|Q6CA79|MAP2_YARLI
OG0000535	P36060	tr|A0A1E3PXF8|A0A1E3PXF8_LIPST	Tortispora_caseinolytica@Seq_2296, Tortispora_caseinolytica@Seq_4350	sp|Q6C9G8|MCR1_YARLI
OG0000536	P40260, P53390	tr|A0A1E3Q8L7|A0A1E3Q8L7_LIPST	Tortispora_caseinolytica@Seq_3149	tr|Q6C1F0|Q6C1F0_YARLI
OG0000537	P40314, Q02642	tr|A0A1E3Q2Q1|A0A1E3Q2Q1_LIPST	Tortispora_caseinolytica@Seq_1700	sp|Q6C2F3|NACB_YARLI
OG0000538	P21826, P30952	tr|A0A1E3Q1Y0|A0A1E3Q1Y0_LIPST	Tortispora_caseinolytica@Seq_1324	tr|Q6C5R9|Q6C5R9_YARLI
OG0000539	Q03218, Q08970	tr|A0A1E3QCS4|A0A1E3QCS4_LIPST	Tortispora_caseinolytica@Seq_1003	tr|Q6CC58|Q6CC58_YARLI
OG0000540	P25339, P39016	tr|A0A1E3QHB9|A0A1E3QHB9_LIPST	Tortispora_caseinolytica@Seq_1382	tr|Q6C6D4|Q6C6D4_YARLI
OG0000541	P32354	tr|A0A1E3PVC3|A0A1E3PVC3_LIPST, tr|A0A1E3Q0R2|A0A1E3Q0R2_LIPST	Tortispora_caseinolytica@Seq_181	tr|Q6C9R8|Q6C9R8_YARLI
OG0000542	P07249, P11746	tr|A0A1E3QB31|A0A1E3QB31_LIPST	Tortispora_caseinolytica@Seq_618	tr|Q6CCS9|Q6CCS9_YARLI
OG0000543	P38295, Q02891, Q03649		Tortispora_caseinolytica@Seq_2272	tr|Q6CE37|Q6CE37_YARLI
OG0000544	P32793, P43603	tr|A0A1E3QE12|A0A1E3QE12_LIPST	Tortispora_caseinolytica@Seq_495	tr|Q6C6W9|Q6C6W9_YARLI
OG0000545	P38286	tr|A0A1E3Q265|A0A1E3Q265_LIPST, tr|A0A1E3Q3H2|A0A1E3Q3H2_LIPST	Tortispora_caseinolytica@Seq_4582	sp|Q6CHP1|MKAR_YARLI
OG0000546	Q12405	tr|A0A1E3QFN6|A0A1E3QFN6_LIPST	Tortispora_caseinolytica@Seq_2219, Tortispora_caseinolytica@Seq_925	tr|Q6C6V6|Q6C6V6_YARLI
OG0000547	P50276	tr|A0A1E3PZF0|A0A1E3PZF0_LIPST	Tortispora_caseinolytica@Seq_3435	tr|Q6C0C9|Q6C0C9_YARLI, tr|Q6C312|Q6C312_YARLI
OG0000548	P36044, P40355	tr|A0A1E3Q485|A0A1E3Q485_LIPST	Tortispora_caseinolytica@Seq_2924	tr|Q6C7Z5|Q6C7Z5_YARLI
OG0000549	P10566, P23500	tr|A0A1E3Q9X4|A0A1E3Q9X4_LIPST	Tortispora_caseinolytica@Seq_4267	tr|Q6CDS3|Q6CDS3_YARLI
OG0000550	P38857, P53311	tr|A0A1E3Q2D1|A0A1E3Q2D1_LIPST	Tortispora_caseinolytica@Seq_501	tr|Q6CD72|Q6CD72_YARLI
OG0000551	P39107	tr|A0A1E3QA71|A0A1E3QA71_LIPST	Tortispora_caseinolytica@Seq_2314, Tortispora_caseinolytica@Seq_3936	tr|Q6CEV8|Q6CEV8_YARLI
