Orthogroup	A.gossypii	K.marxianus	L.fermentati	s288c
OG0000889	sp|Q75CC8|HRD1_ASHGO	KMXK_0A06020	tr|A0A1G4MCB3|A0A1G4MCB3_LACFM	sp|Q08109|HRD1_YEAST
OG0000890	sp|Q756X3|HUB1_ASHGO	KMXK_0H01950	tr|A0A1G4M9C1|A0A1G4M9C1_LACFM	sp|Q6Q546|HUB1_YEAST
OG0000891	sp|Q757T0|HUL4_ASHGO	KMXK_0A01180	tr|A0A1G4MFT9|A0A1G4MFT9_LACFM	sp|P40985|HUL4_YEAST
OG0000892	sp|Q754P2|IBD2_ASHGO	KMXK_0B07720	tr|A0A1G4MJN5|A0A1G4MJN5_LACFM	sp|P53892|IBD2_YEAST
OG0000893	sp|Q75BL8|IF4A_ASHGO	KMXK_0A05140	tr|A0A1G4MH19|A0A1G4MH19_LACFM	sp|P10081|IF4A_YEAST
OG0000894	sp|Q8J1G1|KIP2_ASHGO	KMXK_0H00230	tr|A0A1G4MHX0|A0A1G4MHX0_LACFM	sp|P28743|KIP2_YEAST
OG0000895	sp|Q75DS3|HSE1_ASHGO	KMXK_0C00680	tr|A0A1G4MKN2|A0A1G4MKN2_LACFM	sp|P38753|HSE1_YEAST
OG0000896	sp|Q752M5|KEX1_ASHGO	KMXK_0B02750	tr|A0A1G4MGD1|A0A1G4MGD1_LACFM	sp|P09620|KEX1_YEAST
OG0000897	sp|Q755Q0|INP2_ASHGO	KMXK_0B06550	tr|A0A1G4MDJ3|A0A1G4MDJ3_LACFM	sp|Q03824|INP2_YEAST
OG0000898	sp|Q75E14|IPI3_ASHGO	KMXK_0B07540	tr|A0A1G4MJD7|A0A1G4MJD7_LACFM	sp|P53877|IPI3_YEAST
OG0000899	sp|Q755C4|IPL1_ASHGO	KMXK_0D05700	tr|A0A1G4M9S1|A0A1G4M9S1_LACFM	sp|P38991|IPL1_YEAST
OG0000900	sp|Q753S8|IRC6_ASHGO	KMXK_0C06980	tr|A0A1G4MGB7|A0A1G4MGB7_LACFM	sp|P43615|IRC6_YEAST
OG0000901	sp|Q75AF5|IMH1_ASHGO	KMXK_0C03120	tr|A0A1G4MKL2|A0A1G4MKL2_LACFM	sp|Q06704|IMH1_YEAST
OG0000902	sp|Q759I2|IPI1_ASHGO	KMXK_0C01920	tr|A0A1G4MBR0|A0A1G4MBR0_LACFM	sp|P38803|IPI1_YEAST
OG0000903	sp|Q757J8|IPYR_ASHGO	KMXK_0F04370	tr|A0A1G4M9W8|A0A1G4M9W8_LACFM	sp|P00817|IPYR_YEAST
OG0000904	sp|Q754G7|IRS4_ASHGO	KMXK_0A02360	tr|A0A1G4MKM1|A0A1G4MKM1_LACFM	sp|P47030|TAX4_YEAST
OG0000905	sp|Q74Z27|INO80_ASHGO	KMXK_0G01100	tr|A0A1G4MDH3|A0A1G4MDH3_LACFM	sp|P53115|INO80_YEAST
OG0000906	sp|Q752Z9|ITPA_ASHGO	KMXK_0C00440	tr|A0A1G4MAG4|A0A1G4MAG4_LACFM	sp|P47119|ITPA_YEAST
OG0000907	sp|Q75DV4|HIR3_ASHGO	KMXK_0D05130	tr|A0A1G4M699|A0A1G4M699_LACFM	sp|P47171|HIR3_YEAST
OG0000908	sp|Q75AP1|HIS4_ASHGO	KMXK_0E04810	tr|A0A1G4MBH4|A0A1G4MBH4_LACFM	sp|P40545|HIS4_YEAST
OG0000909	sp|Q758E4|HSM3_ASHGO	KMXK_0E00620	tr|A0A1G4MF65|A0A1G4MF65_LACFM	sp|P38348|HSM3_YEAST
OG0000910	sp|Q758X6|GEM1_ASHGO	KMXK_0C05950	tr|A0A1G4MC98|A0A1G4MC98_LACFM	sp|P39722|GEM1_YEAST
OG0000911	sp|Q75BT9|GLNA_ASHGO	KMXK_0H01220	tr|A0A1G4M8Q1|A0A1G4M8Q1_LACFM	sp|P32288|GLNA_YEAST
OG0000912	sp|Q756D4|GPI19_ASHGO	KMXK_0D06260	tr|A0A1G4MGE2|A0A1G4MGE2_LACFM	sp|Q04082|GPI19_YEAST
OG0000913	sp|Q75C82|GPI14_ASHGO	KMXK_0B07030	tr|A0A1G4M709|A0A1G4M709_LACFM	sp|P47088|GPI14_YEAST
OG0000914	sp|Q750Q9|GPN3_ASHGO	KMXK_0E05670	tr|A0A1G4MJQ7|A0A1G4MJQ7_LACFM	sp|Q06543|GPN3_YEAST
OG0000915	sp|Q74ZN0|HIR1_ASHGO	KMXK_0E01580	tr|A0A1G4MAZ2|A0A1G4MAZ2_LACFM	sp|P32479|HIR1_YEAST
OG0000916	sp|Q750A9|HOG1_ASHGO	KMXK_0D02030	tr|A0A1G4MK60|A0A1G4MK60_LACFM	sp|P32485|HOG1_YEAST
OG0000917	sp|Q74ZJ0|HSP7F_ASHGO	KMXK_0A00300	tr|A0A1G4MID5|A0A1G4MID5_LACFM	sp|P32589|HSP7F_YEAST
OG0000918	sp|Q75AQ4|HSV2_ASHGO	KMXK_0F05180	tr|A0A1G4MAA0|A0A1G4MAA0_LACFM	sp|P50079|HSV2_YEAST
OG0000919	sp|Q75DY0|HEM3_ASHGO	KMXK_0C05200	tr|A0A1G4MJI6|A0A1G4MJI6_LACFM	sp|P28789|HEM3_YEAST
OG0000920	sp|Q759B7|GIP4_ASHGO	KMXK_0E01160	tr|A0A1G4MC12|A0A1G4MC12_LACFM	sp|P39732|GIP4_YEAST
OG0000921	sp|Q753W8|HSK3_ASHGO	KMXK_0C01260	tr|A0A1G4M9Z3|A0A1G4M9Z3_LACFM	sp|P69852|HSK3_YEAST
OG0000922	sp|Q755H7|HUT1_ASHGO	KMXK_0E03430	tr|A0A1G4M969|A0A1G4M969_LACFM	sp|Q12520|HUT1_YEAST
OG0000923	sp|Q75AL4|NCB5R_ASHGO	KMXK_0D03670	tr|A0A1G4M7V0|A0A1G4M7V0_LACFM	sp|P38626|NCB5R_YEAST
OG0000924	sp|Q75B78|NDOR1_ASHGO	KMXK_0H03370	tr|A0A1G4MII2|A0A1G4MII2_LACFM	sp|Q12181|NDOR1_YEAST
OG0000925	sp|Q753N1|NDC80_ASHGO	KMXK_0H03830	tr|A0A1G4ME36|A0A1G4ME36_LACFM	sp|P40460|NDC80_YEAST
OG0000926	sp|Q754H6|NCBP1_ASHGO	KMXK_0D00900	tr|A0A1G4MA39|A0A1G4MA39_LACFM	sp|P34160|NCBP1_YEAST
OG0000927	sp|Q754W7|NCBP2_ASHGO	KMXK_0C03230	tr|A0A1G4M9S2|A0A1G4M9S2_LACFM	sp|Q08920|NCBP2_YEAST
OG0000928	sp|Q753J1|NCA2_ASHGO	KMXK_0B05580	tr|A0A1G4MG62|A0A1G4MG62_LACFM	sp|Q12374|NCA2_YEAST
OG0000929	sp|Q751D8|MVD1_ASHGO	KMXK_0B02620	tr|A0A1G4M9A1|A0A1G4M9A1_LACFM	sp|P32377|MVD1_YEAST
OG0000930	sp|Q74Z24|LYS5_ASHGO	KMXK_0G01130	tr|A0A1G4MDR5|A0A1G4MDR5_LACFM	sp|P50113|LYS5_YEAST
OG0000931	sp|Q757Y7|LST4_ASHGO	KMXK_0A04780	tr|A0A1G4MGZ6|A0A1G4MGZ6_LACFM	sp|P34239|LST4_YEAST
OG0000932	sp|Q75BV4|LYS1_ASHGO	KMXK_0D03920	tr|A0A1G4MAH1|A0A1G4MAH1_LACFM	sp|P38998|LYS1_YEAST
OG0000933	sp|Q754X6|NBP35_ASHGO	KMXK_0F02210	tr|A0A1G4M9R3|A0A1G4M9R3_LACFM	sp|P52920|NBP35_YEAST
OG0000934	sp|Q74ZJ1|NPL4_ASHGO	KMXK_0A00310	tr|A0A1G4MIJ6|A0A1G4MIJ6_LACFM	sp|P33755|NPL4_YEAST
OG0000935	sp|Q753I4|NOP58_ASHGO	KMXK_0B03360	tr|A0A1G4M6L2|A0A1G4M6L2_LACFM	sp|Q12499|NOP58_YEAST
OG0000936	sp|Q74ZK6|NOG1_ASHGO	KMXK_0A00510	tr|A0A1G4MIG9|A0A1G4MIG9_LACFM	sp|Q02892|NOG1_YEAST
OG0000937	sp|O60028|NFS1_ASHGO	KMXK_0B04970	tr|A0A1G4MFK4|A0A1G4MFK4_LACFM	sp|P25374|NFS1_YEAST
OG0000938	sp|Q75DA4|NOG2_ASHGO	KMXK_0D00260	tr|A0A1G4M8T7|A0A1G4M8T7_LACFM	sp|P53742|NOG2_YEAST
OG0000939	sp|Q75AB6|NOP16_ASHGO	KMXK_0E03900	tr|A0A1G4MHZ5|A0A1G4MHZ5_LACFM	sp|P40007|NOP16_YEAST
OG0000940	sp|Q75DD1|NDK_ASHGO	KMXK_0A01770	tr|A0A1G4MJ57|A0A1G4MJ57_LACFM	sp|P36010|NDK_YEAST
OG0000941	sp|Q75EK2|NMT_ASHGO	KMXK_0E03130	tr|A0A1G4M7R0|A0A1G4M7R0_LACFM	sp|P14743|NMT_YEAST
OG0000942	sp|Q75AS1|PEX21_ASHGO	KMXK_0F05360	tr|A0A1G4MAD8|A0A1G4MAD8_LACFM	sp|P50091|PEX21_YEAST
OG0000943	sp|Q75A47|NOP14_ASHGO	KMXK_0H02360	tr|A0A1G4M7I8|A0A1G4M7I8_LACFM	sp|Q99207|NOP14_YEAST
OG0000944	sp|Q759H4|PEX3_ASHGO	KMXK_0F04700	tr|A0A1G4MBF7|A0A1G4MBF7_LACFM	sp|P28795|PEX3_YEAST
OG0000945	sp|Q75CB4|PFA4_ASHGO	KMXK_0A05870	tr|A0A1G4MCC6|A0A1G4MCC6_LACFM	sp|Q12006|PFA4_YEAST
OG0000946	sp|Q75D19|PFA5_ASHGO	KMXK_0H00140	tr|A0A1G4MFS0|A0A1G4MFS0_LACFM	sp|Q03289|PFA5_YEAST
OG0000947	sp|Q75EI5|PESC_ASHGO	KMXK_0E04460	tr|A0A1G4MB95|A0A1G4MB95_LACFM	sp|P53261|PESC_YEAST
OG0000948	sp|O60029|PET8_ASHGO	KMXK_0B04980	tr|A0A1G4MFE2|A0A1G4MFE2_LACFM	sp|P38921|PET8_YEAST
OG0000949	sp|Q75D29|PNG1_ASHGO	KMXK_0A00470	tr|A0A1G4MIB1|A0A1G4MIB1_LACFM	sp|Q02890|PNG1_YEAST
OG0000950	sp|Q753Y2|PACC_ASHGO	KMXK_0B04520	tr|A0A1G4MB67|A0A1G4MB67_LACFM	sp|P33400|PACC_YEAST
OG0000951	sp|Q759E9|PAM17_ASHGO	KMXK_0A04980	tr|A0A1G4MGZ9|A0A1G4MGZ9_LACFM	sp|P36147|PAM17_YEAST
OG0000952	sp|Q753M3|PCC1_ASHGO	KMXK_0C07230	tr|A0A1G4MEA9|A0A1G4MEA9_LACFM	sp|Q3E833|PCC1_YEAST
OG0000953	sp|Q753L9|PTPA1_ASHGO	KMXK_0C07270	tr|A0A1G4MEK2|A0A1G4MEK2_LACFM	sp|P40454|PTPA1_YEAST
OG0000954	sp|Q75AA0|PAN1_ASHGO	KMXK_0E03730	tr|A0A1G4MI62|A0A1G4MI62_LACFM	sp|P32521|PAN1_YEAST
OG0000955	sp|Q75EG5|PNS1_ASHGO	KMXK_0C06430	tr|A0A1G4MG90|A0A1G4MG90_LACFM	sp|Q12412|PNS1_YEAST
OG0000956	sp|Q754J7|PRM10_ASHGO	KMXK_0C05730	tr|A0A1G4M903|A0A1G4M903_LACFM	sp|P42946|PRM10_YEAST
OG0000957	sp|Q75D77|PP4R2_ASHGO	KMXK_0H00930	tr|A0A1G4MIM3|A0A1G4MIM3_LACFM	sp|P38193|PP4R2_YEAST
OG0000958	sp|Q75C38|PMP3_ASHGO	KMXK_0C02390	tr|A0A1G4MEH1|A0A1G4MEH1_LACFM	sp|P87284|PMP3_YEAST
OG0000959	sp|Q74ZR2|PP4C_ASHGO	KMXK_0B00290	tr|A0A1G4MKA4|A0A1G4MKA4_LACFM	sp|P32345|PP4C_YEAST
OG0000960	sp|Q751Z0|PRM1_ASHGO	KMXK_0A07660	tr|A0A1G4MH13|A0A1G4MH13_LACFM	sp|P53835|PRM1_YEAST
OG0000961	sp|Q752X0|PEX5_ASHGO	KMXK_0C05080	tr|A0A1G4MJJ9|A0A1G4MJJ9_LACFM	sp|P35056|PEX5_YEAST
OG0000962	sp|Q75A33|PPID_ASHGO	KMXK_0F00530	tr|A0A1G4M7K9|A0A1G4M7K9_LACFM	sp|P53691|PPID_YEAST
OG0000963	sp|Q74Z47|PPME1_ASHGO	KMXK_0E03520	tr|A0A1G4M6K5|A0A1G4M6K5_LACFM	sp|P38796|PPME1_YEAST
OG0000964	sp|Q74Z08|PSF3_ASHGO	KMXK_0B06460	tr|A0A1G4MIY1|A0A1G4MIY1_LACFM	sp|Q12146|PSF3_YEAST
OG0000965	sp|Q750Z6|PFF1_ASHGO	KMXK_0B01950	tr|A0A1G4MCP8|A0A1G4MCP8_LACFM	sp|P38244|PFF1_YEAST
OG0000966	sp|Q75A06|PSF2_ASHGO	KMXK_0B08330	tr|A0A1G4MKY3|A0A1G4MKY3_LACFM	sp|P40359|PSF2_YEAST
OG0000967	sp|Q756F2|PPN1_ASHGO	KMXK_0D06040	tr|A0A1G4MFT3|A0A1G4MFT3_LACFM	sp|Q04119|PPN1_YEAST
OG0000968	sp|Q74Z13|PEX6_ASHGO	KMXK_0B06410	tr|A0A1G4MIU4|A0A1G4MIU4_LACFM	sp|P33760|PEX6_YEAST
OG0000969	sp|Q75AV4|PFS2_ASHGO	KMXK_0H01560	tr|A0A1G4MIR0|A0A1G4MIR0_LACFM	sp|P42841|PFS2_YEAST
OG0000970	sp|Q75BY3|PRP46_ASHGO	KMXK_0B02180	tr|A0A1G4MHP4|A0A1G4MHP4_LACFM	sp|Q12417|PRP46_YEAST
OG0000971	sp|Q75E32|PP4R3_ASHGO	KMXK_0E05820	tr|A0A1G4MJH0|A0A1G4MJH0_LACFM	sp|P40164|PP4R3_YEAST
OG0000972	sp|Q759B6|PRP45_ASHGO	KMXK_0E01150	tr|A0A1G4MC32|A0A1G4MC32_LACFM	sp|P28004|PRP45_YEAST
OG0000973	sp|Q754U8|PRP5_ASHGO	KMXK_0B02520	tr|A0A1G4M9I9|A0A1G4M9I9_LACFM	sp|P21372|PRP5_YEAST
OG0000974	sp|Q75AW7|PFA3_ASHGO	KMXK_0B06380	tr|A0A1G4MIW6|A0A1G4MIW6_LACFM	sp|P42836|PFA3_YEAST
OG0000975	sp|Q75E92|PSF1_ASHGO	KMXK_0E02460	tr|A0A1G4MD27|A0A1G4MD27_LACFM	sp|Q12488|PSF1_YEAST
OG0000976	sp|Q757Q0|PGK_ASHGO	KMXK_0A03010	tr|A0A1G4MFW4|A0A1G4MFW4_LACFM	sp|P00560|PGK_YEAST
OG0000977	sp|Q75E56|PURA_ASHGO	KMXK_0E06060	tr|A0A1G4MJ83|A0A1G4MJ83_LACFM	sp|P80210|PURA_YEAST
OG0000978	sp|Q754G2|PALF_ASHGO	KMXK_0C03800	tr|A0A1G4MAX5|A0A1G4MAX5_LACFM	sp|P53179|PALF_YEAST
OG0000979	sp|Q75BU9|PAN3_ASHGO	KMXK_0D03870	tr|A0A1G4MAK2|A0A1G4MAK2_LACFM	sp|P36102|PAN3_YEAST
OG0000980	sp|Q759K4|NUR1_ASHGO	KMXK_0B04010	tr|A0A1G4MAK1|A0A1G4MAK1_LACFM	sp|Q12066|NUR1_YEAST
OG0000981	sp|Q757M3|NUF2_ASHGO	KMXK_0D03010	tr|A0A1G4MCH4|A0A1G4MCH4_LACFM	sp|P33895|NUF2_YEAST
OG0000982	sp|Q75CK5|NST1_ASHGO	KMXK_0G02190	tr|A0A1G4MDW8|A0A1G4MDW8_LACFM	sp|P53935|NST1_YEAST
OG0000983	sp|Q751E8|PHO85_ASHGO	KMXK_0F01860	tr|A0A1G4MI56|A0A1G4MI56_LACFM	sp|P17157|PHO85_YEAST
OG0000984	sp|Q75D90|NM111_ASHGO	KMXK_0F03240	tr|A0A1G4MF32|A0A1G4MF32_LACFM	sp|P53920|NM111_YEAST
OG0000985	sp|Q75AA5|NTF2_ASHGO	KMXK_0E03780	tr|A0A1G4MI02|A0A1G4MI02_LACFM	sp|P33331|NTF2_YEAST
OG0000986	sp|Q751L7|PYRG_ASHGO	KMXK_0H00840	tr|A0A1G4MIK2|A0A1G4MIK2_LACFM	sp|P28274|URA7_YEAST
OG0000987	sp|Q757S1|PYRF_ASHGO	KMXK_0A01090	tr|A0A1G4MFQ0|A0A1G4MFQ0_LACFM	sp|P03962|PYRF_YEAST
OG0000988	sp|Q751P0|PXR1_ASHGO	KMXK_0G02040	tr|A0A1G4MEG1|A0A1G4MEG1_LACFM	sp|P53335|PXR1_YEAST
OG0000989	sp|Q755C8|PUS1_ASHGO	KMXK_0D05740	tr|A0A1G4M9L3|A0A1G4M9L3_LACFM	sp|Q12211|PUS1_YEAST
OG0000990	sp|Q75CW5|QCR2_ASHGO	KMXK_0D05020	tr|A0A1G4MLF0|A0A1G4MLF0_LACFM	sp|P07257|QCR2_YEAST
OG0000991	sp|Q751U4|QCR7_ASHGO	KMXK_0A08150	tr|A0A1G4MGK0|A0A1G4MGK0_LACFM	sp|P00128|QCR7_YEAST
OG0000992	sp|Q9UVJ8|VATA_ASHGO	KMXK_0F00670	tr|A0A1G4M7L9|A0A1G4M7L9_LACFM	sp|P17255|VATA_YEAST
OG0000993	sp|Q757W2|YNG2_ASHGO	KMXK_0A04640	tr|A0A1G4MBP6|A0A1G4MBP6_LACFM	sp|P38806|YNG2_YEAST
OG0000994	sp|Q75EP3|TPC1_ASHGO	KMXK_0E04340	tr|A0A1G4MDM0|A0A1G4MDM0_LACFM	sp|P53257|TPC1_YEAST
OG0000995	sp|Q74ZU2|TVP15_ASHGO	KMXK_0B01420	tr|A0A1G4MK58|A0A1G4MK58_LACFM	sp|Q03860|TVP15_YEAST
OG0000996	sp|Q754R5|UBP4_ASHGO	KMXK_0B00400	tr|A0A1G4MKN3|A0A1G4MKN3_LACFM	sp|P32571|UBP4_YEAST
OG0000997	sp|Q75EI3|VMA21_ASHGO	KMXK_0E04480	tr|A0A1G4MB98|A0A1G4MB98_LACFM	sp|P41806|VMA21_YEAST
OG0000998	sp|Q758Y4|VTS1_ASHGO	KMXK_0C05870	tr|A0A1G4MC54|A0A1G4MC54_LACFM	sp|Q08831|VTS1_YEAST
OG0000999	sp|Q755J9|VPS27_ASHGO	KMXK_0B04340	tr|A0A1G4M938|A0A1G4M938_LACFM	sp|P40343|VPS27_YEAST
OG0001000	sp|Q755Y4|YFAS1_ASHGO	KMXK_0F04780	tr|A0A1G4MBW1|A0A1G4MBW1_LACFM	sp|Q12331|YFAS1_YEAST
OG0001001	sp|Q753A0|XPOT_ASHGO	KMXK_0C00450	tr|A0A1G4MAA6|A0A1G4MAA6_LACFM	sp|P33418|XPOT_YEAST
OG0001002	sp|Q75A56|YOP1_ASHGO	KMXK_0H01360	tr|A0A1G4M8T3|A0A1G4M8T3_LACFM	sp|Q12402|YOP1_YEAST
OG0001003	sp|Q75AF2|UBC12_ASHGO	KMXK_0C03090	tr|A0A1G4MKK3|A0A1G4MKK3_LACFM	sp|P52491|UBC12_YEAST
OG0001004	sp|Q74ZS6|PABP_ASHGO	KMXK_0C02950	tr|A0A1G4MKC7|A0A1G4MKC7_LACFM	sp|P04147|PABP_YEAST
OG0001005	sp|Q759Y2|PALI_ASHGO	KMXK_0E01380	tr|A0A1G4MJ34|A0A1G4MJ34_LACFM	sp|Q04734|PALI_YEAST
OG0001006	sp|Q754X1|PAN2_ASHGO	KMXK_0F02260	tr|A0A1G4M9F3|A0A1G4M9F3_LACFM	sp|P53010|PAN2_YEAST
OG0001007	sp|Q756C5|PALA_ASHGO	KMXK_0D04490	tr|A0A1G4MCZ8|A0A1G4MCZ8_LACFM	sp|Q12033|PALA_YEAST
OG0001008	sp|Q756X6|POB3_ASHGO	KMXK_0E01670	tr|A0A1G4M6D0|A0A1G4M6D0_LACFM	sp|Q04636|POB3_YEAST
OG0001009	sp|Q75AJ2|RGI1_ASHGO	KMXK_0H01760	tr|A0A1G4M7W1|A0A1G4M7W1_LACFM	sp|P40188|RGI2_YEAST
OG0001010	sp|Q75DU5|RIX1_ASHGO	KMXK_0D05240	tr|A0A1G4M6A7|A0A1G4M6A7_LACFM	sp|P38883|RIX1_YEAST
OG0001011	sp|Q75BZ1|PPT2_ASHGO	KMXK_0B02100	tr|A0A1G4MHH2|A0A1G4MHH2_LACFM	sp|Q12036|PPT2_YEAST
OG0001012	sp|Q75BY1|PTPA2_ASHGO	KMXK_0B02200	tr|A0A1G4MHG4|A0A1G4MHG4_LACFM	sp|Q12461|PTPA2_YEAST
OG0001013	sp|Q750A5|REXO3_ASHGO	KMXK_0D01970	tr|A0A1G4MK17|A0A1G4MK17_LACFM	sp|Q12090|REXO3_YEAST
OG0001014	sp|Q75CZ0|RFU1_ASHGO	KMXK_0H00390	tr|A0A1G4M7F4|A0A1G4M7F4_LACFM	sp|Q08003|RFU1_YEAST
OG0001015	sp|Q757I9|REXO4_ASHGO	KMXK_0F04280	tr|A0A1G4MA58|A0A1G4MA58_LACFM	sp|Q08237|REXO4_YEAST
OG0001016	sp|Q757H6|RIB7_ASHGO	KMXK_0D02480	tr|A0A1G4M9Y2|A0A1G4M9Y2_LACFM	sp|P33312|RIB7_YEAST
OG0001017	sp|Q755G5|RUVB2_ASHGO	KMXK_0H02160	tr|A0A1G4M9N2|A0A1G4M9N2_LACFM	sp|Q12464|RUVB2_YEAST
OG0001018	sp|Q751L8|SODC_ASHGO	KMXK_0H00850	tr|A0A1G4MIL8|A0A1G4MIL8_LACFM	sp|P00445|SODC_YEAST
OG0001019	sp|Q751U1|SPB1_ASHGO	KMXK_0A08180	tr|A0A1G4MGF6|A0A1G4MGF6_LACFM	sp|P25582|SPB1_YEAST
OG0001020	sp|Q750F8|SPB4_ASHGO	KMXK_0H04480	tr|A0A1G4M863|A0A1G4M863_LACFM	sp|P25808|SPB4_YEAST
OG0001021	sp|Q758R8|SPC34_ASHGO	KMXK_0D02590	tr|A0A1G4M913|A0A1G4M913_LACFM	sp|P36131|SPC34_YEAST
OG0001022	sp|Q753C4|SPP2_ASHGO	KMXK_0A05760	tr|A0A1G4MG25|A0A1G4MG25_LACFM	sp|Q02521|SPP2_YEAST
OG0001023	sp|Q756A7|SPT16_ASHGO	KMXK_0B02800	tr|A0A1G4MG66|A0A1G4MG66_LACFM	sp|P32558|SPT16_YEAST
OG0001024	sp|Q75B93|TFB4_ASHGO	KMXK_0G03360	tr|A0A1G4MBT0|A0A1G4MBT0_LACFM	sp|Q12004|TFB4_YEAST
OG0001025	sp|Q759W7|TIM10_ASHGO	KMXK_0F04050	tr|A0A1G4MAD2|A0A1G4MAD2_LACFM	sp|P87108|TIM10_YEAST
OG0001026	sp|Q759D2|TIM14_ASHGO	KMXK_0G00890	tr|A0A1G4M781|A0A1G4M781_LACFM	sp|Q07914|TIM14_YEAST
OG0001027	sp|Q754J4|TIM16_ASHGO	KMXK_0B01560	tr|A0A1G4M8Q3|A0A1G4M8Q3_LACFM	sp|P42949|TIM16_YEAST
OG0001028	sp|Q757S0|TIM9_ASHGO	KMXK_0A01080	tr|A0A1G4MFL5|A0A1G4MFL5_LACFM	sp|O74700|TIM9_YEAST
OG0001029	sp|Q75CX4|TIM21_ASHGO	KMXK_0E02000	tr|A0A1G4M8A4|A0A1G4M8A4_LACFM	sp|P53220|TIM21_YEAST
OG0001030	sp|Q75DU7|TIM8_ASHGO	KMXK_0D05220	tr|A0A1G4M694|A0A1G4M694_LACFM	sp|P57744|TIM8_YEAST
OG0001031	sp|Q74ZG4|STS1_ASHGO	KMXK_0E04670	tr|A0A1G4MBF6|A0A1G4MBF6_LACFM	sp|P38637|STS1_YEAST
OG0001032	sp|Q75B70|STU1_ASHGO	KMXK_0H03450	tr|A0A1G4MIX4|A0A1G4MIX4_LACFM	sp|P38198|STU1_YEAST
OG0001033	sp|Q752S6|SWC4_ASHGO	KMXK_0D00490	tr|A0A1G4MBA1|A0A1G4MBA1_LACFM	sp|P53201|SWC4_YEAST
OG0001034	sp|Q759G7|SWR1_ASHGO	KMXK_0D02720	tr|A0A1G4MBF2|A0A1G4MBF2_LACFM	sp|Q05471|SWR1_YEAST
OG0001035	sp|Q00063|THRC_ASHGO	KMXK_0C04880	tr|A0A1G4M936|A0A1G4M936_LACFM	sp|P16120|THRC_YEAST
OG0001036	sp|Q75E80|TIM22_ASHGO	KMXK_0B07460	tr|A0A1G4MJD8|A0A1G4MJD8_LACFM	sp|Q12328|TIM22_YEAST
OG0001037	sp|Q758C9|TIM54_ASHGO	KMXK_0E00670	tr|A0A1G4MFF0|A0A1G4MFF0_LACFM	sp|P47045|TIM54_YEAST
OG0001038	sp|Q75F72|TIM13_ASHGO	KMXK_0C02090	tr|A0A1G4M6X8|A0A1G4M6X8_LACFM	sp|P53299|TIM13_YEAST
OG0001039	sp|Q75A73|TIM50_ASHGO	KMXK_0A00950	tr|A0A1G4MIM2|A0A1G4MIM2_LACFM	sp|Q02776|TIM50_YEAST
OG0001040	sp|Q75A17|TRM10_ASHGO	KMXK_0A06870	tr|A0A1G4MCD2|A0A1G4MCD2_LACFM	sp|Q12400|TRM10_YEAST
OG0001041	sp|Q75AT3|TRM13_ASHGO	KMXK_0D04120	tr|A0A1G4MJ58|A0A1G4MJ58_LACFM	sp|Q12383|TRM13_YEAST
OG0001042	sp|Q751E7|TRM44_ASHGO	KMXK_0F01870	tr|A0A1G4MI13|A0A1G4MI13_LACFM	sp|Q02648|TRM44_YEAST
OG0001043	sp|Q755M8|TRM61_ASHGO	KMXK_0F05490	tr|A0A1G4MH38|A0A1G4MH38_LACFM	sp|P46959|TRM61_YEAST
OG0001044	sp|Q75B32|TRM6_ASHGO	KMXK_0G01800	tr|A0A1G4ME31|A0A1G4ME31_LACFM	sp|P41814|TRM6_YEAST
OG0001045	sp|Q750U8|TRM82_ASHGO	KMXK_0E05240	tr|A0A1G4MJW2|A0A1G4MJW2_LACFM	sp|Q03774|TRM82_YEAST
OG0001046	sp|Q75CC5|TAF4_ASHGO	KMXK_0A05980	tr|A0A1G4MCT1|A0A1G4MCT1_LACFM	sp|P50105|TAF4_YEAST
OG0001047	sp|Q75AV6|RTC1_ASHGO	KMXK_0G03940	tr|A0A1G4MIT4|A0A1G4MIT4_LACFM	sp|Q08281|RTC1_YEAST
OG0001048	sp|Q756J6|RTC5_ASHGO	KMXK_0G04020	tr|A0A1G4MED7|A0A1G4MED7_LACFM	sp|Q12108|RTC5_YEAST
OG0001049	sp|Q750R1|RUVB1_ASHGO	KMXK_0E05650	tr|A0A1G4MJQ9|A0A1G4MJQ9_LACFM	sp|Q03940|RUVB1_YEAST
OG0001050	sp|Q756Y3|RS3A_ASHGO	KMXK_0E01760	tr|A0A1G4M6G5|A0A1G4M6G5_LACFM	sp|P33442|RS3A1_YEAST
OG0001051	sp|Q75AP6|RRT5_ASHGO	KMXK_0E04760	tr|A0A1G4MBM1|A0A1G4MBM1_LACFM	sp|P43607|RRT5_YEAST
OG0001052	sp|Q75EJ1|RRG8_ASHGO	KMXK_0E04390	tr|A0A1G4MBF9|A0A1G4MBF9_LACFM	sp|Q06109|RRG8_YEAST
OG0001053	sp|Q9HF53|RT02_ASHGO	KMXK_0H02690	tr|A0A1G4MIW5|A0A1G4MIW5_LACFM	sp|P10663|RT02_YEAST
OG0001054	sp|Q74Z23|S2538_ASHGO	KMXK_0G01140	tr|A0A1G4MDG7|A0A1G4MDG7_LACFM	sp|Q07534|S2538_YEAST
OG0001055	sp|Q750S2|SCC2_ASHGO	KMXK_0E05510	tr|A0A1G4MJT6|A0A1G4MJT6_LACFM	sp|Q04002|SCC2_YEAST
