"protein","Gene","orthogroup"
"Q03942","YDR198C","S+KLZ-Single"
"Q03954","YDR201W","S+KLZ-Single"
"Q03956","YDR202C","S+KLZ-Single"
"Q03957","YKL139W","S+KLZ-Single"
"Q03973","YDR174W","S+KLZ-Single"
"Q03976","YDR175C","S+KLZ-Single"
"Q03981","YDR179C","S+KLZ-Single"
"Q03983","YDR179W-A","S+KLZ-Single"
"Q04002","YDR180W","S+KLZ-Single"
"Q04003","YDR181C","S+KLZ-Single"
"Q04004","YDR183W","S+KLZ-Single"
"Q04005","YDR184C","S+KLZ-Single"
"Q04007","YDR186C","S+KLZ-Single"
"Q04013","YMR241W","S+KLZ-Single"
"Q04018","YMR244W","S+KLZ-Single"
"Q04031","YDR412W","S+KLZ-Single"
"Q04033","YDR415C","S+KLZ-Single"
"Q04048","YDR416W","S+KLZ-Single"
"Q04049","YDR419W","S+KLZ-Single"
"Q04052","YDR421W","S+KLZ-Single"
"Q04053","YDR425W","S+KLZ-Single"
"Q04062","YDR427W","S+KLZ-Single"
"Q04066","YDR428C","S+KLZ-Single"
"Q04067","YDR429C","S+KLZ-Single"
"Q04080","YDR434W","S+KLZ-Single"
"Q04081","YDR435C","S+KLZ-Single"
"Q04082","YDR437W","S+KLZ-Single"
"Q04087","YDR439W","S+KLZ-Single"
"Q04089","YDR440W","S+KLZ-Single"
"Q04093","YDR444W","S+KLZ-Single"
"Q04110","YDR446W","S+KLZ-Single"
"Q04119","YDR452W","S+KLZ-Single"
"Q04121","YDR456W","S+KLZ-Single"
"Q04149","YDR386W","S+KLZ-Single"
"Q04162","YDR387C","S+KLZ-Single"
"Q04170","YDR391C","S+KLZ-Single"
"Q04172","YDR393W","S+KLZ-Single"
"Q04174","YOR149C","S+KLZ-Single"
"Q04175","YDR395W","S+KLZ-Single"
"Q04177","YDR398W","S+KLZ-Single"
"Q04178","YDR399W","S+KLZ-Single"
"Q04179","YDR400W","S+KLZ-Single"
"Q04183","YDR407C","S+KLZ-Single"
"Q04199","YML102W","S+KLZ-Single"
"Q04212","YMR041C","S+KLZ-Single"
"Q04213","YMR044W","S+KLZ-Single"
"Q04216","YMR126C","S+KLZ-Single"
"Q04217","YMR128W","S+KLZ-Single"
"Q04223","YMR130W","S+KLZ-Single"
"Q04225","YMR131C","S+KLZ-Single"
"Q04226","YML015C","S+KLZ-Single"
"Q04228","YML013W","S+KLZ-Single"
"Q04231","YML011C","S+KLZ-Single"
"Q04233","YML006C","S+KLZ-Single"
"Q04235","YML005W","S+KLZ-Single"
"Q04264","YMR076C","S+KLZ-Single"
"Q04272","YMR077C","S+KLZ-Single"
"Q04279","YMR086W","S+KLZ-Single"
"Q04299","YMR087W","S+KLZ-Single"
"Q04301","YMR088C","S+KLZ-Single"
"Q04304","YMR090W","S+KLZ-Single"
"Q04305","YMR093W","S+KLZ-Single"
"Q04307","YDR045C","S+KLZ-Single"
"Q04311","YDR049W","S+KLZ-Single"
"Q04336","YMR196W","S+KLZ-Single"
"Q04338","YMR197C","S+KLZ-Single"
"Q04341","YDR031W","S+KLZ-Single"
"Q04344","YDL125C","S+KLZ-Single"
"Q04347","YMR014W","S+KLZ-Single"
"Q04368","YMR025W","S+KLZ-Single"
"Q04370","YMR026C","S+KLZ-Single"
"Q04371","YMR027W","S+KLZ-Single"
"Q04372","YMR028W","S+KLZ-Single"
"Q04373","YDR496C","S+KLZ-Single"
"Q04377","YDR499W","S+KLZ-Single"
"Q04383","YDR501W","S+KLZ-Single"
"Q04396","YDR503C","S+KLZ-Single"
"Q04399","YDR506C","S+KLZ-Single"
"Q04401","YDR511W","S+KLZ-Single"
"Q04406","YDR512C","S+KLZ-Single"
"Q04410","YDR517W","S+KLZ-Single"
"Q04411","YDR520C","S+KLZ-Single"
"Q04412","YDR524C","S+KLZ-Single"
"Q04418","YDR527W","S+KLZ-Single"
"Q04430","YDR531W","S+KLZ-Single"
"Q04431","YDR532C","S+KLZ-Single"
"Q04437","YMR106C","S+KLZ-Single"
"Q04438","YMR107W","S+KLZ-Single"
"Q04458","YMR110C","S+KLZ-Single"
"Q04461","YMR111C","S+KLZ-Single"
"Q04471","YMR114C","S+KLZ-Single"
"Q04472","YMR115W","S+KLZ-Single"
"Q04477","YMR117C","S+KLZ-Single"
"Q04489","YML096W","S+KLZ-Single"
"Q04491","YLR208W","S+KLZ-Single"
"Q04493","YML094W","S+KLZ-Single"
"Q04500","YML093W","S+KLZ-Single"
"Q04511","YML088W","S+KLZ-Single"
"Q04545","YML081W","S+KLZ-Single"
"Q04549","YDR106W","S+KLZ-Single"
"Q04585","YDR109C","S+KLZ-Single"
"Q04598","YDR115W","S+KLZ-Single"
"Q04599","YDR116C","S+KLZ-Single"
"Q04600","YDR117C","S+KLZ-Single"
"Q04601","YDR118W","S+KLZ-Single"
"Q04602","YDR119W","S+KLZ-Single"
"Q04603","YDR121W","S+KLZ-Single"
"Q04608","YDR124W","S+KLZ-Single"
"Q04623","YDR125C","S+KLZ-Single"
"Q04629","YDR126W","S+KLZ-Single"
"Q04632","YML071C","S+KLZ-Single"
"Q04636","YML069W","S+KLZ-Single"
"Q04638","YML068W","S+KLZ-Single"
"Q04651","YML067C","S+KLZ-Single"
"Q04658","YML066C","S+KLZ-Single"
"Q04659","YMR048W","S+KLZ-Single"
"Q04660","YMR049C","S+KLZ-Single"
"Q04673","YLR005W","S+KLZ-Single"
"Q04675","YMR059W","S+KLZ-Single"
"Q04689","YML050W","S+KLZ-Single"
"Q04693","YML049C","S+KLZ-Single"
"Q04697","YML048W","S+KLZ-Single"
"Q04712","YML043C","S+KLZ-Single"
"Q04728","YMR062C","S+KLZ-Single"
"Q04734","YMR063W","S+KLZ-Single"
"Q04739","YER027C","S+KLZ-Single"
"Q04740","YMR234W","S+KLZ-Single"
"Q04746","YMR065W","S+KLZ-Single"
"Q04748","YMR066W","S+KLZ-Single"
"Q04749","YMR068W","S+KLZ-Single"
"Q04751","YMR069W","S+KLZ-Single"
"Q04767","YMR071C","S+KLZ-Single"
"Q04772","YMR073C","S+KLZ-Single"
"Q04773","YMR074C","S+KLZ-Single"
"Q04779","YMR075W","S+KLZ-Single"
"Q04781","YMR247C","S+KLZ-Single"
"Q04792","YMR250W","S+KLZ-Single"
"Q04814","YMR252C","S+KLZ-Single"
"Q04847","YMR258C","S+KLZ-Single"
"Q04867","YMR310C","S+KLZ-Single"
"Q04868","YMR312W","S+KLZ-Single"
"Q04869","YMR315W","S+KLZ-Single"
"Q04921","YDR218C","S+KLZ-Single"
"Q04922","YDR219C","S+KLZ-Single"
"Q04924","YDR221W","S+KLZ-Single"
"Q04934","YDR229W","S+KLZ-Single"
"Q04935","YDR231C","S+KLZ-Single"
"Q04947","YDR233C","S+KLZ-Single"
"Q04949","YMR299C","S+KLZ-Single"
"Q04958","YML059C","S+KLZ-Single"
"Q04969","YML055W","S+KLZ-Single"
"Q04991","YMR221C","S+KLZ-Single"
"Q05015","YMR222C","S+KLZ-Single"
"Q05016","YMR226C","S+KLZ-Single"
"Q05021","YMR227C","S+KLZ-Single"
"Q05022","YMR229C","S+KLZ-Single"
"Q05024","YMR233W","S+KLZ-Single"
"Q05027","YMR236W","S+KLZ-Single"
"Q05040","YMR029C","S+KLZ-Single"
"Q05050","YMR031C","S+KLZ-Single"
"Q05080","YMR032W","S+KLZ-Single"
"Q05123","YMR033W","S+KLZ-Single"
"Q05131","YMR034C","S+KLZ-Single"
"Q05468","YDR333C","S+KLZ-Single"
"Q05471","YDR334W","S+KLZ-Single"
"Q05473","YDR336W","S+KLZ-Single"
"Q05497","YDR338C","S+KLZ-Single"
"Q05498","YDR339C","S+KLZ-Single"
"Q05506","YDR341C","S+KLZ-Single"
"Q05515","YDR346C","S+KLZ-Single"
"Q05521","YDR284C","S+KLZ-Single"
"Q05530","YDR286C","S+KLZ-Single"
"Q05533","YDR287W","S+KLZ-Single"
"Q05541","YDR288W","S+KLZ-Single"
"Q05543","YDR289C","S+KLZ-Single"
"Q05549","YDR291W","S+KLZ-Single"
"Q05567","YDR294C","S+KLZ-Single"
"Q05568","YDR265W","S+KLZ-Single"
"Q05580","YDR266C","S+KLZ-Single"
"Q05583","YDR267C","S+KLZ-Single"
"Q05635","YDR279W","S+KLZ-Single"
"Q05636","YDR280W","S+KLZ-Single"
"Q05648","YDR282C","S+KLZ-Single"
"Q05670","YMR232W","S+KLZ-Single"
"Q05672","YDL189W","S+KLZ-Single"
"Q05676","YEL059C-A","S+KLZ-Single"
"Q05775","YLR192C","S+KLZ-Single"
"Q05776","YLR193C","S+KLZ-Single"
"Q05778","YLR199C","S+KLZ-Single"
"Q05779","YLR201C","S+KLZ-Single"
"Q05787","YLR207W","S+KLZ-Single"
"Q05788","YLR209C","S+KLZ-Single"
"Q05789","YLR211C","S+KLZ-Single"
"Q05790","YLR213C","S+KLZ-Single"
"Q05791","YLR215C","S+KLZ-Single"
"Q05809","YLR218C","S+KLZ-Single"
"Q05812","YLR219W","S+KLZ-Single"
"Q05854","YLR278C","S+KLZ-Single"
"Q05863","YLR281C","S+KLZ-Single"
"Q05867","YLR283W","S+KLZ-Single"
"Q05871","YLR284C","S+KLZ-Single"
"Q05874","YLR285W","S+KLZ-Single"
"Q05881","YLR287C","S+KLZ-Single"
"Q05892","YLR290C","S+KLZ-Single"
"Q05900","YLR298C","S+KLZ-Single"
"Q05902","YLR299W","S+KLZ-Single"
"Q05905","YLR301W","S+KLZ-Single"
"Q05911","YLR359W","S+KLZ-Single"
"Q05919","YLR360W","S+KLZ-Single"
"Q05924","YLR361C","S+KLZ-Single"
"Q05926","YLR364W","S+KLZ-Single"
"Q05930","YLR368W","S+KLZ-Single"
"Q05933","YLR370C","S+KLZ-Single"
"Q05942","YLR221C","S+KLZ-Single"
"Q05946","YLR222C","S+KLZ-Single"
"Q05947","YLR224W","S+KLZ-Single"
"Q05949","YLR226W","S+KLZ-Single"
"Q05955","YLR227C","S+KLZ-Single"
"Q05979","YLR231C","S+KLZ-Single"
"Q06005","YLR239C","S+KLZ-Single"
"Q06010","YLR389C","S+KLZ-Single"
"Q06011","YLR390W","S+KLZ-Single"
"Q06032","YLR394W","S+KLZ-Single"
"Q06053","YLR401C","S+KLZ-Single"
"Q06058","YLR404W","S+KLZ-Single"
"Q06063","YLR405W","S+KLZ-Single"
"Q06070","YLR407W","S+KLZ-Single"
"Q06071","YLR408C","S+KLZ-Single"
"Q06078","YLR409C","S+KLZ-Single"
"Q06089","YPR098C","S+KLZ-Single"
"Q06090","YPR100W","S+KLZ-Single"
"Q06091","YPR101W","S+KLZ-Single"
"Q06096","YPR105C","S+KLZ-Single"
"Q06102","YPR107C","S+KLZ-Single"
"Q06103","YPR108W","S+KLZ-Single"
"Q06104","YPR109W","S+KLZ-Single"
"Q06106","YPR112C","S+KLZ-Single"
"Q06107","YPR114W","S+KLZ-Single"
"Q06109","YPR116W","S+KLZ-Single"
"Q06116","YPR117W","S+KLZ-Single"
"Q06132","YLR336C","S+KLZ-Single"
"Q06134","YLR341W","S+KLZ-Single"
"Q06137","YLR345W","S+KLZ-Single"
"Q06142","YLR347C","S+KLZ-Single"
"Q06143","YLR348C","S+KLZ-Single"
"Q06146","YLR257W","S+KLZ-Single"
"Q06150","YLR267W","S+KLZ-Single"
"Q06151","YLR270W","S+KLZ-Single"
"Q06152","YLR271W","S+KLZ-Single"
"Q06156","YLR272C","S+KLZ-Single"
"Q06159","YLR312C","S+KLZ-Single"
"Q06162","YLR315W","S+KLZ-Single"
"Q06163","YLR318W","S+KLZ-Single"
"Q06164","YLR320W","S+KLZ-Single"
"Q06168","YLR321C","S+KLZ-Single"
"Q06169","YLR324W","S+KLZ-Single"
"Q06170","YLR326W","S+KLZ-Single"
"Q06179","YLR454W","S+KLZ-Single"
"Q06188","YLR455W","S+KLZ-Single"
"Q06200","YLR443W","S+KLZ-Single"
"Q06201","YLR445W","S+KLZ-Single"
"Q06204","YLR446W","S+KLZ-Single"
"Q06211","YPR164W","S+KLZ-Single"
"Q06213","YPR168W","S+KLZ-Single"
"Q06214","YPR169W","S+KLZ-Single"
"Q06217","YLR275W","S+KLZ-Single"
"Q06218","YLR276C","S+KLZ-Single"
"Q06224","YLR277C","S+KLZ-Single"
"Q06244","YLR165C","S+KLZ-Single"
"Q06245","YLR166C","S+KLZ-Single"
"Q06247","YLR173W","S+KLZ-Single"
"Q06263","YLR181C","S+KLZ-Single"
"Q06287","YLR186W","S+KLZ-Single"
"Q06315","YLR187W","S+KLZ-Single"
"Q06321","YLR189C","S+KLZ-Single"
"Q06324","YLR190W","S+KLZ-Single"
"Q06325","YDR349C","S+KLZ-Single"
"Q06328","YDR352W","S+KLZ-Single"
"Q06333","YDR357C","S+KLZ-Single"
"Q06337","YDR359C","S+KLZ-Single"
"Q06338","YDR361C","S+KLZ-Single"
"Q06339","YDR362C","S+KLZ-Single"
"Q06340","YDR363W","S+KLZ-Single"
"Q06344","YDR365C","S+KLZ-Single"
"Q06346","YDR367W","S+KLZ-Single"
"Q06349","YDR370C","S+KLZ-Single"
"Q06350","YDR371W","S+KLZ-Single"
"Q06385","YDR372C","S+KLZ-Single"
"Q06389","YDR373W","S+KLZ-Single"
"Q06390","YDR374C","S+KLZ-Single"
"Q06405","YDR377W","S+KLZ-Single"
"Q06406","YDR378C","S+KLZ-Single"
"Q06408","YDR380W","S+KLZ-Single"
"Q06409","YLR422W","S+KLZ-Single"
"Q06410","YLR423C","S+KLZ-Single"
"Q06411","YLR424W","S+KLZ-Single"
"Q06412","YLR425W","S+KLZ-Single"
"Q06417","YLR426W","S+KLZ-Single"
"Q06436","YLR427W","S+KLZ-Single"
"Q06440","YLR429W","S+KLZ-Single"
"Q06479","YLR352W","S+KLZ-Single"
"Q06489","YPR118W","S+KLZ-Single"
"Q06493","YPR125W","S+KLZ-Single"
"Q06494","YPR127W","S+KLZ-Single"
"Q06497","YPR128C","S+KLZ-Single"
"Q06504","YPR131C","S+KLZ-Single"
"Q06505","YPR133C","S+KLZ-Single"
"Q06506","YPR137W","S+KLZ-Single"
"Q06508","YPR139C","S+KLZ-Single"
"Q06510","YPR140W","S+KLZ-Single"
"Q06511","YPR143W","S+KLZ-Single"
"Q06512","YPR144C","S+KLZ-Single"
"Q06522","YPR147C","S+KLZ-Single"
"Q06523","YPR148C","S+KLZ-Single"
"Q06524","YPR151C","S+KLZ-Single"
"Q06525","YPR152C","S+KLZ-Single"
"Q06537","YPR153W","S+KLZ-Single"
"Q06538","YLR241W","S+KLZ-Single"
"Q06541","YLR242C","S+KLZ-Single"
"Q06543","YLR243W","S+KLZ-Single"
"Q06549","YLR245C","S+KLZ-Single"
"Q06551","YLR246W","S+KLZ-Single"
"Q06554","YLR247C","S+KLZ-Single"
"Q06563","YLR251W","S+KLZ-Single"
"Q06567","YLR253W","S+KLZ-Single"
"Q06568","YLR254C","S+KLZ-Single"
"Q06580","YPR188C","S+KLZ-Single"
"Q06592","YPR193C","S+KLZ-Single"
"Q06593","YPR194C","S+KLZ-Single"
"Q06596","YPR199C","S+KLZ-Single"
"Q06598","YPR201W","S+KLZ-Single"
"Q06604","YPR171W","S+KLZ-Single"
"Q06608","YPR172W","S+KLZ-Single"
"Q06623","YPR179C","S+KLZ-Single"
"Q06624","YPR180W","S+KLZ-Single"
"Q06625","YPR184W","S+KLZ-Single"
"Q06628","YPR185W","S+KLZ-Single"
"Q06629","YDR295C","S+KLZ-Single"
"Q06630","YDR296W","S+KLZ-Single"
"Q06631","YDR299W","S+KLZ-Single"
"Q06632","YDR301W","S+KLZ-Single"
"Q06636","YDR302W","S+KLZ-Single"
"Q06639","YDR303C","S+KLZ-Single"
"Q06640","YDR306C","S+KLZ-Single"
"Q06644","YDR307W","S+KLZ-Single"
"Q06648","YDR309C","S+KLZ-Single"
"Q06651","YDR313C","S+KLZ-Single"
"Q06665","YDR314C","S+KLZ-Single"
"Q06667","YDR315C","S+KLZ-Single"
"Q06668","YDR316W","S+KLZ-Single"
"Q06671","YLR431C","S+KLZ-Single"
"Q06672","YLR435W","S+KLZ-Single"
"Q06673","YLR436C","S+KLZ-Single"
"Q06674","YDR317W","S+KLZ-Single"
"Q06675","YDR318W","S+KLZ-Single"
"Q06676","YDR319C","S+KLZ-Single"
"Q06677","YDR320C","S+KLZ-Single"
"Q06678","YDR322W","S+KLZ-Single"
"Q06679","YDR324C","S+KLZ-Single"
"Q06680","YDR325W","S+KLZ-Single"
"Q06682","YDR330W","S+KLZ-Single"
"Q06683","YDR332W","S+KLZ-Single"
"Q06685","YLR410W","S+KLZ-Single"
"Q06686","YLR411W","S+KLZ-Single"
"Q06688","YLR412W","S+KLZ-Single"
"Q06696","YLR417W","S+KLZ-Single"
"Q06697","YLR418C","S+KLZ-Single"
"Q06698","YLR419W","S+KLZ-Single"
"Q06703","YLR308W","S+KLZ-Single"
"Q06704","YLR309C","S+KLZ-Single"
"Q06705","YLR380W","S+KLZ-Single"
"Q06706","YLR384C","S+KLZ-Single"
"Q06707","YLR385C","S+KLZ-Single"
"Q06708","YLR386W","S+KLZ-Single"
"Q06709","YLR387C","S+KLZ-Single"
"Q06810","YPR075C","S+KLZ-Single"
"Q06815","YPR079W","S+KLZ-Single"
"Q06819","YPR082C","S+KLZ-Single"
"Q06820","YPR083W","S+KLZ-Single"
"Q06821","YPR084W","S+KLZ-Single"
"Q06822","YPR085C","S+KLZ-Single"
"Q06833","YPR091C","S+KLZ-Single"
"Q06834","YPR093C","S+KLZ-Single"
"Q06835","YPR094W","S+KLZ-Single"
"Q06836","YPR095C","S+KLZ-Single"
"Q06839","YPR097W","S+KLZ-Single"
"Q06892","YPL188W","S+KLZ-Single"
"Q06991","YLR414C","S+KLZ-Single"
"Q07084","YLR006C","S+KLZ-Single"
"Q07349","YDL027C","S+KLZ-Single"
"Q07350","YDL043C","S+KLZ-Single"
"Q07362","YDL053C","S+KLZ-Single"
"Q07376","YDL054C","S+KLZ-Single"
"Q07379","YDL057W","S+KLZ-Single"
"Q07381","YDL060W","S+KLZ-Single"
"Q07395","YDL063C","S+KLZ-Single"
"Q07418","YDL065C","S+KLZ-Single"
"Q07451","YDL072C","S+KLZ-Single"
"Q07454","YDL073W","S+KLZ-Single"
"Q07457","YDL074C","S+KLZ-Single"
"Q07458","YDL076C","S+KLZ-Single"
"Q07468","YDL077C","S+KLZ-Single"
"Q07478","YDL084W","S+KLZ-Single"
"Q07505","YDL086W","S+KLZ-Single"
"Q07508","YDL087C","S+KLZ-Single"
"Q07527","YDL112W","S+KLZ-Single"
"Q07528","YDL113C","S+KLZ-Single"
"Q07530","YDL114W","S+KLZ-Single"
"Q07532","YDL115C","S+KLZ-Single"
"Q07533","YDL117W","S+KLZ-Single"
"Q07534","YDL119C","S+KLZ-Single"
"Q07540","YDL120W","S+KLZ-Single"
"Q07541","YDL121C","S+KLZ-Single"
"Q07549","YDL123W","S+KLZ-Single"
"Q07551","YDL124W","S+KLZ-Single"
"Q07555","YDL129W","S+KLZ-Single"
"Q07560","YDL142C","S+KLZ-Single"
"Q07589","YDL144C","S+KLZ-Single"
"Q07622","YDL203C","S+KLZ-Single"
"Q07623","YDL213C","S+KLZ-Single"
"Q07629","YDL218W","S+KLZ-Single"
"Q07648","YDL219W","S+KLZ-Single"
"Q07653","YDL223C","S+KLZ-Single"
"Q07657","YDL225W","S+KLZ-Single"
"Q07660","YDL231C","S+KLZ-Single"
"Q07684","YDL233W","S+KLZ-Single"
"Q07688","YDL235C","S+KLZ-Single"
"Q07716","YDL237W","S+KLZ-Single"
"Q07729","YDL238C","S+KLZ-Single"
"Q07794","YLL002W","S+KLZ-Single"
"Q07798","YLL005C","S+KLZ-Single"
"Q07799","YLL007C","S+KLZ-Single"
"Q07807","YLL013C","S+KLZ-Single"
"Q07821","YLL027W","S+KLZ-Single"
"Q07824","YLL028W","S+KLZ-Single"
"Q07825","YLL029W","S+KLZ-Single"
"Q07830","YLL031C","S+KLZ-Single"
"Q07834","YLL032C","S+KLZ-Single"
"Q07843","YLL033W","S+KLZ-Single"
"Q07844","YLL034C","S+KLZ-Single"
"Q07845","YLL035W","S+KLZ-Single"
"Q07872","YLL038C","S+KLZ-Single"
"Q07878","YLL040C","S+KLZ-Single"
"Q07879","YLL042C","S+KLZ-Single"
"Q07887","YLL049W","S+KLZ-Single"
"Q07895","YLR001C","S+KLZ-Single"
"Q07896","YLR002C","S+KLZ-Single"
"Q07897","YLR003C","S+KLZ-Single"
"Q07904","YLR004C","S+KLZ-Single"
"Q07913","YLR007W","S+KLZ-Single"
"Q07914","YLR008C","S+KLZ-Single"
"Q07915","YLR009W","S+KLZ-Single"
"Q07923","YLR011W","S+KLZ-Single"
"Q07927","YLR012C","S+KLZ-Single"
"Q07930","YLR016C","S+KLZ-Single"
"Q07938","YLR017W","S+KLZ-Single"
"Q07950","YLR020C","S+KLZ-Single"
"Q07951","YLR021W","S+KLZ-Single"
"Q07953","YLR022C","S+KLZ-Single"
"Q07959","YLR023C","S+KLZ-Single"
"Q07963","YLR024C","S+KLZ-Single"
"Q07979","YLR033W","S+KLZ-Single"
"Q07980","YLR035C","S+KLZ-Single"
"Q07988","YLR040C","S+KLZ-Single"
"Q08003","YLR073C","S+KLZ-Single"
"Q08004","YLR074C","S+KLZ-Single"
"Q08023","YLR077W","S+KLZ-Single"
"Q08032","YLR103C","S+KLZ-Single"
"Q08045","YLR104W","S+KLZ-Single"
"Q08054","YOL007C","S+KLZ-Single"
"Q08058","YOL008W","S+KLZ-Single"
"Q08096","YOL010W","S+KLZ-Single"
"Q08109","YOL013C","S+KLZ-Single"
"Q08144","YOL018C","S+KLZ-Single"
"Q08157","YOL019W","S+KLZ-Single"
"Q08162","YOL021C","S+KLZ-Single"
"Q08176","YOL026C","S+KLZ-Single"
"Q08179","YOL027C","S+KLZ-Single"
"Q08193","YOL030W","S+KLZ-Single"
"Q08199","YOL031C","S+KLZ-Single"
"Q08202","YOL032W","S+KLZ-Single"
"Q08204","YOL034W","S+KLZ-Single"
"Q08208","YOL041C","S+KLZ-Single"
"Q08213","YOL042W","S+KLZ-Single"
"Q08214","YOL043C","S+KLZ-Single"
"Q08215","YOL044W","S+KLZ-Single"
"Q08218","YOL047C","S+KLZ-Single"
"Q08219","YOL048C","S+KLZ-Single"
"Q08220","YOL049W","S+KLZ-Single"
"Q08223","YOL053W","S+KLZ-Single"
"Q08225","YOL057W","S+KLZ-Single"
"Q08226","YOL063C","S+KLZ-Single"
"Q08227","YOL065C","S+KLZ-Single"
"Q08229","YOL070C","S+KLZ-Single"
"Q08230","YOL071W","S+KLZ-Single"
"Q08231","YOL072W","S+KLZ-Single"
"Q08232","YOL073C","S+KLZ-Single"
"Q08234","YOL075C","S+KLZ-Single"
"Q08235","YOL077C","S+KLZ-Single"
"Q08236","YOL078W","S+KLZ-Single"
"Q08237","YOL080C","S+KLZ-Single"
"Q08268","YOL119C","S+KLZ-Single"
"Q08271","YOL132W","S+KLZ-Single"
"Q08273","YOL133W","S+KLZ-Single"
"Q08278","YOL135C","S+KLZ-Single"
"Q08280","YOL137W","S+KLZ-Single"
"Q08281","YOL138C","S+KLZ-Single"
"Q08282","YOL141W","S+KLZ-Single"
"Q08285","YOL142W","S+KLZ-Single"
"Q08287","YOL144W","S+KLZ-Single"
"Q08299","YOL158C","S+KLZ-Single"
"Q08347","YOL164W","S+KLZ-Single"
"Q08387","YOR005C","S+KLZ-Single"
"Q08412","YOR042W","S+KLZ-Single"
"Q08417","YOR049C","S+KLZ-Single"
"Q08421","YOR051C","S+KLZ-Single"
"Q08422","YOR052C","S+KLZ-Single"
"Q08444","YOR056C","S+KLZ-Single"
"Q08446","YOR057W","S+KLZ-Single"
"Q08448","YOR059C","S+KLZ-Single"
"Q08457","YOR060C","S+KLZ-Single"
"Q08465","YOR064C","S+KLZ-Single"
"Q08471","YOR066W","S+KLZ-Single"
"Q08484","YOR070C","S+KLZ-Single"
"Q08490","YOR073W","S+KLZ-Single"
"Q08492","YOR078W","S+KLZ-Single"
"Q08496","YOR080W","S+KLZ-Single"
"Q08548","YOR175C","S+KLZ-Single"
"Q08558","YOR180C","S+KLZ-Single"
"Q08561","YOR189W","S+KLZ-Single"
"Q08562","YOR191W","S+KLZ-Single"
"Q08581","YOR195W","S+KLZ-Single"
"Q08601","YOR197W","S+KLZ-Single"
"Q08622","YOR205C","S+KLZ-Single"
"Q08634","YOR238W","S+KLZ-Single"
"Q08641","YOR239W","S+KLZ-Single"
"Q08645","YOR241W","S+KLZ-Single"
"Q08646","YOR242C","S+KLZ-Single"
"Q08647","YOR243C","S+KLZ-Single"
"Q08649","YOR244W","S+KLZ-Single"
"Q08650","YOR245C","S+KLZ-Single"
"Q08651","YOR246C","S+KLZ-Single"
"Q08683","YOR249C","S+KLZ-Single"
"Q08685","YOR250C","S+KLZ-Single"
"Q08686","YOR251C","S+KLZ-Single"
"Q08687","YOR252W","S+KLZ-Single"
"Q08689","YOR253W","S+KLZ-Single"
"Q08692","YOR255W","S+KLZ-Single"
"Q08702","YOR258W","S+KLZ-Single"
"Q08723","YOR261C","S+KLZ-Single"
"Q08726","YOR262W","S+KLZ-Single"
"Q08729","YOR264W","S+KLZ-Single"
"Q08732","YOR267C","S+KLZ-Single"
"Q08742","YOR286W","S+KLZ-Single"
"Q08743","YOR292C","S+KLZ-Single"
"Q08746","YOR294W","S+KLZ-Single"
"Q08748","YOR296W","S+KLZ-Single"
"Q08749","YOR297C","S+KLZ-Single"
"Q08750","YOR298W","S+KLZ-Single"
"Q08760","YOR301W","S+KLZ-Single"
"Q08774","YOR305W","S+KLZ-Single"
"Q08777","YOR306C","S+KLZ-Single"
"Q08816","YOR352W","S+KLZ-Single"
"Q08817","YOR353C","S+KLZ-Single"
"Q08818","YOR354C","S+KLZ-Single"
"Q08822","YOR356W","S+KLZ-Single"
"Q08826","YOR357C","S+KLZ-Single"
"Q08831","YOR359W","S+KLZ-Single"
"Q08873","YOR367W","S+KLZ-Single"
"Q08887","YOR372C","S+KLZ-Single"
"Q08902","YOR378W","S+KLZ-Single"
"Q08911","YOR388C","S+KLZ-Single"
"Q08920","YPL178W","S+KLZ-Single"
"Q08921","YPL180W","S+KLZ-Single"
"Q08923","YPL181W","S+KLZ-Single"
"Q08924","YPL183C","S+KLZ-Single"
"Q08925","YPL184C","S+KLZ-Single"
"Q08926","YPL186C","S+KLZ-Single"
"Q08931","YPL192C","S+KLZ-Single"
"Q08932","YPL193W","S+KLZ-Single"
"Q08949","YPL194W","S+KLZ-Single"
"Q08951","YPL195W","S+KLZ-Single"
"Q08952","YPL196W","S+KLZ-Single"
"Q08954","YPL199C","S+KLZ-Single"
"Q08956","YPL201C","S+KLZ-Single"
"Q08959","YPL206C","S+KLZ-Single"
"Q08960","YPL207W","S+KLZ-Single"
"Q08961","YPL208W","S+KLZ-Single"
"Q08962","YPL211W","S+KLZ-Single"
"Q08963","YPL213W","S+KLZ-Single"
"Q08965","YPL217C","S+KLZ-Single"
"Q08968","YPL222W","S+KLZ-Single"
"Q08971","YPL225W","S+KLZ-Single"
"Q08972","YPL226W","S+KLZ-Single"
"Q08977","YPL260W","S+KLZ-Single"
"Q08979","YPL263C","S+KLZ-Single"
"Q08981","YPL267W","S+KLZ-Single"
"Q08984","YPL272C","S+KLZ-Single"
"Q10740","YNL045W","S+KLZ-Single"
"Q12000","YOR091W","S+KLZ-Single"
"Q12001","YOR002W","S+KLZ-Single"
"Q12003","YPL236C","S+KLZ-Single"
"Q12004","YPR056W","S+KLZ-Single"
"Q12006","YOL003C","S+KLZ-Single"
"Q12009","YDL201W","S+KLZ-Single"
"Q12010","YOL092W","S+KLZ-Single"
"Q12012","YOR289W","S+KLZ-Single"
"Q12015","YOR223W","S+KLZ-Single"
