"protein","Gene","Group"
"P09932","YDL227C","GroupIII"
"Q05905","YLR301W","GroupIII"
"P69852","YKL138C-A","GroupIII"
"Q9URQ5","YCR020W-B","GroupIII"
"P53892","YNL164C","GroupIII"
"Q12214","YPR068C","GroupIII"
"Q08561","YOR189W","GroupIII"
"P39520","YLR223C","GroupIII"
"P46958","YJL146W","GroupIII"
"P38284","YBR157C","GroupIII"
"Q9P305","YHR132W-A","GroupIII"
"P43596","YFR013W","GroupIII"
"Q03824","YMR163C","GroupIII"
"P26798","YDR123C","GroupIII"
"P40154","YNL215W","GroupIII"
"Q12329","YDR171W","GroupIII"
"P38348","YBR272C","GroupIII"
"P40060","YER092W","GroupIII"
"Q12345","YLR052W","GroupIII"
"P25619","YCR021C","GroupIII"
"P43598","YFR017C","GroupIII"
"P38349","YBR273C","GroupIII"
"P36137","YKR044W","GroupIII"
"P33122","YOR344C","GroupIII"
"P32571","YDR069C","GroupIII"
"Q07963","YLR024C","GroupIII"
"P40453","YIL156W","GroupIII"
"Q04228","YML013W","GroupIII"
"P39001","YDR207C","GroupIII"
"Q12151","YDR213W","GroupIII"
"P35200","YLR168C","GroupIII"
"Q06525","YPR152C","GroupIII"
"P25372","YCR083W","GroupIII"
"Q05024","YMR233W","GroupIII"
"P47168","YJR136C","GroupIII"
"Q3E790","YBR058C-A","GroupIII"
"P32893","YGR166W","GroupIII"
"P04840","YNL055C","GroupIII"
"P32772","YDL169C","GroupIII"
"P40017","YER024W","GroupIII"
"Q08926","YPL186C","GroupIII"
"Q03714","YML029W","GroupIII"
"P23642","YML115C","GroupIII"
"P38882","YHR196W","GroupIII"
"Q12241","YOR106W","GroupIII"
"Q06596","YPR199C","GroupIII"
"P27654","YBR067C","GroupIII"
"P33891","YGL145W","GroupIII"
"Q12513","YDL110C","GroupIII"
"P80967","YPR133W-A","GroupIII"
"Q02721","YLR329W","GroupIII"
"O13539","YHR167W","GroupIII"
"P38290","YBR165W","GroupIII"
"P53209","YGR016W","GroupIII"
"P53262","YGR106C","GroupIII"
"P36116","YKR020W","GroupIII"
"P33301","YDR369C","GroupIII"
"P47161","YJR126C","GroupIII"
"Q03433","YML041C","GroupIII"
"Q05919","YLR360W","GroupIII"
"P40463","YIL135C","GroupIII"
"P53185","YGL036W","GroupIII"
"P43585","YFL004W","GroupIII"
"Q04602","YDR119W","GroupIII"
"P53241","YGR065C","GroupIII"
"P53285","YGR141W","GroupIII"
"P38784","YHR060W","GroupIII"
"P53217","YGR026W","GroupIII"
"P25591","YCL063W","GroupIII"
"P40003","YEL005C","GroupIII"
"P53208","YGR015C","GroupIII"
"Q03533","YMR291W","GroupIII"
"Q08749","YOR297C","GroupIII"
"P07213","YNL121C","GroupIII"
"P33448","YOR045W","GroupIII"
"P40462","YIL137C","GroupIII"
"P36165","YKR089C","GroupIII"
"P32830","YBR091C","GroupIII"
"P38338","YBR259W","GroupIII"
"P32788","YBL010C","GroupIII"
"P25361","YCR043C","GroupIII"
"Q3E776","YBR255C-A","GroupIII"
"P0C268","YBL039W-B","GroupIII"
"Q3E830","YCR075W-A","GroupIII"
"P38321","YBR225W","GroupIII"
"Q07541","YDL121C","GroupIII"
"P36131","YKR037C","GroupIII"
"P41901","YGR059W","GroupIII"
"Q06707","YLR385C","GroupIII"
"P38263","YBR105C","GroupIII"
"P07261","YPL075W","GroupIII"
"Q01722","YNL199C","GroupIII"
"P38817","YHR108W","GroupIII"
"P53849","YNL255C","GroupIII"
"Q12418","YLR094C","GroupIII"
"P18494","YER040W","GroupIII"
"P39732","YAL031C","GroupIII"
"P40056","YER083C","GroupIII"
"P53171","YGL057C","GroupIII"
"P38229","YBR045C","GroupIII"
"P38819","YHR110W","GroupIII"
"P38767","YHR032W","GroupIII"
"P62651","YPL096C-A","GroupIII"
"Q03661","YMR219W","GroupIII"
"P52911","YDR261C","GroupIII"
"P42835","YNL327W","GroupIII"
"P53918","YNL125C","GroupIII"
"Q03096","YIL009C-A","GroupIII"
"P43592","YFR008W","GroupIII"
"Q12450","YOR016C","GroupIII"
"P40557","YIL005W","GroupIII"
"P39715","YAL059W","GroupIII"
"Q05050","YMR031C","GroupIII"
"P40540","YIL027C","GroupIII"
"P53080","YGL222C","GroupIII"
"Q06673","YLR436C","GroupIII"
"P43555","YFL048C","GroupIII"
"Q12403","YDL018C","GroupIII"
"Q07872","YLL038C","GroupIII"
"Q99234","YOR030W","GroupIII"
"P25453","YER179W","GroupIII"
"P38310","YBR207W","GroupIII"
"P25659","YCR076C","GroupIII"
"P32791","YLR214W","GroupIII"
"P38777","YHR049W","GroupIII"
"Q99369","YOR280C","GroupIII"
"Q06629","YDR295C","GroupIII"
"P36141","YKR049C","GroupIII"
"O13329","YDR110W","GroupIII"
"P53739","YNR047W","GroupIII"
"Q07653","YDL223C","GroupIII"
"Q05015","YMR222C","GroupIII"
"P40020","YER032W","GroupIII"
"Q03898","YDR130C","GroupIII"
"P46671","YMR052W","GroupIII"
"Q08299","YOL158C","GroupIII"
"Q03769","YDR153C","GroupIII"
"Q99382","YLR065C","GroupIII"
"Q06179","YLR454W","GroupIII"
"Q06011","YLR390W","GroupIII"
"Q02202","YKR004C","GroupIII"
"P39995","YEL018W","GroupIII"
"P38844","YHR143W","GroupIII"
"Q08729","YOR264W","GroupIII"
"P48235","YGR146C","GroupIII"
"Q04110","YDR446W","GroupIII"
"P38167","YBL101C","GroupIII"
"Q05871","YLR284C","GroupIII"
"P47144","YJR106W","GroupIII"
"Q06349","YDR370C","GroupIII"
"Q04623","YDR125C","GroupIII"
"P36041","YKL204W","GroupIII"
"P40319","YLR372W","GroupIII"
"P46984","YJL184W","GroupIII"
"P40366","YJL065C","GroupIII"
"Q06200","YLR443W","GroupIII"
"P32801","YKL048C","GroupIII"
"P32644","YER176W","GroupIII"
"Q03214","YMR176W","GroupIII"
"P38732","YHL039W","GroupIII"
"Q12359","YDR384C","GroupIII"
"P38273","YBR131W","GroupIII"
"P21306","YPL271W","GroupIII"
"Q06703","YLR308W","GroupIII"
"P18411","YAL008W","GroupIII"
"Q08271","YOL132W","GroupIII"
"P53150","YGL090W","GroupIII"
"Q02796","YPL055C","GroupIII"
"Q04396","YDR503C","GroupIII"
"Q04005","YDR184C","GroupIII"
"P43560","YFL042C","GroupIII"
"Q04377","YDR499W","GroupIII"
"Q03579","YMR298W","GroupIII"
"P38210","YBL006C","GroupIII"
"Q08218","YOL047C","GroupIII"
"P42838","YNL323W","GroupIII"
"Q07887","YLL049W","GroupIII"
"P38341","YBR262C","GroupIII"
"Q06820","YPR083W","GroupIII"
"P29467","YER044C-A","GroupIII"
"Q02455","YKR095W","GroupIII"
"Q06211","YPR164W","GroupIII"
"P40577","YIR025W","GroupIII"
"Q08777","YOR306C","GroupIII"
"Q02205","YKR007W","GroupIII"
"P16523","YNL210W","GroupIII"
"Q06164","YLR320W","GroupIII"
"P40971","YDR034C","GroupIII"
"P40065","YER106W","GroupIII"
"Q06406","YDR378C","GroupIII"
"P33308","YNR010W","GroupIII"
"P32389","YNL103W","GroupIII"
"P47164","YJR130C","GroupIII"
"Q12198","YLL058W","GroupIII"
"Q03735","YML117W","GroupIII"
"Q06568","YLR254C","GroupIII"
"P50945","YNL100W","GroupIII"
"Q12366","YOL104C","GroupIII"
"Q12144","YLR064W","GroupIII"
"P47025","YJL112W","GroupIII"
"P40356","YGL025C","GroupIII"
"Q03218","YMR177W","GroupIII"
"Q06324","YLR190W","GroupIII"
"P32419","YDL078C","GroupIII"
"P40573","YIR017C","GroupIII"
"P34072","YNL076W","GroupIII"
"P24720","YOR350C","GroupIII"
"P38257","YBR098W","GroupIII"
"P53583","YNL249C","GroupIII"
"P39016","YGL178W","GroupIII"
"Q12171","YOR147W","GroupIII"
"Q02574","YLR288C","GroupIII"
"P42834","YNL328C","GroupIII"
"P32489","YPL121C","GroupIII"
"Q12041","YDR253C","GroupIII"
"Q12124","YDL005C","GroupIII"
"Q08268","YOL119C","GroupIII"
"P21965","YNL307C","GroupIII"
"Q08179","YOL027C","GroupIII"
"P38801","YHR081W","GroupIII"
"Q12230","YPL004C","GroupIII"
"P23493","YKL093W","GroupIII"
"Q12106","YOR228C","GroupIII"
"P22133","YOL126C","GroupIII"
"Q04087","YDR439W","GroupIII"
"P39678","YDL056W","GroupIII"
"P53237","YGR057C","GroupIII"
"P35192","YMR021C","GroupIII"
"P34239","YKL176C","GroupIII"
"P38878","YHR192W","GroupIII"
"P23059","YCR020C-A","GroupIII"
"P34232","YKL186C","GroupIII"
"P53077","YGL226W","GroupIII"
"P42939","YGR206W","GroupIII"
"Q05812","YLR219W","GroupIII"
"Q08818","YOR354C","GroupIII"
"P08593","YPR134W","GroupIII"
"Q02866","YPL070W","GroupIII"
"Q08750","YOR298W","GroupIII"
"P47069","YJL019W","GroupIII"
"Q12467","YPL168W","GroupIII"
"P47007","YJL147C","GroupIII"
"P13712","YBR195C","GroupIII"
"Q99316","YOL088C","GroupIII"
"P38734","YHL036W","GroupIII"
"P54785","YMR070W","GroupIII"
"P38172","YBL095W","GroupIII"
"P48564","YNL295W","GroupIII"
"Q07349","YDL027C","GroupIII"
"P53159","YGL075C","GroupIII"
"Q12411","YOL091W","GroupIII"
"P40050","YER077C","GroupIII"
"Q08471","YOR066W","GroupIII"
"Q01926","YOR334W","GroupIII"
"P53604","YNR049C","GroupIII"
"P38069","YBR015C","GroupIII"
"P53725","YNR024W","GroupIII"
"P47084","YJR003C","GroupIII"
"P46982","YJL186W","GroupIII"
"P34230","YKL188C","GroupIII"
"Q06639","YDR303C","GroupIII"
"P25302","YER111C","GroupIII"
"Q12100","YDL025C","GroupIII"
"Q12379","YDR260C","GroupIII"
"Q04947","YDR233C","GroupIII"
"P40342","YNR004W","GroupIII"
"P46676","YDR310C","GroupIII"
"Q04175","YDR395W","GroupIII"
"P53330","YGR275W","GroupIII"
"P12686","YGR084C","GroupIII"
"P53289","YGR161C","GroupIII"
"P40063","YER104W","GroupIII"
"P10662","YDR347W","GroupIII"
"P05749","YLR061W","GroupIII"
"P39975","YEL072W","GroupIII"
"Q05635","YDR279W","GroupIII"
"P51862","YLR371W","GroupIII"
"P40693","YNL002C","GroupIII"
"P38330","YBR238C","GroupIII"
"P09959","YLR182W","GroupIII"
"Q03430","YDR494W","GroupIII"
"P32591","YJL176C","GroupIII"
"Q04847","YMR258C","GroupIII"
"P11938","YNL216W","GroupIII"
"P05319","YOL039W","GroupIII"
"P36054","YKL159C","GroupIII"
"P32841","YMR133W","GroupIII"
"Q00246","YKR055W","GroupIII"
"P53879","YNL180C","GroupIII"
"P29539","YBR275C","GroupIII"
"Q03792","YMR154C","GroupIII"
"P50109","YML017W","GroupIII"
"P07390","YNR045W","GroupIII"
"P39927","YGR156W","GroupIII"
"P53118","YGL144C","GroupIII"
"Q02773","YML091C","GroupIII"
"Q02805","YOR018W","GroupIII"
"P47006","YJL148W","GroupIII"
"Q12167","YDR065W","GroupIII"
"P40470","YIL127C","GroupIII"
"P40993","YDR478W","GroupIII"
"P25367","YCL028W","GroupIII"
"P53724","YNR022C","GroupIII"
"P53437","YMR270C","GroupIII"
"P50106","YDR156W","GroupIII"
"P23250","YIL119C","GroupIII"
"Q02983","YLR141W","GroupIII"
"Q08219","YOL048C","GroupIII"
"P53117","YGL146C","GroupIII"
"P38204","YBL025W","GroupIII"
"Q06109","YPR116W","GroupIII"
"Q04003","YDR181C","GroupIII"
"P34218","YBL052C","GroupIII"
"P52871","YER019C-A","GroupIII"
"P23833","YBR037C","GroupIII"
"P40316","YDR113C","GroupIII"
"P40084","YER139C","GroupIII"
"P89114","YHR079C-A","GroupIII"
"P40455","YIL152W","GroupIII"
"Q08465","YOR064C","GroupIII"
"P53891","YNL165W","GroupIII"
"P53736","YNR040W","GroupIII"
"P43587","YFR003C","GroupIII"
"Q06523","YPR148C","GroupIII"
"Q06821","YPR084W","GroupIII"
"P38833","YHR127W","GroupIII"
"P40214","YMR144W","GroupIII"
"P53846","YNL260C","GroupIII"
"Q06104","YPR109W","GroupIII"
"P40207","YMR134W","GroupIII"
"Q02872","YPL108W","GroupIII"
"Q06116","YPR117W","GroupIII"
"P31111","YDR285W","GroupIII"
"P48568","YDL186W","GroupIII"
"P32792","YHR017W","GroupIII"
"P47114","YJR054W","GroupIII"
"Q3E795","YLR361C-A","GroupIII"
"Q3E824","YOR020W-A","GroupIII"
"Q02864","YPL071C","GroupIII"
"P38815","YHR105W","GroupIII"
"P53100","YGL185C","GroupIII"
"Q08956","YPL201C","GroupIII"
"P40570","YIR014W","GroupIII"
"Q06146","YLR257W","GroupIII"
"P38746","YHL014C","GroupIII"
"Q03703","YML037C","GroupIII"
"P53929","YNL108C","GroupIII"
"Q12219","YOR114W","GroupIII"
"Q06107","YPR114W","GroupIII"
"P40022","YER034W","GroupIII"
"Q12301","YDL180W","GroupIII"
"P53249","YGR079W","GroupIII"
"P53155","YGL082W","GroupIII"
"Q3E825","YLR307C-A","GroupIII"
"Q12179","YPL245W","GroupIII"
"Q06325","YDR349C","GroupIII"
"P38277","YBR138C","GroupIII"
"Q07454","YDL073W","GroupIII"
"Q06204","YLR446W","GroupIII"
"Q06188","YLR455W","GroupIII"
"Q03559","YMR295C","GroupIII"
"Q04867","YMR310C","GroupIII"
"Q03759","YML108W","GroupIII"
"P32331","YPR058W","GroupIII"
"P53748","YNR062C","GroupIII"
"Q03083","YPL034W","GroupIII"
"Q12194","YPL066W","GroupIII"
"Q05497","YDR338C","GroupIII"
"Q07927","YLR012C","GroupIII"
"Q03236","YMR187C","GroupIII"
"P53749","YNR063W","GroupIII"
"P48559","YNL304W","GroupIII"
"P25349","YCR004C","GroupIII"
"P53278","YGR130C","GroupIII"
"P53139","YGL108C","GroupIII"
"P46992","YJL171C","GroupIII"
"Q02209","YKR011C","GroupIII"
"P40218","YMR147W","GroupIII"
"Q3E842","YMR122W-A","GroupIII"
"P40083","YER137C","GroupIII"
"P36083","YKL075C","GroupIII"
"Q3E7A7","YKL018C-A","GroupIII"
"Q02203","YKR005C","GroupIII"
"Q03823","YMR160W","GroupIII"
"Q03648","YMR209C","GroupIII"
"P53952","YNL050C","GroupIII"
"Q08157","YOL019W","GroupIII"
"Q08984","YPL272C","GroupIII"
"Q3E7B0","YER053C-A","GroupIII"
"P39961","YER184C","GroupIII"
"P53156","YGL081W","GroupIII"
"Q3E7A3","YJL133C-A","GroupIII"
"P47107","YJR039W","GroupIII"
"P46951","YGR198W","GroupIII"
"Q12010","YOL092W","GroupIII"
"P36036","YKL214C","GroupIII"
"O14468","YOR304C-A","GroupIII"
"Q03080","YPL039W","GroupIII"
"P53061","YGL249W","GroupIII"
"Q03362","YDR476C","GroupIII"
"P53272","YGR122W","GroupIII"
"P40523","YIL055C","GroupIII"
"Q07799","YLL007C","GroupIII"
"P47043","YJL056C","GroupIII"
"P20107","YMR243C","GroupIII"
"P40021","YER033C","GroupIII"
"O43137","YBR085C-A","GroupIII"
"Q12489","YDL012C","GroupIII"
"Q04093","YDR444W","GroupIII"
"P38870","YHR182W","GroupIII"
"Q04162","YDR387C","GroupIII"
"Q04170","YDR391C","GroupIII"
"Q12027","YDL176W","GroupIII"
"Q12257","YDL177C","GroupIII"
"Q06676","YDR319C","GroupIII"
"P53316","YGR250C","GroupIII"
"P40543","YIL024C","GroupIII"
"P38243","YBR071W","GroupIII"
"Q03787","YDR249C","GroupIII"
"P38763","YHR022C","GroupIII"
"Q3E7B7","YDL085C-A","GroupIII"
"Q07555","YDL129W","GroupIII"
"P53270","YGR117C","GroupIII"
"P47118","YJR067C","GroupIII"
"Q12025","YDR056C","GroupIII"
"Q12082","YDL157C","GroupIII"
"Q07950","YLR020C","GroupIII"
"P50089","YGR237C","GroupIII"
"P53274","YGR126W","GroupIII"
"P53293","YGR168C","GroupIII"
"Q3E6R5","YDR381C-A","GroupIII"
"P40052","YER079W","GroupIII"
"P0C5N3","YGL041W-A","GroupIII"
"P53133","YGL117W","GroupIII"
"Q05947","YLR224W","GroupIII"
"Q03208","YML119W","GroupIII"
"P38180","YBL081W","GroupIII"
"Q03899","YDR131C","GroupIII"
"P39991","YEL025C","GroupIII"
"P38769","YHR035W","GroupIII"
"P40449","YIL161W","GroupIII"
"P47072","YJL016W","GroupIII"
"P47101","YJR030C","GroupIII"
"P47086","YJR011C","GroupIII"
"P36138","YKR045C","GroupIII"
"P54072","YLR152C","GroupIII"
"Q04814","YMR252C","GroupIII"
"Q03780","YDR239C","GroupIII"
"P35723","YKL065C","GroupIII"
"P40361","YJL070C","GroupIII"
"P35725","YKL063C","GroupIII"
"Q07988","YLR040C","GroupIII"
"Q05881","YLR287C","GroupIII"
"Q2V2P9","YDR119W-A","GroupIII"
"P39542","YJL193W","GroupIII"
"P36134","YKR041W","GroupIII"
"Q12110","YLR049C","GroupIII"
"P0C289","YDR034C-A","GroupIII"
"P17536","YNL079C","GroupIII"
"P36118","YKR022C","GroupIII"
"P38181","YBL079W","GroupIII"
"Q06162","YLR315W","GroupIII"
"Q12129","YLR363C","GroupIII"
"P33420","YPL174C","GroupIII"
"P53718","YNR009W","GroupIII"
"Q03718","YML023C","GroupIII"
"P53898","YNL156C","GroupIII"
"P40215","YMR145C","GroupIII"
"Q08215","YOL044W","GroupIII"
"P53248","YGR077C","GroupIII"
"Q12514","YPR072W","GroupIII"
"Q08214","YOL043C","GroupIII"
"P35729","YKL057C","GroupIII"
"P53896","YNL158W","GroupIII"
"P32831","YBR212W","GroupIII"
"P53317","YGR251W","GroupIII"
"P22211","YNL183C","GroupIII"
"P40477","YIL115C","GroupIII"
"Q12493","YDR383C","GroupIII"
"Q05541","YDR288W","GroupIII"
"Q08887","YOR372C","GroupIII"
"P32340","YML120C","GroupIII"
"P38848","YHR150W","GroupIII"
"Q06169","YLR324W","GroupIII"
"Q08213","YOL042W","GroupIII"
"Q03264","YMR285C","GroupIII"
"P53913","YNL133C","GroupIII"
"P53260","YGR102C","GroupIII"
"P40098","YER182W","GroupIII"
"P28006","YOR178C","GroupIII"
"Q04739","YER027C","GroupIII"
"P23900","YLL043W","GroupIII"
"Q12676","YMR113W","GroupIII"
"Q12209","YLR047C","GroupIII"
"Q03002","YPL141C","GroupIII"
"P32805","YGL254W","GroupIII"
"P46998","YJL161W","GroupIII"
"P53233","YGR052W","GroupIII"
"P46949","YGR196C","GroupIII"
"Q12497","YDR070C","GroupIII"
"P38231","YBR047W","GroupIII"
"Q12247","YLR068W","GroupIII"
"Q08949","YPL194W","GroupIII"
"Q02887","YPL100W","GroupIII"
"P38700","YHL019C","GroupIII"
"P38986","YDR321W","GroupIII"
"P53271","YGR120C","GroupIII"
"Q08412","YOR042W","GroupIII"
"P38125","YBR180W","GroupIII"
"P15790","YIL035C","GroupIII"
"P40568","YIR010W","GroupIII"
"Q08226","YOL063C","GroupIII"
"Q05790","YLR213C","GroupIII"
"P38892","YHR209W","GroupIII"
"P25651","YCR086W","GroupIII"
"P40465","YIL132C","GroupIII"
"Q3E823","YPL189C-A","GroupIII"
"P53195","YGL005C","GroupIII"
"P00424","YNL052W","GroupIII"
"P53847","YNL258C","GroupIII"
"P14306","YLR178C","GroupIII"
"Q06608","YPR172W","GroupIII"
"P40091","YER149C","GroupIII"
"Q99373","YPL159C","GroupIII"
"P38744","YHL018W","GroupIII"
"P36139","YKR046C","GroupIII"
"P25362","YCR020C","GroupIII"
"P53844","YNL264C","GroupIII"
"P10834","YGR222W","GroupIII"
"Q12515","YDL173W","GroupIII"
"Q02642","YPL037C","GroupIII"
"P39718","YAL055W","GroupIII"
"P49687","YGL092W","GroupIII"
"Q07362","YDL053C","GroupIII"
"Q99380","YDL232W","GroupIII"
"Q92316","YGL226C-A","GroupIII"
"Q03723","YML019W","GroupIII"
"Q08692","YOR255W","GroupIII"
"P40219","YMR148W","GroupIII"
"P38826","YHR118C","GroupIII"
"Q06810","YPR075C","GroupIII"
"P49686","YDR192C","GroupIII"
"P53224","YGR038W","GroupIII"
"Q12445","YLR018C","GroupIII"
"P16547","YIL136W","GroupIII"
"P38271","YBR129C","GroupIII"
"Q12202","YLR054C","GroupIII"
"P40473","YIL122W","GroupIII"
"Q12245","YPL144W","GroupIII"
"P53833","YNL282W","GroupIII"
"P53218","YGR030C","GroupIII"
"P87284","YDR276C","GroupIII"
"P33775","YDL095W","GroupIII"
"P34221","YBL056W","GroupIII"
"P46956","YJL117W","GroupIII"
"Q03306","YDR466W","GroupIII"
"Q04383","YDR501W","GroupIII"
"Q03760","YML107C","GroupIII"
"Q06644","YDR307W","GroupIII"
"P32499","YLR335W","GroupIII"
"P38325","YBR230C","GroupIII"
"Q12255","YLR093C","GroupIII"
"Q02803","YPL052W","GroupIII"
"P50946","YNL099C","GroupIII"
"P25366","YCR095C","GroupIII"
"Q12066","YDL089W","GroupIII"
"P31755","YGL038C","GroupIII"
"P20676","YOR098C","GroupIII"
"P38881","YHR195W","GroupIII"
"P39105","YMR008C","GroupIII"
"Q07951","YLR021W","GroupIII"
"P38089","YBR125C","GroupIII"
"Q12036","YPL148C","GroupIII"
"Q03776","YDR235W","GroupIII"
"P38969","YOR266W","GroupIII"
"Q05778","YLR199C","GroupIII"
"Q08931","YPL192C","GroupIII"
"Q00723","YGR075C","GroupIII"
"P40534","YIL037C","GroupIII"
"Q12498","YPL156C","GroupIII"
"P14164","YKL112W","GroupIII"
"Q03233","YMR184W","GroupIII"
"P32493","YMR064W","GroupIII"
"P22136","YMR282C","GroupIII"
"Q01802","YKL106W","GroupIII"
"P08521","YOR302W","GroupIII"
"P40535","YIL036W","GroupIII"
"P53943","YNL065W","GroupIII"
"P36000","YKL135C","GroupIII"
"P0CD91","YPR192W","GroupIII"
"P27351","YJR005W","GroupIII"
"P32357","YBL074C","GroupIII"
"Q07622","YDL203C","GroupIII"
"P47129","YJR083C","GroupIII"
"Q05955","YLR227C","GroupIII"
"P38872","YHR185C","GroupIII"
"P32781","YGL032C","GroupIII"
"Q2V2Q1","YCL058W-A","GroupIII"
"Q12089","YPL005W","GroupIII"
"Q04689","YML050W","GroupIII"
"P47015","YJL131C","GroupIII"
"P38884","YHR198C","GroupIII"
"P47029","YJL084C","GroupIII"
"P38266","YBR108W","GroupIII"
"Q99299","YPL158C","GroupIII"
"P53940","YNL077W","GroupIII"
"P52893","YLR089C","GroupIII"
"P25649","YCR082W","GroupIII"
"Q08223","YOL053W","GroupIII"
"Q08981","YPL267W","GroupIII"
"P07248","YDR216W","GroupIII"
"P40563","YIR003W","GroupIII"
"Q03798","YMR157C","GroupIII"
"P40507","YIL079C","GroupIII"
"P53109","YGL160W","GroupIII"
"P38305","YBR194W","GroupIII"
"P39010","YDR264C","GroupIII"
"Q02486","YMR072W","GroupIII"
"Q12471","YOL136C","GroupIII"
"P54074","YMR119W","GroupIII"
"P46993","YJL170C","GroupIII"
"Q12421","YDR022C","GroupIII"
"P50273","YDR350C","GroupIII"
"Q99325","YOR152C","GroupIII"
"P46983","YJL185C","GroupIII"
"Q06159","YLR312C","GroupIII"
"P46989","YJL178C","GroupIII"
"P40458","YIL146C","GroupIII"
"Q12127","YLR110C","GroupIII"
"P38270","YBR128C","GroupIII"
"Q07879","YLL042C","GroupIII"
"Q06671","YLR431C","GroupIII"
"P40155","YNL214W","GroupIII"
"Q02969","YPL112C","GroupIII"
"Q12746","YML125C","GroupIII"
"P53939","YNL078W","GroupIII"
"P50091","YGR239C","GroupIII"
"P36003","YKL171W","GroupIII"
"P25339","YGL014W","GroupIII"
"P53294","YGR169C","GroupIII"
"P40048","YER075C","GroupIII"
"P29461","YOR208W","GroupIII"
"P47035","YJL076W","GroupIII"
"P10355","YER153C","GroupIII"
"P40508","YIL077C","GroupIII"
"P41909","YPL147W","GroupIII"
"Q03446","YDR003W","GroupIV"
"P21538","YBR049C","GroupIV"
"P38234","YBR052C","GroupIV"
"P40893","YJL217W","GroupIV"
"P38232","YBR050C","GroupIV"
"P40043","YER067W","GroupIV"
"P01119","YOR101W","GroupIV"
"P38212","YBR005W","GroupIV"
"P25611","YCR106W","GroupIV"
"P38622","YGL158W","GroupIV"
"P39083","YOR127W","GroupIV"
"Q06108","YPR115W","GroupIV"
"Q06407","YDR379W","GroupIV"
"Q12216","YOR156C","GroupIV"
"P38778","YHR050W","GroupIV"
"P46950","YGR197C","GroupIV"
"P22082","YOR290C","GroupIV"
"P14359","YJL151C","GroupIV"
"P53315","YGR248W","GroupIV"
"Q04359","YMR017W","GroupIV"
"P39926","YMR183C","GroupIV"
"Q00947","YDR463W","GroupIV"
"Q03707","YML034W","GroupIV"
"P32867","YPL232W","GroupIV"
"P37296","YMR054W","GroupIV"
"P01098","YDL130W-A","GroupIV"
"P16965","YGR008C","GroupIV"
"P38704","YHR006W","GroupIV"
"P46679","YMR053C","GroupIV"
"Q12034","YDR515W","GroupIV"
"P56508","YDR525W-A","GroupIV"
"P17123","YHR152W","GroupIV"
"P40092","YER150W","GroupIV"
"P23624","YHR014W","GroupIV"
"Q02794","YOR047C","GroupIV"
"Q05937","YLR375W","GroupIV"
"Q07351","YDL048C","GroupIV"
"P36085","YKL072W","GroupIV"
"Q12254","YPL163C","GroupIV"
"Q07800","YLL010C","GroupIV"
"P30402","YMR271C","GroupIV"
"P36002","YKL198C","GroupIV"
"P21691","YKR101W","GroupIV"
"Q03148","YMR096W","GroupIV"
"P53438","YMR016C","GroupIV"
"P38858","YHR163W","GroupIV"
"P32900","YHR149C","GroupIV"
"P39980","YEL065W","GroupIV"
"Q03144","YMR095C","GroupIV"
"P33419","YPL124W","GroupIV"
"P39955","YER047C","GroupIV"
"P38072","YBR024W","GroupIV"
"Q12469","YOL113W","GroupIV"
"Q04964","YML058W","GroupIV"
"P31109","YAL030W","GroupIV"
"P39000","YER096W","GroupIV"
"Q02651","YPL027W","GroupIV"
"Q12078","YLR034C","GroupIV"
"P32909","YBR172C","GroupIV"
"P38925","YOL122C","GroupIV"
"Q08985","YPL273W","GroupIV"
"Q04195","YDR409W","GroupIV"
"P32564","YGR049W","GroupIV"
"Q01589","YDR077W","GroupIV"
"P25365","YCR067C","GroupIV"
"P38814","YHR103W","GroupIV"
"P52870","YER087C-B","GroupIV"
"P34250","YKL105C","GroupIV"
"P42948","YJL105W","GroupIV"
"P37262","YCR073W-A","GroupIV"
"Q12020","YLR082C","GroupIV"
"P25567","YCL037C","GroupIV"
"P36024","YKR072C","GroupIV"
"P53955","YNL047C","GroupIV"
"P17122","YHR153C","GroupIV"
"Q08673","YOR247W","GroupIV"
"P13130","YHR139C","GroupIV"
"P09007","YCR018C","GroupIV"
"P36167","YKR091W","GroupIV"
"P53036","YGL229C","GroupIV"
"P38717","YNL257C","GroupIV"
"Q08491","YOR076C","GroupIV"
"P06701","YLR442C","GroupIV"
"Q06466","YPR157W","GroupIV"
"P47030","YJL083W","GroupIV"
"P38085","YBR069C","GroupIV"
"P53228","YGR043C","GroupIV"
"P33300","YPL057C","GroupIV"
"Q06236","YLR164W","GroupIV"
"P50263","YMR175W","GroupIV"
"P38714","YHR091C","GroupIV"
"P40328","YPL074W","GroupIV"
"Q04083","YDR438W","GroupIV"
"P38756","YHR003C","GroupIV"
"Q07471","YDL080C","GroupIV"
"P38114","YBR150C","GroupIV"
"Q07921","YLR010C","GroupIV"
"P36091","YKL046C","GroupIV"
"P53728","YNR028W","GroupIV"
"P47977","YLR136C","GroupIV"
"P00045","YEL039C","GroupIV"
"P25628","YCR048W","GroupIV"
"P12630","YIL015W","GroupIV"
"Q12128","YOR134W","GroupIV"
"P38346","YBR270C","GroupIV"
"P50080","YGR224W","GroupIV"
"P39713","YAL061W","GroupIV"
"Q06702","YLR307W","GroupIV"
"P53286","YGR142W","GroupIV"
"P53053","YGL263W","GroupIV"
"P36122","YKR027W","GroupIV"
