"protein","Gene","orthogroup"
"Q03705","YML036W","S+Genus-Single"
"Q03707","YML034W","S+Genus-Single"
"Q03713","YML030W","S+Genus-Single"
"Q03714","YML029W","S+Genus-Single"
"Q03718","YML023C","S+Genus-Single"
"Q03722","YML020W","S+Genus-Single"
"Q03723","YML019W","S+Genus-Single"
"Q03730","YML018C","S+Genus-Single"
"Q03735","YML117W","S+Genus-Single"
"Q03759","YML108W","S+Genus-Single"
"Q03760","YML107C","S+Genus-Single"
"Q03761","YDR145W","S+Genus-Single"
"Q03764","YDR147W","S+Genus-Single"
"Q03768","YDR152W","S+Genus-Single"
"Q03770","YDR160W","S+Genus-Single"
"Q03771","YDR161W","S+Genus-Single"
"Q03772","YDR163W","S+Genus-Single"
"Q03774","YDR165W","S+Genus-Single"
"Q03776","YDR235W","S+Genus-Single"
"Q03778","YDR236C","S+Genus-Single"
"Q03780","YDR239C","S+Genus-Single"
"Q03782","YDR240C","S+Genus-Single"
"Q03785","YDR247W","S+Genus-Single"
"Q03787","YDR249C","S+Genus-Single"
"Q03790","YMR153W","S+Genus-Single"
"Q03792","YMR154C","S+Genus-Single"
"Q03795","YMR155W","S+Genus-Single"
"Q03796","YMR156C","S+Genus-Single"
"Q03798","YMR157C","S+Genus-Single"
"Q03799","YMR158W","S+Genus-Single"
"Q03818","YMR159C","S+Genus-Single"
"Q03823","YMR160W","S+Genus-Single"
"Q03824","YMR163C","S+Genus-Single"
"Q03825","YMR164C","S+Genus-Single"
"Q03829","YMR166C","S+Genus-Single"
"Q03833","YDR096W","S+Genus-Single"
"Q03834","YDR097C","S+Genus-Single"
"Q03835","YDR098C","S+Genus-Single"
"Q03860","YDR100W","S+Genus-Single"
"Q03862","YDR101C","S+Genus-Single"
"Q03868","YDR104C","S+Genus-Single"
"Q03879","YMR122C","S+Genus-Single"
"Q03880","YMR123W","S+Genus-Single"
"Q03920","YDR140W","S+Genus-Single"
"Q03921","YDR141C","S+Genus-Single"
"Q03935","YDR259C","S+Genus-Single"
"Q03937","YDR014W-A","S+Genus-Single"
"Q03940","YDR190C","S+Genus-Single"
"Q03941","YDR196C","S+Genus-Single"
"Q03954","YDR201W","S+Genus-Single"
"Q03956","YDR202C","S+Genus-Single"
"Q03957","YKL139W","S+Genus-Single"
"Q03973","YDR174W","S+Genus-Single"
"Q03976","YDR175C","S+Genus-Single"
"Q03981","YDR179C","S+Genus-Single"
"Q03983","YDR179W-A","S+Genus-Single"
"Q04002","YDR180W","S+Genus-Single"
"Q04003","YDR181C","S+Genus-Single"
"Q04005","YDR184C","S+Genus-Single"
"Q04006","YDR185C","S+Genus-Single"
"Q04007","YDR186C","S+Genus-Single"
"Q04013","YMR241W","S+Genus-Single"
"Q04018","YMR244W","S+Genus-Single"
"Q04031","YDR412W","S+Genus-Single"
"Q04033","YDR415C","S+Genus-Single"
"Q04048","YDR416W","S+Genus-Single"
"Q04049","YDR419W","S+Genus-Single"
"Q04052","YDR421W","S+Genus-Single"
"Q04053","YDR425W","S+Genus-Single"
"Q04062","YDR427W","S+Genus-Single"
"Q04066","YDR428C","S+Genus-Single"
"Q04067","YDR429C","S+Genus-Single"
"Q04080","YDR434W","S+Genus-Single"
"Q04081","YDR435C","S+Genus-Single"
"Q04082","YDR437W","S+Genus-Single"
"Q04083","YDR438W","S+Genus-Single"
"Q04087","YDR439W","S+Genus-Single"
"Q04089","YDR440W","S+Genus-Single"
"Q04093","YDR444W","S+Genus-Single"
"Q04110","YDR446W","S+Genus-Single"
"Q04116","YDR451C","S+Genus-Single"
"Q04119","YDR452W","S+Genus-Single"
"Q04121","YDR456W","S+Genus-Single"
"Q04149","YDR386W","S+Genus-Single"
"Q04162","YDR387C","S+Genus-Single"
"Q04170","YDR391C","S+Genus-Single"
"Q04172","YDR393W","S+Genus-Single"
"Q04174","YOR149C","S+Genus-Single"
"Q04175","YDR395W","S+Genus-Single"
"Q04177","YDR398W","S+Genus-Single"
"Q04178","YDR399W","S+Genus-Single"
"Q04179","YDR400W","S+Genus-Single"
"Q04183","YDR407C","S+Genus-Single"
"Q04195","YDR409W","S+Genus-Single"
"Q04199","YML102W","S+Genus-Single"
"Q04201","YML101C","S+Genus-Single"
"Q04210","YMR040W","S+Genus-Single"
"Q04212","YMR041C","S+Genus-Single"
"Q04213","YMR044W","S+Genus-Single"
"Q04216","YMR126C","S+Genus-Single"
"Q04217","YMR128W","S+Genus-Single"
"Q04223","YMR130W","S+Genus-Single"
"Q04225","YMR131C","S+Genus-Single"
"Q04226","YML015C","S+Genus-Single"
"Q04228","YML013W","S+Genus-Single"
"Q04231","YML011C","S+Genus-Single"
"Q04233","YML006C","S+Genus-Single"
"Q04235","YML005W","S+Genus-Single"
"Q04264","YMR076C","S+Genus-Single"
"Q04272","YMR077C","S+Genus-Single"
"Q04279","YMR086W","S+Genus-Single"
"Q04299","YMR087W","S+Genus-Single"
"Q04301","YMR088C","S+Genus-Single"
"Q04304","YMR090W","S+Genus-Single"
"Q04305","YMR093W","S+Genus-Single"
"Q04307","YDR045C","S+Genus-Single"
"Q04322","YMR192W","S+Genus-Single"
"Q04329","YMR195W","S+Genus-Single"
"Q04336","YMR196W","S+Genus-Single"
"Q04338","YMR197C","S+Genus-Single"
"Q04341","YDR031W","S+Genus-Single"
"Q04347","YMR014W","S+Genus-Single"
"Q04359","YMR017W","S+Genus-Single"
"Q04364","YMR018W","S+Genus-Single"
"Q04368","YMR025W","S+Genus-Single"
"Q04370","YMR026C","S+Genus-Single"
"Q04371","YMR027W","S+Genus-Single"
"Q04372","YMR028W","S+Genus-Single"
"Q04373","YDR496C","S+Genus-Single"
"Q04377","YDR499W","S+Genus-Single"
"Q04383","YDR501W","S+Genus-Single"
"Q04396","YDR503C","S+Genus-Single"
"Q04399","YDR506C","S+Genus-Single"
"Q04401","YDR511W","S+Genus-Single"
"Q04406","YDR512C","S+Genus-Single"
"Q04408","YDR514C","S+Genus-Single"
"Q04409","YDR516C","S+Genus-Single"
"Q04410","YDR517W","S+Genus-Single"
"Q04411","YDR520C","S+Genus-Single"
"Q04412","YDR524C","S+Genus-Single"
"Q04418","YDR527W","S+Genus-Single"
"Q04429","YDR528W","S+Genus-Single"
"Q04430","YDR531W","S+Genus-Single"
"Q04431","YDR532C","S+Genus-Single"
"Q04432","YDR533C","S+Genus-Single"
"Q04433","YDR534C","S+Genus-Single"
"Q04437","YMR106C","S+Genus-Single"
"Q04438","YMR107W","S+Genus-Single"
"Q04458","YMR110C","S+Genus-Single"
"Q04461","YMR111C","S+Genus-Single"
"Q04471","YMR114C","S+Genus-Single"
"Q04472","YMR115W","S+Genus-Single"
"Q04477","YMR117C","S+Genus-Single"
"Q04489","YML096W","S+Genus-Single"
"Q04491","YLR208W","S+Genus-Single"
"Q04493","YML094W","S+Genus-Single"
"Q04500","YML093W","S+Genus-Single"
"Q04511","YML088W","S+Genus-Single"
"Q04516","YML087C","S+Genus-Single"
"Q04533","YML082W","S+Genus-Single"
"Q04545","YML081W","S+Genus-Single"
"Q04549","YDR106W","S+Genus-Single"
"Q04585","YDR109C","S+Genus-Single"
"Q04598","YDR115W","S+Genus-Single"
"Q04600","YDR117C","S+Genus-Single"
"Q04603","YDR121W","S+Genus-Single"
"Q04608","YDR124W","S+Genus-Single"
"Q04623","YDR125C","S+Genus-Single"
"Q04629","YDR126W","S+Genus-Single"
"Q04632","YML071C","S+Genus-Single"
"Q04638","YML068W","S+Genus-Single"
"Q04651","YML067C","S+Genus-Single"
"Q04658","YML066C","S+Genus-Single"
"Q04659","YMR048W","S+Genus-Single"
"Q04660","YMR049C","S+Genus-Single"
"Q04673","YLR005W","S+Genus-Single"
"Q04675","YMR059W","S+Genus-Single"
"Q04693","YML049C","S+Genus-Single"
"Q04697","YML048W","S+Genus-Single"
"Q04705","YML047C","S+Genus-Single"
"Q04712","YML043C","S+Genus-Single"
"Q04728","YMR062C","S+Genus-Single"
"Q04734","YMR063W","S+Genus-Single"
"Q04739","YER027C","S+Genus-Single"
"Q04740","YMR234W","S+Genus-Single"
"Q04748","YMR066W","S+Genus-Single"
"Q04751","YMR069W","S+Genus-Single"
"Q04767","YMR071C","S+Genus-Single"
"Q04772","YMR073C","S+Genus-Single"
"Q04773","YMR074C","S+Genus-Single"
"Q04779","YMR075W","S+Genus-Single"
"Q04781","YMR247C","S+Genus-Single"
"Q04792","YMR250W","S+Genus-Single"
"Q04835","YMR253C","S+Genus-Single"
"Q04839","YMR255W","S+Genus-Single"
"Q04847","YMR258C","S+Genus-Single"
"Q04867","YMR310C","S+Genus-Single"
"Q04868","YMR312W","S+Genus-Single"
"Q04869","YMR315W","S+Genus-Single"
"Q04893","YMR317W","S+Genus-Single"
"Q04894","YMR318C","S+Genus-Single"
"Q04921","YDR218C","S+Genus-Single"
"Q04922","YDR219C","S+Genus-Single"
"Q04924","YDR221W","S+Genus-Single"
"Q04925","YDR222W","S+Genus-Single"
"Q04930","YDR223W","S+Genus-Single"
"Q04934","YDR229W","S+Genus-Single"
"Q04935","YDR231C","S+Genus-Single"
"Q04947","YDR233C","S+Genus-Single"
"Q04958","YML059C","S+Genus-Single"
"Q04964","YML058W","S+Genus-Single"
"Q04969","YML055W","S+Genus-Single"
"Q04978","YML053C","S+Genus-Single"
"Q04991","YMR221C","S+Genus-Single"
"Q05015","YMR222C","S+Genus-Single"
"Q05022","YMR229C","S+Genus-Single"
"Q05027","YMR236W","S+Genus-Single"
"Q05031","YMR238W","S+Genus-Single"
"Q05040","YMR029C","S+Genus-Single"
"Q05043","YMR030W","S+Genus-Single"
"Q05050","YMR031C","S+Genus-Single"
"Q05080","YMR032W","S+Genus-Single"
"Q05123","YMR033W","S+Genus-Single"
"Q05131","YMR034C","S+Genus-Single"
"Q05166","YDL088C","S+Genus-Single"
"Q05359","YAR002C-A","S+Genus-Single"
"Q05468","YDR333C","S+Genus-Single"
"Q05471","YDR334W","S+Genus-Single"
"Q05473","YDR336W","S+Genus-Single"
"Q05497","YDR338C","S+Genus-Single"
"Q05498","YDR339C","S+Genus-Single"
"Q05506","YDR341C","S+Genus-Single"
"Q05515","YDR346C","S+Genus-Single"
"Q05518","YDR348C","S+Genus-Single"
"Q05521","YDR284C","S+Genus-Single"
"Q05530","YDR286C","S+Genus-Single"
"Q05533","YDR287W","S+Genus-Single"
"Q05541","YDR288W","S+Genus-Single"
"Q05543","YDR289C","S+Genus-Single"
"Q05549","YDR291W","S+Genus-Single"
"Q05567","YDR294C","S+Genus-Single"
"Q05568","YDR265W","S+Genus-Single"
"Q05580","YDR266C","S+Genus-Single"
"Q05583","YDR267C","S+Genus-Single"
"Q05611","YDR275W","S+Genus-Single"
"Q05635","YDR279W","S+Genus-Single"
"Q05636","YDR280W","S+Genus-Single"
"Q05637","YDR281C","S+Genus-Single"
"Q05648","YDR282C","S+Genus-Single"
"Q05670","YMR232W","S+Genus-Single"
"Q05672","YDL189W","S+Genus-Single"
"Q05676","YEL059C-A","S+Genus-Single"
"Q05775","YLR192C","S+Genus-Single"
"Q05778","YLR199C","S+Genus-Single"
"Q05779","YLR201C","S+Genus-Single"
"Q05787","YLR207W","S+Genus-Single"
"Q05788","YLR209C","S+Genus-Single"
"Q05789","YLR211C","S+Genus-Single"
"Q05790","YLR213C","S+Genus-Single"
"Q05809","YLR218C","S+Genus-Single"
"Q05812","YLR219W","S+Genus-Single"
"Q05827","YMR251W-A","S+Genus-Single"
"Q05854","YLR278C","S+Genus-Single"
"Q05863","YLR281C","S+Genus-Single"
"Q05867","YLR283W","S+Genus-Single"
"Q05871","YLR284C","S+Genus-Single"
"Q05874","YLR285W","S+Genus-Single"
"Q05881","YLR287C","S+Genus-Single"
"Q05899","YLR297W","S+Genus-Single"
"Q05900","YLR298C","S+Genus-Single"
"Q05902","YLR299W","S+Genus-Single"
"Q05905","YLR301W","S+Genus-Single"
"Q05911","YLR359W","S+Genus-Single"
"Q05919","YLR360W","S+Genus-Single"
"Q05924","YLR361C","S+Genus-Single"
"Q05926","YLR364W","S+Genus-Single"
"Q05930","YLR368W","S+Genus-Single"
"Q05931","YLR369W","S+Genus-Single"
"Q05933","YLR370C","S+Genus-Single"
"Q05934","YLR373C","S+Genus-Single"
"Q05937","YLR375W","S+Genus-Single"
"Q05942","YLR221C","S+Genus-Single"
"Q05946","YLR222C","S+Genus-Single"
"Q05947","YLR224W","S+Genus-Single"
"Q05948","YLR225C","S+Genus-Single"
"Q05949","YLR226W","S+Genus-Single"
"Q05955","YLR227C","S+Genus-Single"
"Q05958","YLR228C","S+Genus-Single"
"Q05979","YLR231C","S+Genus-Single"
"Q06001","YLR238W","S+Genus-Single"
"Q06005","YLR239C","S+Genus-Single"
"Q06010","YLR389C","S+Genus-Single"
"Q06032","YLR394W","S+Genus-Single"
"Q06053","YLR401C","S+Genus-Single"
"Q06063","YLR405W","S+Genus-Single"
"Q06070","YLR407W","S+Genus-Single"
"Q06078","YLR409C","S+Genus-Single"
"Q06089","YPR098C","S+Genus-Single"
"Q06090","YPR100W","S+Genus-Single"
"Q06096","YPR105C","S+Genus-Single"
"Q06098","YPR106W","S+Genus-Single"
"Q06102","YPR107C","S+Genus-Single"
"Q06103","YPR108W","S+Genus-Single"
"Q06104","YPR109W","S+Genus-Single"
"Q06106","YPR112C","S+Genus-Single"
"Q06107","YPR114W","S+Genus-Single"
"Q06108","YPR115W","S+Genus-Single"
"Q06109","YPR116W","S+Genus-Single"
"Q06116","YPR117W","S+Genus-Single"
"Q06132","YLR336C","S+Genus-Single"
"Q06134","YLR341W","S+Genus-Single"
"Q06135","YLR343W","S+Genus-Single"
"Q06137","YLR345W","S+Genus-Single"
"Q06139","YLR346C","S+Genus-Single"
"Q06142","YLR347C","S+Genus-Single"
"Q06143","YLR348C","S+Genus-Single"
"Q06144","YLR350W","S+Genus-Single"
"Q06146","YLR257W","S+Genus-Single"
"Q06147","YLR260W","S+Genus-Single"
"Q06148","YLR265C","S+Genus-Single"
"Q06149","YLR266C","S+Genus-Single"
"Q06150","YLR267W","S+Genus-Single"
"Q06152","YLR271W","S+Genus-Single"
"Q06156","YLR272C","S+Genus-Single"
"Q06159","YLR312C","S+Genus-Single"
"Q06160","YLR313C","S+Genus-Single"
"Q06162","YLR315W","S+Genus-Single"
"Q06163","YLR318W","S+Genus-Single"
"Q06164","YLR320W","S+Genus-Single"
"Q06168","YLR321C","S+Genus-Single"
"Q06169","YLR324W","S+Genus-Single"
"Q06170","YLR326W","S+Genus-Single"
"Q06177","YLR327C","S+Genus-Single"
"Q06179","YLR454W","S+Genus-Single"
"Q06188","YLR455W","S+Genus-Single"
"Q06199","YLR456W","S+Genus-Single"
"Q06200","YLR443W","S+Genus-Single"
"Q06201","YLR445W","S+Genus-Single"
"Q06204","YLR446W","S+Genus-Single"
"Q06205","YLR449W","S+Genus-Single"
"Q06208","YLR453C","S+Genus-Single"
"Q06211","YPR164W","S+Genus-Single"
"Q06213","YPR168W","S+Genus-Single"
"Q06214","YPR169W","S+Genus-Single"
"Q06216","YLR273C","S+Genus-Single"
"Q06217","YLR275W","S+Genus-Single"
"Q06218","YLR276C","S+Genus-Single"
"Q06224","YLR277C","S+Genus-Single"
"Q06236","YLR164W","S+Genus-Single"
"Q06244","YLR165C","S+Genus-Single"
"Q06245","YLR166C","S+Genus-Single"
"Q06247","YLR173W","S+Genus-Single"
"Q06251","YLR177W","S+Genus-Single"
"Q06263","YLR181C","S+Genus-Single"
"Q06266","YLR183C","S+Genus-Single"
"Q06287","YLR186W","S+Genus-Single"
"Q06315","YLR187W","S+Genus-Single"
"Q06321","YLR189C","S+Genus-Single"
"Q06324","YLR190W","S+Genus-Single"
"Q06325","YDR349C","S+Genus-Single"
"Q06328","YDR352W","S+Genus-Single"
"Q06333","YDR357C","S+Genus-Single"
"Q06336","YDR358W","S+Genus-Single"
"Q06337","YDR359C","S+Genus-Single"
"Q06338","YDR361C","S+Genus-Single"
"Q06339","YDR362C","S+Genus-Single"
"Q06340","YDR363W","S+Genus-Single"
"Q06346","YDR367W","S+Genus-Single"
"Q06350","YDR371W","S+Genus-Single"
"Q06385","YDR372C","S+Genus-Single"
"Q06389","YDR373W","S+Genus-Single"
"Q06390","YDR374C","S+Genus-Single"
"Q06405","YDR377W","S+Genus-Single"
"Q06406","YDR378C","S+Genus-Single"
"Q06407","YDR379W","S+Genus-Single"
"Q06408","YDR380W","S+Genus-Single"
"Q06409","YLR422W","S+Genus-Single"
"Q06410","YLR423C","S+Genus-Single"
"Q06411","YLR424W","S+Genus-Single"
"Q06412","YLR425W","S+Genus-Single"
"Q06436","YLR427W","S+Genus-Single"
"Q06440","YLR429W","S+Genus-Single"
"Q06449","YPR154W","S+Genus-Single"
"Q06466","YPR157W","S+Genus-Single"
"Q06469","YPR158W","S+Genus-Single"
"Q06479","YLR352W","S+Genus-Single"
"Q06485","YLR356W","S+Genus-Single"
"Q06488","YLR357W","S+Genus-Single"
"Q06489","YPR118W","S+Genus-Single"
"Q06493","YPR125W","S+Genus-Single"
"Q06494","YPR127W","S+Genus-Single"
"Q06497","YPR128C","S+Genus-Single"
"Q06504","YPR131C","S+Genus-Single"
"Q06505","YPR133C","S+Genus-Single"
"Q06506","YPR137W","S+Genus-Single"
"Q06508","YPR139C","S+Genus-Single"
"Q06510","YPR140W","S+Genus-Single"
"Q06511","YPR143W","S+Genus-Single"
"Q06512","YPR144C","S+Genus-Single"
"Q06522","YPR147C","S+Genus-Single"
"Q06523","YPR148C","S+Genus-Single"
"Q06537","YPR153W","S+Genus-Single"
"Q06538","YLR241W","S+Genus-Single"
"Q06541","YLR242C","S+Genus-Single"
"Q06543","YLR243W","S+Genus-Single"
"Q06551","YLR246W","S+Genus-Single"
"Q06554","YLR247C","S+Genus-Single"
"Q06563","YLR251W","S+Genus-Single"
"Q06567","YLR253W","S+Genus-Single"
"Q06568","YLR254C","S+Genus-Single"
"Q06580","YPR188C","S+Genus-Single"
"Q06592","YPR193C","S+Genus-Single"
"Q06593","YPR194C","S+Genus-Single"
"Q06596","YPR199C","S+Genus-Single"
"Q06597","YPR200C","S+Genus-Single"
"Q06598","YPR201W","S+Genus-Single"
"Q06604","YPR171W","S+Genus-Single"
"Q06616","YPR174C","S+Genus-Single"
"Q06623","YPR179C","S+Genus-Single"
"Q06624","YPR180W","S+Genus-Single"
"Q06625","YPR184W","S+Genus-Single"
"Q06628","YPR185W","S+Genus-Single"
"Q06629","YDR295C","S+Genus-Single"
"Q06630","YDR296W","S+Genus-Single"
"Q06631","YDR299W","S+Genus-Single"
"Q06632","YDR301W","S+Genus-Single"
"Q06636","YDR302W","S+Genus-Single"
"Q06639","YDR303C","S+Genus-Single"
"Q06640","YDR306C","S+Genus-Single"
"Q06644","YDR307W","S+Genus-Single"
"Q06648","YDR309C","S+Genus-Single"
"Q06665","YDR314C","S+Genus-Single"
"Q06667","YDR315C","S+Genus-Single"
"Q06668","YDR316W","S+Genus-Single"
"Q06671","YLR431C","S+Genus-Single"
"Q06672","YLR435W","S+Genus-Single"
"Q06673","YLR436C","S+Genus-Single"
"Q06674","YDR317W","S+Genus-Single"
"Q06675","YDR318W","S+Genus-Single"
"Q06677","YDR320C","S+Genus-Single"
"Q06678","YDR322W","S+Genus-Single"
"Q06679","YDR324C","S+Genus-Single"
"Q06680","YDR325W","S+Genus-Single"
"Q06681","YDR326C","S+Genus-Single"
"Q06683","YDR332W","S+Genus-Single"
"Q06685","YLR410W","S+Genus-Single"
"Q06686","YLR411W","S+Genus-Single"
"Q06689","YLR413W","S+Genus-Single"
"Q06696","YLR417W","S+Genus-Single"
"Q06697","YLR418C","S+Genus-Single"
"Q06698","YLR419W","S+Genus-Single"
"Q06702","YLR307W","S+Genus-Single"
"Q06703","YLR308W","S+Genus-Single"
"Q06704","YLR309C","S+Genus-Single"
"Q06706","YLR384C","S+Genus-Single"
"Q06707","YLR385C","S+Genus-Single"
"Q06708","YLR386W","S+Genus-Single"
"Q06709","YLR387C","S+Genus-Single"
"Q06810","YPR075C","S+Genus-Single"
"Q06813","YPR078C","S+Genus-Single"
"Q06815","YPR079W","S+Genus-Single"
"Q06817","YPR081C","S+Genus-Single"
"Q06820","YPR083W","S+Genus-Single"
"Q06821","YPR084W","S+Genus-Single"
"Q06822","YPR085C","S+Genus-Single"
"Q06833","YPR091C","S+Genus-Single"
"Q06834","YPR093C","S+Genus-Single"
"Q06835","YPR094W","S+Genus-Single"
"Q06836","YPR095C","S+Genus-Single"
"Q06839","YPR097W","S+Genus-Single"
"Q06892","YPL188W","S+Genus-Single"
"Q06991","YLR414C","S+Genus-Single"
"Q07084","YLR006C","S+Genus-Single"
"Q07350","YDL043C","S+Genus-Single"
"Q07351","YDL048C","S+Genus-Single"
"Q07362","YDL053C","S+Genus-Single"
"Q07376","YDL054C","S+Genus-Single"
"Q07379","YDL057W","S+Genus-Single"
"Q07381","YDL060W","S+Genus-Single"
"Q07395","YDL063C","S+Genus-Single"
"Q07418","YDL065C","S+Genus-Single"
"Q07442","YDL070W","S+Genus-Single"
"Q07451","YDL072C","S+Genus-Single"
"Q07454","YDL073W","S+Genus-Single"
"Q07457","YDL074C","S+Genus-Single"
"Q07458","YDL076C","S+Genus-Single"
"Q07468","YDL077C","S+Genus-Single"
"Q07471","YDL080C","S+Genus-Single"
"Q07478","YDL084W","S+Genus-Single"
"Q07500","YDL085W","S+Genus-Single"
"Q07505","YDL086W","S+Genus-Single"
"Q07508","YDL087C","S+Genus-Single"
"Q07527","YDL112W","S+Genus-Single"
"Q07528","YDL113C","S+Genus-Single"
"Q07530","YDL114W","S+Genus-Single"
"Q07532","YDL115C","S+Genus-Single"
"Q07533","YDL117W","S+Genus-Single"
"Q07534","YDL119C","S+Genus-Single"
"Q07540","YDL120W","S+Genus-Single"
"Q07541","YDL121C","S+Genus-Single"
"Q07549","YDL123W","S+Genus-Single"
"Q07551","YDL124W","S+Genus-Single"
"Q07555","YDL129W","S+Genus-Single"
"Q07560","YDL142C","S+Genus-Single"
"Q07589","YDL144C","S+Genus-Single"
"Q07622","YDL203C","S+Genus-Single"
"Q07623","YDL213C","S+Genus-Single"
"Q07629","YDL218W","S+Genus-Single"
"Q07648","YDL219W","S+Genus-Single"
"Q07651","YDL222C","S+Genus-Single"
"Q07655","YDL224C","S+Genus-Single"
"Q07657","YDL225W","S+Genus-Single"
"Q07660","YDL231C","S+Genus-Single"
"Q07684","YDL233W","S+Genus-Single"
"Q07688","YDL235C","S+Genus-Single"
"Q07716","YDL237W","S+Genus-Single"
"Q07729","YDL238C","S+Genus-Single"
"Q07732","YDL239C","S+Genus-Single"
"Q07738","YDL241W","S+Genus-Single"
"Q07798","YLL005C","S+Genus-Single"
"Q07799","YLL007C","S+Genus-Single"
"Q07800","YLL010C","S+Genus-Single"
"Q07804","YLL012W","S+Genus-Single"
"Q07807","YLL013C","S+Genus-Single"
"Q07821","YLL027W","S+Genus-Single"
"Q07824","YLL028W","S+Genus-Single"
"Q07825","YLL029W","S+Genus-Single"
"Q07830","YLL031C","S+Genus-Single"
"Q07834","YLL032C","S+Genus-Single"
"Q07843","YLL033W","S+Genus-Single"
"Q07844","YLL034C","S+Genus-Single"
"Q07845","YLL035W","S+Genus-Single"
"Q07872","YLL038C","S+Genus-Single"
"Q07878","YLL040C","S+Genus-Single"
"Q07879","YLL042C","S+Genus-Single"
"Q07887","YLL049W","S+Genus-Single"
"Q07895","YLR001C","S+Genus-Single"
"Q07897","YLR003C","S+Genus-Single"
"Q07904","YLR004C","S+Genus-Single"
"Q07913","YLR007W","S+Genus-Single"
"Q07914","YLR008C","S+Genus-Single"
"Q07915","YLR009W","S+Genus-Single"
"Q07921","YLR010C","S+Genus-Single"
"Q07923","YLR011W","S+Genus-Single"
"Q07927","YLR012C","S+Genus-Single"
"Q07928","YLR013W","S+Genus-Single"
"Q07930","YLR016C","S+Genus-Single"
"Q07938","YLR017W","S+Genus-Single"
"Q07949","YLR019W","S+Genus-Single"
"Q07950","YLR020C","S+Genus-Single"
"Q07951","YLR021W","S+Genus-Single"
"Q07953","YLR022C","S+Genus-Single"
"Q07959","YLR023C","S+Genus-Single"
"Q07963","YLR024C","S+Genus-Single"
"Q07978","YLR031W","S+Genus-Single"
"Q07979","YLR033W","S+Genus-Single"
"Q07980","YLR035C","S+Genus-Single"
"Q08001","YLR072W","S+Genus-Single"
"Q08003","YLR073C","S+Genus-Single"
"Q08004","YLR074C","S+Genus-Single"
"Q08023","YLR077W","S+Genus-Single"
"Q08032","YLR103C","S+Genus-Single"
"Q08045","YLR104W","S+Genus-Single"
"Q08054","YOL007C","S+Genus-Single"
"Q08058","YOL008W","S+Genus-Single"
"Q08096","YOL010W","S+Genus-Single"
"Q08108","YOL011W","S+Genus-Single"
"Q08109","YOL013C","S+Genus-Single"
"Q08110","YOL014W","S+Genus-Single"
"Q08118","YOL015W","S+Genus-Single"
"Q08119","YOL017W","S+Genus-Single"
"Q08144","YOL018C","S+Genus-Single"
"Q08157","YOL019W","S+Genus-Single"
"Q08162","YOL021C","S+Genus-Single"
"Q08172","YOL024W","S+Genus-Single"
"Q08176","YOL026C","S+Genus-Single"
"Q08179","YOL027C","S+Genus-Single"
"Q08187","YOL029C","S+Genus-Single"
"Q08193","YOL030W","S+Genus-Single"
"Q08199","YOL031C","S+Genus-Single"
"Q08202","YOL032W","S+Genus-Single"
"Q08204","YOL034W","S+Genus-Single"
"Q08206","YOL036W","S+Genus-Single"
"Q08208","YOL041C","S+Genus-Single"
"Q08213","YOL042W","S+Genus-Single"
"Q08214","YOL043C","S+Genus-Single"
"Q08215","YOL044W","S+Genus-Single"
"Q08218","YOL047C","S+Genus-Single"
"Q08219","YOL048C","S+Genus-Single"
"Q08220","YOL049W","S+Genus-Single"
"Q08223","YOL053W","S+Genus-Single"
"Q08225","YOL057W","S+Genus-Single"
"Q08229","YOL070C","S+Genus-Single"
"Q08231","YOL072W","S+Genus-Single"
"Q08232","YOL073C","S+Genus-Single"
"Q08234","YOL075C","S+Genus-Single"
"Q08235","YOL077C","S+Genus-Single"
"Q08236","YOL078W","S+Genus-Single"
"Q08237","YOL080C","S+Genus-Single"
"Q08268","YOL119C","S+Genus-Single"
"Q08270","YOL131W","S+Genus-Single"
"Q08271","YOL132W","S+Genus-Single"
"Q08273","YOL133W","S+Genus-Single"
"Q08278","YOL135C","S+Genus-Single"
"Q08280","YOL137W","S+Genus-Single"
"Q08281","YOL138C","S+Genus-Single"
"Q08282","YOL141W","S+Genus-Single"
"Q08285","YOL142W","S+Genus-Single"
"Q08287","YOL144W","S+Genus-Single"
"Q08299","YOL158C","S+Genus-Single"
"Q08300","YOL159C","S+Genus-Single"
"Q08347","YOL164W","S+Genus-Single"
"Q08387","YOR005C","S+Genus-Single"
"Q08412","YOR042W","S+Genus-Single"
"Q08416","YOR044W","S+Genus-Single"
"Q08417","YOR049C","S+Genus-Single"
"Q08421","YOR051C","S+Genus-Single"
"Q08422","YOR052C","S+Genus-Single"
"Q08438","YOR054C","S+Genus-Single"
"Q08446","YOR057W","S+Genus-Single"
"Q08448","YOR059C","S+Genus-Single"
"Q08457","YOR060C","S+Genus-Single"
"Q08465","YOR064C","S+Genus-Single"
"Q08471","YOR066W","S+Genus-Single"
"Q08484","YOR070C","S+Genus-Single"
"Q08490","YOR073W","S+Genus-Single"
"Q08491","YOR076C","S+Genus-Single"
"Q08496","YOR080W","S+Genus-Single"
"Q08548","YOR175C","S+Genus-Single"
"Q08550","YOR177C","S+Genus-Single"
"Q08553","YOR179C","S+Genus-Single"
"Q08558","YOR180C","S+Genus-Single"
"Q08560","YOR186W","S+Genus-Single"
"Q08561","YOR189W","S+Genus-Single"
"Q08562","YOR191W","S+Genus-Single"
"Q08580","YOR193W","S+Genus-Single"
