"protein","Gene","Group"
"P36003","YKL171W","GroupIII"
"P25339","YGL014W","GroupIII"
"P53294","YGR169C","GroupIII"
"P40048","YER075C","GroupIII"
"P29461","YOR208W","GroupIII"
"P10355","YER153C","GroupIII"
"P40508","YIL077C","GroupIII"
"P41909","YPL147W","GroupIII"
"P40893","YJL217W","GroupIV"
"P25611","YCR106W","GroupIV"
"P38778","YHR050W","GroupIV"
"P22082","YOR290C","GroupIV"
"P14359","YJL151C","GroupIV"
"Q04359","YMR017W","GroupIV"
"P37296","YMR054W","GroupIV"
"P56508","YDR525W-A","GroupIV"
"P23624","YHR014W","GroupIV"
"P21691","YKR101W","GroupIV"
"Q03148","YMR096W","GroupIV"
"P39980","YEL065W","GroupIV"
"Q03144","YMR095C","GroupIV"
"P33419","YPL124W","GroupIV"
"P39955","YER047C","GroupIV"
"Q02651","YPL027W","GroupIV"
"Q12078","YLR034C","GroupIV"
"P38925","YOL122C","GroupIV"
"P52870","YER087C-B","GroupIV"
"Q12020","YLR082C","GroupIV"
"P17122","YHR153C","GroupIV"
"P09007","YCR018C","GroupIV"
"P38085","YBR069C","GroupIV"
"P40328","YPL074W","GroupIV"
"Q07471","YDL080C","GroupIV"
"Q07921","YLR010C","GroupIV"
"P36091","YKL046C","GroupIV"
"P12630","YIL015W","GroupIV"
"P50080","YGR224W","GroupIV"
"P39713","YAL061W","GroupIV"
"Q06702","YLR307W","GroupIV"
"P53053","YGL263W","GroupIV"
"P43497","YKL096W-A","GroupIV"
"P47001","YJL158C","GroupIV"
"P43635","YPR001W","GroupIV"
"P14066","YDL069C","GroupIV"
"P39976","YEL071W","GroupIV"
"P32448","YDL197C","GroupIV"
"P38731","YHL040C","GroupIV"
"Q05611","YDR275W","GroupIV"
"P14772","YLL015W","GroupIV"
"O13555","YLR331C","GroupIV"
"P01094","YMR174C","GroupIV"
"P39005","YJL174W","GroupIV"
"Q03036","YDR540C","GroupIV"
"P39962","YER123W","GroupIV"
"P34165","YDR461W","GroupIV"
"P27810","YOR099W","GroupIV"
"P50112","YDL049C","GroupIV"
"P38130","YBR205W","GroupIV"
"Q12373","YLL022C","GroupIV"
"P14064","YKL109W","GroupIV"
"P43623","YFR055W","GroupIV"
"P47056","YJL037W","GroupIV"
"Q06098","YPR106W","GroupIV"
"P36148","YKR067W","GroupIV"
"P38143","YBR244W","GroupIV"
"P41809","YDR420W","GroupIV"
"P39979","YEL066W","GroupIV"
"P34244","YKL101W","GroupIV"
"Q12068","YOL151W","GroupIV"
"Q08416","YOR044W","GroupIV"
"Q08118","YOL015W","GroupIV"
"P06775","YGR191W","GroupIV"
"Q04432","YDR533C","GroupIV"
"Q01766","YPR005C","GroupIV"
"Q6Q5K6","YML058W-A","GroupIV"
"Q05827","YMR251W-A","GroupIV"
"Q12134","YOR284W","GroupIV"
"P42833","YNL318C","GroupIV"
"Q05931","YLR369W","GroupIV"
"P32630","YEL035C","GroupIV"
"P43604","YFR026C","GroupIV"
"Q2V2P6","YGL194C-A","GroupIV"
"P53229","YGR045C","GroupIV"
"Q3E744","YGR161W-C","GroupIV"
"P38194","YBL044W","GroupIV"
"P43600","YFR020W","GroupIV"
"P38109","YBR139W","GroupIV"
"P38215","YBR013C","GroupIV"
"P38223","YBR032W","GroupIV"
"P38299","YBR184W","GroupIV"
"P25577","YCL049C","GroupIV"
"Q06135","YLR343W","GroupIV"
"P40569","YIR013C","GroupIV"
"Q04839","YMR255W","GroupIV"
"P38728","YHL043W","GroupIV"
"P53753","YNR067C","GroupIV"
"P54005","YMR316W","GroupIV"
"P38993","YMR058W","GroupIV"
"A0A023PZB3","YER038W-A","GroupIV"
"Q08906","YOR382W","GroupIV"
"Q08907","YOR383C","GroupIV"
"P43561","YFL041W","GroupIV"
"Q04433","YDR534C","GroupIV"
"Q05031","YMR238W","GroupIV"
"Q02710","YPL021W","GroupIV"
"Q12168","YLR144C","GroupIV"
"P29547","YPL048W","GroupIV"
"P36008","YKL081W","GroupIV"
"P38073","YBR033W","GroupIV"
"P38246","YBR076W","GroupIV"
"P43574","YFL021W","GroupIV"
"P47055","YJL038C","GroupIV"
"P33311","YPL270W","GroupIV"
"P27705","YGL035C","GroupIV"
"P53048","YGR289C","GroupIV"
"P53059","YGL257C","GroupIV"
"P53745","YNR059W","GroupIV"
"P11746","YMR043W","GroupIV"
"P32633","YEL033W","GroupIV"
"Q08550","YOR177C","GroupIV"
"P16862","YMR205C","GroupIV"
"Q05043","YMR030W","GroupIV"
"P33323","YHR157W","GroupIV"
"P38766","YHR031C","GroupIV"
"Q12338","YLR154C","GroupIV"
"Q12244","YLL054C","GroupIV"
"P53956","YNL046W","GroupIV"
"P53747","YNR061C","GroupIV"
"Q02749","YPL068C","GroupIV"
"Q12172","YOR162C","GroupIV"
"P39977","YEL068C","GroupIV"
"Q02598","YIL014C-A","GroupIV"
"Q2V2P1","YLR146W-A","GroupIV"
"P35995","YKL222C","GroupIV"
"Q04364","YMR018W","GroupIV"
"Q04978","YML053C","GroupIV"
"Q2V2P7","YDR461C-A","GroupIV"
"P53908","YNL143C","GroupIV"
"P40341","YMR089C","GroupIV"
"Q03205","YDR042C","GroupIV"
"P40057","YER084W","GroupIV"
"P53071","YGL235W","GroupIV"
"P38727","YHL044W","GroupIV"
"Q08560","YOR186W","GroupIV"
"Q12351","YOR012W","GroupIV"
"Q08110","YOL014W","GroupIV"
"Q3E769","YOL159C-A","GroupIV"
"Q12145","YPR013C","GroupIV"
"Q03049","YDR541C","GroupIV"
"P43622","YFR054C","GroupIV"
"P38729","YHL042W","GroupIV"
"P38146","YBR264C","GroupIV"
"P39974","YEL073C","GroupIV"
"P38733","YHL037C","GroupIV"
"Q08300","YOL159C","GroupIV"
"Q12531","YPR015C","GroupIV"
"Q06813","YPR078C","GroupIV"
"Q03482","YDR210W","GroupIV"
"Q12138","YLR125W","GroupIV"
"P36111","YKR015C","GroupIV"
"Q12274","YOR097C","GroupIV"
"P36018","YKR014C","GroupIV"
"P39983","YEL057C","GroupIV"
"P40058","YER085C","GroupIV"
"P38868","YHR180W","GroupIV"
"Q08909","YOR385W","GroupIV"
"Q12079","YPR027C","GroupIV"
"P25630","YCR050C","GroupIV"
"P47053","YJL043W","GroupIV"
"P40497","YIL092W","GroupIV"
"P0CF19","YOL162W","GroupIV"
"Q2V2P0","YPR145C-A","GroupIV"
"Q12407","YDL199C","GroupIV"
"P53074","YGL230C","GroupIV"
"P0CT86","YJR107C-A","GroupIV"
"Q04893","YMR317W","GroupIV"
"Q08980","YPL264C","GroupIV"
"P40583","YIR039C","GroupIV"
"Q08974","YPL257W","GroupIV"
"Q04835","YMR253C","GroupIV"
"Q96VH3","YCL021W-A","GroupIV"
"P40102","YER187W","GroupIV"
"P33199","YGL015C","GroupIV"
"P48238","YGR153W","GroupIV"
"D6VPM8","YAR023C","GroupIV"
"Q3E762","YBR230W-A","GroupIV"
"Q03480","YDR209C","GroupIV"
"Q07738","YDL241W","GroupIV"
"A0A023PZE8","YDR157W","GroupIV"
"P43580","YFL012W","GroupIV"
"Q3E7Z5","YIL002W-A","GroupIV"
"P38864","YHR173C","GroupIV"
"Q8TGU7","YBR126W-A","GroupIV"
"Q2V2Q2","YCL048W-A","GroupIV"
"P40076","YER121W","GroupIV"
"P38083","YBR063C","GroupIV"
"P53242","YGR066C","GroupIV"
"Q05899","YLR297W","GroupIV"
"Q03879","YMR122C","GroupIV"
"Q03207","YML122C","GroupIV"
"P40103","YER188W","GroupIV"
"Q2V2P3","YKL023C-A","GroupIV"
"P36092","YKL044W","GroupIV"
"P47009","YJL144W","GroupIV"
"P47080","YJL007C","GroupIV"
"P40579","YIR035C","GroupIV"
"Q12026","YLR053C","GroupIV"
"P38185","YBL071C","GroupIV"
"P40520","YIL059C","GroupIV"
"Q2V2P2","YKL065W-A","GroupIV"
"Q3E826","YKL068W-A","GroupIV"
"P36103","YKL023W","GroupIV"
"Q2V2Q0","YDL007C-A","GroupIV"
"P40101","YER186C","GroupIV"
"P39989","YEL028W","GroupIV"
"Q3E838","YFR012W-A","GroupIV"
"P38302","YBR188C","GroupIV"
"P16861","YGR240C","GroupIV"
"Q05637","YDR281C","GroupIV"
"P25584","YCL056C","GroupIV"
"P53872","YNL190W","GroupIV"
"P38196","YBL042C","GroupIV"
"Q07928","YLR013W","GroupIV"
"P40209","YMR136W","GroupIV"
"Q08908","YOR384W","GroupIV"
"P89113","YOL052C-A","GroupIV"
"P18899","YMR173W","GroupIV"
"P53296","YGR177C","GroupIV"
"Q08955","YPL200W","GroupIV"
"Q3E7Y6","YHR199C-A","GroupIV"
"Q12252","YOL084W","GroupIV"
"P42934","YGR199W","GroupIV"
"P32945","YPL179W","GroupIV"
"Q01574","YAL054C","GroupIV"
"P38832","YHR126C","GroupIV"
"P46367","YOR374W","GroupIV"
"P39925","YER017C","GroupIV"
"P25377","YCR105W","GroupIV"
"Q04894","YMR318C","GroupIV"
"P54115","YPL061W","GroupIV"
"P38080","YBR059C","GroupIV"
"P40047","YER073W","GroupIV"
"P40467","YIL130W","GroupIV"
"P40353","YOR377W","GroupIV"
"Q06148","YLR265C","GroupIV"
"P40100","YER185W","GroupIV"
"P03872","R0040C","GroupV"
"A0A0B7P221","YCL054W-A","GroupV"
"Q9ZZX9","Q0010","GroupV"
"Q9ZZX8","Q0017","GroupV"
"Q9ZZX7","Q0032","GroupV"
"Q35811","Q0092","GroupV"
"Q9ZZW4","Q0142","GroupV"
"Q9ZZV8","Q0297","GroupV"
"Q04398","YDR504C","GroupV"
"P38359","YBR294W","GroupV"
"Q12325","YLR092W","GroupV"
"Q9ZZW3","Q0143","GroupV"
"Q9ZZW2","Q0144","GroupV"
"Q9ZZW1","Q0182","GroupV"
"Q06891","R0030W","GroupV"
"P40474","YIL121W","GroupV"
"P38343","YBR266C","GroupV"
"P40167","YNL196C","GroupV"
"P03878","Q0065","GroupV"
"P03882","Q0160","GroupV"
"Q9ZZX1","Q0070","GroupV"
"Q8TGM6","YLR154W-C","GroupV"
"P47178","YJR150C","GroupV"
"P47179","YJR151C","GroupV"
"P39714","YAL060W","GroupV"
"Q08409","YOR011W","GroupV"
"Q12140","YDL037C","GroupV"
"P53194","YGL007W","GroupV"
"P52924","YNR075W","GroupV"
"P32344","YLR204W","GroupV"
"P32450","YFL010W-A","GroupV"
"Q04895","YIR028W","GroupV"
"P38724","YHL047C","GroupV"
"P0CD90","YLL052C","GroupV"
"P25300","YCR038C","GroupV"
"P09440","YBR084W","GroupV"
"P85052","YER014C-A","GroupV"
"P07245","YGR204W","GroupV"
"P53841","YNL269W","GroupV"
"P40580","YIR036C","GroupV"
"P34166","YNL145W","GroupV"
"P38144","YBR245C","GroupV"
"P48239","YGR154C","GroupV"
"P36156","YKR076W","GroupV"
"Q04806","YMR251W","GroupV"
"Q08630","YOR235W","GroupV"
"P45820","YGL168W","GroupV"
"P39982","YEL059W","GroupV"
"P0CY13","YCR096C","GroupV"
"P40884","YJL216C","GroupV"
"P47034","YJL077C","GroupV"
"P40886","YJL214W","GroupV"
"P21954","YDL066W","GroupV"
"P0CF16","YML003W","GroupV"
"Q8TGV0","YAR035C-A","GroupV"
"P39564","YAR068W","GroupV"
"P39547","YAR027W","GroupV"
"O13512","YAL064W-B","GroupV"
"P39563","YAR064W","GroupV"
"Q08474","YOR068C","GroupV"
"Q3E741","YAL037C-A","GroupV"
"Q3E791","YAL063C-A","GroupV"
"O13511","YAL065C","GroupV"
"P48560","YNL300W","GroupV"
"Q8TGK6","YAL067W-A","GroupV"
"Q8TGU1","YGL188C-A","GroupV"
"P53216","YGR025W","GroupV"
"P53225","YGR039W","GroupV"
"P53231","YGR050C","GroupV"
"P53211","YGR018C","GroupV"
"Q12363","YOR230W","GroupV"
"Q07993","YLR070C","GroupV"
"Q3E816","YGR121W-A","GroupV"
"Q8TGT9","YGR146C-A","GroupV"
"Q8TGT8","YGR174W-A","GroupV"
"O13549","YLR261C","GroupV"
"P0C5N1","YGL014C-A","GroupV"
"Q8TGU0","YGL007C-A","GroupV"
"Q45U48","YGR035W-A","GroupV"
"Q3E802","YGL006W-A","GroupV"
"P39548","YAR028W","GroupV"
"Q2V2Q3","YBR201C-A","GroupV"
"Q3E821","YBL008W-A","GroupV"
"Q3E778","YBR196C-B","GroupV"
"Q8TGU8","YBL071C-B","GroupV"
"Q3E794","YBR072C-A","GroupV"
"Q8TGU6","YBR182C-A","GroupV"
"P25620","YCR022C","GroupV"
"P37265","YCR041W","GroupV"
"P25606","YCR100C","GroupV"
"P25607","YCR101C","GroupV"
"P0C5M1","YDR371C-A","GroupV"
"P39549","YAR029W","GroupV"
"P39711","YAL064W","GroupV"
"Q3E7Y4","YBL112C","GroupV"
"P38354","YBR285W","GroupV"
"P25352","YCR025C","GroupV"
"Q3E820","YBR196C-A","GroupV"
"P0C5K9","YBL039C-A","GroupV"
"P25593","YCL068C","GroupV"
"Q3E755","YBR200W-A","GroupV"
"P38220","YBR027C","GroupV"
"Q3E7Z7","YDR003W-A","GroupV"
"P32768","YAR050W","GroupV"
"P38894","YHR211W","GroupV"
"P08640","YIR019C","GroupV"
"P37261","YCL026C-A","GroupV"
"P36170","YKR102W","GroupV"
"P40039","YER060W","GroupV"
"O13529","YHR021W-A","GroupV"
"Q12292","YOL083W","GroupV"
"Q04952","YMR306W","GroupV"
"Q02786","YPL056C","GroupV"
"Q9ZZW7","Q0115","GroupV"
"P39534","YJL199C","GroupV"
"P03879","Q0120","GroupV"
"P38156","YBR298C","GroupV"
"Q8TGN9","YGR031C-A","GroupV"
"P32487","YNL268W","GroupV"
"P53338","YGR288W","GroupV"
"P38157","YBR297W","GroupV"
"P40042","YER066W","GroupV"
"P02381","Q0140","GroupV"
"P38192","YBL048W","GroupV"
"Q07829","YLL030C","GroupV"
"P0CE99","YLR157W-D","GroupV"
"P0CF00","YLR157W-E","GroupV"
"Q12312","YLR122C","GroupV"
"Q04897","YMR320W","GroupV"
"Q04898","YMR321C","GroupV"
"Q03675","YMR007W","GroupV"
"Q08321","YOL160W","GroupV"
"O13587","YPR096C","GroupV"
"Q3E809","YML054C-A","GroupV"
"P53754","YNR068C","GroupV"
"P53910","YNL140C","GroupV"
"Q08504","YOR105W","GroupV"
"Q3E751","YPL119C-A","GroupV"
"Q02826","YPL080C","GroupV"
"Q12210","YDL009C","GroupV"
"P32616","YEL045C","GroupV"
"Q07746","YDL242W","GroupV"
"P0C5M8","YER090C-A","GroupV"
"P0C5N6","YHR032W-A","GroupV"
"P38780","YHR054C","GroupV"
"P38752","YHL005C","GroupV"
"P40519","YIL060W","GroupV"
"P40448","YIL163C","GroupV"
"Q3E775","YJR151W-A","GroupV"
"P47157","YJR120W","GroupV"
"Q8TGT2","YKL096C-B","GroupV"
"P0C5P2","YKL100W-A","GroupV"
"Q12130","YLR112W","GroupV"
"Q05898","YLR296W","GroupV"
"Q06252","YLR179C","GroupV"
"P53757","YNR071C","GroupV"
"P53758","YNR077C","GroupV"
"Q3E7B9","YOR008C-A","GroupV"
"Q3E7Y9","YOL097W-A","GroupV"
"P38831","YHR125W","GroupV"
"P0C5P0","YJL197C-A","GroupV"
"Q3E814","YLL006W-A","GroupV"
"O13544","YLR302C","GroupV"
"Q3E742","YLR412C-A","GroupV"
"Q04436","YMR103C","GroupV"
"Q12506","YOR314W","GroupV"
"Q3E806","YOR316C-A","GroupV"
"Q8TGS2","YOL019W-A","GroupV"
"Q12169","YOR015W","GroupV"
"Q3E805","YOR376W-A","GroupV"
"P0C272","YOL013W-A","GroupV"
"P0C270","YER138W-A","GroupV"
"Q04597","YDR114C","GroupV"
"Q05451","YHR050W-A","GroupV"
"P53307","YGR219W","GroupV"
"P40538","YIL029C","GroupV"
"P0CI67","YHR213W","GroupV"
"Q3E7Z3","YIR018C-A","GroupV"
"Q8TGN5","YIL105W-A","GroupV"
"P40575","YIR020C","GroupV"
"Q3E737","YJL047C-A","GroupV"
"Q3E7B5","YMR230W-A","GroupV"
"Q8TGJ2","YNR075C-A","GroupV"
"P53876","YNL184C","GroupV"
"P53906","YNL146W","GroupV"
"P40166","YNL198C","GroupV"
"Q8TGJ1","YOL166W-A","GroupV"
"Q3E736","YOR192C-C","GroupV"
"Q3E807","YOR011W-A","GroupV"
"Q08734","YOR268C","GroupV"
"Q8TGJ0","YOR394C-A","GroupV"
"Q12492","YPR064W","GroupV"
"P40323","YPL073C","GroupV"
"Q12303","YLR121C","GroupV"
"Q06594","YPR195C","GroupV"
"Q08993","YPR202W","GroupV"
"Q3E818","YDR194W-A","GroupV"
"P43551","YFL052W","GroupV"
"P43578","YFL015C","GroupV"
"P43625","YFR057W","GroupV"
"Q3E7Z6","YHL015W-A","GroupV"
"P53089","YGL204C","GroupV"
"P47174","YJR146W","GroupV"
"Q05777","YLR194C","GroupV"
"O13578","YLR415C","GroupV"
"O13574","YLR255C","GroupV"
"Q04838","YMR254C","GroupV"
"Q8TGQ7","YPR159C-A","GroupV"
"Q3E787","YCR095W-A","GroupV"
"Q3E819","YCR108C","GroupV"
"Q12111","YDR029W","GroupV"
"Q3E6R4","YDR524C-B","GroupV"
"P0C5M9","YFR009W-A","GroupV"
"P0CX93","YHR214C-D","GroupV"
"Q3E739","YIR021W-A","GroupV"
"Q3E767","YNL067W-B","GroupV"
"Q3E7Z2","YNL042W-B","GroupV"
"Q12484","YOR343C","GroupV"
"Q3E7Z9","YOL038C-A","GroupV"
"Q3E7Y8","YOL155W-A","GroupV"
"Q3E7Y7","YOR293C-A","GroupV"
"Q08990","YPL278C","GroupV"
"Q8TGR9","YPL152W-A","GroupV"
"Q3E763","YDR246W-A","GroupV"
"P0C5M0","YDR320W-B","GroupV"
"Q3E817","YFL041W-A","GroupV"
"P53132","YGL118C","GroupV"
"Q3E815","YHR175W-A","GroupV"
"Q8TGK1","YHR213W-B","GroupV"
"P38730","YHL041W","GroupV"
"P47162","YJR128W","GroupV"
"Q7LIF2","YLR365W","GroupV"
"I2HB70","YMR316C-A","GroupV"
"Q8TGS1","YOR032W-A","GroupV"
"Q12243","YOR029W","GroupV"
"Q6Q5F3","YPR053C","GroupV"
"Q12346","YPR071W","GroupV"
"Q3E7B3","YPR108W-A","GroupV"
"Q6B0W2","YPR014C","GroupV"
"Q08245","YOL109W","GroupV"
"P0C1Z1","YDR524W-C","GroupV"
"P39978","YEL067C","GroupV"
"P53291","YGR164W","GroupV"
"Q3E746","YHR086W-A","GroupV"
"P0C2I4","YHR214C-C","GroupV"
"P47063","YJL027C","GroupV"
"P47062","YJL028W","GroupV"
"P47126","YJR079W","GroupV"
"Q8TGN3","YJL077W-A","GroupV"
"Q8TGT3","YJL077W-B","GroupV"
"P47022","YJL118W","GroupV"
"Q3E765","YKL183C-A","GroupV"
"P34245","YKL097C","GroupV"
"Q07986","YLR036C","GroupV"
"Q3E732","YLR264C-A","GroupV"
"Q8TGS7","YMR182W-A","GroupV"
"Q8TGT0","YML100W-A","GroupV"
"Q3E782","YMR247W-A","GroupV"
"P0C5Q3","YMR013C-A","GroupV"
"Q8TGS9","YMR001C-A","GroupV"
"P0CF20","YOL163W","GroupV"
"Q3E804","YOR381W-A","GroupV"
"Q3E832","YOR072W-B","GroupV"
"Q08486","YOR072W","GroupV"
"Q08900","YOR376W","GroupV"
"A0A023PZF2","YEL009C-A","GroupV"
"P40082","YER135C","GroupV"
"P40503","YIL086C","GroupV"
"P39529","YJL206C","GroupV"
"P36127","YKR032W","GroupV"
"P0CF18","YMR085W","GroupV"
"Q8TGS5","YMR272W-B","GroupV"
"Q8TGS4","YMR315W-A","GroupV"
"Q8TGT1","YLR406C-A","GroupV"
"Q3E843","YMR158C-A","GroupV"
"Q3E7A6","YML007C-A","GroupV"
"Q04526","YML083C","GroupV"
"P0C5P6","YLR163W-A","GroupV"
"Q3E7Z1","YNL146C-A","GroupV"
"Q99345","YOL085C","GroupV"
"P0C5R4","YOL083C-A","GroupV"
"Q3E7A5","YOL164W-A","GroupV"
"Q3E735","YOR034C-A","GroupV"
"Q08976","YPL261C","GroupV"
"P53057","YGL259W","GroupV"
"Q06595","YPR196W","GroupV"
"P0C5L7","YDR118W-A","GroupV"
"P25347","YCR001W","GroupV"
"Q8TGT7","YGR204C-A","GroupV"
"Q3E758","YHL048C-A","GroupV"
"Q8TGT4","YHR213W-A","GroupV"
"Q07074","YHR007C-A","GroupV"
"P40446","YIL165C","GroupV"
"P40500","YIL089W","GroupV"
"P42947","YJL107C","GroupV"
"P36153","YKR073C","GroupV"
"Q07990","YLR042C","GroupV"
"P0C5Q1","YLR364C-A","GroupV"
"Q8TGJ7","YLL066W-B","GroupV"
"O13565","YLR358C","GroupV"
"O13556","YLR462W","GroupV"
"Q3E760","YMR030W-A","GroupV"
"Q8TGS0","YOR161C-C","GroupV"
"Q08259","YOL118C","GroupV"
"Q02781","YPL062W","GroupV"
"Q04276","YMR082C","GroupV"
"Q3E7Z0","YNL277W-A","GroupV"
"P53752","YNR066C","GroupV"
"P0C271","YNL097C-B","GroupV"
"Q3E7B4","YPL038W-A","GroupV"
"P0C5S1","YPR160W-A","GroupV"
"Q3E796","YDR182W-A","GroupV"
"A0A023PYF4","YER145C-A","GroupV"
"P43537","YFL067W","GroupV"
"P40326","YGR269W","GroupV"
"Q3E750","YGL041C-B","GroupV"
"P42936","YGR201C","GroupV"
"P47078","YJL009W","GroupV"
"Q3E801","YJL136W-A","GroupV"
"Q12528","YLR111W","GroupV"
"Q3E771","YLR285C-A","GroupV"
"P0CD98","YLL053C","GroupV"
"P0CD97","YER039C-A","GroupV"
"P38357","YBR292C","GroupV"
"P0C5L4","YBR121C-A","GroupV"
"I2HB52","YBR056W-A","GroupV"
"Q3E7Z8","YCR024C-B","GroupV"
"P87287","YDR366C","GroupV"
"P0C5L6","YDL022C-A","GroupV"
"P25350","YCR006C","GroupV"
"P25354","YCR007C","GroupV"
"P25657","YCR099C","GroupV"
"Q3E774","YDL159W-A","GroupV"
"P39971","YEL076C","GroupV"
"Q3E789","YDR169C-A","GroupV"
"P43540","YFL064C","GroupV"
"P43538","YFL066C","GroupV"
"P43608","YFR035C","GroupV"
"P53186","YGL034C","GroupV"
"P53287","YGR151C","GroupV"
"P0C269","YBL100W-C","GroupV"
"Q3E781","YBR221W-A","GroupV"
"Q8TGU5","YBR296C-A","GroupV"
"Q8TGK4","YBR298C-A","GroupV"
"P38311","YBR209W","GroupV"
"P38317","YBR219C","GroupV"
"Q12240","YDR215C","GroupV"
"Q8TGU4","YER175W-A","GroupV"
"Q3E7A2","YER078W-A","GroupV"
"P38893","YHR210C","GroupV"
"P0C5N4","YHR073C-B","GroupV"
"P53056","YGL260W","GroupV"
"P38253","YBR090C","GroupV"
"P53151","YGL088W","GroupV"
"P0C5N7","YHR073W-A","GroupV"
"Q45U18","YIL134C-A","GroupV"
"P25650","YCR085W","GroupV"
"Q6Q5X2","YDR034W-B","GroupV"
"P39999","YEL014C","GroupV"
"Q05612","YDR278C","GroupV"
"P43552","YFL051C","GroupV"
"Q3E786","YGR240C-A","GroupV"
"P25572","YCL042W","GroupV"
"P34215","YBR144C","GroupV"
"P87012","YCL001W-A","GroupV"
"P40097","YER181C","GroupV"
"P43576","YFL019C","GroupV"
"Q3E740","YGL258W-A","GroupV"
"P53183","YGL039W","GroupV"
"P0CX91","YHR212W-A","GroupV"
"P38834","YHR130C","GroupV"
"P40551","YIL012W","GroupV"
"Q07967","YLR030W","GroupV"
"Q3E766","YMR175W-A","GroupV"
"Q8TGS6","YMR242W-A","GroupV"
"Q06235","YLR162W","GroupV"
"P53912","YNL134C","GroupV"
"P87283","YDR274C","GroupV"
"P38722","YHL049C","GroupV"
"P34249","YKL102C","GroupV"
"Q3E813","YLR154C-G","GroupV"
"A0A023PZG4","YLR236C","GroupV"
"P40211","YMR141C","GroupV"
"Q03864","YDR102C","GroupV"
"P0C0V2","YER188C-A","GroupV"
"P40001","YEL008W","GroupV"
"Q8TGT6","YHR022C-A","GroupV"
"Q3E7Z4","YIL046W-A","GroupV"
"P40524","YIL054W","GroupV"
"P0CE69","YKR104W","GroupV"
"Q3E7A0","YKL106C-A","GroupV"
"Q8TGS8","YMR105W-A","GroupV"
"P53097","YGL193C","GroupV"
"O13536","YHR139C-A","GroupV"
"Q8TGK0","YHR214C-E","GroupV"
"P53116","YGL149W","GroupV"
"P40488","YIL102C","GroupV"
"Q3E837","YJL052C-A","GroupV"
"P0C5P3","YKL145W-A","GroupV"
"Q3E810","YLR342W-A","GroupV"
"Q05510","YDR344C","GroupV"
"Q12426","YDR010C","GroupV"
"P0C5N0","YFR010W-A","GroupV"
"Q8TGU2","YFR032C-B","GroupV"
"P0CE68","YKR103W","GroupV"
"P25585","YCL058C","GroupV"
"P05316","YBR021W","GroupV"
"Q08559","YOR183W","GroupV"
"P13181","YLR081W","GroupV"
"P03870","R0010W","GroupV"
"Q3E808","YNL130C-A","GroupV"
"P38723","YHL048W","GroupV"
"P36034","YKL219W","GroupV"
"Q03674","YMR006C","GroupV"
"Q02785","YPL058C","GroupV"
"P40550","YIL013C","GroupV"
"P43575","YFL020C","GroupV"
"P39545","YAR020C","GroupV"
"P52867","YDL093W","GroupV"
"P52290","YDL024C","GroupV"
"P39551","YAR031W","GroupV"
"P47033","YJL078C","GroupV"
"Q12459","YDL039C","GroupV"
"P53174","YGL053W","GroupV"
"Q08361","YOL165C","GroupV"
"P47146","YJR108W","GroupV"
"P43553","YFL050C","GroupV"
"P32858","YKL037W","GroupV"
"P07246","YMR083W","GroupV"
"P03875","Q0050","GroupV"
"P03876","Q0055","GroupV"
"P29589","YHR093W","GroupV"
"Q04413","YDR525W","GroupV"
"P38885","YHR199C","GroupV"
"P04710","YMR056C","GroupV"
"Q08269","YOL130W","GroupV"
"P25612","YCR107W","GroupV"
"P53111","YGL157W","GroupV"
"P35193","YOL082W","GroupV"
"P07249","YMR042W","GroupV"
