# Program:featureCounts v1.6.0; Command:"featureCounts" "-T" "8" "-s" "2" "-p" "-t" "CDS" "-g" "Name" "-a" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/CBS6556TD.gff" "-o" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/KM_STAR_March2019.txt" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/40C1NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/40C2NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/40C3NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/KCl2NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/KCl3NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/Kcl1NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/Std1NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/Std2NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/Std3NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/pH351NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/pH352NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/pH353NewGenome_STARAligned.out.bam" 
Geneid	Chr	Start	End	Strand	Length	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/40C1NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/40C2NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/40C3NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/KCl2NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/KCl3NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/Kcl1NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/Std1NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/Std2NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/Std3NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/pH351NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/pH352NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/pH353NewGenome_STARAligned.out.bam
KMXK0C00490	ChrIII	89389	96762	-	7374	1304	446	1363	1451	1384	1465	1575	1473	1380	1368	1461	1544
KMXK0C00500	ChrIII	97299	98861	-	1563	826	135	1926	2087	1825	814	524	1126	1343	1002	587	401
KMXK0C00510	ChrIII	99463	100830	+	1368	5310	560	4747	5444	5035	5335	4756	4640	4632	5359	5752	5089
KMXK0C00520	ChrIII	101355	103007	-	1653	1748	187	1919	2032	1941	2046	1484	1491	1603	1533	1468	1905
KMXK0C00530	ChrIII	103353	103739	-	387	441	393	418	435	390	443	279	507	431	426	363	747
KMXK0C00540	ChrIII	105171	108131	+	2961	6047	5826	6545	5761	5591	4993	4488	4595	4834	5361	5203	6050
KMXK0C00550	ChrIII	108716	109942	+	1227	1019	47	1040	1419	1347	1146	871	911	979	977	975	828
KMXK0C00560	ChrIII	110109	112904	-	2796	1183	484	1318	925	735	868	1527	1289	1644	4680	3221	5053
KMXK0C00570	ChrIII	113606	114706	-	1101	1421	600	1326	2284	1804	2008	1983	1767	2267	2025	1763	1983
KMXK0C00580	ChrIII	115299	117638	+	2340	1027	39	869	856	673	607	783	733	844	814	711	991
KMXK0C00590	ChrIII	118293	119477	+	1185	1342	2371	1190	1147	1044	988	1154	1267	1401	1308	1073	1192
KMXK0C00600	ChrIII	119860	121095	+	1236	174	70	203	113	133	125	92	86	150	118	90	147
KMXK0C00610	ChrIII	121347	122981	+	1635	626	262	515	700	569	543	525	526	758	698	593	587
KMXK0C00620	ChrIII	123187	126537	-	3351	3344	937	3672	4643	4076	3985	3629	3256	4192	3733	3134	3639
KMXK0C00630	ChrIII	127370	131824	-	4455	3854	2809	3679	3716	3506	4014	2921	3225	3823	3236	3322	3235
KMXK0C00640	ChrIII	132391	133101	+	711	342	128	437	392	346	497	455	1392	541	561	553	1639
KMXK0C00650	ChrIII	133184	133699	-	516	38	4	53	92	85	90	45	63	76	48	72	51
KMXK0C00660	ChrIII	134067	135281	+	1215	1657	113	1373	1657	1614	1869	1394	1617	1432	1339	1314	1353
KMXK0C00670	ChrIII	135876	137105	-	1230	1669	618	1600	1702	1574	1535	1353	1441	1697	1698	1523	1717
KMXK0C00680	ChrIII	138705	140252	+	1548	2182	708	2284	1706	1621	1404	1415	1435	1867	2044	1923	1849
KMXK0C00690	ChrIII	140640	141440	+	801	1414	50	1262	1594	1352	1538	1370	1370	1420	1723	1746	1993
KMXK0C00700	ChrIII	141521	141778	-	258	387	110	341	410	354	454	385	353	387	347	358	428
KMXK0C00710	ChrIII	142580	143059	+	480	3	1	5	1	1	3	2	2	3	1	2	4
KMXK0C00720	ChrIII	143323	144070	+	748	8651	2187	8902	11940	12447	12736	10842	13208	11213	10376	10180	13909
KMXK0C00730	ChrIII	145098	146348	+	1251	1555	4103	2223	1246	1330	1221	1258	1895	1806	1607	1366	1787
KMXK0C00740	ChrIII	146870	147259	-	390	1826	257	1484	1997	1897	1932	1313	1435	1690	1303	1277	1172
KMXK0C00750	ChrIII	147998	148555	+	558	1697	583	1456	1523	1561	1568	1419	1438	1395	1450	1453	1954
KMXK0C00760	ChrIII	148758	149351	-	594	1483	52	1343	2659	2132	2622	2015	1938	1601	1697	2252	1687
KMXK0C00770	ChrIII	151637	153691	-	2055	5065	364	4856	5050	4703	4885	4547	4435	4675	5352	5089	5737
KMXK0C00780	ChrIII	155237	157093	+	1857	2309	243	2036	3306	2665	3143	2174	2325	2919	2386	2289	2088
KMXK0C00790	ChrIII	158405	160144	+	1740	815	406	763	85	161	137	338	402	378	286	304	284
KMXK0C00800	ChrIII	160539	163277	+	2739	1782	873	1735	2930	2426	3092	2480	2545	2741	2378	2294	2663
KMXK0C00810	ChrIII	163792	165240	+	1449	3994	375	4115	8107	8456	8732	4518	5380	3462	5123	5279	5884
KMXK0C00820	ChrIII	165435	166190	-	756	1011	445	1088	913	959	851	699	918	887	876	858	891
KMXK0C00830	ChrIII	167005	168291	+	1287	1294	426	1233	1748	1680	1650	1261	1614	1874	1403	1265	1406
KMXK0C00840	ChrIII	168263	170008	-	1746	670	124	723	570	563	564	508	528	526	530	538	617
KMXK0C00850	ChrIII	170312	170587	-	276	1759	576	1724	881	1075	1025	768	884	762	1243	1541	1153
KMXK0C00860	ChrIII	170894	173101	+	2208	3609	1072	3720	2037	2226	1949	2342	2256	2624	2923	3305	2971
KMXK0C00870	ChrIII	173325	176399	+	3075	431	33	391	654	630	649	549	580	480	497	512	611
KMXK0C00880	ChrIII	176722	178794	+	2073	28	44	87	89	60	38	41	72	35	50	48	50
KMXK0C00890	ChrIII	179019	179639	+	621	727	531	786	527	588	736	500	1168	611	624	594	1156
KMXK0C00900	ChrIII	180133	180687	+	555	631	221	556	689	634	597	519	609	770	645	506	589
KMXK0C00910	ChrIII	181118	185224	+	4107	1483	804	1505	1439	1348	1306	1360	1350	1476	1381	1386	1242
KMXK0C00920	ChrIII	185651	186517	+	867	3539	2077	3182	5276	4845	4266	3342	3908	4580	5122	4146	4616
KMXK0C00930	ChrIII	186757	187854	+	1098	258	312	355	444	407	360	262	272	443	381	361	279
KMXK0C00940	ChrIII	188862	190943	+	2082	11607	17349	11243	17040	17347	17053	17204	16082	19372	16224	17364	19377
KMXK0C00950	ChrIII	191954	193255	-	1302	2262	1072	2125	3314	3138	3369	4675	3369	7574	3623	2717	3344
KMXK0C00960	ChrIII	193666	195588	-	1923	1553	841	1507	1198	1182	1111	1980	1311	2690	1673	1197	1678
KMXK0C00970	ChrIII	195933	196550	+	618	1070	151	889	1863	1586	1389	1352	1267	2270	1742	1251	1627
KMXK0C00980	ChrIII	196851	198008	-	1158	24	0	39	54	40	49	70	68	71	59	42	105
KMXK0C00990	ChrIII	198483	199442	-	960	349	31	181	268	274	266	913	526	493	421	377	716
KMXK0C01000	ChrIII	199520	200011	+	492	1	0	1	0	0	2	1	1	1	2	1	0
KMXK0C01010	ChrIII	200322	202913	-	2592	1353	760	1367	1307	1327	1258	1484	1494	1841	1532	1457	1550
KMXK0C01020	ChrIII	203311	203772	+	462	1369	219	1267	1431	1166	1121	1060	1005	1419	1416	1204	1176
KMXK0C01030	ChrIII	203862	205580	-	1719	1606	7920	1682	1517	1425	1349	1536	1546	1752	1783	1582	1724
KMXK0C01040	ChrIII	206155	208002	-	1848	594	627	868	780	745	677	571	908	948	737	683	1157
KMXK0C01050	ChrIII	208647	210935	-	2289	3085	2541	4030	4853	4110	3980	4992	4540	7073	5639	4741	4897
KMXK0C01060	ChrIII	211399	213099	-	1701	20712	1066	3534	3098	2512	4916	2188	2649	2430	2990	2627	3327
KMXK0C01070	ChrIII	213507	215390	-	1884	686	316	645	740	529	613	317	423	454	452	457	308
KMXK0C01080	ChrIII	215772	216077	+	306	15636	12410	25290	25696	25998	25882	25046	29154	36088	34540	29568	28362
KMXK0C01090	ChrIII	216280	217320	+	1041	644	1280	978	735	643	479	348	435	549	621	416	441
KMXK0C01100	ChrIII	217864	219999	+	2136	231	335	338	599	518	293	243	302	289	373	337	309
KMXK0C01110	ChrIII	220989	223091	+	2103	4700	6140	4107	6584	6236	5351	6211	5904	6089	5282	4671	6472
KMXK0C01120	ChrIII	223589	227407	+	3819	2478	454	2350	3408	3046	3211	3459	3348	3799	3741	3639	3938
KMXK0C01130	ChrIII	227681	229246	-	1566	1734	193	1700	1648	1596	1518	1297	1239	1424	1430	1300	1412
KMXK0C01140	ChrIII	229540	230289	+	750	344	17	356	444	424	449	320	359	364	350	304	397
KMXK0C01150	ChrIII	230322	231584	-	1263	1082	450	1119	1060	1049	902	788	778	1194	872	773	959
KMXK0C01160	ChrIII	231811	232164	-	354	359	141	400	381	440	441	332	321	345	315	285	372
KMXK0C01170	ChrIII	232364	233674	+	1311	244	13	259	283	250	275	245	243	308	229	216	223
KMXK0C01180	ChrIII	233698	234606	-	909	2673	1064	2876	4173	3464	3382	2297	2366	3826	2639	2693	1997
KMXK0C01190	ChrIII	234910	236418	+	1509	3417	1255	3218	2977	3033	3144	2151	1999	2755	2342	2287	2231
KMXK0C01200	ChrIII	236789	239137	+	2349	1412	168	1332	1540	1513	1696	1087	1097	1488	1099	1013	1224
KMXK0C01210	ChrIII	239424	240795	-	1372	9714	851	10360	16796	17224	18657	14560	18609	14994	13697	13170	19223
KMXK0C01220	ChrIII	241582	243705	+	2124	2130	114	2041	2447	2298	2372	2010	2035	2127	2172	2268	2141
KMXK0C01230	ChrIII	243823	244152	-	330	483	70	351	605	527	584	368	400	591	415	347	416
KMXK0C01240	ChrIII	244503	244892	+	390	1042	322	915	965	1045	1144	774	884	948	799	736	797
KMXK0C01250	ChrIII	245001	245540	-	540	248	10	217	325	266	269	230	199	302	312	243	313
KMXK0C01260	ChrIII	245749	245943	+	195	140	31	106	138	129	126	118	132	147	149	134	133
KMXK0C01270	ChrIII	246027	247391	-	1365	1214	1093	1220	920	815	783	793	746	1050	859	743	737
KMXK0C01280	ChrIII	247760	248305	-	546	4631	965	3405	2872	2730	3078	3462	2652	2859	3075	3179	3130
KMXK0C01290	ChrIII	248698	251298	-	2601	1608	523	1969	1789	1731	1331	1222	1509	1382	1471	1335	1571
KMXK0C01300	ChrIII	252065	252709	-	645	9207	2683	6965	9754	7927	8112	6110	6694	7759	9233	8397	7392
KMXK0C01310	ChrIII	253139	259591	-	6453	1472	227	1723	1583	1657	1767	1355	1331	1595	1190	1150	1191
KMXK0C01320	ChrIII	260008	261627	-	1620	208	68	330	311	303	202	231	225	279	263	178	386
KMXK0C01330	ChrIII	262181	264640	+	2460	1076	98	930	1360	1310	1440	1157	1067	1279	1049	976	1147
KMXK0C01340	ChrIII	265745	266953	+	1209	360	149	305	475	449	511	313	415	434	357	344	313
KMXK0C01350	ChrIII	267015	267647	-	633	521	51	448	408	438	474	339	328	377	406	373	401
KMXK0C01360	ChrIII	267919	269544	+	1626	1088	194	1042	1565	1220	1674	721	886	1186	1037	1067	802
KMXK0C01370	ChrIII	269905	271428	+	1524	3854	839	6782	17003	11492	21083	4608	7345	15849	4866	5236	3218
KMXK0C01380	ChrIII	271514	272593	-	1080	1189	621	1340	1216	1077	849	884	837	1236	1056	976	922
KMXK0C01390	ChrIII	273303	275963	+	2661	1888	361	1859	2347	2195	1989	1983	2182	2373	2175	1927	2282
KMXK0C01400	ChrIII	276197	278314	-	2118	1710	243	1722	2872	2423	2711	1991	2545	2133	2218	2204	3621
KMXK0C01410	ChrIII	278596	278973	-	378	139	6	137	226	183	236	140	114	155	131	139	97
KMXK0C01420	ChrIII	279860	280459	-	600	1346	83	1316	1559	1357	1566	1551	1361	1329	1513	1508	1409
KMXK0C01430	ChrIII	281704	282639	-	936	6716	2288	5797	9086	8140	8320	8478	8385	9076	10619	8888	9341
KMXK0C01440	ChrIII	284423	285091	+	669	1359	74	1225	1373	1196	1509	982	1057	1058	1200	1118	1189
KMXK0C01450	ChrIII	285497	289969	+	4473	1283	478	1357	1292	1169	1377	1193	1243	1231	1226	1262	1266
KMXK0C01460	ChrIII	290725	298731	+	8007	1752	270	1592	1896	1780	2152	1697	1752	1388	1294	1336	1577
KMXK0C01470	ChrIII	298865	299095	-	231	44	2	24	34	45	29	34	29	46	35	19	20
KMXK0C01480	ChrIII	299327	300124	-	798	603	32	462	806	747	661	528	493	639	577	457	429
KMXK0C01490	ChrIII	300762	301853	+	1092	3743	269	3019	4508	4483	4437	2954	3128	3854	3045	2760	3021
KMXK0C01500	ChrIII	302050	302937	-	888	5235	337	4428	7259	7146	7073	6372	6749	6135	5452	4937	6271
KMXK0C01510	ChrIII	303824	305071	-	1248	12295	8301	11624	16390	17080	17593	26431	22906	24465	19708	13320	27468
KMXK0C01520	ChrIII	305898	306575	-	678	637	210	547	1932	1943	1412	885	748	1053	1051	725	1165
KMXK0C01530	ChrIII	306980	308323	+	1344	247	113	265	375	342	273	386	427	574	449	344	463
KMXK0C01540	ChrIII	308457	309131	-	675	3915	779	3506	5005	4333	4516	3093	2996	3629	4069	4587	3764
KMXK0C01550	ChrIII	309486	311366	-	1881	12	9	19	5	1	9	31	20	20	13	7	10
KMXK0C01560	ChrIII	312187	315321	-	3135	14165	28558	12496	12833	12393	14297	15456	19843	12418	12834	13811	16376
KMXK0C01570	ChrIII	316703	318709	-	2007	2754	586	3236	4005	3391	3914	3737	4222	5524	4254	3395	4464
KMXK0C01580	ChrIII	319477	321165	+	1689	824	62	748	1072	861	1080	842	1010	1239	1249	879	1414
KMXK0C01590	ChrIII	321563	323716	+	2154	709	61	815	761	662	900	820	753	848	784	721	854
KMXK0C01600	ChrIII	324395	327736	+	3342	4401	1660	4517	4567	4175	4617	4406	4361	4901	3904	4010	4275
KMXK0C01610	ChrIII	328290	328943	+	654	562	31	615	832	723	933	555	619	616	624	616	562
KMXK0C01620	ChrIII	329307	329795	+	489	1582	160	1164	1479	1501	1677	1082	1225	1268	1068	1109	1055
KMXK0C01630	ChrIII	330139	334176	+	4038	1902	941	1855	1527	1362	1495	1489	1527	1496	1698	1634	1558
KMXK0C01640	ChrIII	334356	336275	-	1920	725	465	452	728	641	660	606	646	734	648	688	718
KMXK0C01650	ChrIII	336727	339942	+	3216	1068	209	789	879	802	782	879	790	813	989	895	1169
KMXK0C01660	ChrIII	340297	343209	+	2913	872	43	620	1001	881	840	808	815	900	917	870	791
KMXK0C01670	ChrIII	343297	344625	-	1329	771	45	602	788	732	787	656	667	689	676	606	567
KMXK0C01680	ChrIII	344934	347033	-	2100	1149	112	1189	925	872	819	536	837	734	791	778	940
KMXK0C01690	ChrIII	348645	350894	+	2250	5073	11608	4480	2032	2395	1817	1885	2348	2972	2114	1952	1879
KMXK0C01700	ChrIII	351462	352382	+	921	147	28	111	102	86	95	80	99	90	102	55	114
KMXK0C01710	ChrIII	352985	354007	+	1023	4436	204	3818	4692	4393	4919	3553	4004	3136	3599	3613	3352
KMXK0C01720	ChrIII	354140	356581	-	2442	1053	151	986	1176	1167	1134	916	1089	1113	982	938	1059
KMXK0C01730	ChrIII	357034	358893	+	1860	981	30	845	787	858	963	726	754	759	781	861	835
KMXK0C01740	ChrIII	358902	361664	-	2763	2325	3189	1878	2341	2242	2259	2124	2576	2355	2353	2291	3038
KMXK0C01750	ChrIII	361951	364299	+	2349	1759	2218	1721	2039	1717	1893	1556	1789	2039	1531	1483	1489
KMXK0C01760	ChrIII	364511	365476	+	966	1076	350	887	1168	1085	985	773	796	1060	906	911	766
KMXK0C01770	ChrIII	365635	368178	-	2544	1150	241	805	652	598	604	565	684	796	889	752	894
KMXK0C01780	ChrIII	369469	370590	+	1122	404	960	482	379	282	329	407	485	604	616	529	769
KMXK0C01790	ChrIII	370852	371973	+	1122	1185	938	378	200	227	222	220	467	294	296	224	552
KMXK0C01800	ChrIII	372153	375074	-	2922	1923	222	1852	1943	1780	1997	1953	2208	2204	2195	2115	2453
KMXK0C01810	ChrIII	375349	376395	+	1047	439	18	387	746	679	672	473	521	542	601	591	664
KMXK0C01820	ChrIII	376545	377270	-	726	2948	89	2177	3719	3295	3581	2993	3022	3048	3556	3483	3757
KMXK0C01830	ChrIII	377551	378837	-	1287	456	10	378	584	606	553	469	519	626	543	531	608
KMXK0C01840	ChrIII	379308	381302	-	1995	2407	1930	2303	2619	2326	2470	2219	2268	2386	2448	2382	2051
KMXK0C01850	ChrIII	381860	382438	-	579	106	23	133	85	88	81	109	88	96	85	65	97
KMXK0C01860	ChrIII	382811	384115	+	1305	2714	315	3053	3005	2955	3560	2605	2803	2842	3116	3128	3062
KMXK0C01870	ChrIII	384717	385622	+	906	1535	231	1384	825	852	910	1126	858	1016	1224	1489	1182
KMXK0C01880	ChrIII	385860	386702	-	843	1533	384	1212	1631	1685	1497	1462	1364	1601	1399	1255	1546
KMXK0C01890	ChrIII	387455	387928	+	474	3866	387	2974	5144	5596	5245	4461	4049	3868	4078	4126	4201
KMXK0C01900	ChrIII	388909	390714	+	1806	1287	34	1136	1874	1458	1449	1664	1365	1465	1833	1655	2004
KMXK0C01910	ChrIII	390827	393040	-	2214	1090	174	1038	1105	1141	1160	993	1168	1100	1088	1010	1422
KMXK0C01920	ChrIII	393462	394601	+	1140	320	144	291	266	247	313	184	541	244	362	299	613
KMXK0C01930	ChrIII	396463	398229	+	1767	964	890	682	849	869	948	1048	950	748	918	817	921
KMXK0C01940	ChrIII	400473	401288	+	816	1178	77	1001	1059	1169	902	1127	1043	1095	890	1185	788
KMXK0C01950	ChrIII	401688	401960	-	273	1589	189	1579	1800	1497	1361	921	1125	1392	1170	1122	903
KMXK0C01960	ChrIII	402915	406064	+	3150	2230	1710	5345	1592	1650	1510	1501	1688	1777	1958	2493	1631
KMXK0C01970	ChrIII	406314	407777	+	1464	810	17	696	976	829	789	736	720	905	826	727	757
KMXK0C01980	ChrIII	407822	409561	-	1740	1058	197	791	1045	1096	1194	663	780	786	744	774	602
KMXK0C01990	ChrIII	409824	410933	-	1110	1121	210	971	1251	1266	1216	1000	1080	1124	1031	951	965
KMXK0C02000	ChrIII	411560	412384	+	825	773	100	655	1082	1105	1148	816	851	893	852	807	771
KMXK0C02010	ChrIII	413776	414993	+	1218	3389	138	4192	6254	6238	5691	3216	3861	2439	3470	4128	3180
KMXK0C02020	ChrIII	415372	416523	+	1152	589	40	431	653	561	556	575	587	617	688	675	643
KMXK0C02030	ChrIII	417042	419282	+	2241	3677	368	3354	3412	3101	3228	2831	3203	3224	3429	3135	3026
KMXK0C02040	ChrIII	419732	421318	+	1587	627	188	638	402	442	514	459	571	464	574	528	507
KMXK0C02050	ChrIII	421771	423318	+	1548	3110	223	3560	1869	1947	2046	1687	2449	2739	2767	2998	1944
KMXK0C02060	ChrIII	424078	425580	+	1503	1218	172	5516	1200	1427	1190	1167	2701	1916	1718	1848	1575
KMXK0C02070	ChrIII	426107	426541	+	435	2008	1507	1679	2080	1996	2121	1319	1446	1883	1449	1398	1185
KMXK0C02080	ChrIII	426646	427185	-	540	698	124	557	683	780	724	703	657	741	786	660	645
KMXK0C02090	ChrIII	428135	428440	+	306	893	478	747	945	1072	1132	776	737	830	660	615	611
KMXK0C02100	ChrIII	429132	429299	-	168	2626	1143	1939	3027	3511	3373	2884	2543	2349	2553	2341	2850
KMXK0C02110	ChrIII	430129	436014	-	5886	3548	2235	3504	3933	3617	4060	2759	3004	3151	3103	2982	3090
KMXK0C02120	ChrIII	437185	442323	+	5139	1151	285	1031	891	990	1059	973	930	948	1150	1131	1757
KMXK0C02130	ChrIII	442635	443828	-	1194	3005	696	2918	2693	2691	2969	2573	2901	2713	2318	2319	2634
KMXK0C02140	ChrIII	444535	446571	+	2037	3530	2763	3144	3538	3324	3336	2777	2824	3604	3005	2926	2683
KMXK0C02150	ChrIII	446726	447880	-	1155	510	192	587	582	613	712	493	810	532	447	523	709
KMXK0C02160	ChrIII	448323	448640	+	318	346	23	321	284	306	365	274	363	255	307	322	297
KMXK0C02170	ChrIII	448885	451746	-	2862	2642	2221	1950	1635	1677	1815	1612	1573	1806	1735	1445	1956
KMXK0C02180	ChrIII	453414	455444	+	2031	5387	2005	1525	1546	1673	1917	1455	1726	1207	1145	1254	1683
KMXK0C02190	ChrIII	456014	456757	+	744	511	268	727	268	323	374	365	486	404	393	383	721
KMXK0C02200	ChrIII	456809	457294	-	486	741	62	1445	705	659	647	504	685	1066	861	834	800
KMXK0C02210	ChrIII	457569	459188	+	1620	1777	423	2621	2643	2609	2527	2025	2364	2860	2568	2721	2341
KMXK0C02220	ChrIII	459629	461062	+	1434	752	410	888	633	564	714	579	1059	729	668	675	1103
KMXK0C02230	ChrIII	461497	462783	-	1287	1322	489	1212	1555	1541	1574	1694	2131	1591	1531	1405	1619
KMXK0C02240	ChrIII	463556	464869	+	1314	1329	451	1253	1157	1168	1205	1002	1167	1074	1066	1022	1132
KMXK0C02250	ChrIII	465110	466132	-	1023	1014	91	842	1320	1428	1558	1223	1269	1132	1150	1104	1198
KMXK0C02260	ChrIII	466691	466849	-	159	596	544	462	486	531	560	446	523	647	439	366	394
KMXK0C02270	ChrIII	468106	473883	+	5778	764	94	620	816	630	726	691	747	480	646	613	670
KMXK0C02280	ChrIII	474158	474751	-	594	632	23	496	639	626	671	511	488	513	634	564	722
KMXK0C02290	ChrIII	475219	477498	+	2280	830	457	881	762	766	892	717	1170	840	698	696	1344
KMXK0C02300	ChrIII	477610	479589	-	1980	1095	32	995	1051	1079	1035	1144	1185	1009	1170	1166	1407
KMXK0C02310	ChrIII	480281	481594	+	1314	471	14	367	269	310	308	299	313	258	269	274	281
KMXK0C02320	ChrIII	481591	484380	-	2790	7	1	27	8	7	5	3	5	5	1	2	2
KMXK0C02330	ChrIII	484861	487098	-	2238	4990	561	4886	4469	4566	4742	4706	4885	3950	4564	5130	5025
KMXK0C02340	ChrIII	487560	488849	-	1290	545	404	512	727	662	663	545	584	648	669	577	630
KMXK0C02350	ChrIII	489451	491901	-	2451	3427	748	3355	4632	4461	4617	3674	4133	4185	3993	3885	4014
KMXK0C02360	ChrIII	493242	494357	-	1116	583	744	541	543	530	613	387	474	632	573	498	488
KMXK0C02370	ChrIII	496892	498328	+	1437	4377	17788	3415	3744	3472	3415	2896	3900	3293	3929	3654	3700
KMXK0C02380	ChrIII	499183	500607	+	1425	2620	301	2448	2506	2324	2541	2252	2541	2376	2477	2122	2783
KMXK0C02390	ChrIII	501375	501515	+	141	5289	1207	4419	9749	8612	8528	6568	7000	8425	8910	8067	7136
KMXK0C02400	ChrIII	502259	502432	-	174	539	223	574	447	479	601	404	493	307	372	405	464
KMXK0C02410	ChrIII	503057	503287	-	231	384	112	334	163	163	172	154	249	196	243	216	228
KMXK0C02420	ChrIII	504234	505670	-	1437	2850	1156	2728	2199	2245	2015	2659	2693	3096	2887	2308	2825
KMXK0C02430	ChrIII	506942	508153	-	1212	1776	742	1661	2004	1606	1806	1684	1578	1912	2397	2170	3010
KMXK0C02440	ChrIII	508994	509863	-	870	2664	9369	2023	3048	3561	3620	3146	3086	6252	2970	1717	2623
KMXK0C02450	ChrIII	510205	512796	-	2592	1083	196	977	1232	1176	1146	964	944	1163	1191	1119	1032
KMXK0C02460	ChrIII	513397	514557	+	1161	904	249	927	1266	1163	1142	744	859	1147	1053	1032	1122
KMXK0C02470	ChrIII	515064	516347	-	1284	795	562	774	91	71	72	1264	1052	943	1458	1047	1574
KMXK0C02480	ChrIII	519028	521313	+	2286	2329	1558	2434	1054	1129	1006	1967	2266	2694	1796	1317	2589
KMXK0C02490	ChrIII	521586	522212	-	627	791	31	546	611	518	628	403	422	429	469	459	376
KMXK0C02500	ChrIII	522588	523853	-	1266	1663	224	3261	2587	2330	2507	1386	2108	1748	1928	2034	2301
KMXK0C02510	ChrIII	524433	526280	+	1848	1782	42	2202	2183	1890	2110	3284	2512	2603	2185	2087	2977
KMXK0C02520	ChrIII	526650	527708	+	1059	969	52	867	906	743	775	589	597	691	710	649	663
KMXK0C02530	ChrIII	528066	528401	-	336	3182	2579	3299	3708	3227	3651	2781	3558	3673	3514	3198	2870
KMXK0C02540	ChrIII	528977	530002	-	1026	2654	3501	2850	2835	2811	2650	2244	2731	3354	2607	2065	2623
KMXK0C02550	ChrIII	530462	532558	-	2097	2407	1640	1537	2413	1776	2121	1917	1675	2335	2071	1796	1895
KMXK0C02560	ChrIII	533312	534682	-	1371	1036	2304	1467	1361	1134	1224	785	1272	1046	1144	1097	1685
KMXK0C02570	ChrIII	535351	536490	+	1140	897	7591	787	482	455	559	431	452	459	393	452	392
KMXK0C02580	ChrIII	536650	539073	-	2424	1267	58	931	2091	1965	1743	1715	1515	1768	1689	1598	1707
KMXK0C02590	ChrIII	540177	540620	+	444	811	111	656	779	772	826	576	720	649	640	671	604
KMXK0C02600	ChrIII	540729	542147	-	1419	576	45	755	822	757	839	731	782	821	661	735	955
KMXK0C02610	ChrIII	542491	543297	-	807	449	104	419	508	512	506	419	470	517	498	403	562
KMXK0C02620	ChrIII	543697	544719	+	1023	1351	254	1324	1588	1460	1707	1454	1515	1472	1539	1592	1676
KMXK0C02630	ChrIII	545265	546047	-	783	11234	58454	2832	4381	5399	5828	3157	6385	3883	4373	3374	6244
KMXK0C02640	ChrIII	548256	549419	+	1164	13783	16006	13409	14570	15397	16300	16808	19747	15397	14106	14517	18654
KMXK0C02650	ChrIII	549657	550343	-	687	307	134	265	297	294	268	352	244	375	361	299	439
KMXK0C02660	ChrIII	551322	552191	+	870	5336	2366	3574	5937	5991	6656	7343	5501	6445	5940	5166	6934
