"","protein","Gene","orthogroup"
"3370","P53541","YNL012W","S+KZC"
"3371","P53549","YOR259C","S+KZC"
"3372","P53550","YNL118C","S+KZC"
"3373","P53551","YPL127C","S+KZC"
"3374","P53552","YNL139C","S+KZC"
"3375","P53583","YNL249C","S+KZC"
"3376","P53584","YNL237W","S+KZC"
"3377","P53598","YOR142W","S+KZC"
"3378","P53599","YNR031C","S+KZC"
"3379","P53600","YPL010W","S+KZC"
"3380","P53604","YNR049C","S+KZC"
"3381","P53615","YNL036W","S+KZC"
"3382","P53616","YNL066W","S+KZC"
"3383","P53617","YNL251C","S+KZC"
"3384","P53622","YDL145C","S+KZC"
"3385","P53628","YNR023W","S+KZC"
"3386","P53629","YNR019W","S+KZC"
"3387","P53630","YNR057C","S+KZC"
"3388","P53632","YOL115W","S+KZC"
"3389","P53633","YNL044W","S+KZC"
"3390","P53685","YOL068C","S+KZC"
"3391","P53686","YPL015C","S+KZC"
"3392","P53687","YOR025W","S+KZC"
"3393","P53688","YDR191W","S+KZC"
"3394","P53691","YLR216C","S+KZC"
"3395","P53718","YNR009W","S+KZC"
"3396","P53719","YNR014W","S+KZC"
"3397","P53720","YNR015W","S+KZC"
"3398","P53721","YNR018W","S+KZC"
"3399","P53722","YNR020C","S+KZC"
"3400","P53723","YNR021W","S+KZC"
"3401","P53724","YNR022C","S+KZC"
"3402","P53725","YNR024W","S+KZC"
"3403","P53727","YNR027W","S+KZC"
"3404","P53729","YNR029C","S+KZC"
"3405","P53730","YNR030W","S+KZC"
"3406","P53731","YNR035C","S+KZC"
"3407","P53732","YNR036C","S+KZC"
"3408","P53733","YNR037C","S+KZC"
"3409","P53734","YNR038W","S+KZC"
"3410","P53735","YNR039C","S+KZC"
"3411","P53736","YNR040W","S+KZC"
"3412","P53738","YNR046W","S+KZC"
"3413","P53739","YNR047W","S+KZC"
"3414","P53740","YNR048W","S+KZC"
"3415","P53741","YNR051C","S+KZC"
"3416","P53742","YNR053C","S+KZC"
"3417","P53743","YNR054C","S+KZC"
"3418","P53744","YNR056C","S+KZC"
"3419","P53745","YNR059W","S+KZC"
"3420","P53746","YNR060W","S+KZC"
"3421","P53748","YNR062C","S+KZC"
"3422","P53749","YNR063W","S+KZC"
"3423","P53751","YNR065C","S+KZC"
"3424","P53753","YNR067C","S+KZC"
"3425","P53755","YNR069C","S+KZC"
"3426","P53756","YNR070W","S+KZC"
"3427","P53759","YML080W","S+KZC"
"3428","P53769","YLR323C","S+KZC"
"3429","P53823","YNL334C","S+KZC"
"3430","P53824","YNL333W","S+KZC"
"3431","P53829","YNL288W","S+KZC"
"3432","P53830","YNL286W","S+KZC"
"3433","P53832","YNL283C","S+KZC"
"3434","P53833","YNL282W","S+KZC"
"3435","P53834","YNL281W","S+KZC"
"3436","P53835","YNL279W","S+KZC"
"3437","P53836","YNL278W","S+KZC"
"3438","P53838","YNL275W","S+KZC"
"3439","P53839","YNL274C","S+KZC"
"3440","P53840","YNL273W","S+KZC"
"3441","P53843","YNL265C","S+KZC"
"3442","P53844","YNL264C","S+KZC"
"3443","P53845","YNL263C","S+KZC"
"3444","P53846","YNL260C","S+KZC"
"3445","P53847","YNL258C","S+KZC"
"3446","P53848","YNL256W","S+KZC"
"3447","P53849","YNL255C","S+KZC"
"3448","P53850","YNL254C","S+KZC"
"3449","P53851","YNL253W","S+KZC"
"3450","P53852","YNL247W","S+KZC"
"3451","P53853","YNL246W","S+KZC"
"3452","P53854","YNL245C","S+KZC"
"3453","P53855","YNL242W","S+KZC"
"3454","P53857","YNL234W","S+KZC"
"3455","P53858","YNL233W","S+KZC"
"3456","P53859","YNL232W","S+KZC"
"3457","P53860","YNL231C","S+KZC"
"3458","P53861","YNL230C","S+KZC"
"3459","P53863","YNL227C","S+KZC"
"3460","P53865","YNL225C","S+KZC"
"3461","P53866","YNL224C","S+KZC"
"3462","P53867","YNL223W","S+KZC"
"3463","P53868","YNL219C","S+KZC"
"3464","P53869","YNL211C","S+KZC"
"3465","P53870","YNL193W","S+KZC"
"3466","P53871","YNL191W","S+KZC"
"3467","P53873","YNL187W","S+KZC"
"3468","P53874","YNL186W","S+KZC"
"3469","P53875","YNL185C","S+KZC"
"3470","P53877","YNL182C","S+KZC"
"3471","P53878","YNL181W","S+KZC"
"3472","P53879","YNL180C","S+KZC"
"3473","P53881","YNL177C","S+KZC"
"3474","P53882","YNL176C","S+KZC"
"3475","P53883","YNL175C","S+KZC"
"3476","P53885","YNL173C","S+KZC"
"3477","P53886","YNL172W","S+KZC"
"3478","P53889","YNL168C","S+KZC"
"3479","P53890","YNL166C","S+KZC"
"3480","P53891","YNL165W","S+KZC"
"3481","P53892","YNL164C","S+KZC"
"3482","P53893","YNL163C","S+KZC"
"3483","P53894","YNL161W","S+KZC"
"3484","P53895","YNL159C","S+KZC"
"3485","P53896","YNL158W","S+KZC"
"3486","P53898","YNL156C","S+KZC"
"3487","P53899","YNL155W","S+KZC"
"3488","P53900","YNL153C","S+KZC"
"3489","P53901","YNL152W","S+KZC"
"3490","P53903","YNL149C","S+KZC"
"3491","P53904","YNL148C","S+KZC"
"3492","P53905","YNL147W","S+KZC"
"3493","P53907","YNL144C","S+KZC"
"3494","P53909","YNL141W","S+KZC"
"3495","P53911","YNL136W","S+KZC"
"3496","P53912","YNL134C","S+KZC"
"3497","P53913","YNL133C","S+KZC"
"3498","P53914","YNL132W","S+KZC"
"3499","P53915","YNL129W","S+KZC"
"3500","P53916","YNL128W","S+KZC"
"3501","P53917","YNL127W","S+KZC"
"3502","P53918","YNL125C","S+KZC"
"3503","P53919","YNL124W","S+KZC"
"3504","P53920","YNL123W","S+KZC"
"3505","P53921","YNL122C","S+KZC"
"3506","P53923","YNL119W","S+KZC"
"3507","P53924","YNL116W","S+KZC"
"3508","P53925","YNL115C","S+KZC"
"3509","P53927","YNL110C","S+KZC"
"3510","P53929","YNL108C","S+KZC"
"3511","P53930","YNL107W","S+KZC"
"3512","P53932","YNL095C","S+KZC"
"3513","P53933","YNL094W","S+KZC"
"3514","P53934","YNL092W","S+KZC"
"3515","P53935","YNL091W","S+KZC"
"3516","P53937","YNL081C","S+KZC"
"3517","P53938","YNL080C","S+KZC"
"3518","P53939","YNL078W","S+KZC"
"3519","P53940","YNL077W","S+KZC"
"3520","P53941","YNL075W","S+KZC"
"3521","P53942","YNL072W","S+KZC"
"3522","P53943","YNL065W","S+KZC"
"3523","P53944","YNL063W","S+KZC"
"3524","P53946","YNL059C","S+KZC"
"3525","P53947","YNL058C","S+KZC"
"3526","P53949","YNL056W","S+KZC"
"3527","P53950","YNL054W","S+KZC"
"3528","P53951","YNL051W","S+KZC"
"3529","P53952","YNL050C","S+KZC"
"3530","P53954","YNL048W","S+KZC"
"3531","P53958","YNL042W","S+KZC"
"3532","P53959","YNL041C","S+KZC"
"3533","P53960","YNL040W","S+KZC"
"3534","P53961","YNL038W","S+KZC"
"3535","P53962","YNL035C","S+KZC"
"3536","P53965","YNL032W","S+KZC"
"3537","P53966","YNL029C","S+KZC"
"3538","P53968","YNL027W","S+KZC"
"3539","P53969","YNL026W","S+KZC"
"3540","P53970","YNL024C","S+KZC"
"3541","P53971","YNL023C","S+KZC"
"3542","P53972","YNL022C","S+KZC"
"3543","P53973","YNL021W","S+KZC"
"3544","P53974","YNL020C","S+KZC"
"3545","P53978","YNL014W","S+KZC"
"3546","P53980","YNL011C","S+KZC"
"3547","P53981","YNL010W","S+KZC"
"3548","P53983","YNL008C","S+KZC"
"3549","P54000","YMR039C","S+KZC"
"3550","P54003","YML052W","S+KZC"
"3551","P54005","YMR316W","S+KZC"
"3552","P54007","YLR460C","S+KZC"
"3553","P54072","YLR152C","S+KZC"
"3554","P54074","YMR119W","S+KZC"
"3555","P54113","YLR028C","S+KZC"
"3556","P54114","YMR169C","S+KZC"
"3557","P54115","YPL061W","S+KZC"
"3558","P54199","YDL028C","S+KZC"
"3559","P54730","YMR067C","S+KZC"
"3560","P54780","YMR121C","S+KZC"
"3561","P54781","YMR015C","S+KZC"
"3562","P54783","YML086C","S+KZC"
"3563","P54784","YML065W","S+KZC"
"3564","P54785","YMR070W","S+KZC"
"3565","P54786","YML109W","S+KZC"
"3566","P54787","YML097C","S+KZC"
"3567","P54790","YLL004W","S+KZC"
"3568","P54791","YPR162C","S+KZC"
"3569","P54837","YML012W","S+KZC"
"3570","P54838","YML070W","S+KZC"
"3571","P54839","YML126C","S+KZC"
"3572","P54857","YDR058C","S+KZC"
"3573","P54858","YDR068W","S+KZC"
"3574","P54860","YDL190C","S+KZC"
"3575","P54861","YLL001W","S+KZC"
"3576","P54867","YOR008C","S+KZC"
"3577","P54885","YOR323C","S+KZC"
"3578","P54964","YLR059C","S+KZC"
"3579","P54999","YPR182W","S+KZC"
"3580","P56508","YDR525W-A","S+KZC"
"3581","P57743","YLR438C-A","S+KZC"
"3582","P57744","YJR135W-A","S+KZC"
"3583","P60010","YFL039C","S+KZC"
"3584","P61829","Q0130","S+KZC"
"3585","P61830","YBR010W, YNL031C","S+KZC"
"3586","P62651","YPL096C-A","S+KZC"
"3587","P69771","YKR035W-A","S+KZC"
"3588","P69850","YBR233W-A","S+KZC"
"3589","P69851","YDR320C-A","S+KZC"
"3590","P69852","YKL138C-A","S+KZC"
"3591","P80210","YNL220W","S+KZC"
"3592","P80235","YAR035W","S+KZC"
"3593","P80428","YJL081C","S+KZC"
"3594","P80667","YLR191W","S+KZC"
"3595","P80967","YPR133W-A","S+KZC"
"3596","P81449","YDR322C-A","S+KZC"
"3597","P81450","YML081C-A","S+KZC"
"3598","P81451","YOL077W-A","S+KZC"
"3599","P87108","YHR005C-A","S+KZC"
"3600","P87262","YER056C-A","S+KZC"
"3601","P87275","YER093C-A","S+KZC"
"3602","P87284","YDR276C","S+KZC"
"3603","P89102","YDR166C","S+KZC"
"3604","P89105","YOL145C","S+KZC"
"3605","P89114","YHR079C-A","S+KZC"
"3606","P89886","YER007C-A","S+KZC"
"3607","Q00055","YDL022W","S+KZC"
"3608","Q00245","YIL118W","S+KZC"
"3609","Q00246","YKR055W","S+KZC"
"3610","Q00362","YGL190C","S+KZC"
"3611","Q00381","YJR058C","S+KZC"
"3612","Q00402","YDR150W","S+KZC"
"3613","Q00416","YLR430W","S+KZC"
"3614","Q00453","YMR182C","S+KZC"
"3615","Q00539","YHR086W","S+KZC"
"3616","Q00578","YIL143C","S+KZC"
"3617","Q00582","YML121W","S+KZC"
"3618","Q00618","YJL031C","S+KZC"
"3619","Q00684","YFR028C","S+KZC"
"3620","Q00711","YKL148C","S+KZC"
"3621","Q00723","YGR075C","S+KZC"
"3622","Q00764","YBR126C","S+KZC"
"3623","Q00772","YHR030C","S+KZC"
"3624","Q00776","YPL259C","S+KZC"
"3625","Q00816","YDR028C","S+KZC"
"3626","Q00873","YKL087C","S+KZC"
"3627","Q00916","YIL061C","S+KZC"
"3628","Q00947","YDR463W","S+KZC"
"3629","Q00955","YNR016C","S+KZC"
"3630","Q01080","YNL248C","S+KZC"
"3631","Q01159","YGL130W","S+KZC"
"3632","Q01163","YGL129C","S+KZC"
"3633","Q01217","YER069W","S+KZC"
"3634","Q01329","YAL043C","S+KZC"
"3635","Q01389","YJL095W","S+KZC"
"3636","Q01448","YBR215W","S+KZC"
"3637","Q01454","YPR135W","S+KZC"
"3638","Q01476","YOR124C","S+KZC"
"3639","Q01477","YER151C","S+KZC"
"3640","Q01519","YLR038C","S+KZC"
"3641","Q01532","YNL239W","S+KZC"
"3642","Q01560","YDR432W","S+KZC"
"3643","Q01574","YAL054C","S+KZC"
"3644","Q01590","YLR026C","S+KZC"
"3645","Q01649","YMR198W","S+KZC"
"3646","Q01662","YLR244C","S+KZC"
"3647","Q01684","YER115C","S+KZC"
"3648","Q01722","YNL199C","S+KZC"
"3649","Q01802","YKL106W","S+KZC"
"3650","Q01846","YML104C","S+KZC"
"3651","Q01852","YIL022W","S+KZC"
"3652","Q01855","YOL040C","S+KZC"
"3653","Q01896","YDR039C","S+KZC"
"3654","Q01919","YOR233W","S+KZC"
"3655","Q01926","YOR334W","S+KZC"
"3656","Q01939","YGL048C","S+KZC"
"3657","Q01976","YBR111C","S+KZC"
"3658","Q02046","YKR080W","S+KZC"
"3659","Q02100","YNL167C","S+KZC"
"3660","Q02159","YMR022W","S+KZC"
"3661","Q02196","YKL001C","S+KZC"
"3662","Q02197","YEL053C","S+KZC"
"3663","Q02199","YGL172W","S+KZC"
"3664","Q02201","YKR003W","S+KZC"
"3665","Q02202","YKR004C","S+KZC"
"3666","Q02203","YKR005C","S+KZC"
"3667","Q02204","YKR006C","S+KZC"
"3668","Q02205","YKR007W","S+KZC"
"3669","Q02206","YKR008W","S+KZC"
"3670","Q02207","YKR009C","S+KZC"
"3671","Q02209","YKR011C","S+KZC"
"3672","Q02256","YIR026C","S+KZC"
"3673","Q02260","YGR074W","S+KZC"
"3674","Q02326","YML073C","S+KZC"
"3675","Q02336","YDR448W","S+KZC"
"3676","Q02354","YDR449C","S+KZC"
"3677","Q02455","YKR095W","S+KZC"
"3678","Q02457","YPL128C","S+KZC"
"3679","Q02486","YMR072W","S+KZC"
"3680","Q02516","YOR358W","S+KZC"
"3681","Q02521","YOR148C","S+KZC"
"3682","Q02554","YMR240C","S+KZC"
"3683","Q02555","YMR239C","S+KZC"
"3684","Q02574","YLR288C","S+KZC"
"3685","Q02606","YPL014W","S+KZC"
"3686","Q02608","YPL013C","S+KZC"
"3687","Q02629","YKL068W","S+KZC"
"3688","Q02630","YMR047C","S+KZC"
"3689","Q02642","YPL037C","S+KZC"
"3690","Q02647","YDR424C","S+KZC"
"3691","Q02648","YPL030W","S+KZC"
"3692","Q02685","YPL024W","S+KZC"
"3693","Q02710","YPL021W","S+KZC"
"3694","Q02721","YLR329W","S+KZC"
"3695","Q02724","YPL020C","S+KZC"
"3696","Q02732","YPL018W","S+KZC"
"3697","Q02753","YBR191W","S+KZC"
"3698","Q02754","YPL067C","S+KZC"
"3699","Q02767","YPL065W","S+KZC"
"3700","Q02770","YPL064C","S+KZC"
"3701","Q02771","YER058W","S+KZC"
"3702","Q02772","YJR034W","S+KZC"
"3703","Q02773","YML091C","S+KZC"
"3704","Q02774","YDL212W","S+KZC"
"3705","Q02775","YDR088C","S+KZC"
"3706","Q02776","YPL063W","S+KZC"
"3707","Q02783","YPL060W","S+KZC"
"3708","Q02784","YPL059W","S+KZC"
"3709","Q02785","YPL058C","S+KZC"
"3710","Q02792","YOR048C","S+KZC"
"3711","Q02793","YGL213C","S+KZC"
"3712","Q02794","YOR047C","S+KZC"
"3713","Q02795","YMR149W","S+KZC"
"3714","Q02796","YPL055C","S+KZC"
"3715","Q02799","YPL054W","S+KZC"
"3716","Q02803","YPL052W","S+KZC"
"3717","Q02804","YPL051W","S+KZC"
"3718","Q02805","YOR018W","S+KZC"
"3719","Q02820","YJL205C","S+KZC"
"3720","Q02821","YNL189W","S+KZC"
"3721","Q02825","YPL083C","S+KZC"
"3722","Q02831","YPL077C","S+KZC"
"3723","Q02863","YPL072W","S+KZC"
"3724","Q02864","YPL071C","S+KZC"
"3725","Q02866","YPL070W","S+KZC"
"3726","Q02872","YPL108W","S+KZC"
"3727","Q02873","YPL107W","S+KZC"
"3728","Q02875","YPL105C","S+KZC"
"3729","Q02883","YPL103C","S+KZC"
"3730","Q02884","YPL101W","S+KZC"
"3731","Q02887","YPL100W","S+KZC"
"3732","Q02888","YPL099C","S+KZC"
"3733","Q02889","YPL098C","S+KZC"
"3734","Q02890","YPL096W","S+KZC"
"3735","Q02891","YPL095C","S+KZC"
"3736","Q02892","YPL093W","S+KZC"
"3737","Q02895","YPL088W","S+KZC"
"3738","Q02896","YPL087W","S+KZC"
"3739","Q02908","YPL086C","S+KZC"
"3740","Q02931","YPL126W","S+KZC"
"3741","Q02932","YPL125W","S+KZC"
"3742","Q02933","YPL123C","S+KZC"
"3743","Q02939","YPL122C","S+KZC"
"3744","Q02948","YPL120W","S+KZC"
"3745","Q02950","YPL118W","S+KZC"
"3746","Q02959","YPL116W","S+KZC"
"3747","Q02961","YPL113C","S+KZC"
"3748","Q02969","YPL112C","S+KZC"
"3749","Q02979","YPL110C","S+KZC"
"3750","Q02981","YPL109C","S+KZC"
"3751","Q02983","YLR141W","S+KZC"
"3752","Q03002","YPL141C","S+KZC"
"3753","Q03010","YPL139C","S+KZC"
"3754","Q03012","YPL138C","S+KZC"
"3755","Q03016","YPL137C","S+KZC"
"3756","Q03018","YGR098C","S+KZC"
"3757","Q03020","YPL135W","S+KZC"
"3758","Q03028","YPL134C","S+KZC"
"3759","Q03029","YPL130W","S+KZC"
"3760","Q03034","YDR539W","S+KZC"
"3761","Q03048","YLL050C","S+KZC"
"3762","Q03049","YDR541C","S+KZC"
"3763","Q03050","YDR542W","S+KZC"
"3764","Q03063","YPL049C","S+KZC"
"3765","Q03067","YPL047W","S+KZC"
"3766","Q03071","YPL046C","S+KZC"
"3767","Q03079","YPL041C","S+KZC"
"3768","Q03080","YPL039W","S+KZC"
"3769","Q03081","YPL038W","S+KZC"
"3770","Q03083","YPL034W","S+KZC"
"3771","Q03085","YPL033C","S+KZC"
"3772","Q03088","YPL032C","S+KZC"
"3773","Q03096","YIL009C-A","S+KZC"
"3774","Q03102","YML131W","S+KZC"
"3775","Q03103","YML130C","S+KZC"
"3776","Q03104","YML128C","S+KZC"
"3777","Q03124","YML127W","S+KZC"
"3778","Q03125","YDR043C","S+KZC"
"3779","Q03144","YMR095C","S+KZC"
"3780","Q03148","YMR096W","S+KZC"
"3781","Q03151","YMR097C","S+KZC"
"3782","Q03153","YMR098C","S+KZC"
"3783","Q03161","YMR099C","S+KZC"
"3784","Q03162","YMR100W","S+KZC"
"3785","Q03175","YMR101C","S+KZC"
"3786","Q03177","YMR102C","S+KZC"
"3787","Q03178","YKL164C","S+KZC"
"3788","Q03180","YKL163W","S+KZC"
"3789","Q03193","YDR090C","S+KZC"
"3790","Q03195","YDR091C","S+KZC"
"3791","Q03201","YDR041W","S+KZC"
"3792","Q03208","YML119W","S+KZC"
"3793","Q03212","YMR171C","S+KZC"
"3794","Q03213","YMR172W","S+KZC"
"3795","Q03214","YMR176W","S+KZC"
"3796","Q03218","YMR177W","S+KZC"
"3797","Q03219","YMR178W","S+KZC"
"3798","Q03231","YMR181C","S+KZC"
"3799","Q03233","YMR184W","S+KZC"
"3800","Q03236","YMR187C","S+KZC"
"3801","Q03246","YMR188C","S+KZC"
"3802","Q03254","YMR277W","S+KZC"
"3803","Q03262","YMR278W","S+KZC"
"3804","Q03263","YMR279C","S+KZC"
"3805","Q03264","YMR285C","S+KZC"
"3806","Q03266","YMR289W","S+KZC"
"3807","Q03280","YDR457W","S+KZC"
"3808","Q03281","YDR458C","S+KZC"
"3809","Q03289","YDR459C","S+KZC"
"3810","Q03290","YDR460W","S+KZC"
"3811","Q03305","YDR465C","S+KZC"
"3812","Q03306","YDR466W","S+KZC"
"3813","Q03308","YPL045W","S+KZC"
"3814","Q03322","YDR468C","S+KZC"
"3815","Q03323","YDR469W","S+KZC"
"3816","Q03327","YDR470C","S+KZC"
"3817","Q03330","YGR252W","S+KZC"
"3818","Q03337","YDR472W","S+KZC"
"3819","Q03338","YDR473C","S+KZC"
"3820","Q03361","YDR475C","S+KZC"
"3821","Q03362","YDR476C","S+KZC"
"3822","Q03370","YDR479C","S+KZC"
"3823","Q03375","YDR482C","S+KZC"
"3824","Q03388","YDR485C","S+KZC"
"3825","Q03390","YDR486C","S+KZC"
"3826","Q03406","YDR489W","S+KZC"
"3827","Q03407","YDR490C","S+KZC"
"3828","Q03419","YDR492W","S+KZC"
"3829","Q03429","YDR493W","S+KZC"
"3830","Q03430","YDR494W","S+KZC"
"3831","Q03433","YML041C","S+KZC"
"3832","Q03434","YML039W","S+KZC"
"3833","Q03435","YDL002C","S+KZC"
"3834","Q03441","YDL001W","S+KZC"
"3835","Q03446","YDR003W","S+KZC"
"3836","Q03455","YDR205W","S+KZC"
"3837","Q03465","YDL020C","S+KZC"
"3838","Q03466","YDR206W","S+KZC"
"3839","Q03494","YDR210W-B","S+KZC"
"3840","Q03496","YMR259C","S+KZC"
"3841","Q03497","YHL007C","S+KZC"
"3842","Q03503","YPR051W","S+KZC"
"3843","Q03508","YMR265C","S+KZC"
"3844","Q03516","YMR266W","S+KZC"
"3845","Q03525","YMR269W","S+KZC"
"3846","Q03529","YMR272C","S+KZC"
"3847","Q03530","YMR274C","S+KZC"
"3848","Q03532","YMR290C","S+KZC"
"3849","Q03533","YMR291W","S+KZC"
"3850","Q03554","YMR292W","S+KZC"
"3851","Q03557","YMR293C","S+KZC"
"3852","Q03558","YHR179W","S+KZC"
"3853","Q03559","YMR295C","S+KZC"
"3854","Q03579","YMR298W","S+KZC"
"3855","Q03612","YER138C","S+KZC"
"3856","Q03619","YER160C","S+KZC"
"3857","Q03629","YML079W","S+KZC"
"3858","Q03630","YML077W","S+KZC"
"3859","Q03631","YML076C","S+KZC"
"3860","Q03640","YML072C","S+KZC"
"3861","Q03648","YMR209C","S+KZC"
"3862","Q03649","YMR210W","S+KZC"
"3863","Q03652","YMR211W","S+KZC"
"3864","Q03653","YMR212C","S+KZC"
"3865","Q03654","YMR213W","S+KZC"
"3866","Q03655","YMR215W","S+KZC"
"3867","Q03656","YMR216C","S+KZC"
"3868","Q03660","YMR218C","S+KZC"
"3869","Q03661","YMR219W","S+KZC"
"3870","Q03667","YMR002W","S+KZC"
"3871","Q03673","YMR003W","S+KZC"
"3872","Q03677","YMR009W","S+KZC"
"3873","Q03687","YMR010W","S+KZC"
"3874","Q03690","YMR012W","S+KZC"
"3875","Q03691","YMR200W","S+KZC"
"3876","Q03694","YMR204C","S+KZC"
"3877","Q03695","YMR206W","S+KZC"
"3878","Q03697","YML038C","S+KZC"
"3879","Q03702","YKL011C","S+KZC"
"3880","Q03703","YML037C","S+KZC"
"3881","Q03705","YML036W","S+KZC"
"3882","Q03707","YML034W","S+KZC"
"3883","Q03713","YML030W","S+KZC"
"3884","Q03714","YML029W","S+KZC"
"3885","Q03718","YML023C","S+KZC"
"3886","Q03722","YML020W","S+KZC"
"3887","Q03723","YML019W","S+KZC"
"3888","Q03730","YML018C","S+KZC"
"3889","Q03735","YML117W","S+KZC"
"3890","Q03750","YML114C","S+KZC"
"3891","Q03758","YML111W","S+KZC"
"3892","Q03759","YML108W","S+KZC"
"3893","Q03760","YML107C","S+KZC"
"3894","Q03761","YDR145W","S+KZC"
"3895","Q03768","YDR152W","S+KZC"
"3896","Q03769","YDR153C","S+KZC"
"3897","Q03770","YDR160W","S+KZC"
"3898","Q03771","YDR161W","S+KZC"
"3899","Q03772","YDR163W","S+KZC"
"3900","Q03774","YDR165W","S+KZC"
"3901","Q03776","YDR235W","S+KZC"
"3902","Q03778","YDR236C","S+KZC"
"3903","Q03780","YDR239C","S+KZC"
"3904","Q03782","YDR240C","S+KZC"
"3905","Q03784","YDR246W","S+KZC"
"3906","Q03785","YDR247W","S+KZC"
"3907","Q03786","YDR248C","S+KZC"
"3908","Q03787","YDR249C","S+KZC"
"3909","Q03790","YMR153W","S+KZC"
"3910","Q03792","YMR154C","S+KZC"
"3911","Q03795","YMR155W","S+KZC"
"3912","Q03796","YMR156C","S+KZC"
"3913","Q03798","YMR157C","S+KZC"
"3914","Q03799","YMR158W","S+KZC"
"3915","Q03818","YMR159C","S+KZC"
"3916","Q03823","YMR160W","S+KZC"
"3917","Q03824","YMR163C","S+KZC"
"3918","Q03825","YMR164C","S+KZC"
"3919","Q03829","YMR166C","S+KZC"
"3920","Q03834","YDR097C","S+KZC"
"3921","Q03835","YDR098C","S+KZC"
"3922","Q03855","YDR098C-B","S+KZC"
"3923","Q03860","YDR100W","S+KZC"
"3924","Q03862","YDR101C","S+KZC"
"3925","Q03868","YDR104C","S+KZC"
"3926","Q03880","YMR123W","S+KZC"
"3927","Q03897","YDR128W","S+KZC"
"3928","Q03898","YDR130C","S+KZC"
"3929","Q03899","YDR131C","S+KZC"
"3930","Q03900","YDR132C","S+KZC"
"3931","Q03919","YDR139C","S+KZC"
"3932","Q03920","YDR140W","S+KZC"
"3933","Q03921","YDR141C","S+KZC"
"3934","Q03935","YDR259C","S+KZC"
"3935","Q03940","YDR190C","S+KZC"
"3936","Q03941","YDR196C","S+KZC"
"3937","Q03942","YDR198C","S+KZC"
"3938","Q03944","YDR200C","S+KZC"
"3939","Q03954","YDR201W","S+KZC"
"3940","Q03956","YDR202C","S+KZC"
"3941","Q03957","YKL139W","S+KZC"
"3942","Q03973","YDR174W","S+KZC"
"3943","Q03976","YDR175C","S+KZC"
"3944","Q03981","YDR179C","S+KZC"
"3945","Q03983","YDR179W-A","S+KZC"
"3946","Q04002","YDR180W","S+KZC"
"3947","Q04003","YDR181C","S+KZC"
"3948","Q04004","YDR183W","S+KZC"
"3949","Q04005","YDR184C","S+KZC"
"3950","Q04007","YDR186C","S+KZC"
"3951","Q04013","YMR241W","S+KZC"
"3952","Q04018","YMR244W","S+KZC"
"3953","Q04031","YDR412W","S+KZC"
"3954","Q04033","YDR415C","S+KZC"
"3955","Q04048","YDR416W","S+KZC"
"3956","Q04049","YDR419W","S+KZC"
"3957","Q04052","YDR421W","S+KZC"
"3958","Q04053","YDR425W","S+KZC"
"3959","Q04062","YDR427W","S+KZC"
"3960","Q04066","YDR428C","S+KZC"
"3961","Q04067","YDR429C","S+KZC"
"3962","Q04080","YDR434W","S+KZC"
"3963","Q04081","YDR435C","S+KZC"
"3964","Q04082","YDR437W","S+KZC"
"3965","Q04087","YDR439W","S+KZC"
"3966","Q04089","YDR440W","S+KZC"
"3967","Q04093","YDR444W","S+KZC"
"3968","Q04110","YDR446W","S+KZC"
"3969","Q04116","YDR451C","S+KZC"
"3970","Q04119","YDR452W","S+KZC"
"3971","Q04120","YDR453C","S+KZC"
"3972","Q04121","YDR456W","S+KZC"
"3973","Q04149","YDR386W","S+KZC"
"3974","Q04162","YDR387C","S+KZC"
"3975","Q04170","YDR391C","S+KZC"
"3976","Q04172","YDR393W","S+KZC"
"3977","Q04174","YOR149C","S+KZC"
"3978","Q04175","YDR395W","S+KZC"
"3979","Q04177","YDR398W","S+KZC"
"3980","Q04178","YDR399W","S+KZC"
"3981","Q04179","YDR400W","S+KZC"
"3982","Q04182","YDR406W","S+KZC"
"3983","Q04183","YDR407C","S+KZC"
"3984","Q04195","YDR409W","S+KZC"
"3985","Q04199","YML102W","S+KZC"
"3986","Q04201","YML101C","S+KZC"
"3987","Q04212","YMR041C","S+KZC"
"3988","Q04213","YMR044W","S+KZC"
"3989","Q04216","YMR126C","S+KZC"
"3990","Q04217","YMR128W","S+KZC"
"3991","Q04223","YMR130W","S+KZC"
"3992","Q04225","YMR131C","S+KZC"
"3993","Q04226","YML015C","S+KZC"
"3994","Q04228","YML013W","S+KZC"
"3995","Q04231","YML011C","S+KZC"
"3996","Q04233","YML006C","S+KZC"
"3997","Q04235","YML005W","S+KZC"
"3998","Q04264","YMR076C","S+KZC"
"3999","Q04272","YMR077C","S+KZC"
"4000","Q04279","YMR086W","S+KZC"
"4001","Q04299","YMR087W","S+KZC"
"4002","Q04301","YMR088C","S+KZC"
"4003","Q04304","YMR090W","S+KZC"
"4004","Q04305","YMR093W","S+KZC"
"4005","Q04307","YDR045C","S+KZC"
"4006","Q04311","YDR049W","S+KZC"
"4007","Q04322","YMR192W","S+KZC"
"4008","Q04336","YMR196W","S+KZC"
"4009","Q04338","YMR197C","S+KZC"
"4010","Q04341","YDR031W","S+KZC"
"4011","Q04344","YDL125C","S+KZC"
"4012","Q04347","YMR014W","S+KZC"
"4013","Q04368","YMR025W","S+KZC"
"4014","Q04370","YMR026C","S+KZC"
"4015","Q04371","YMR027W","S+KZC"
