Orthogroup	S.cerevisiae	C.glabrata	K.marxianus	Z.rouxii
OG0000556	P39721	tr|Q6FP28|Q6FP28_CANGA, tr|Q6FRT7|Q6FRT7_CANGA	KMXK_0C05990	tr|C5DSK0|C5DSK0_ZYGRC
OG0000557	P40507	tr|Q6FNS4|Q6FNS4_CANGA, tr|Q6FPJ2|Q6FPJ2_CANGA	KMXK_0F00850	tr|C5DTJ7|C5DTJ7_ZYGRC
OG0000558	Q12127	tr|Q6FIU3|Q6FIU3_CANGA, tr|Q6FL40|Q6FL40_CANGA	KMXK_0D02020	tr|C5DVF2|C5DVF2_ZYGRC
OG0000559	Q12349	tr|Q6FR66|Q6FR66_CANGA	KMXK_0A06310, KMXK_0E01430	tr|C5DWH3|C5DWH3_ZYGRC
OG0000560	P13586	tr|Q6FPQ8|Q6FPQ8_CANGA, tr|Q6FQQ8|Q6FQQ8_CANGA	KMXK_0C06100	tr|C5E450|C5E450_ZYGRC
OG0000561	P05744, P41056	tr|Q6FJZ0|Q6FJZ0_CANGA	KMXK_0B07950	tr|C5DXQ2|C5DXQ2_ZYGRC
OG0000562	O14455, P05745	tr|B4UN40|B4UN40_CANGA	KMXK_0E03280	tr|C5DT69|C5DT69_ZYGRC
OG0000563	P49166, P51402	tr|F2Z629|F2Z629_CANGA	KMXK_0A07690	tr|C5DZ04|C5DZ04_ZYGRC
OG0000564	P38009, P54113	tr|Q6FY79|Q6FY79_CANGA	KMXK_0D00970	tr|C5DQ70|C5DQ70_ZYGRC
OG0000565	P0CH08, P0CH09	tr|Q6FTH4|Q6FTH4_CANGA	KMXK_0C07190	tr|C5DZR6|C5DZR6_ZYGRC
OG0000566	P47035	tr|Q6FS79|Q6FS79_CANGA, tr|Q6FXK6|Q6FXK6_CANGA	KMXK_0C04720	tr|C5E1I7|C5E1I7_ZYGRC
OG0000567	P40508	sp|Q6FIN8|PUP1_CANGA, tr|Q6FIN7|Q6FIN7_CANGA	KMXK_0F00870	tr|C5DTJ5|C5DTJ5_ZYGRC
OG0000568		tr|Q6FII7|Q6FII7_CANGA	KMXK_0A00150, KMXK_0D00110, KMXK_0E06330	tr|C5DUP1|C5DUP1_ZYGRC
OG0000569			KMXK_0B00160, KMXK_0F05790	tr|C5DSI3|C5DSI3_ZYGRC, tr|C5DWV2|C5DWV2_ZYGRC, tr|C5E1N2|C5E1N2_ZYGRC
OG0000570	P20051	tr|Q6FPD8|Q6FPD8_CANGA	KMXK_0A02060	tr|C5DS33|C5DS33_ZYGRC
OG0000571	P14126	sp|Q6FTJ2|RL3_CANGA	KMXK_0C02640	tr|C5DSD9|C5DSD9_ZYGRC
OG0000572	P28519	tr|Q6FKL2|Q6FKL2_CANGA	KMXK_0B04350	tr|C5DT51|C5DT51_ZYGRC
OG0000573	P48567	tr|Q6FJU1|Q6FJU1_CANGA	KMXK_0H03910	tr|C5DSQ3|C5DSQ3_ZYGRC
OG0000574	P31244	tr|Q6FMI6|Q6FMI6_CANGA	KMXK_0G03080	tr|C5DUG4|C5DUG4_ZYGRC
OG0000575	Q04231	tr|Q6FRZ4|Q6FRZ4_CANGA	KMXK_0D06360	tr|C5DW88|C5DW88_ZYGRC
OG0000576	P25454	tr|Q6FQK4|Q6FQK4_CANGA	KMXK_0G03620	tr|C5DQV0|C5DQV0_ZYGRC
OG0000577	P10862	sp|Q6FPI4|RAD18_CANGA	KMXK_0C04980	tr|C5DVP7|C5DVP7_ZYGRC
OG0000578	P12753	tr|Q6FNZ8|Q6FNZ8_CANGA	KMXK_0A07220	tr|C5DYV4|C5DYV4_ZYGRC
OG0000579	P32849	sp|Q6FY76|RAD5_CANGA	KMXK_0D00880	tr|C5DQ62|C5DQ62_ZYGRC
OG0000580	P06778	sp|Q6FSW2|RAD52_CANGA	KMXK_0D05970	tr|C5DWC8|C5DWC8_ZYGRC
OG0000581	P25301	tr|Q6FIZ6|Q6FIZ6_CANGA	KMXK_0F04450	tr|C5DPN1|C5DPN1_ZYGRC
OG0000582	P10622	tr|B4UN30|B4UN30_CANGA	KMXK_0F00730	tr|C5DTK9|C5DTK9_ZYGRC
OG0000583	P32864	tr|Q6FP22|Q6FP22_CANGA	KMXK_0B08430	tr|C5DSJ2|C5DSJ2_ZYGRC
OG0000584	P25332	tr|Q6FKW0|Q6FKW0_CANGA	KMXK_0A06980	tr|C5DUM1|C5DUM1_ZYGRC
OG0000585	P53721	tr|Q6FIY9|Q6FIY9_CANGA	KMXK_0F00900	tr|C5DVR4|C5DVR4_ZYGRC
OG0000586	P38086	tr|Q6FK14|Q6FK14_CANGA	KMXK_0B01920	tr|C5E0G3|C5E0G3_ZYGRC
OG0000587	P19541	tr|Q6FJY2|Q6FJY2_CANGA	KMXK_0B08100	tr|C5DXN9|C5DXN9_ZYGRC
OG0000588	P14736	tr|Q6FKG7|Q6FKG7_CANGA	KMXK_0C01750	tr|C5DRV1|C5DRV1_ZYGRC
OG0000589	P39729	tr|Q6FIS5|Q6FIS5_CANGA	KMXK_0F03600	tr|C5DV80|C5DV80_ZYGRC
OG0000590	P21827	tr|Q6FPA7|Q6FPA7_CANGA	KMXK_0B04270	tr|C5E1L6|C5E1L6_ZYGRC
OG0000591	P42073	tr|Q6FSR6|Q6FSR6_CANGA	KMXK_0E05730	tr|C5DT05|C5DT05_ZYGRC
OG0000592	P12689	tr|Q6FV13|Q6FV13_CANGA	KMXK_0F03560	tr|C5DV83|C5DV83_ZYGRC
OG0000593	P30775	tr|Q6FV42|Q6FV42_CANGA	KMXK_0F05680	tr|C5DPY0|C5DPY0_ZYGRC
OG0000594	P06839	tr|Q6FKF8|Q6FKF8_CANGA	KMXK_0C02870	tr|C5DRW3|C5DRW3_ZYGRC
OG0000595	P02400	tr|Q6FYB0|Q6FYB0_CANGA	KMXK_0B06020	tr|C5DQR5|C5DQR5_ZYGRC
OG0000596	Q12495	tr|Q6FN62|Q6FN62_CANGA	KMXK_0A02420	tr|C5E442|C5E442_ZYGRC
OG0000597	Q00816	tr|Q6FM15|Q6FM15_CANGA	KMXK_0F00200	tr|C5DPG8|C5DPG8_ZYGRC
OG0000598	Q06709	tr|Q6FRR7|Q6FRR7_CANGA	KMXK_0H00670	tr|C5DRY2|C5DRY2_ZYGRC
OG0000599	Q08237	sp|Q6FQA0|REXO4_CANGA	KMXK_0F04280	tr|C5DR59|C5DR59_ZYGRC
OG0000600	P26754	tr|Q6FJS4|Q6FJS4_CANGA	KMXK_0D04200	tr|C5DST9|C5DST9_ZYGRC
OG0000601	P26755	tr|Q6FX48|Q6FX48_CANGA	KMXK_0A04830	tr|C5E183|C5E183_ZYGRC
OG0000602	P36517	sp|Q6FK61|RM04_CANGA	KMXK_0E01810	tr|C5DS60|C5DS60_ZYGRC
OG0000603	P22353	tr|Q6FPB1|Q6FPB1_CANGA	KMXK_0E00840	tr|C5E1G6|C5E1G6_ZYGRC
OG0000604	P31334	tr|Q6FXB8|Q6FXB8_CANGA	KMXK_0F05120	tr|C5DSB6|C5DSB6_ZYGRC
OG0000605	P53875	tr|Q6FNI9|Q6FNI9_CANGA	KMXK_0B07510	tr|C5DTM6|C5DTM6_ZYGRC
OG0000606	P53881	tr|Q6FNJ5|Q6FNJ5_CANGA	KMXK_0B07590	tr|C5DTL8|C5DTL8_ZYGRC
OG0000607	P14063	tr|Q6FW92|Q6FW92_CANGA	KMXK_0C01240	tr|C5E1E0|C5E1E0_ZYGRC
OG0000608	P32387	tr|Q6FUK7|Q6FUK7_CANGA	KMXK_0E01930	tr|C5DW44|C5DW44_ZYGRC
OG0000609	P19956	tr|B4UN65|B4UN65_CANGA	KMXK_0A05620	tr|C5DPS8|C5DPS8_ZYGRC
OG0000610	P32388	tr|Q6FJ84|Q6FJ84_CANGA	KMXK_0E02500	tr|C5E168|C5E168_ZYGRC
OG0000611	P13298	tr|Q6FP51|Q6FP51_CANGA	KMXK_0A02520	tr|C5E0L9|C5E0L9_ZYGRC
OG0000612	P06779	tr|Q6FVS5|Q6FVS5_CANGA	KMXK_0A04170	tr|C5DTL6|C5DTL6_ZYGRC
OG0000613	Q04418	tr|Q6FSC6|Q6FSC6_CANGA	KMXK_0A08110	tr|C5DZ47|C5DZ47_ZYGRC
OG0000614	Q12270	sp|Q6FSG0|RBD2_CANGA	KMXK_0E03410	tr|C5E4R3|C5E4R3_ZYGRC
OG0000615	Q04779	tr|Q6FPR6|Q6FPR6_CANGA	KMXK_0F02470	tr|C5DQQ4|C5DQQ4_ZYGRC
OG0000616	Q03713	sp|Q6FSW5|RCF1_CANGA	KMXK_0D06010	sp|C5DWC4|RCF1_ZYGRC
OG0000617	Q12305	tr|Q6FJP3|Q6FJP3_CANGA	KMXK_0A05590	tr|C5DPT1|C5DPT1_ZYGRC
OG0000618	Q06835	tr|Q6FMH2|Q6FMH2_CANGA	KMXK_0H02060	tr|C5DUK1|C5DUK1_ZYGRC
OG0000619	P25560	tr|Q6FXM1|Q6FXM1_CANGA	KMXK_0A03940	tr|C5E4B1|C5E4B1_ZYGRC
OG0000620	P38630	tr|Q6FLK7|Q6FLK7_CANGA	KMXK_0B08150	tr|C5DXN4|C5DXN4_ZYGRC
OG0000621	P40348	tr|Q6FUV1|Q6FUV1_CANGA	KMXK_0C00470	tr|C5DZ74|C5DZ74_ZYGRC
OG0000622	P38206	sp|Q6FPE8|RFT1_CANGA	KMXK_0B00480	tr|C5DU22|C5DU22_ZYGRC
OG0000623	P00128	sp|Q6FSJ2|QCR7_CANGA	KMXK_0A08150	tr|C5DZ51|C5DZ51_ZYGRC
OG0000624	Q12044	tr|Q6FPF8|Q6FPF8_CANGA	KMXK_0B08120	tr|C5DXN7|C5DXN7_ZYGRC
OG0000625	P38344	tr|Q6FQ41|Q6FQ41_CANGA	KMXK_0E00800	tr|C5E1G3|C5E1G3_ZYGRC
OG0000626	P53331	tr|Q6FTR3|Q6FTR3_CANGA	KMXK_0A03380	tr|C5DVJ3|C5DVJ3_ZYGRC
OG0000627	P36516	tr|Q6FJB9|Q6FJB9_CANGA	KMXK_0D04080	tr|C5E4I8|C5E4I8_ZYGRC
OG0000628	P32904	tr|Q6FR15|Q6FR15_CANGA	KMXK_0F05130	tr|C5DSB5|C5DSB5_ZYGRC
OG0000629	P36519	tr|Q6FM48|Q6FM48_CANGA	KMXK_0C05150	tr|C5DQB7|C5DQB7_ZYGRC
OG0000630	Q02204	tr|Q6FLM7|Q6FLM7_CANGA	KMXK_0C06210	tr|C5DQM9|C5DQM9_ZYGRC
OG0000631	P38064	tr|Q6FUD1|Q6FUD1_CANGA	KMXK_0H03390	tr|C5DYG9|C5DYG9_ZYGRC
OG0000632	P22354	tr|Q6FTI3|Q6FTI3_CANGA	KMXK_0A04280	tr|C5DNV4|C5DNV4_ZYGRC
OG0000633	P06781	tr|Q6FP94|Q6FP94_CANGA	KMXK_0G02180	tr|C5DUB6|C5DUB6_ZYGRC
OG0000634	Q08760	tr|Q6FYA2|Q6FYA2_CANGA	KMXK_0F02870	tr|C5DYD8|C5DYD8_ZYGRC
OG0000635	P38927	tr|Q6FKV6|Q6FKV6_CANGA	KMXK_0C03860	tr|C5DUA5|C5DUA5_ZYGRC
OG0000636	P35196	tr|Q6FWN2|Q6FWN2_CANGA	KMXK_0F04590	tr|C5DPM6|C5DPM6_ZYGRC
OG0000637	P38629	tr|Q6FJU3|Q6FJU3_CANGA	KMXK_0H03930	tr|C5DSQ1|C5DSQ1_ZYGRC
OG0000638	P40339	tr|Q6FQB3|Q6FQB3_CANGA	KMXK_0A06880	tr|C5DR80|C5DR80_ZYGRC
OG0000639	P38251	tr|Q6FWA3|Q6FWA3_CANGA	KMXK_0H03400	tr|C5DYG8|C5DYG8_ZYGRC
OG0000640	P48743	tr|Q6FS37|Q6FS37_CANGA	KMXK_0B04930	tr|C5E4B9|C5E4B9_ZYGRC
OG0000641	P16664	tr|Q6FX98|Q6FX98_CANGA	KMXK_0B02030	tr|C5DVE9|C5DVE9_ZYGRC
OG0000642	Q00245	tr|Q6FSR0|Q6FSR0_CANGA	KMXK_0G01770	tr|C5DPA0|C5DPA0_ZYGRC
OG0000643	P32445	tr|B4UN50|B4UN50_CANGA	KMXK_0A04950	tr|C5DWS0|C5DWS0_ZYGRC
OG0000644	Q05672	tr|Q6FNT8|Q6FNT8_CANGA	KMXK_0F00620	tr|C5DXJ9|C5DXJ9_ZYGRC
OG0000645	Q03530	tr|Q6FUH5|Q6FUH5_CANGA	KMXK_0A02590	tr|C5E0M4|C5E0M4_ZYGRC
OG0000646	Q08742	tr|Q6FJP2|Q6FJP2_CANGA	KMXK_0A05600	tr|C5DPT0|C5DPT0_ZYGRC
OG0000647	Q99188	tr|Q6FT77|Q6FT77_CANGA	KMXK_0G02460	tr|C5DRM5|C5DRM5_ZYGRC
OG0000648	Q99258	tr|Q6FQB7|Q6FQB7_CANGA	KMXK_0E02730	tr|C5DR87|C5DR87_ZYGRC
OG0000649	P33312	sp|Q6FU96|RIB7_CANGA	KMXK_0D02480	tr|C5DR70|C5DR70_ZYGRC
OG0000650	P38127	tr|Q6FJM1|Q6FJM1_CANGA	KMXK_0A00710	tr|C5DP06|C5DP06_ZYGRC
OG0000651	Q08273	tr|B4UMZ3|B4UMZ3_CANGA	KMXK_0H01590	tr|C5DSU4|C5DSU4_ZYGRC
OG0000652	P53972	tr|Q6FJE5|Q6FJE5_CANGA	KMXK_0G01400	tr|C5DPB2|C5DPB2_ZYGRC
OG0000653	P39531	tr|Q6FUL6|Q6FUL6_CANGA	KMXK_0A07060	tr|C5DUM8|C5DUM8_ZYGRC
OG0000654	Q12090	sp|Q6FIU7|REXO3_CANGA	KMXK_0D01970	tr|C5DVF7|C5DVF7_ZYGRC
OG0000655	P32862	sp|Q6FLP2|RGT1_CANGA	KMXK_0F02560	sp|C5E4G1|RGT1_ZYGRC
OG0000656	P36520	tr|Q6FQW1|Q6FQW1_CANGA	KMXK_0G02920	tr|C5DRA6|C5DRA6_ZYGRC
OG0000657	P36523	tr|Q6FVA4|Q6FVA4_CANGA	KMXK_0C03030	tr|C5DQJ0|C5DQJ0_ZYGRC
OG0000658	P36528	tr|Q6FNZ6|Q6FNZ6_CANGA	KMXK_0A07240	tr|C5DYV6|C5DYV6_ZYGRC
OG0000659	Q06624	tr|Q6FSK4|Q6FSK4_CANGA	KMXK_0B05120	tr|C5DUS8|C5DUS8_ZYGRC
OG0000660	Q12487	tr|Q6FLD6|Q6FLD6_CANGA	KMXK_0A02240	tr|C5DW42|C5DW42_ZYGRC
OG0000661	P36525	tr|Q6FM54|Q6FM54_CANGA	KMXK_0E03290	tr|C5DT70|C5DT70_ZYGRC
OG0000662	P23369	tr|Q6FNB6|Q6FNB6_CANGA	KMXK_0A01710	tr|C5DR47|C5DR47_ZYGRC
OG0000663	P36526	tr|Q6FXK2|Q6FXK2_CANGA	KMXK_0E00950	tr|C5E1H7|C5E1H7_ZYGRC
OG0000664	P36527	tr|Q6FMP3|Q6FMP3_CANGA	KMXK_0C05290	tr|C5DWD6|C5DWD6_ZYGRC
OG0000665	P36534	tr|Q6FUG5|Q6FUG5_CANGA	KMXK_0C04620	tr|C5DYC3|C5DYC3_ZYGRC
OG0000666	P06780	tr|Q6FQ78|Q6FQ78_CANGA	KMXK_0H02680	tr|C5DUU4|C5DUU4_ZYGRC
OG0000667	Q03778	sp|Q6FM49|RIFK_CANGA	KMXK_0C05170	tr|C5DQB5|C5DQB5_ZYGRC
OG0000668	P40395	tr|Q6FY71|Q6FY71_CANGA	KMXK_0D00790	tr|C5DQ53|C5DQ53_ZYGRC
OG0000669	Q12196	tr|Q6FKH2|Q6FKH2_CANGA	KMXK_0G04010	tr|C5DY37|C5DY37_ZYGRC
OG0000670	P39677	sp|Q6FLG2|RRF2M_CANGA	KMXK_0B01500	tr|C5DX35|C5DX35_ZYGRC
OG0000671	P14120	sp|Q6FXZ0|RL30_CANGA	KMXK_0B00650	tr|C5E040|C5E040_ZYGRC
OG0000672	P22336	tr|Q6FTQ0|Q6FTQ0_CANGA	KMXK_0A03850	tr|C5E078|C5E078_ZYGRC
OG0000673	P38339	tr|Q6FQ47|Q6FQ47_CANGA	KMXK_0E00990	tr|C5DRK0|C5DRK0_ZYGRC
OG0000674	P43556	tr|Q6FLW7|Q6FLW7_CANGA	KMXK_0H00280	tr|C5DX53|C5DX53_ZYGRC
OG0000675	Q04599	tr|Q6FXD4|Q6FXD4_CANGA	KMXK_0D01680	tr|C5DSM8|C5DSM8_ZYGRC
OG0000676	P38883	sp|Q6FW61|RIX1_CANGA	KMXK_0D05240	tr|C5DRH8|C5DRH8_ZYGRC
OG0000677	Q12504	tr|Q6FJ64|Q6FJ64_CANGA	KMXK_0A04580	tr|C5DPS3|C5DPS3_ZYGRC
OG0000678	Q12367	sp|Q6FJQ5|RKM5_CANGA	KMXK_0E05080	sp|C5DYK5|RKM5_ZYGRC
OG0000679	Q05468	tr|Q6FK46|Q6FK46_CANGA	KMXK_0C01910	tr|C5DW05|C5DW05_ZYGRC
OG0000680	Q08961	tr|Q6FV08|Q6FV08_CANGA	KMXK_0D05690	tr|C5DU30|C5DU30_ZYGRC
OG0000681	P02406	tr|Q6FNN1|Q6FNN1_CANGA	KMXK_0B04170	tr|C5E1K3|C5E1K3_ZYGRC
OG0000682	P51534	tr|Q6FR45|Q6FR45_CANGA	KMXK_0F04820	tr|C5DTT4|C5DTT4_ZYGRC
OG0000683	Q08457	sp|Q6FKM8|SLD7_CANGA	KMXK_0C02610	sp|C5DSD6|SLD7_ZYGRC
OG0000684	P38705	tr|Q6FV65|Q6FV65_CANGA	KMXK_0B05760	tr|C5DT94|C5DT94_ZYGRC
OG0000685	P38989	tr|Q6FVV6|Q6FVV6_CANGA	KMXK_0E04740	tr|C5DWK8|C5DWK8_ZYGRC
OG0000686	Q04174	sp|Q6FMA9|SMP3_CANGA	KMXK_0A05730	tr|C5DW33|C5DW33_ZYGRC
OG0000687	Q12306	tr|Q6FMR9|Q6FMR9_CANGA	KMXK_0A07800	tr|C5DZ14|C5DZ14_ZYGRC
OG0000688	P14359, P56508		KMXK_0A08100	tr|C5DUX0|C5DUX0_ZYGRC
OG0000689	Q07549	tr|Q6FNS5|Q6FNS5_CANGA	KMXK_0F00840	tr|C5DTJ8|C5DTJ8_ZYGRC
OG0000690	P39990	sp|Q6FQV5|SNU13_CANGA	KMXK_0A01190	tr|C5E458|C5E458_ZYGRC
OG0000691	Q03782	tr|Q6FM44|Q6FM44_CANGA	KMXK_0C05120	tr|C5DX14|C5DX14_ZYGRC
OG0000692	Q08826	sp|Q6FT03|SNX3_CANGA	KMXK_0C05840	tr|C5DV98|C5DV98_ZYGRC
OG0000693	Q04477	sp|Q6FN12|SPC24_CANGA	KMXK_0C01250	tr|C5E1E1|C5E1E1_ZYGRC
OG0000694	P36126	tr|Q6FLI6|Q6FLI6_CANGA	KMXK_0D02540	tr|C5DYJ3|C5DYJ3_ZYGRC
OG0000695	P40511	tr|Q6FIP4|Q6FIP4_CANGA	KMXK_0C04740	tr|C5DTI8|C5DTI8_ZYGRC
OG0000696	Q01684	tr|Q6FTC7|Q6FTC7_CANGA	KMXK_0H01550	tr|C5DQY1|C5DQY1_ZYGRC
OG0000697	P32558	sp|Q6FWT4|SPT16_CANGA	KMXK_0B02800	tr|C5E4S4|C5E4S4_ZYGRC
OG0000698	Q06010	tr|Q6FRR8|Q6FRR8_CANGA	KMXK_0H00640	tr|C5DRY5|C5DRY5_ZYGRC
OG0000699	P06783	tr|Q6FJ93|Q6FJ93_CANGA	KMXK_0A04810	tr|C5E181|C5E181_ZYGRC
OG0000700	P38960	tr|Q6FM89|Q6FM89_CANGA	KMXK_0F03660	tr|C5DRU2|C5DRU2_ZYGRC
OG0000701	P25604	tr|Q6FS29|Q6FS29_CANGA	KMXK_0B04880	tr|C5E4B5|C5E4B5_ZYGRC
OG0000702	P54000	tr|Q6FU60|Q6FU60_CANGA	KMXK_0D03320	tr|C5DWZ3|C5DWZ3_ZYGRC
OG0000703	P38198	tr|Q6FUD6|Q6FUD6_CANGA	KMXK_0H03450	tr|C5E0J2|C5E0J2_ZYGRC
OG0000704	P46675	tr|Q6FJA4|Q6FJA4_CANGA	KMXK_0F04990	tr|C5DX23|C5DX23_ZYGRC
OG0000705	P33757		KMXK_0C03250, KMXK_0C03260	tr|C5E1L9|C5E1L9_ZYGRC
OG0000706	Q04921	tr|Q6FV46|Q6FV46_CANGA	KMXK_0B01320	tr|C5DQ85|C5DQ85_ZYGRC
OG0000707	P23255	tr|Q6FLV8|Q6FLV8_CANGA	KMXK_0A07550	tr|C5DYY9|C5DYY9_ZYGRC
OG0000708	P35177	tr|Q6FK24|Q6FK24_CANGA	KMXK_0H03620	tr|C5E0H8|C5E0H8_ZYGRC
OG0000709	P38688	tr|Q6FV06|Q6FV06_CANGA	KMXK_0D05720	tr|C5E4L4|C5E4L4_ZYGRC
OG0000710	P38871	tr|Q6FIM0|Q6FIM0_CANGA	KMXK_0A03680	tr|C5DVM3|C5DVM3_ZYGRC
OG0000711	P40468	tr|Q6FSP8|Q6FSP8_CANGA	KMXK_0F00310	tr|C5DP85|C5DP85_ZYGRC
OG0000712	P39015	tr|Q6FVL9|Q6FVL9_CANGA	KMXK_0E05330	tr|C5DYN0|C5DYN0_ZYGRC
OG0000713	P39932		KMXK_0F03890	tr|C5E3Y2|C5E3Y2_ZYGRC, tr|C5E3Y3|C5E3Y3_ZYGRC
OG0000714	P06843	tr|Q6FKG8|Q6FKG8_CANGA	KMXK_0C01760	tr|C5DRV0|C5DRV0_ZYGRC
OG0000715	P25648	sp|Q6FVM9|SRB8_CANGA	KMXK_0B04130	tr|C5DTX4|C5DTX4_ZYGRC
OG0000716	P53866	sp|Q6FP19|SQS1_CANGA	KMXK_0E06120	tr|C5DYS3|C5DYS3_ZYGRC
OG0000717	P50875	tr|Q6FXB1|Q6FXB1_CANGA	KMXK_0B06480	tr|C5DSX0|C5DSX0_ZYGRC
OG0000718	Q07084	tr|Q6FW53|Q6FW53_CANGA	KMXK_0G00870	tr|C5DQF8|C5DQF8_ZYGRC
OG0000719	P53072	tr|Q6FRK1|Q6FRK1_CANGA	KMXK_0C07000	tr|C5E4W2|C5E4W2_ZYGRC
OG0000720	P47154	tr|Q6FQ89|Q6FQ89_CANGA	KMXK_0F01330	tr|C5DUW3|C5DUW3_ZYGRC
OG0000721	P01097, P01098	tr|Q6FP60|Q6FP60_CANGA	KMXK_0F00720	
OG0000722	P15705	tr|Q6FRI9|Q6FRI9_CANGA	KMXK_0A04590	tr|C5DPS4|C5DPS4_ZYGRC
OG0000723	P38637	sp|Q6FKQ4|STS1_CANGA	KMXK_0E04670	sp|C5DWK1|STS1_ZYGRC
OG0000724	P39007	tr|Q6FXV8|Q6FXV8_CANGA	KMXK_0C03730	tr|C5E054|C5E054_ZYGRC
OG0000725	P23201	tr|Q6FVQ1|Q6FVQ1_CANGA	KMXK_0C03040	tr|C5DQJ1|C5DQJ1_ZYGRC
OG0000726	P38863	tr|Q6FQY5|Q6FQY5_CANGA	KMXK_0A03760	tr|C5DTW3|C5DTW3_ZYGRC
OG0000727	P23179	tr|Q6FWU6|Q6FWU6_CANGA	KMXK_0E04200	tr|C5E1T7|C5E1T7_ZYGRC
OG0000728	P11747	tr|Q6FRP8|Q6FRP8_CANGA	KMXK_0B06830	tr|C5DP51|C5DP51_ZYGRC
OG0000729	P32342	tr|Q6FM21|Q6FM21_CANGA	KMXK_0C01020	tr|C5DZ98|C5DZ98_ZYGRC
OG0000730	P20424	tr|Q6FMH6|Q6FMH6_CANGA	KMXK_0B07300	tr|C5DUJ0|C5DUJ0_ZYGRC
OG0000731	Q08646	tr|Q6FPH7|Q6FPH7_CANGA	KMXK_0B02160	tr|C5DXR6|C5DXR6_ZYGRC
OG0000732	P38931	sp|Q6FNM7|SSN2_CANGA	KMXK_0D06150	tr|C5DWA8|C5DWA8_ZYGRC
OG0000733	P47002	tr|Q6FQH8|Q6FQH8_CANGA	KMXK_0E02600	tr|C5E157|C5E157_ZYGRC
OG0000734	P38788	tr|Q6FKL8|Q6FKL8_CANGA	KMXK_0C05420	tr|C5DU62|C5DU62_ZYGRC
OG0000735	P42845	tr|Q6FJS7|Q6FJS7_CANGA	KMXK_0D04240	tr|C5DST5|C5DST5_ZYGRC
OG0000736	P25344	tr|Q6FX88|Q6FX88_CANGA	KMXK_0A07900	tr|C5DZ24|C5DZ24_ZYGRC
OG0000737	P32583	tr|Q6FTH7|Q6FTH7_CANGA	KMXK_0H03860	tr|C5E0P8|C5E0P8_ZYGRC
OG0000738	P36077	tr|Q6FL91|Q6FL91_CANGA	KMXK_0F04020	tr|C5E3W8|C5E3W8_ZYGRC
OG0000739	P10080	tr|Q6FV85|Q6FV85_CANGA	KMXK_0G04180	tr|C5DZW0|C5DZW0_ZYGRC
OG0000740	P38353	tr|Q6FXK3|Q6FXK3_CANGA	KMXK_0E00960	tr|C5E1H8|C5E1H8_ZYGRC
OG0000741	P53101	tr|Q6FL54|Q6FL54_CANGA	KMXK_0C03190	tr|C5E197|C5E197_ZYGRC
OG0000742	P32579	tr|Q6FQQ9|Q6FQQ9_CANGA	KMXK_0C06110	tr|C5E451|C5E451_ZYGRC
OG0000743	P31377	tr|Q6FRS4|Q6FRS4_CANGA	KMXK_0B03750	tr|C5DVC7|C5DVC7_ZYGRC
OG0000744	Q06524	tr|Q6FKV1|Q6FKV1_CANGA	KMXK_0B05520	tr|C5DVV9|C5DVV9_ZYGRC
OG0000745	P38123	tr|Q6FJH8|Q6FJH8_CANGA	KMXK_0A00350	tr|C5DYQ7|C5DYQ7_ZYGRC
OG0000746	P32580	tr|Q6FKD7|Q6FKD7_CANGA	KMXK_0F01880	tr|C5DPE5|C5DPE5_ZYGRC
OG0000747	P38634	tr|Q6FKA0|Q6FKA0_CANGA	KMXK_0H00290	tr|C5DX54|C5DX54_ZYGRC
OG0000748	P13188	tr|Q6FLC2|Q6FLC2_CANGA	KMXK_0D02190	tr|C5DTB1|C5DTB1_ZYGRC
OG0000749	Q3E784	tr|B4UN49|B4UN49_CANGA	KMXK_0B01910	tr|C5DSP3|C5DSP3_ZYGRC
OG0000750	P47037	tr|Q6FS78|Q6FS78_CANGA	KMXK_0C07330	tr|C5E1I6|C5E1I6_ZYGRC
OG0000751	P32908	tr|Q6FUN1|Q6FUN1_CANGA	KMXK_0B07900	tr|C5DXC1|C5DXC1_ZYGRC
OG0000752	P38956	tr|B4UN01|B4UN01_CANGA	KMXK_0B00340	tr|C5E0Q4|C5E0Q4_ZYGRC
OG0000753	Q12368	tr|Q6FL01|Q6FL01_CANGA	KMXK_0B06670	tr|C5DQ09|C5DQ09_ZYGRC
OG0000754	Q08817	tr|Q6FW80|Q6FW80_CANGA	KMXK_0G02480	tr|C5DV89|C5DV89_ZYGRC
OG0000755	P40317	tr|Q6FRC0|Q6FRC0_CANGA	KMXK_0F04420	tr|C5DPN4|C5DPN4_ZYGRC
OG0000756	P00447	tr|Q6FV67|Q6FV67_CANGA	KMXK_0B05680	tr|C5DTA2|C5DTA2_ZYGRC
OG0000757	P04801	tr|Q6FIN6|Q6FIN6_CANGA	KMXK_0F00860	tr|C5DTJ6|C5DTJ6_ZYGRC
OG0000758	P35189	tr|Q6FJX8|Q6FJX8_CANGA	KMXK_0B08180	tr|C5DXN0|C5DXN0_ZYGRC
OG0000759	Q12455	tr|Q6FJP6|Q6FJP6_CANGA	KMXK_0E05230	tr|C5DYM0|C5DYM0_ZYGRC
OG0000760	P27692	sp|Q6FRZ5|SPT5_CANGA	KMXK_0D06370	tr|C5DW87|C5DW87_ZYGRC
OG0000761	P53538	sp|Q6FMU7|SSU72_CANGA	KMXK_0E06100	tr|C5DYS1|C5DYS1_ZYGRC
