Orthogroup	A_s288c	K.marxianus	L.fermentati	Z.rouxii	Total
OG0004358	1	1	0	1	3
OG0004359	1	1	1	0	3
OG0004360	1	0	1	1	3
OG0004361	1	1	0	1	3
OG0004362	1	0	1	1	3
OG0004363	1	0	1	1	3
OG0004364	1	0	1	1	3
OG0004365	1	0	1	1	3
OG0004366	1	0	1	1	3
OG0004367	1	0	1	1	3
OG0004368	1	0	1	1	3
OG0004369	1	1	0	1	3
OG0004370	1	0	1	1	3
OG0004371	1	1	1	0	3
OG0004372	1	1	1	0	3
OG0004373	2	0	1	0	3
OG0004374	1	0	1	1	3
OG0004375	2	0	1	0	3
OG0004376	1	1	0	1	3
OG0004377	1	1	1	0	3
OG0004378	1	1	1	0	3
OG0004379	1	1	1	0	3
OG0004380	1	0	1	1	3
OG0004381	1	0	1	1	3
OG0004382	1	0	1	1	3
OG0004383	1	1	1	0	3
OG0004384	1	1	0	1	3
OG0004385	1	1	1	0	3
OG0004386	1	0	1	1	3
OG0004387	1	1	1	0	3
OG0004388	1	0	1	1	3
OG0004389	1	0	1	1	3
OG0004390	1	1	1	0	3
OG0004391	1	0	1	1	3
OG0004392	2	0	0	1	3
OG0004393	1	1	1	0	3
OG0004394	1	1	0	1	3
OG0004395	1	1	0	1	3
OG0004396	2	0	1	0	3
OG0004397	1	1	0	1	3
OG0004398	1	0	1	1	3
OG0004399	1	1	1	0	3
OG0004400	1	1	1	0	3
OG0004401	1	0	1	1	3
OG0004402	1	0	1	1	3
OG0004403	1	1	1	0	3
OG0004404	1	0	1	1	3
OG0004405	1	0	1	1	3
OG0004406	1	0	1	1	3
OG0004407	2	0	1	0	3
OG0004408	1	0	1	1	3
OG0004409	1	0	1	1	3
OG0004410	1	0	1	1	3
OG0004411	1	0	1	1	3
OG0004412	1	0	1	1	3
OG0004413	1	0	1	1	3
OG0004414	1	0	1	1	3
OG0004415	2	0	1	0	3
OG0004416	1	0	1	1	3
OG0004417	1	1	0	1	3
OG0004418	1	1	0	1	3
OG0004419	1	1	0	1	3
OG0004420	1	0	1	1	3
OG0004421	1	0	1	1	3
OG0004422	1	1	0	1	3
OG0004423	1	1	0	1	3
OG0004424	1	1	1	0	3
OG0004425	1	1	1	0	3
OG0004426	1	0	1	1	3
OG0004427	1	0	1	1	3
OG0004428	1	0	1	1	3
OG0004429	1	1	1	0	3
OG0004430	1	1	1	0	3
OG0004431	1	1	1	0	3
OG0004432	1	0	1	1	3
OG0004433	1	0	1	1	3
OG0004434	1	1	1	0	3
OG0004435	1	0	1	1	3
OG0004436	1	1	1	0	3
OG0004437	1	0	1	1	3
OG0004438	1	0	1	1	3
OG0004439	1	0	2	0	3
OG0004440	1	1	1	0	3
OG0004441	1	1	1	0	3
OG0004442	1	1	1	0	3
OG0004443	1	0	1	1	3
OG0004444	1	0	1	1	3
OG0004445	1	1	0	1	3
OG0004446	1	0	1	1	3
OG0004447	1	1	1	0	3
OG0004448	1	0	1	1	3
OG0004449	1	1	1	0	3
OG0004450	1	0	2	0	3
OG0004451	1	1	1	0	3
OG0004452	1	1	0	1	3
OG0004453	1	1	1	0	3
OG0004454	1	0	1	1	3
OG0004455	1	1	1	0	3
OG0004456	1	0	1	1	3
OG0004457	1	1	1	0	3
OG0004458	1	1	1	0	3
OG0004459	1	0	1	1	3
OG0004460	1	0	1	1	3
OG0004461	1	1	0	1	3
OG0004462	1	1	1	0	3
OG0004463	1	1	1	0	3
OG0004464	1	1	1	0	3
OG0004465	1	1	1	0	3
OG0004466	1	1	1	0	3
OG0004467	1	0	1	1	3
OG0004468	1	1	1	0	3
OG0004469	1	1	1	0	3
OG0004470	1	1	1	0	3
OG0004471	1	0	1	1	3
OG0004472	1	0	1	1	3
OG0004473	1	0	1	1	3
OG0004474	1	1	1	0	3
OG0004475	1	0	1	1	3
OG0004476	1	0	1	1	3
OG0004477	1	0	1	1	3
OG0004478	1	0	1	1	3
OG0004479	1	1	0	1	3
OG0004480	1	0	1	1	3
OG0004481	1	1	1	0	3
OG0004482	1	0	1	1	3
OG0004483	1	0	1	1	3
OG0004484	1	0	1	1	3
OG0004485	1	1	1	0	3
OG0004486	1	1	1	0	3
OG0004487	1	0	1	1	3
OG0004488	1	0	1	1	3
OG0004489	1	1	1	0	3
OG0004490	1	1	1	0	3
OG0004491	1	1	1	0	3
OG0004492	2	0	0	1	3
OG0004493	1	0	1	1	3
OG0004494	1	0	1	1	3
OG0004495	1	1	1	0	3
OG0004496	1	1	0	1	3
OG0004497	1	1	1	0	3
OG0004498	1	0	1	1	3
OG0004499	1	0	1	1	3
OG0004500	1	1	1	0	3
OG0004501	1	1	1	0	3
OG0004502	1	0	1	1	3
OG0004503	1	0	1	1	3
OG0004504	1	0	1	1	3
OG0004505	1	1	0	1	3
OG0004506	1	1	0	1	3
OG0004507	1	1	1	0	3
OG0004508	1	0	1	1	3
OG0004509	1	0	1	1	3
OG0004510	1	1	1	0	3
OG0004511	1	1	1	0	3
OG0004512	1	1	1	0	3
OG0004513	1	1	0	1	3
OG0004514	1	0	1	1	3
OG0004515	1	0	1	1	3
OG0004516	1	1	0	1	3
OG0004517	1	0	1	1	3
OG0004518	1	0	1	1	3
OG0004519	1	1	0	1	3
OG0004520	1	1	0	1	3
OG0004521	0	1	1	1	3
OG0004522	0	1	1	1	3
OG0004523	0	1	1	1	3
OG0004524	0	1	1	1	3
OG0004525	0	1	1	1	3
OG0004526	0	1	1	1	3
OG0004527	0	1	1	1	3
OG0004528	0	1	1	1	3
OG0004529	0	1	1	1	3
OG0004530	0	1	1	1	3
OG0004531	0	1	1	1	3
OG0004532	0	1	1	1	3
OG0004533	0	1	1	1	3
OG0004534	0	1	1	1	3
OG0004535	0	1	1	1	3
OG0004536	0	1	1	1	3
OG0004537	0	1	1	1	3
OG0004538	0	1	1	1	3
OG0004539	0	1	1	1	3
OG0004540	0	1	1	1	3
OG0004541	0	1	1	1	3
OG0004542	0	1	1	1	3
OG0004543	0	1	1	1	3
OG0004544	0	1	1	1	3
OG0004545	0	1	1	1	3
OG0004546	0	2	1	0	3
OG0004547	0	2	1	0	3
OG0004548	0	1	1	1	3
OG0004549	0	1	1	1	3
OG0004550	0	1	1	1	3
OG0004551	0	1	1	1	3
OG0004552	0	1	1	1	3
OG0004553	0	1	1	1	3
OG0004554	0	1	1	1	3
OG0004555	0	1	1	1	3
OG0004556	0	1	1	1	3
OG0004557	0	1	1	1	3
OG0004558	0	1	1	1	3
OG0004559	0	1	1	1	3
OG0004560	0	1	1	1	3
OG0004561	0	1	1	1	3
OG0004562	0	1	1	1	3
OG0004563	0	3	0	0	3
OG0004564	0	1	1	1	3
OG0004565	0	1	1	1	3
OG0004566	0	1	1	1	3
OG0004567	0	1	1	1	3
OG0004568	0	1	1	1	3
OG0004569	0	1	1	1	3
OG0004570	0	1	1	1	3
OG0004571	0	1	1	1	3
OG0004572	0	1	1	1	3
OG0004573	0	1	1	1	3
OG0004574	0	1	1	1	3
OG0004575	0	1	1	1	3
OG0004576	0	1	1	1	3
OG0004577	0	1	1	1	3
OG0004578	0	1	1	1	3
OG0004579	0	1	2	0	3
OG0004580	0	2	1	0	3
OG0004581	0	1	1	1	3
OG0004582	0	1	1	1	3
OG0004583	0	1	1	1	3
OG0004584	0	1	1	1	3
OG0004585	0	1	1	1	3
OG0004586	0	1	1	1	3
OG0004587	0	1	1	1	3
OG0004588	0	1	1	1	3
OG0004589	0	1	1	1	3
OG0004590	0	1	1	1	3
OG0004591	0	1	1	1	3
OG0004592	0	1	1	1	3
OG0004593	0	1	1	1	3
OG0004594	0	1	1	1	3
OG0004595	0	1	1	1	3
OG0004596	0	1	1	1	3
OG0004597	0	1	1	1	3
OG0004598	0	1	1	1	3
OG0004599	0	1	1	1	3
OG0004600	0	1	1	1	3
OG0004601	0	1	2	0	3
OG0004602	0	1	1	1	3
OG0004603	0	1	1	1	3
OG0004604	0	1	1	1	3
OG0004605	0	1	1	1	3
OG0004606	0	1	1	1	3
OG0004607	0	1	1	1	3
OG0004608	0	1	1	1	3
OG0004609	0	1	1	1	3
OG0004610	0	1	1	1	3
OG0004611	0	1	1	1	3
OG0004612	0	1	1	1	3
OG0004613	0	1	1	1	3
OG0004614	0	2	1	0	3
OG0004615	0	1	1	1	3
OG0004616	0	1	1	1	3
OG0004617	0	1	1	1	3
OG0004618	0	1	1	1	3
OG0004619	0	1	1	1	3
OG0004620	0	1	2	0	3
OG0004621	0	2	1	0	3
OG0004622	0	1	1	1	3
OG0004623	0	1	1	1	3
OG0004624	0	1	1	1	3
OG0004625	0	1	1	1	3
OG0004626	0	1	1	1	3
OG0004627	0	1	1	1	3
OG0004628	0	1	1	1	3
OG0004629	0	1	1	1	3
OG0004630	0	1	1	1	3
OG0004631	0	1	1	1	3
OG0004632	0	1	1	1	3
OG0004633	0	1	1	1	3
OG0004634	0	1	1	1	3
OG0004635	0	1	1	1	3
OG0004636	0	1	1	1	3
OG0004637	0	1	1	1	3
OG0004638	0	1	2	0	3
OG0004639	0	1	1	1	3
OG0004640	0	1	1	1	3
OG0004641	0	1	1	1	3
OG0004642	0	1	1	1	3
OG0004643	0	1	1	1	3
OG0004644	0	1	0	2	3
OG0004645	0	1	1	1	3
OG0004646	0	1	1	1	3
OG0004647	0	1	1	1	3
OG0004648	0	1	1	1	3
OG0004649	0	0	2	1	3
OG0004650	0	0	1	2	3
OG0004651	0	0	1	2	3
OG0004652	0	0	1	2	3
OG0004653	1	0	0	1	2
OG0004654	1	0	0	1	2
OG0004655	1	0	0	1	2
OG0004656	1	0	0	1	2
OG0004657	1	0	0	1	2
OG0004658	1	1	0	0	2
OG0004659	1	0	1	0	2
OG0004660	1	1	0	0	2
OG0004661	1	0	1	0	2
OG0004662	1	0	1	0	2
OG0004663	1	0	0	1	2
OG0004664	1	0	1	0	2
OG0004665	1	0	1	0	2
OG0004666	1	0	1	0	2
OG0004667	1	0	1	0	2
OG0004668	1	0	0	1	2
OG0004669	1	0	0	1	2
OG0004670	1	0	1	0	2
OG0004671	1	0	0	1	2
OG0004672	1	0	1	0	2
OG0004673	1	0	1	0	2
OG0004674	1	0	1	0	2
OG0004675	1	0	0	1	2
OG0004676	1	0	1	0	2
OG0004677	1	0	0	1	2
OG0004678	1	0	1	0	2
OG0004679	1	0	0	1	2
OG0004680	2	0	0	0	2
OG0004681	1	0	1	0	2
OG0004682	1	0	0	1	2
OG0004683	1	1	0	0	2
OG0004684	1	0	1	0	2
OG0004685	1	0	1	0	2
OG0004686	1	0	0	1	2
OG0004687	1	0	1	0	2
OG0004688	1	0	0	1	2
OG0004689	1	0	0	1	2
OG0004690	1	0	0	1	2
OG0004691	1	0	1	0	2
OG0004692	1	0	0	1	2
OG0004693	1	0	0	1	2
OG0004694	1	0	0	1	2
OG0004695	1	1	0	0	2
OG0004696	1	0	1	0	2
OG0004697	1	0	0	1	2
OG0004698	1	0	1	0	2
OG0004699	1	1	0	0	2
OG0004700	1	0	1	0	2
OG0004701	1	1	0	0	2
OG0004702	1	0	0	1	2
OG0004703	1	0	1	0	2
OG0004704	1	0	1	0	2
OG0004705	1	0	1	0	2
OG0004706	1	1	0	0	2
OG0004707	1	0	1	0	2
OG0004708	1	0	1	0	2
OG0004709	1	0	0	1	2
OG0004710	1	0	0	1	2
OG0004711	1	1	0	0	2
OG0004712	1	0	1	0	2
OG0004713	1	0	1	0	2
OG0004714	1	0	1	0	2
OG0004715	1	1	0	0	2
OG0004716	1	0	1	0	2
OG0004717	1	0	1	0	2
OG0004718	1	0	1	0	2
OG0004719	1	0	1	0	2
OG0004720	1	0	0	1	2
OG0004721	1	0	0	1	2
OG0004722	1	0	0	1	2
OG0004723	1	0	0	1	2
OG0004724	1	0	0	1	2
OG0004725	1	0	1	0	2
OG0004726	1	0	1	0	2
OG0004727	1	1	0	0	2
OG0004728	1	0	0	1	2
OG0004729	1	1	0	0	2
OG0004730	1	1	0	0	2
OG0004731	1	0	0	1	2
OG0004732	0	1	1	0	2
OG0004733	0	1	1	0	2
OG0004734	0	1	1	0	2
OG0004735	0	1	1	0	2
OG0004736	0	1	1	0	2
OG0004737	0	1	1	0	2
OG0004738	0	1	1	0	2
OG0004739	0	1	1	0	2
OG0004740	0	1	1	0	2
OG0004741	0	1	1	0	2
OG0004742	0	1	1	0	2
OG0004743	0	1	1	0	2
OG0004744	0	1	1	0	2
OG0004745	0	1	1	0	2
OG0004746	0	1	1	0	2
OG0004747	0	1	1	0	2
OG0004748	0	1	1	0	2
OG0004749	0	1	1	0	2
OG0004750	0	1	1	0	2
OG0004751	0	1	1	0	2
OG0004752	0	1	1	0	2
OG0004753	0	1	1	0	2
OG0004754	0	1	1	0	2
OG0004755	0	1	1	0	2
OG0004756	0	1	1	0	2
OG0004757	0	1	1	0	2
OG0004758	0	1	1	0	2
OG0004759	0	1	1	0	2
OG0004760	0	1	1	0	2
OG0004761	0	1	1	0	2
OG0004762	0	1	1	0	2
OG0004763	0	1	1	0	2
OG0004764	0	1	1	0	2
OG0004765	0	1	1	0	2
OG0004766	0	1	1	0	2
OG0004767	0	1	1	0	2
OG0004768	0	1	1	0	2
OG0004769	0	1	1	0	2
OG0004770	0	1	1	0	2
OG0004771	0	1	1	0	2
OG0004772	0	1	1	0	2
OG0004773	0	1	1	0	2
OG0004774	0	1	1	0	2
OG0004775	0	1	0	1	2
OG0004776	0	1	0	1	2
OG0004777	0	1	1	0	2
OG0004778	0	1	0	1	2
OG0004779	0	1	1	0	2
OG0004780	0	1	1	0	2
OG0004781	0	1	1	0	2
OG0004782	0	1	1	0	2
OG0004783	0	1	1	0	2
OG0004784	0	1	1	0	2
OG0004785	0	1	1	0	2
OG0004786	0	1	0	1	2
OG0004787	0	1	1	0	2
OG0004788	0	1	0	1	2
OG0004789	0	1	1	0	2
OG0004790	0	1	1	0	2
OG0004791	0	1	1	0	2
OG0004792	0	1	1	0	2
OG0004793	0	1	1	0	2
OG0004794	0	1	0	1	2
OG0004795	0	1	1	0	2
OG0004796	0	1	1	0	2
OG0004797	0	1	1	0	2
OG0004798	0	1	1	0	2
OG0004799	0	1	1	0	2
OG0004800	0	1	0	1	2
OG0004801	0	1	1	0	2
OG0004802	0	1	1	0	2
OG0004803	0	1	1	0	2
OG0004804	0	1	1	0	2
OG0004805	0	1	0	1	2
OG0004806	0	1	1	0	2
OG0004807	0	1	1	0	2
OG0004808	0	1	1	0	2
OG0004809	0	1	1	0	2
OG0004810	0	1	1	0	2
OG0004811	0	1	1	0	2
OG0004812	0	1	1	0	2
OG0004813	0	1	1	0	2
OG0004814	0	1	1	0	2
OG0004815	0	1	1	0	2
OG0004816	0	1	1	0	2
OG0004817	0	1	0	1	2
OG0004818	0	1	1	0	2
OG0004819	0	1	1	0	2
OG0004820	0	1	1	0	2
OG0004821	0	1	1	0	2
OG0004822	0	1	1	0	2
OG0004823	0	1	1	0	2
OG0004824	0	1	1	0	2
OG0004825	0	1	1	0	2
OG0004826	0	1	0	1	2
OG0004827	0	1	1	0	2
OG0004828	0	0	1	1	2
OG0004829	0	0	1	1	2
OG0004830	0	0	1	1	2
OG0004831	0	0	1	1	2
OG0004832	0	0	1	1	2
OG0004833	0	0	1	1	2
OG0004834	0	0	1	1	2
OG0004835	0	0	1	1	2
OG0004836	0	0	1	1	2
OG0004837	0	0	1	1	2
OG0004838	0	0	1	1	2
OG0004839	0	0	1	1	2
OG0004840	0	0	1	1	2
OG0004841	0	0	1	1	2
OG0004842	0	0	1	1	2
OG0004843	0	0	1	1	2
OG0004844	0	0	1	1	2
OG0004845	0	0	1	1	2
OG0004846	0	0	1	1	2
OG0004847	0	0	1	1	2
OG0004848	0	0	1	1	2
