Orthogroup	A_s288c	K.marxianus	L.fermentati	Z.rouxii
OG0001033	P32774	KMXK_0G02620	tr|A0A1G4MF92|A0A1G4MF92_LACFM	tr|C5E4J4|C5E4J4_ZYGRC
OG0001034	Q04226	KMXK_0D06290	tr|A0A1G4MG34|A0A1G4MG34_LACFM	tr|C5DW95|C5DW95_ZYGRC
OG0001035	P40085	KMXK_0C01360	tr|A0A1G4MKI5|A0A1G4MKI5_LACFM	tr|C5DZT0|C5DZT0_ZYGRC
OG0001036	Q06417	KMXK_0A02200	tr|A0A1G4M6G3|A0A1G4M6G3_LACFM	tr|C5DS46|C5DS46_ZYGRC
OG0001037	P53851	KMXK_0A07250	tr|A0A1G4MGR1|A0A1G4MGR1_LACFM	tr|C5DYV7|C5DYV7_ZYGRC
OG0001038	Q12104	KMXK_0D02160	tr|A0A1G4MCC4|A0A1G4MCC4_LACFM	tr|C5DTA9|C5DTA9_ZYGRC
OG0001039	Q03088	KMXK_0F01840	tr|A0A1G4MI09|A0A1G4MI09_LACFM	tr|C5DXV6|C5DXV6_ZYGRC
OG0001040	P36145	KMXK_0A05030	tr|A0A1G4MHB9|A0A1G4MHB9_LACFM	tr|C5DUX5|C5DUX5_ZYGRC
OG0001041	P41896	KMXK_0D00540	tr|A0A1G4MAV7|A0A1G4MAV7_LACFM	tr|C5E0A2|C5E0A2_ZYGRC
OG0001042	Q05027	KMXK_0F02840	tr|A0A1G4MBP4|A0A1G4MBP4_LACFM	tr|C5DYD5|C5DYD5_ZYGRC
OG0001043	Q12030	KMXK_0E05290	tr|A0A1G4MJU9|A0A1G4MJU9_LACFM	tr|C5DYM6|C5DYM6_ZYGRC
OG0001044	P32048	KMXK_0F00400	tr|A0A1G4ME29|A0A1G4ME29_LACFM	tr|C5DP75|C5DP75_ZYGRC
OG0001045	P38707	KMXK_0A04010	tr|A0A1G4MFD6|A0A1G4MFD6_LACFM	tr|C5E1R4|C5E1R4_ZYGRC
OG0001046	P07806	KMXK_0E04320	tr|A0A1G4MD66|A0A1G4MD66_LACFM	tr|C5DTZ2|C5DTZ2_ZYGRC
OG0001047	Q12109	KMXK_0E02720	tr|A0A1G4MCP7|A0A1G4MCP7_LACFM	tr|C5DR86|C5DR86_ZYGRC
OG0001048	P50105	KMXK_0A05980	tr|A0A1G4MCT1|A0A1G4MCT1_LACFM	tr|C5DTC1|C5DTC1_ZYGRC
OG0001049	P36421	KMXK_0C02130	tr|A0A1G4M6Y3|A0A1G4M6Y3_LACFM	tr|C5DRR8|C5DRR8_ZYGRC
OG0001050	P48527	KMXK_0A00450	tr|A0A1G4MIB3|A0A1G4MIB3_LACFM	tr|C5DYP9|C5DYP9_ZYGRC
OG0001051	P36100	KMXK_0F02360	tr|A0A1G4MKS5|A0A1G4MKS5_LACFM	tr|C5DQP1|C5DQP1_ZYGRC
OG0001052	Q06163	KMXK_0D00460	tr|A0A1G4MAW1|A0A1G4MAW1_LACFM	tr|C5E094|C5E094_ZYGRC
OG0001053	P29056	KMXK_0A05290	tr|A0A1G4MJ37|A0A1G4MJ37_LACFM	tr|C5DTU7|C5DTU7_ZYGRC
OG0001054	Q05021	KMXK_0E02990	tr|A0A1G4MDH5|A0A1G4MDH5_LACFM	tr|C5E0U9|C5E0U9_ZYGRC
OG0001055	Q04372	KMXK_0G02630	tr|A0A1G4MFE4|A0A1G4MFE4_LACFM	tr|C5E4J5|C5E4J5_ZYGRC
OG0001056	P48606	KMXK_0C04700	tr|A0A1G4MHH8|A0A1G4MHH8_LACFM	tr|C5DYD1|C5DYD1_ZYGRC
OG0001057	P42943	KMXK_0D02570	tr|A0A1G4M8M0|A0A1G4M8M0_LACFM	tr|C5DV48|C5DV48_ZYGRC
OG0001058	P39079	KMXK_0E05630	tr|A0A1G4MJR3|A0A1G4MJR3_LACFM	tr|C5DSZ5|C5DSZ5_ZYGRC
OG0001059	Q08921	KMXK_0F02270	tr|A0A1G4M9K0|A0A1G4M9K0_LACFM	tr|C5DZD8|C5DZD8_ZYGRC
OG0001060	P40045	KMXK_0H01650	tr|A0A1G4M7R4|A0A1G4M7R4_LACFM	sp|C5DTH5|TDA2_ZYGRC
OG0001061	Q99190	KMXK_0A06600	tr|A0A1G4MFP8|A0A1G4MFP8_LACFM	tr|C5DPP5|C5DPP5_ZYGRC
OG0001062	P22438	KMXK_0C01980	tr|A0A1G4ME96|A0A1G4ME96_LACFM	tr|C5DX27|C5DX27_ZYGRC
OG0001063	P39965	KMXK_0G03440	tr|A0A1G4M7F3|A0A1G4M7F3_LACFM	tr|C5DQT3|C5DQT3_ZYGRC
OG0001064	P11325	KMXK_0H00740	tr|A0A1G4MD62|A0A1G4MD62_LACFM	tr|C5DRX5|C5DRX5_ZYGRC
OG0001065	Q9URQ3	KMXK_0D00450	tr|A0A1G4MAT5|A0A1G4MAT5_LACFM	tr|C5E093|C5E093_ZYGRC
OG0001066	Q05506	KMXK_0A04610	tr|A0A1G4MBM5|A0A1G4MBM5_LACFM	tr|C5DPW6|C5DPW6_ZYGRC
OG0001067	P36104	KMXK_0F04190	tr|A0A1G4MAE7|A0A1G4MAE7_LACFM	tr|C5DUR5|C5DUR5_ZYGRC
OG0001068	Q05515	KMXK_0E03700	tr|A0A1G4MBH2|A0A1G4MBH2_LACFM	tr|C5DPW4|C5DPW4_ZYGRC
OG0001069	P41544	KMXK_0C02280	tr|A0A1G4M6W5|A0A1G4M6W5_LACFM	tr|C5DRQ4|C5DRQ4_ZYGRC
OG0001070	P32944	KMXK_0E02640	tr|A0A1G4MGU6|A0A1G4MGU6_LACFM	tr|C5DTX6|C5DTX6_ZYGRC
OG0001071	P53873	KMXK_0B07470	tr|A0A1G4MJR2|A0A1G4MJR2_LACFM	sp|C5DTN0|SWT21_ZYGRC
OG0001072	P53277	KMXK_0B05220	tr|A0A1G4MEY9|A0A1G4MEY9_LACFM	tr|C5DVW8|C5DVW8_ZYGRC
OG0001073	P15180	KMXK_0D01450	tr|A0A1G4MCP0|A0A1G4MCP0_LACFM	tr|C5E4K7|C5E4K7_ZYGRC
OG0001074	P38827	KMXK_0F03220	tr|A0A1G4MER2|A0A1G4MER2_LACFM	tr|C5DZQ8|C5DZQ8_ZYGRC
OG0001075	P47008	KMXK_0A05060	tr|A0A1G4MH09|A0A1G4MH09_LACFM	tr|C5DUX8|C5DUX8_ZYGRC
OG0001076	P53266	KMXK_0H03070	tr|A0A1G4MEU6|A0A1G4MEU6_LACFM	tr|C5DT84|C5DT84_ZYGRC
OG0001077	P36068	KMXK_0C01140	tr|A0A1G4MAF3|A0A1G4MAF3_LACFM	sp|C5E1D0|SHE2_ZYGRC
OG0001078	Q12505	KMXK_0F01910	tr|A0A1G4MJG6|A0A1G4MJG6_LACFM	tr|C5DPE8|C5DPE8_ZYGRC
OG0001079	Q06677	KMXK_0C03340	tr|A0A1G4M6S2|A0A1G4M6S2_LACFM	tr|C5DVX5|C5DVX5_ZYGRC
OG0001080	P38992	KMXK_0C04270	tr|A0A1G4MFY6|A0A1G4MFY6_LACFM	tr|C5E104|C5E104_ZYGRC
OG0001081	Q05471	KMXK_0D02720	tr|A0A1G4MBF2|A0A1G4MBF2_LACFM	tr|C5DPX8|C5DPX8_ZYGRC
OG0001082	P53937	KMXK_0C03880	tr|A0A1G4MDQ6|A0A1G4MDQ6_LACFM	tr|C5DUA3|C5DUA3_ZYGRC
OG0001083	P26637	KMXK_0H00160	tr|A0A1G4MHH1|A0A1G4MHH1_LACFM	tr|C5DXS9|C5DXS9_ZYGRC
OG0001084	P04803	KMXK_0A01480	tr|A0A1G4MEA6|A0A1G4MEA6_LACFM	tr|C5DTU0|C5DTU0_ZYGRC
OG0001085	P38088	KMXK_0G03210	tr|A0A1G4MBV4|A0A1G4MBV4_LACFM	tr|C5DUH6|C5DUH6_ZYGRC
OG0001086	P07236	KMXK_0A02130	tr|A0A1G4M6J5|A0A1G4M6J5_LACFM	tr|C5DS39|C5DS39_ZYGRC
OG0001087	Q07395	KMXK_0H00620	tr|A0A1G4MD49|A0A1G4MD49_LACFM	tr|C5DRY6|C5DRY6_ZYGRC
OG0001088	P46655	KMXK_0C07160	tr|A0A1G4MGI7|A0A1G4MGI7_LACFM	tr|C5E4X8|C5E4X8_ZYGRC
OG0001089	Q04048	KMXK_0C06600	tr|A0A1G4MG14|A0A1G4MG14_LACFM	tr|C5DW68|C5DW68_ZYGRC
OG0001090	Q02875	KMXK_0A00330	tr|A0A1G4MIC3|A0A1G4MIC3_LACFM	tr|C5DYQ9|C5DYQ9_ZYGRC
OG0001091	Q03290	KMXK_0C05320	tr|A0A1G4MG40|A0A1G4MG40_LACFM	tr|C5DWD3|C5DWD3_ZYGRC
OG0001092	Q07914	KMXK_0G00890	tr|A0A1G4M781|A0A1G4M781_LACFM	tr|C5DQF5|C5DQF5_ZYGRC
OG0001093	P42949	KMXK_0B01560	tr|A0A1G4M8Q3|A0A1G4M8Q3_LACFM	tr|C5E106|C5E106_ZYGRC
OG0001094	Q01852	KMXK_0E04840	tr|A0A1G4MBD1|A0A1G4MBD1_LACFM	tr|C5DWL7|C5DWL7_ZYGRC
OG0001095	P36101	KMXK_0F02350	tr|A0A1G4MKV3|A0A1G4MKV3_LACFM	tr|C5DQP0|C5DQP0_ZYGRC
OG0001096	P38228	KMXK_0E02330	tr|A0A1G4MCK4|A0A1G4MCK4_LACFM	tr|C5DPH9|C5DPH9_ZYGRC
OG0001097	Q3E7C1	KMXK_0C03680	tr|A0A1G4MKA2|A0A1G4MKA2_LACFM	tr|C5DRT8|C5DRT8_ZYGRC
OG0001098	Q06339	KMXK_0B04560	tr|A0A1G4MEC9|A0A1G4MEC9_LACFM	tr|C5DY27|C5DY27_ZYGRC
OG0001099	Q12052	KMXK_0H00210	tr|A0A1G4MHI1|A0A1G4MHI1_LACFM	tr|C5DXS5|C5DXS5_ZYGRC
OG0001100	P07273	KMXK_0B03010	tr|A0A1G4MAR5|A0A1G4MAR5_LACFM	tr|C5DZU0|C5DZU0_ZYGRC
OG0001101	P54857	KMXK_0A07300	tr|A0A1G4MGY2|A0A1G4MGY2_LACFM	tr|C5DYW3|C5DYW3_ZYGRC
OG0001102	P53552	KMXK_0A02700	tr|A0A1G4MID6|A0A1G4MID6_LACFM	tr|C5DZN3|C5DZN3_ZYGRC
OG0001103	P12612	KMXK_0E01340	tr|A0A1G4MJN8|A0A1G4MJN8_LACFM	tr|C5DQ78|C5DQ78_ZYGRC
OG0001104	P39076	KMXK_0C03810	tr|A0A1G4ME12|A0A1G4ME12_LACFM	tr|C5DUB0|C5DUB0_ZYGRC
OG0001105	P53038	KMXK_0E04410	tr|A0A1G4MBB6|A0A1G4MBB6_LACFM	tr|C5DU02|C5DU02_ZYGRC
OG0001106	P40533	KMXK_0B05320	tr|A0A1G4M856|A0A1G4M856_LACFM	tr|C5DWP0|C5DWP0_ZYGRC
OG0001107	Q12004	KMXK_0G03360	tr|A0A1G4MBT0|A0A1G4MBT0_LACFM	tr|C5DUE1|C5DUE1_ZYGRC
OG0001108	P33339	KMXK_0A07430	tr|A0A1G4MGS6|A0A1G4MGS6_LACFM	tr|C5DYX6|C5DYX6_ZYGRC
OG0001109	P00927	KMXK_0E03020	tr|A0A1G4M7E8|A0A1G4M7E8_LACFM	tr|C5DQT2|C5DQT2_ZYGRC
OG0001110	P18412	KMXK_0H03570	tr|A0A1G4MIL7|A0A1G4MIL7_LACFM	tr|C5E0I1|C5E0I1_ZYGRC
OG0001111	P32776	KMXK_0C05430	tr|A0A1G4M8H9|A0A1G4M8H9_LACFM	tr|C5DU63|C5DU63_ZYGRC
OG0001112	P32318	KMXK_0D06580	tr|A0A1G4M6Y8|A0A1G4M6Y8_LACFM	tr|C5E0D1|C5E0D1_ZYGRC
OG0001113	P46670	KMXK_0E03470	tr|A0A1G4M995|A0A1G4M995_LACFM	tr|C5E4Q7|C5E4Q7_ZYGRC
OG0001114	P32613	KMXK_0C02720	tr|A0A1G4MA94|A0A1G4MA94_LACFM	tr|C5DXJ3|C5DXJ3_ZYGRC
OG0001115	P32367	KMXK_0G03240	tr|A0A1G4MC02|A0A1G4MC02_LACFM	tr|C5DUH9|C5DUH9_ZYGRC
OG0001116	Q02939	KMXK_0E00480	tr|A0A1G4MHV7|A0A1G4MHV7_LACFM	tr|C5DY86|C5DY86_ZYGRC
OG0001117	P38114, Q12180	KMXK_0C05760	tr|A0A1G4MCV9|A0A1G4MCV9_LACFM	
OG0001118	P39078	KMXK_0F00490	tr|A0A1G4M7J8|A0A1G4M7J8_LACFM	tr|C5DXL3|C5DXL3_ZYGRC
OG0001119	Q03640	KMXK_0D04640	tr|A0A1G4M6B8|A0A1G4M6B8_LACFM	tr|C5DS81|C5DS81_ZYGRC
OG0001120	P38758	KMXK_0B05700	tr|A0A1G4MFS6|A0A1G4MFS6_LACFM	tr|C5DTA0|C5DTA0_ZYGRC
OG0001121	Q04545	KMXK_0D05410	tr|A0A1G4M6A6|A0A1G4M6A6_LACFM	tr|C5DS93|C5DS93_ZYGRC
OG0001122	P46678	KMXK_0G01440	tr|A0A1G4MDZ7|A0A1G4MDZ7_LACFM	tr|C5DV07|C5DV07_ZYGRC
OG0001123	P53882	KMXK_0B07600	tr|A0A1G4MJD9|A0A1G4MJD9_LACFM	tr|C5DTL7|C5DTL7_ZYGRC
OG0001124	P42938	KMXK_0F04910	tr|A0A1G4M718|A0A1G4M718_LACFM	tr|C5E0C1|C5E0C1_ZYGRC
OG0001125	P40308	KMXK_0A03330	tr|A0A1G4MDV1|A0A1G4MDV1_LACFM	tr|C5DSL5|C5DSL5_ZYGRC
OG0001126	P41835	KMXK_0D05790	tr|A0A1G4M988|A0A1G4M988_LACFM	tr|C5E4M1|C5E4M1_ZYGRC
OG0001127	P53201	KMXK_0D00490	tr|A0A1G4MBA1|A0A1G4MBA1_LACFM	tr|C5E097|C5E097_ZYGRC
OG0001128	P48525	KMXK_0B03660	tr|A0A1G4MBX2|A0A1G4MBX2_LACFM	tr|C5DVD5|C5DVD5_ZYGRC
OG0001129	P38854	KMXK_0F05350	tr|A0A1G4MAR1|A0A1G4MAR1_LACFM	sp|C5DRG2|TDA11_ZYGRC
OG0001130	P47988	KMXK_0E01110	tr|A0A1G4MC17|A0A1G4MC17_LACFM	tr|C5DV73|C5DV73_ZYGRC
OG0001131	P34111	KMXK_0A03900	tr|A0A1G4MAS1|A0A1G4MAS1_LACFM	tr|C5E086|C5E086_ZYGRC
OG0001132	P47153	KMXK_0F01340	tr|A0A1G4MIQ8|A0A1G4MIQ8_LACFM	tr|C5DUW4|C5DUW4_ZYGRC
OG0001133	P36162	KMXK_0A04220	tr|A0A1G4MED8|A0A1G4MED8_LACFM	tr|C5DNU8|C5DNU8_ZYGRC
OG0001134	Q02647	KMXK_0D06420	tr|A0A1G4MFX0|A0A1G4MFX0_LACFM	tr|C5DW81|C5DW81_ZYGRC
OG0001135	P69850	KMXK_0B02460	tr|A0A1G4M9I8|A0A1G4M9I8_LACFM	tr|C5DU85|C5DU85_ZYGRC
OG0001136	Q12389	KMXK_0F02980	tr|A0A1G4MCG8|A0A1G4MCG8_LACFM	tr|C5DR23|C5DR23_ZYGRC
OG0001137	P24783	KMXK_0F03390	tr|A0A1G4MF67|A0A1G4MF67_LACFM	tr|C5DRN4|C5DRN4_ZYGRC
OG0001138	Q04792	KMXK_0C05530	tr|A0A1G4MIR8|A0A1G4MIR8_LACFM	tr|C5DYG4|C5DYG4_ZYGRC
OG0001139	P32460	KMXK_0H02700	tr|A0A1G4MGW4|A0A1G4MGW4_LACFM	tr|C5DZ46|C5DZ46_ZYGRC
OG0001140	P35732	KMXK_0G02680	tr|A0A1G4MEY6|A0A1G4MEY6_LACFM	sp|C5E4K0|DEF1_ZYGRC
OG0001141	P38307	KMXK_0A00870	tr|A0A1G4MIC7|A0A1G4MIC7_LACFM	tr|C5DV59|C5DV59_ZYGRC
OG0001142	P25719	KMXK_0D05450	tr|A0A1G4M6C7|A0A1G4M6C7_LACFM	tr|C5DS89|C5DS89_ZYGRC
OG0001143	P54838	KMXK_0E01660	tr|A0A1G4M6C9|A0A1G4M6C9_LACFM	tr|C5DS74|C5DS74_ZYGRC
OG0001144	P18962	KMXK_0B00950	tr|A0A1G4M6V4|A0A1G4M6V4_LACFM	tr|C5E0W1|C5E0W1_ZYGRC
OG0001145	P21705	KMXK_0H01620	tr|A0A1G4MIT7|A0A1G4MIT7_LACFM	tr|C5DSU1|C5DSU1_ZYGRC
OG0001146	Q04949	KMXK_0A03370	tr|A0A1G4MDZ5|A0A1G4MDZ5_LACFM	tr|C5DVJ2|C5DVJ2_ZYGRC
OG0001147	Q12084	KMXK_0E02320	tr|A0A1G4MCK1|A0A1G4MCK1_LACFM	tr|C5DPH8|C5DPH8_ZYGRC
OG0001148	P33750	KMXK_0C02220	tr|A0A1G4M6X0|A0A1G4M6X0_LACFM	tr|C5DRQ9|C5DRQ9_ZYGRC
OG0001149	P25559	KMXK_0B04990	tr|A0A1G4MFG6|A0A1G4MFG6_LACFM	tr|C5E4C7|C5E4C7_ZYGRC
OG0001150	P40087	KMXK_0B00430	tr|A0A1G4MKB4|A0A1G4MKB4_LACFM	tr|C5DZS7|C5DZS7_ZYGRC
OG0001151	P47089	KMXK_0D02790	tr|A0A1G4M708|A0A1G4M708_LACFM	tr|C5E0D3|C5E0D3_ZYGRC
OG0001152	P36022	KMXK_0A05200	tr|A0A1G4MH42|A0A1G4MH42_LACFM	tr|C5DV18|C5DV18_ZYGRC
OG0001153	Q12091	KMXK_0C04570	tr|A0A1G4MHW9|A0A1G4MHW9_LACFM	tr|C5DW11|C5DW11_ZYGRC
OG0001154	P47005	KMXK_0A04990	tr|A0A1G4MH22|A0A1G4MH22_LACFM	tr|C5DUX1|C5DUX1_ZYGRC
OG0001155	P21182	KMXK_0C05540	tr|A0A1G4MIE3|A0A1G4MIE3_LACFM	tr|C5DYG3|C5DYG3_ZYGRC
OG0001156	P32324	KMXK_0B05960	tr|A0A1G4MEQ3|A0A1G4MEQ3_LACFM	tr|C5DW13|C5DW13_ZYGRC
OG0001157	Q12395	KMXK_0E04890	tr|A0A1G4MKC0|A0A1G4MKC0_LACFM	tr|C5DY54|C5DY54_ZYGRC
OG0001158	Q05924	KMXK_0C00840	tr|A0A1G4MBA8|A0A1G4MBA8_LACFM	tr|C5DRE8|C5DRE8_ZYGRC
OG0001159	Q06151	KMXK_0D02100	tr|A0A1G4MA04|A0A1G4MA04_LACFM	tr|C5DWE4|C5DWE4_ZYGRC
OG0001160	P69851	KMXK_0H02570	tr|A0A1G4M6L8|A0A1G4M6L8_LACFM	tr|C5DVX7|C5DVX7_ZYGRC
OG0001161	P25039	KMXK_0H00440	tr|A0A1G4M798|A0A1G4M798_LACFM	tr|C5DX66|C5DX66_ZYGRC
OG0001162	P32347	KMXK_0B01940	tr|A0A1G4MCQ2|A0A1G4MCQ2_LACFM	tr|C5E0G5|C5E0G5_ZYGRC
OG0001163	Q05080	KMXK_0G02730	tr|A0A1G4MFD4|A0A1G4MFD4_LACFM	tr|C5DX04|C5DX04_ZYGRC
OG0001164	Q12248	KMXK_0E02420	tr|A0A1G4MCJ2|A0A1G4MCJ2_LACFM	tr|C5DPI7|C5DPI7_ZYGRC
OG0001165	P20448	KMXK_0B07090	tr|A0A1G4M6R7|A0A1G4M6R7_LACFM	tr|C5DQE3|C5DQE3_ZYGRC
OG0001166	Q12517	KMXK_0B06490	tr|A0A1G4MJ61|A0A1G4MJ61_LACFM	tr|C5DSX1|C5DSX1_ZYGRC
OG0001167	P53550	KMXK_0F03290	tr|A0A1G4MF56|A0A1G4MF56_LACFM	tr|C5DSF0|C5DSF0_ZYGRC
OG0001168	P35176	KMXK_0C04360	tr|A0A1G4MFZ2|A0A1G4MFZ2_LACFM	tr|C5DU50|C5DU50_ZYGRC
OG0001169	P14832	KMXK_0E05050	tr|A0A1G4MJX3|A0A1G4MJX3_LACFM	tr|C5DYK2|C5DYK2_ZYGRC
OG0001170	Q00873	KMXK_0F04040	tr|A0A1G4MAW0|A0A1G4MAW0_LACFM	tr|C5E3W6|C5E3W6_ZYGRC
OG0001171	P53206	KMXK_0D00600	tr|A0A1G4MB18|A0A1G4MB18_LACFM	tr|C5E0A9|C5E0A9_ZYGRC
OG0001172	P53267	KMXK_0H03060	tr|A0A1G4MF00|A0A1G4MF00_LACFM	tr|C5DT85|C5DT85_ZYGRC
OG0001173	P25334	KMXK_0H02020	tr|A0A1G4M9C5|A0A1G4M9C5_LACFM	tr|C5DVP2|C5DVP2_ZYGRC
OG0001174	P47103	KMXK_0A01120	tr|A0A1G4MFV5|A0A1G4MFV5_LACFM	tr|C5E467|C5E467_ZYGRC
OG0001175	P32325	KMXK_0B02010	tr|A0A1G4MD28|A0A1G4MD28_LACFM	tr|C5E0G9|C5E0G9_ZYGRC
OG0001176	Q06218	KMXK_0A06490	tr|A0A1G4M9T7|A0A1G4M9T7_LACFM	tr|C5DWF3|C5DWF3_ZYGRC
OG0001177	P32898	KMXK_0D06340	tr|A0A1G4MG16|A0A1G4MG16_LACFM	tr|C5DW90|C5DW90_ZYGRC
OG0001178	P36120	KMXK_0B01530	tr|A0A1G4M8L5|A0A1G4M8L5_LACFM	tr|C5DX32|C5DX32_ZYGRC
OG0001179	P20449	KMXK_0C02380	tr|A0A1G4ME95|A0A1G4ME95_LACFM	tr|C5DSB9|C5DSB9_ZYGRC
OG0001180	P53734	KMXK_0B04120	tr|A0A1G4M8W9|A0A1G4M8W9_LACFM	tr|C5DTX3|C5DTX3_ZYGRC
OG0001181	P20447	KMXK_0C05060	tr|A0A1G4M9H0|A0A1G4M9H0_LACFM	tr|C5E002|C5E002_ZYGRC
OG0001182	P24309	KMXK_0B04780	tr|A0A1G4M6R0|A0A1G4M6R0_LACFM	tr|C5DTR8|C5DTR8_ZYGRC
OG0001183	P38865	KMXK_0A03740	tr|A0A1G4MJ71|A0A1G4MJ71_LACFM	tr|C5DTW5|C5DTW5_ZYGRC
OG0001184	P14922	KMXK_0G03070	tr|A0A1G4MBV1|A0A1G4MBV1_LACFM	tr|C5DUG3|C5DUG3_ZYGRC
OG0001185	Q01454	KMXK_0H02900	tr|A0A1G4MEN9|A0A1G4MEN9_LACFM	tr|C5DR01|C5DR01_ZYGRC
OG0001186	Q06053	KMXK_0D04810	tr|A0A1G4MDC9|A0A1G4MDC9_LACFM	tr|C5DS02|C5DS02_ZYGRC
OG0001187	P38818	KMXK_0B04590	tr|A0A1G4MES2|A0A1G4MES2_LACFM	tr|C5DY24|C5DY24_ZYGRC
OG0001188	P53088	KMXK_0D06440	tr|A0A1G4MG65|A0A1G4MG65_LACFM	tr|C5E4T2|C5E4T2_ZYGRC
OG0001189	P38116	KMXK_0A00220	tr|A0A1G4MIQ9|A0A1G4MIQ9_LACFM	tr|C5DQC3|C5DQC3_ZYGRC
OG0001190	P38929	KMXK_0A03820	tr|A0A1G4MBC0|A0A1G4MBC0_LACFM	tr|C5E075|C5E075_ZYGRC
OG0001191	Q12674	KMXK_0B06570	tr|A0A1G4MDN7|A0A1G4MDN7_LACFM	tr|C5DPZ9|C5DPZ9_ZYGRC
OG0001192	P43601	KMXK_0B04850	tr|A0A1G4MFI1|A0A1G4MFI1_LACFM	tr|C5E1S2|C5E1S2_ZYGRC
OG0001193	Q00684	KMXK_0E02300	tr|A0A1G4MFU1|A0A1G4MFU1_LACFM	tr|C5E1R0|C5E1R0_ZYGRC
OG0001194	P00830	KMXK_0F01270	tr|A0A1G4MIZ9|A0A1G4MIZ9_LACFM	tr|C5DUV7|C5DUV7_ZYGRC
OG0001195	Q12165	KMXK_0C01890	tr|A0A1G4MAE4|A0A1G4MAE4_LACFM	tr|C5DPL4|C5DPL4_ZYGRC
OG0001196	P40074	KMXK_0H01500	tr|A0A1G4M8B6|A0A1G4M8B6_LACFM	tr|C5DQY6|C5DQY6_ZYGRC
OG0001197	P38995	KMXK_0B03890	tr|A0A1G4MET6|A0A1G4MET6_LACFM	tr|C5DTU3|C5DTU3_ZYGRC
OG0001198	P08566	KMXK_0D01880	tr|A0A1G4MK84|A0A1G4MK84_LACFM	sp|C5DVG6|ARO1_ZYGRC
OG0001199	Q05791	KMXK_0F00480	tr|A0A1G4M7K0|A0A1G4M7K0_LACFM	tr|C5DXL4|C5DXL4_ZYGRC
OG0001200	P32797	KMXK_0D02390	tr|A0A1G4MJQ0|A0A1G4MJQ0_LACFM	tr|C5DTN9|C5DTN9_ZYGRC
OG0001201	P27636	KMXK_0A06680	tr|A0A1G4M8P2|A0A1G4M8P2_LACFM	tr|C5DPQ3|C5DPQ3_ZYGRC
OG0001202	Q12233	KMXK_0C03010	tr|A0A1G4MKI2|A0A1G4MKI2_LACFM	tr|C5E440|C5E440_ZYGRC
OG0001203	Q12186	KMXK_0D01130	tr|A0A1G4MK07|A0A1G4MK07_LACFM	tr|C5DVE4|C5DVE4_ZYGRC
OG0001204	Q06338	KMXK_0B04600	tr|A0A1G4MEE5|A0A1G4MEE5_LACFM	tr|C5DY23|C5DY23_ZYGRC
OG0001205	P32839	KMXK_0B06190	tr|A0A1G4MEY7|A0A1G4MEY7_LACFM	tr|C5E1V2|C5E1V2_ZYGRC
OG0001206	Q06071	KMXK_0D05460	tr|A0A1G4MD84|A0A1G4MD84_LACFM	sp|C5DS11|BL1S1_ZYGRC
OG0001207	P39969	KMXK_0G03900	tr|A0A1G4M8K8|A0A1G4M8K8_LACFM	tr|C5DQX8|C5DQX8_ZYGRC
OG0001208	P47082	KMXK_0B06970	tr|A0A1G4M6V0|A0A1G4M6V0_LACFM	tr|C5DRP1|C5DRP1_ZYGRC
OG0001209	P40851	KMXK_0E04590	tr|A0A1G4MB62|A0A1G4MB62_LACFM	tr|C5DT82|C5DT82_ZYGRC
OG0001210	P36062	KMXK_0H04230	tr|A0A1G4M701|A0A1G4M701_LACFM	tr|C5DQD2|C5DQD2_ZYGRC
OG0001211	Q08236	KMXK_0F04290	tr|A0A1G4MA95|A0A1G4MA95_LACFM	tr|C5DR58|C5DR58_ZYGRC
OG0001212	Q04749	KMXK_0F03990	tr|A0A1G4MAC7|A0A1G4MAC7_LACFM	tr|C5E3X1|C5E3X1_ZYGRC
OG0001213	Q02948	KMXK_0E00530	tr|A0A1G4MHS9|A0A1G4MHS9_LACFM	tr|C5DY81|C5DY81_ZYGRC
OG0001214	P25342	KMXK_0B01210	tr|A0A1G4MFB5|A0A1G4MFB5_LACFM	tr|C5E4A9|C5E4A9_ZYGRC
OG0001215	P07251	KMXK_0H01380	tr|A0A1G4M8D7|A0A1G4M8D7_LACFM	tr|C5DYH5|C5DYH5_ZYGRC
OG0001216	P41696	KMXK_0F03370	tr|A0A1G4MFA9|A0A1G4MFA9_LACFM	tr|C5DSE2|C5DSE2_ZYGRC
OG0001217	P40501	KMXK_0G01300	tr|A0A1G4MDX8|A0A1G4MDX8_LACFM	tr|C5DPC0|C5DPC0_ZYGRC
OG0001218	Q03630	KMXK_0D04700	tr|A0A1G4M6B1|A0A1G4M6B1_LACFM	tr|C5DS86|C5DS86_ZYGRC
OG0001219	P38934	KMXK_0E00410	tr|A0A1G4MHR4|A0A1G4MHR4_LACFM	tr|C5DY74|C5DY74_ZYGRC
OG0001220	P30902	KMXK_0F04170	tr|A0A1G4MAM9|A0A1G4MAM9_LACFM	tr|C5E3V4|C5E3V4_ZYGRC
OG0001221	P26309	KMXK_0B02390	tr|A0A1G4M9L5|A0A1G4M9L5_LACFM	tr|C5DU78|C5DU78_ZYGRC
OG0001222	Q12500	KMXK_0B02040	tr|A0A1G4MK05|A0A1G4MK05_LACFM	tr|C5DVE8|C5DVE8_ZYGRC
