"","protein","Gene","orthogroup"
"3369","P53272","YGR122W","S+EMP"
"3370","P53273","YGR125W","S+EMP"
"3371","P53274","YGR126W","S+EMP"
"3372","P53275","YGR127W","S+EMP"
"3373","P53276","YGR128C","S+EMP"
"3374","P53277","YGR129W","S+EMP"
"3375","P53278","YGR130C","S+EMP"
"3376","P53279","YGR131W","S+EMP"
"3377","P53280","YGR134W","S+EMP"
"3378","P53281","YGR136W","S+EMP"
"3379","P53283","YGR138C","S+EMP"
"3380","P53285","YGR141W","S+EMP"
"3381","P53286","YGR142W","S+EMP"
"3382","P53289","YGR161C","S+EMP"
"3383","P53290","YGR163W","S+EMP"
"3384","P53292","YGR165W","S+EMP"
"3385","P53293","YGR168C","S+EMP"
"3386","P53294","YGR169C","S+EMP"
"3387","P53295","YGR173W","S+EMP"
"3388","P53296","YGR177C","S+EMP"
"3389","P53297","YGR178C","S+EMP"
"3390","P53298","YGR179C","S+EMP"
"3391","P53299","YGR181W","S+EMP"
"3392","P53301","YGR189C","S+EMP"
"3393","P53303","YGR211W","S+EMP"
"3394","P53304","YGR212W","S+EMP"
"3395","P53306","YGR216C","S+EMP"
"3396","P53309","YGR241C","S+EMP"
"3397","P53311","YGR243W","S+EMP"
"3398","P53312","YGR244C","S+EMP"
"3399","P53313","YGR245C","S+EMP"
"3400","P53315","YGR248W","S+EMP"
"3401","P53316","YGR250C","S+EMP"
"3402","P53317","YGR251W","S+EMP"
"3403","P53318","YGR255C","S+EMP"
"3404","P53319","YGR256W","S+EMP"
"3405","P53320","YGR257C","S+EMP"
"3406","P53322","YGR260W","S+EMP"
"3407","P53326","YGR266W","S+EMP"
"3408","P53327","YGR271W","S+EMP"
"3409","P53330","YGR275W","S+EMP"
"3410","P53331","YGR276C","S+EMP"
"3411","P53332","YGR277C","S+EMP"
"3412","P53333","YGR278W","S+EMP"
"3413","P53334","YGR279C","S+EMP"
"3414","P53335","YGR280C","S+EMP"
"3415","P53336","YGR283C","S+EMP"
"3416","P53337","YGR284C","S+EMP"
"3417","P53338","YGR288W","S+EMP"
"3418","P53341","YGR292W","S+EMP"
"3419","P53343","YGR294W","S+EMP"
"3420","P53344","YGR295C","S+EMP"
"3421","P53378","YLR212C","S+EMP"
"3422","P53379","YDR144C","S+EMP"
"3423","P53388","YPL265W","S+EMP"
"3424","P53389","YNR055C","S+EMP"
"3425","P53390","YPR138C","S+EMP"
"3426","P53394","YPR003C","S+EMP"
"3427","P53397","YML060W","S+EMP"
"3428","P53427","YLR461W","S+EMP"
"3429","P53437","YMR270C","S+EMP"
"3430","P53438","YMR016C","S+EMP"
"3431","P53507","YNL070W","S+EMP"
"3432","P53538","YNL222W","S+EMP"
"3433","P53540","YNL126W","S+EMP"
"3434","P53549","YOR259C","S+EMP"
"3435","P53550","YNL118C","S+EMP"
"3436","P53551","YPL127C","S+EMP"
"3437","P53552","YNL139C","S+EMP"
"3438","P53583","YNL249C","S+EMP"
"3439","P53584","YNL237W","S+EMP"
"3440","P53598","YOR142W","S+EMP"
"3441","P53599","YNR031C","S+EMP"
"3442","P53600","YPL010W","S+EMP"
"3443","P53604","YNR049C","S+EMP"
"3444","P53615","YNL036W","S+EMP"
"3445","P53616","YNL066W","S+EMP"
"3446","P53617","YNL251C","S+EMP"
"3447","P53622","YDL145C","S+EMP"
"3448","P53628","YNR023W","S+EMP"
"3449","P53629","YNR019W","S+EMP"
"3450","P53630","YNR057C","S+EMP"
"3451","P53631","YNR072W","S+EMP"
"3452","P53632","YOL115W","S+EMP"
"3453","P53685","YOL068C","S+EMP"
"3454","P53686","YPL015C","S+EMP"
"3455","P53687","YOR025W","S+EMP"
"3456","P53688","YDR191W","S+EMP"
"3457","P53691","YLR216C","S+EMP"
"3458","P53719","YNR014W","S+EMP"
"3459","P53720","YNR015W","S+EMP"
"3460","P53721","YNR018W","S+EMP"
"3461","P53722","YNR020C","S+EMP"
"3462","P53723","YNR021W","S+EMP"
"3463","P53724","YNR022C","S+EMP"
"3464","P53725","YNR024W","S+EMP"
"3465","P53727","YNR027W","S+EMP"
"3466","P53728","YNR028W","S+EMP"
"3467","P53729","YNR029C","S+EMP"
"3468","P53730","YNR030W","S+EMP"
"3469","P53731","YNR035C","S+EMP"
"3470","P53734","YNR038W","S+EMP"
"3471","P53735","YNR039C","S+EMP"
"3472","P53736","YNR040W","S+EMP"
"3473","P53738","YNR046W","S+EMP"
"3474","P53739","YNR047W","S+EMP"
"3475","P53740","YNR048W","S+EMP"
"3476","P53741","YNR051C","S+EMP"
"3477","P53742","YNR053C","S+EMP"
"3478","P53743","YNR054C","S+EMP"
"3479","P53744","YNR056C","S+EMP"
"3480","P53745","YNR059W","S+EMP"
"3481","P53746","YNR060W","S+EMP"
"3482","P53747","YNR061C","S+EMP"
"3483","P53748","YNR062C","S+EMP"
"3484","P53749","YNR063W","S+EMP"
"3485","P53750","YNR064C","S+EMP"
"3486","P53751","YNR065C","S+EMP"
"3487","P53752","YNR066C","S+EMP"
"3488","P53753","YNR067C","S+EMP"
"3489","P53755","YNR069C","S+EMP"
"3490","P53756","YNR070W","S+EMP"
"3491","P53757","YNR071C","S+EMP"
"3492","P53769","YLR323C","S+EMP"
"3493","P53819","YNL339C","S+EMP"
"3494","P53822","YNL336W","S+EMP"
"3495","P53823","YNL334C","S+EMP"
"3496","P53824","YNL333W","S+EMP"
"3497","P53829","YNL288W","S+EMP"
"3498","P53830","YNL286W","S+EMP"
"3499","P53832","YNL283C","S+EMP"
"3500","P53833","YNL282W","S+EMP"
"3501","P53834","YNL281W","S+EMP"
"3502","P53836","YNL278W","S+EMP"
"3503","P53838","YNL275W","S+EMP"
"3504","P53839","YNL274C","S+EMP"
"3505","P53840","YNL273W","S+EMP"
"3506","P53843","YNL265C","S+EMP"
"3507","P53844","YNL264C","S+EMP"
"3508","P53845","YNL263C","S+EMP"
"3509","P53846","YNL260C","S+EMP"
"3510","P53847","YNL258C","S+EMP"
"3511","P53848","YNL256W","S+EMP"
"3512","P53849","YNL255C","S+EMP"
"3513","P53850","YNL254C","S+EMP"
"3514","P53851","YNL253W","S+EMP"
"3515","P53852","YNL247W","S+EMP"
"3516","P53854","YNL245C","S+EMP"
"3517","P53855","YNL242W","S+EMP"
"3518","P53857","YNL234W","S+EMP"
"3519","P53858","YNL233W","S+EMP"
"3520","P53859","YNL232W","S+EMP"
"3521","P53860","YNL231C","S+EMP"
"3522","P53861","YNL230C","S+EMP"
"3523","P53863","YNL227C","S+EMP"
"3524","P53865","YNL225C","S+EMP"
"3525","P53866","YNL224C","S+EMP"
"3526","P53867","YNL223W","S+EMP"
"3527","P53868","YNL219C","S+EMP"
"3528","P53869","YNL211C","S+EMP"
"3529","P53870","YNL193W","S+EMP"
"3530","P53871","YNL191W","S+EMP"
"3531","P53872","YNL190W","S+EMP"
"3532","P53873","YNL187W","S+EMP"
"3533","P53874","YNL186W","S+EMP"
"3534","P53875","YNL185C","S+EMP"
"3535","P53877","YNL182C","S+EMP"
"3536","P53878","YNL181W","S+EMP"
"3537","P53879","YNL180C","S+EMP"
"3538","P53881","YNL177C","S+EMP"
"3539","P53882","YNL176C","S+EMP"
"3540","P53883","YNL175C","S+EMP"
"3541","P53885","YNL173C","S+EMP"
"3542","P53886","YNL172W","S+EMP"
"3543","P53889","YNL168C","S+EMP"
"3544","P53890","YNL166C","S+EMP"
"3545","P53891","YNL165W","S+EMP"
"3546","P53892","YNL164C","S+EMP"
"3547","P53893","YNL163C","S+EMP"
"3548","P53894","YNL161W","S+EMP"
"3549","P53895","YNL159C","S+EMP"
"3550","P53896","YNL158W","S+EMP"
"3551","P53897","YNL157W","S+EMP"
"3552","P53898","YNL156C","S+EMP"
"3553","P53899","YNL155W","S+EMP"
"3554","P53900","YNL153C","S+EMP"
"3555","P53901","YNL152W","S+EMP"
"3556","P53903","YNL149C","S+EMP"
"3557","P53904","YNL148C","S+EMP"
"3558","P53905","YNL147W","S+EMP"
"3559","P53907","YNL144C","S+EMP"
"3560","P53908","YNL143C","S+EMP"
"3561","P53909","YNL141W","S+EMP"
"3562","P53911","YNL136W","S+EMP"
"3563","P53912","YNL134C","S+EMP"
"3564","P53913","YNL133C","S+EMP"
"3565","P53914","YNL132W","S+EMP"
"3566","P53915","YNL129W","S+EMP"
"3567","P53916","YNL128W","S+EMP"
"3568","P53917","YNL127W","S+EMP"
"3569","P53918","YNL125C","S+EMP"
"3570","P53919","YNL124W","S+EMP"
"3571","P53920","YNL123W","S+EMP"
"3572","P53921","YNL122C","S+EMP"
"3573","P53923","YNL119W","S+EMP"
"3574","P53924","YNL116W","S+EMP"
"3575","P53925","YNL115C","S+EMP"
"3576","P53927","YNL110C","S+EMP"
"3577","P53929","YNL108C","S+EMP"
"3578","P53930","YNL107W","S+EMP"
"3579","P53932","YNL095C","S+EMP"
"3580","P53933","YNL094W","S+EMP"
"3581","P53935","YNL091W","S+EMP"
"3582","P53938","YNL080C","S+EMP"
"3583","P53939","YNL078W","S+EMP"
"3584","P53940","YNL077W","S+EMP"
"3585","P53941","YNL075W","S+EMP"
"3586","P53943","YNL065W","S+EMP"
"3587","P53944","YNL063W","S+EMP"
"3588","P53946","YNL059C","S+EMP"
"3589","P53947","YNL058C","S+EMP"
"3590","P53949","YNL056W","S+EMP"
"3591","P53950","YNL054W","S+EMP"
"3592","P53951","YNL051W","S+EMP"
"3593","P53952","YNL050C","S+EMP"
"3594","P53953","YNL049C","S+EMP"
"3595","P53954","YNL048W","S+EMP"
"3596","P53955","YNL047C","S+EMP"
"3597","P53956","YNL046W","S+EMP"
"3598","P53958","YNL042W","S+EMP"
"3599","P53959","YNL041C","S+EMP"
"3600","P53960","YNL040W","S+EMP"
"3601","P53961","YNL038W","S+EMP"
"3602","P53962","YNL035C","S+EMP"
"3603","P53963","YNL034W","S+EMP"
"3604","P53964","YNL033W","S+EMP"
"3605","P53965","YNL032W","S+EMP"
"3606","P53966","YNL029C","S+EMP"
"3607","P53968","YNL027W","S+EMP"
"3608","P53969","YNL026W","S+EMP"
"3609","P53970","YNL024C","S+EMP"
"3610","P53971","YNL023C","S+EMP"
"3611","P53972","YNL022C","S+EMP"
"3612","P53973","YNL021W","S+EMP"
"3613","P53974","YNL020C","S+EMP"
"3614","P53975","YNL019C","S+EMP"
"3615","P53976","YNL018C","S+EMP"
"3616","P53978","YNL014W","S+EMP"
"3617","P53980","YNL011C","S+EMP"
"3618","P53981","YNL010W","S+EMP"
"3619","P53982","YNL009W","S+EMP"
"3620","P53983","YNL008C","S+EMP"
"3621","P54000","YMR039C","S+EMP"
"3622","P54005","YMR316W","S+EMP"
"3623","P54007","YLR460C","S+EMP"
"3624","P54070","YPL053C","S+EMP"
"3625","P54072","YLR152C","S+EMP"
"3626","P54074","YMR119W","S+EMP"
"3627","P54113","YLR028C","S+EMP"
"3628","P54114","YMR169C","S+EMP"
"3629","P54115","YPL061W","S+EMP"
"3630","P54199","YDL028C","S+EMP"
"3631","P54730","YMR067C","S+EMP"
"3632","P54780","YMR121C","S+EMP"
"3633","P54781","YMR015C","S+EMP"
"3634","P54783","YML086C","S+EMP"
"3635","P54784","YML065W","S+EMP"
"3636","P54785","YMR070W","S+EMP"
"3637","P54786","YML109W","S+EMP"
"3638","P54787","YML097C","S+EMP"
"3639","P54791","YPR162C","S+EMP"
"3640","P54837","YML012W","S+EMP"
"3641","P54838","YML070W","S+EMP"
"3642","P54839","YML126C","S+EMP"
"3643","P54854","YDL245C","S+EMP"
"3644","P54857","YDR058C","S+EMP"
"3645","P54858","YDR068W","S+EMP"
"3646","P54860","YDL190C","S+EMP"
"3647","P54861","YLL001W","S+EMP"
"3648","P54862","YOL156W","S+EMP"
"3649","P54867","YOR008C","S+EMP"
"3650","P54885","YOR323C","S+EMP"
"3651","P54964","YLR059C","S+EMP"
"3652","P54999","YPR182W","S+EMP"
"3653","P56508","YDR525W-A","S+EMP"
"3654","P56628","YFL034C-A","S+EMP"
"3655","P57743","YLR438C-A","S+EMP"
"3656","P57744","YJR135W-A","S+EMP"
"3657","P60010","YFL039C","S+EMP"
"3658","P61830","YBR010W, YNL031C","S+EMP"
"3659","P69850","YBR233W-A","S+EMP"
"3660","P69851","YDR320C-A","S+EMP"
"3661","P69852","YKL138C-A","S+EMP"
"3662","P80210","YNL220W","S+EMP"
"3663","P80235","YAR035W","S+EMP"
"3664","P80428","YJL081C","S+EMP"
"3665","P80667","YLR191W","S+EMP"
"3666","P81450","YML081C-A","S+EMP"
"3667","P87108","YHR005C-A","S+EMP"
"3668","P87262","YER056C-A","S+EMP"
"3669","P89102","YDR166C","S+EMP"
"3670","P89105","YOL145C","S+EMP"
"3671","P89113","YOL052C-A","S+EMP"
"3672","P89886","YER007C-A","S+EMP"
"3673","Q00055","YDL022W","S+EMP"
"3674","Q00245","YIL118W","S+EMP"
"3675","Q00246","YKR055W","S+EMP"
"3676","Q00362","YGL190C","S+EMP"
"3677","Q00381","YJR058C","S+EMP"
"3678","Q00402","YDR150W","S+EMP"
"3679","Q00416","YLR430W","S+EMP"
"3680","Q00453","YMR182C","S+EMP"
"3681","Q00539","YHR086W","S+EMP"
"3682","Q00578","YIL143C","S+EMP"
"3683","Q00582","YML121W","S+EMP"
"3684","Q00618","YJL031C","S+EMP"
"3685","Q00684","YFR028C","S+EMP"
"3686","Q00711","YKL148C","S+EMP"
"3687","Q00764","YBR126C","S+EMP"
"3688","Q00772","YHR030C","S+EMP"
"3689","Q00776","YPL259C","S+EMP"
"3690","Q00816","YDR028C","S+EMP"
"3691","Q00873","YKL087C","S+EMP"
"3692","Q00916","YIL061C","S+EMP"
"3693","Q00947","YDR463W","S+EMP"
"3694","Q00955","YNR016C","S+EMP"
"3695","Q01080","YNL248C","S+EMP"
"3696","Q01159","YGL130W","S+EMP"
"3697","Q01163","YGL129C","S+EMP"
"3698","Q01217","YER069W","S+EMP"
"3699","Q01329","YAL043C","S+EMP"
"3700","Q01389","YJL095W","S+EMP"
"3701","Q01448","YBR215W","S+EMP"
"3702","Q01454","YPR135W","S+EMP"
"3703","Q01476","YOR124C","S+EMP"
"3704","Q01477","YER151C","S+EMP"
"3705","Q01519","YLR038C","S+EMP"
"3706","Q01532","YNL239W","S+EMP"
"3707","Q01560","YDR432W","S+EMP"
"3708","Q01574","YAL054C","S+EMP"
"3709","Q01589","YDR077W","S+EMP"
"3710","Q01649","YMR198W","S+EMP"
"3711","Q01662","YLR244C","S+EMP"
"3712","Q01684","YER115C","S+EMP"
"3713","Q01722","YNL199C","S+EMP"
"3714","Q01766","YPR005C","S+EMP"
"3715","Q01802","YKL106W","S+EMP"
"3716","Q01852","YIL022W","S+EMP"
"3717","Q01855","YOL040C","S+EMP"
"3718","Q01896","YDR039C","S+EMP"
"3719","Q01919","YOR233W","S+EMP"
"3720","Q01926","YOR334W","S+EMP"
"3721","Q01939","YGL048C","S+EMP"
"3722","Q01976","YBR111C","S+EMP"
"3723","Q02046","YKR080W","S+EMP"
"3724","Q02100","YNL167C","S+EMP"
"3725","Q02159","YMR022W","S+EMP"
"3726","Q02196","YKL001C","S+EMP"
"3727","Q02197","YEL053C","S+EMP"
"3728","Q02199","YGL172W","S+EMP"
"3729","Q02201","YKR003W","S+EMP"
"3730","Q02202","YKR004C","S+EMP"
"3731","Q02203","YKR005C","S+EMP"
"3732","Q02204","YKR006C","S+EMP"
"3733","Q02205","YKR007W","S+EMP"
"3734","Q02206","YKR008W","S+EMP"
"3735","Q02207","YKR009C","S+EMP"
"3736","Q02208","YKR010C","S+EMP"
"3737","Q02209","YKR011C","S+EMP"
"3738","Q02256","YIR026C","S+EMP"
"3739","Q02260","YGR074W","S+EMP"
"3740","Q02326","YML073C","S+EMP"
"3741","Q02336","YDR448W","S+EMP"
"3742","Q02354","YDR449C","S+EMP"
"3743","Q02455","YKR095W","S+EMP"
"3744","Q02457","YPL128C","S+EMP"
"3745","Q02486","YMR072W","S+EMP"
"3746","Q02516","YOR358W","S+EMP"
"3747","Q02521","YOR148C","S+EMP"
"3748","Q02554","YMR240C","S+EMP"
"3749","Q02555","YMR239C","S+EMP"
"3750","Q02574","YLR288C","S+EMP"
"3751","Q02598","YIL014C-A","S+EMP"
"3752","Q02606","YPL014W","S+EMP"
"3753","Q02608","YPL013C","S+EMP"
"3754","Q02629","YKL068W","S+EMP"
"3755","Q02630","YMR047C","S+EMP"
"3756","Q02642","YPL037C","S+EMP"
"3757","Q02648","YPL030W","S+EMP"
"3758","Q02651","YPL027W","S+EMP"
"3759","Q02685","YPL024W","S+EMP"
"3760","Q02710","YPL021W","S+EMP"
"3761","Q02721","YLR329W","S+EMP"
"3762","Q02724","YPL020C","S+EMP"
"3763","Q02725","YPL019C","S+EMP"
"3764","Q02732","YPL018W","S+EMP"
"3765","Q02733","YPL017C","S+EMP"
"3766","Q02749","YPL068C","S+EMP"
"3767","Q02770","YPL064C","S+EMP"
"3768","Q02771","YER058W","S+EMP"
"3769","Q02772","YJR034W","S+EMP"
"3770","Q02773","YML091C","S+EMP"
"3771","Q02774","YDL212W","S+EMP"
"3772","Q02775","YDR088C","S+EMP"
"3773","Q02776","YPL063W","S+EMP"
"3774","Q02783","YPL060W","S+EMP"
"3775","Q02784","YPL059W","S+EMP"
"3776","Q02785","YPL058C","S+EMP"
"3777","Q02792","YOR048C","S+EMP"
"3778","Q02793","YGL213C","S+EMP"
"3779","Q02794","YOR047C","S+EMP"
"3780","Q02795","YMR149W","S+EMP"
"3781","Q02796","YPL055C","S+EMP"
"3782","Q02799","YPL054W","S+EMP"
"3783","Q02804","YPL051W","S+EMP"
"3784","Q02805","YOR018W","S+EMP"
"3785","Q02821","YNL189W","S+EMP"
"3786","Q02825","YPL083C","S+EMP"
"3787","Q02831","YPL077C","S+EMP"
"3788","Q02863","YPL072W","S+EMP"
"3789","Q02864","YPL071C","S+EMP"
"3790","Q02866","YPL070W","S+EMP"
"3791","Q02873","YPL107W","S+EMP"
"3792","Q02875","YPL105C","S+EMP"
"3793","Q02883","YPL103C","S+EMP"
"3794","Q02884","YPL101W","S+EMP"
"3795","Q02887","YPL100W","S+EMP"
"3796","Q02888","YPL099C","S+EMP"
"3797","Q02889","YPL098C","S+EMP"
"3798","Q02890","YPL096W","S+EMP"
"3799","Q02891","YPL095C","S+EMP"
"3800","Q02892","YPL093W","S+EMP"
"3801","Q02895","YPL088W","S+EMP"
"3802","Q02896","YPL087W","S+EMP"
"3803","Q02908","YPL086C","S+EMP"
"3804","Q02931","YPL126W","S+EMP"
"3805","Q02932","YPL125W","S+EMP"
"3806","Q02933","YPL123C","S+EMP"
"3807","Q02939","YPL122C","S+EMP"
"3808","Q02948","YPL120W","S+EMP"
"3809","Q02950","YPL118W","S+EMP"
"3810","Q02959","YPL116W","S+EMP"
"3811","Q02961","YPL113C","S+EMP"
"3812","Q02969","YPL112C","S+EMP"
"3813","Q02979","YPL110C","S+EMP"
"3814","Q02981","YPL109C","S+EMP"
"3815","Q02983","YLR141W","S+EMP"
"3816","Q03002","YPL141C","S+EMP"
"3817","Q03010","YPL139C","S+EMP"
"3818","Q03012","YPL138C","S+EMP"
"3819","Q03016","YPL137C","S+EMP"
"3820","Q03018","YGR098C","S+EMP"
"3821","Q03020","YPL135W","S+EMP"
"3822","Q03034","YDR539W","S+EMP"
"3823","Q03036","YDR540C","S+EMP"
"3824","Q03048","YLL050C","S+EMP"
"3825","Q03049","YDR541C","S+EMP"
"3826","Q03050","YDR542W","S+EMP"
"3827","Q03063","YPL049C","S+EMP"
"3828","Q03071","YPL046C","S+EMP"
"3829","Q03079","YPL041C","S+EMP"
"3830","Q03080","YPL039W","S+EMP"
"3831","Q03083","YPL034W","S+EMP"
"3832","Q03085","YPL033C","S+EMP"
"3833","Q03088","YPL032C","S+EMP"
"3834","Q03096","YIL009C-A","S+EMP"
"3835","Q03099","YML133C","S+EMP"
"3836","Q03102","YML131W","S+EMP"
"3837","Q03103","YML130C","S+EMP"
"3838","Q03104","YML128C","S+EMP"
"3839","Q03124","YML127W","S+EMP"
"3840","Q03125","YDR043C","S+EMP"
"3841","Q03144","YMR095C","S+EMP"
"3842","Q03148","YMR096W","S+EMP"
"3843","Q03151","YMR097C","S+EMP"
"3844","Q03153","YMR098C","S+EMP"
"3845","Q03161","YMR099C","S+EMP"
"3846","Q03162","YMR100W","S+EMP"
"3847","Q03175","YMR101C","S+EMP"
"3848","Q03177","YMR102C","S+EMP"
"3849","Q03178","YKL164C","S+EMP"
"3850","Q03180","YKL163W","S+EMP"
"3851","Q03193","YDR090C","S+EMP"
"3852","Q03195","YDR091C","S+EMP"
"3853","Q03201","YDR041W","S+EMP"
"3854","Q03205","YDR042C","S+EMP"
"3855","Q03207","YML122C","S+EMP"
"3856","Q03208","YML119W","S+EMP"
"3857","Q03210","YML118W","S+EMP"
"3858","Q03212","YMR171C","S+EMP"
"3859","Q03213","YMR172W","S+EMP"
"3860","Q03214","YMR176W","S+EMP"
"3861","Q03218","YMR177W","S+EMP"
"3862","Q03219","YMR178W","S+EMP"
"3863","Q03220","YMR180C","S+EMP"
"3864","Q03231","YMR181C","S+EMP"
"3865","Q03233","YMR184W","S+EMP"
"3866","Q03236","YMR187C","S+EMP"
"3867","Q03246","YMR188C","S+EMP"
"3868","Q03254","YMR277W","S+EMP"
"3869","Q03262","YMR278W","S+EMP"
"3870","Q03263","YMR279C","S+EMP"
"3871","Q03264","YMR285C","S+EMP"
"3872","Q03266","YMR289W","S+EMP"
"3873","Q03280","YDR457W","S+EMP"
"3874","Q03281","YDR458C","S+EMP"
"3875","Q03289","YDR459C","S+EMP"
"3876","Q03290","YDR460W","S+EMP"
"3877","Q03305","YDR465C","S+EMP"
"3878","Q03306","YDR466W","S+EMP"
"3879","Q03308","YPL045W","S+EMP"
"3880","Q03322","YDR468C","S+EMP"
"3881","Q03323","YDR469W","S+EMP"
"3882","Q03327","YDR470C","S+EMP"
"3883","Q03330","YGR252W","S+EMP"
"3884","Q03337","YDR472W","S+EMP"
"3885","Q03338","YDR473C","S+EMP"
"3886","Q03361","YDR475C","S+EMP"
"3887","Q03362","YDR476C","S+EMP"
"3888","Q03370","YDR479C","S+EMP"
"3889","Q03373","YDR480W","S+EMP"
"3890","Q03375","YDR482C","S+EMP"
"3891","Q03388","YDR485C","S+EMP"
"3892","Q03390","YDR486C","S+EMP"
"3893","Q03406","YDR489W","S+EMP"
"3894","Q03407","YDR490C","S+EMP"
"3895","Q03419","YDR492W","S+EMP"
"3896","Q03430","YDR494W","S+EMP"
"3897","Q03433","YML041C","S+EMP"
"3898","Q03435","YDL002C","S+EMP"
"3899","Q03441","YDL001W","S+EMP"
"3900","Q03446","YDR003W","S+EMP"
"3901","Q03455","YDR205W","S+EMP"
"3902","Q03465","YDL020C","S+EMP"
"3903","Q03466","YDR206W","S+EMP"
"3904","Q03480","YDR209C","S+EMP"
"3905","Q03482","YDR210W","S+EMP"
"3906","Q03496","YMR259C","S+EMP"
"3907","Q03497","YHL007C","S+EMP"
"3908","Q03503","YPR051W","S+EMP"
"3909","Q03508","YMR265C","S+EMP"
"3910","Q03516","YMR266W","S+EMP"
"3911","Q03525","YMR269W","S+EMP"
"3912","Q03529","YMR272C","S+EMP"
"3913","Q03532","YMR290C","S+EMP"
"3914","Q03533","YMR291W","S+EMP"
"3915","Q03554","YMR292W","S+EMP"
"3916","Q03557","YMR293C","S+EMP"
"3917","Q03558","YHR179W","S+EMP"
"3918","Q03579","YMR298W","S+EMP"
"3919","Q03630","YML077W","S+EMP"
"3920","Q03640","YML072C","S+EMP"
"3921","Q03648","YMR209C","S+EMP"
"3922","Q03649","YMR210W","S+EMP"
"3923","Q03652","YMR211W","S+EMP"
"3924","Q03653","YMR212C","S+EMP"
"3925","Q03655","YMR215W","S+EMP"
"3926","Q03656","YMR216C","S+EMP"
"3927","Q03660","YMR218C","S+EMP"
"3928","Q03661","YMR219W","S+EMP"
"3929","Q03667","YMR002W","S+EMP"
"3930","Q03673","YMR003W","S+EMP"
"3931","Q03674","YMR006C","S+EMP"
"3932","Q03677","YMR009W","S+EMP"
"3933","Q03687","YMR010W","S+EMP"
"3934","Q03690","YMR012W","S+EMP"
"3935","Q03691","YMR200W","S+EMP"
"3936","Q03694","YMR204C","S+EMP"
"3937","Q03695","YMR206W","S+EMP"
"3938","Q03697","YML038C","S+EMP"
"3939","Q03703","YML037C","S+EMP"
"3940","Q03705","YML036W","S+EMP"
"3941","Q03707","YML034W","S+EMP"
"3942","Q03713","YML030W","S+EMP"
"3943","Q03714","YML029W","S+EMP"
"3944","Q03718","YML023C","S+EMP"
"3945","Q03722","YML020W","S+EMP"
"3946","Q03723","YML019W","S+EMP"
"3947","Q03730","YML018C","S+EMP"
"3948","Q03735","YML117W","S+EMP"
"3949","Q03758","YML111W","S+EMP"
"3950","Q03759","YML108W","S+EMP"
"3951","Q03760","YML107C","S+EMP"
"3952","Q03761","YDR145W","S+EMP"
"3953","Q03764","YDR147W","S+EMP"
"3954","Q03768","YDR152W","S+EMP"
"3955","Q03769","YDR153C","S+EMP"
"3956","Q03770","YDR160W","S+EMP"
"3957","Q03771","YDR161W","S+EMP"
"3958","Q03772","YDR163W","S+EMP"
"3959","Q03774","YDR165W","S+EMP"
"3960","Q03776","YDR235W","S+EMP"
"3961","Q03778","YDR236C","S+EMP"
"3962","Q03780","YDR239C","S+EMP"
"3963","Q03782","YDR240C","S+EMP"
"3964","Q03785","YDR247W","S+EMP"
"3965","Q03787","YDR249C","S+EMP"
"3966","Q03790","YMR153W","S+EMP"
"3967","Q03792","YMR154C","S+EMP"
"3968","Q03795","YMR155W","S+EMP"
"3969","Q03796","YMR156C","S+EMP"
"3970","Q03798","YMR157C","S+EMP"
"3971","Q03799","YMR158W","S+EMP"
"3972","Q03818","YMR159C","S+EMP"
"3973","Q03823","YMR160W","S+EMP"
"3974","Q03824","YMR163C","S+EMP"
"3975","Q03825","YMR164C","S+EMP"
"3976","Q03829","YMR166C","S+EMP"
"3977","Q03833","YDR096W","S+EMP"
"3978","Q03834","YDR097C","S+EMP"
"3979","Q03835","YDR098C","S+EMP"
"3980","Q03860","YDR100W","S+EMP"
"3981","Q03862","YDR101C","S+EMP"
"3982","Q03868","YDR104C","S+EMP"
"3983","Q03879","YMR122C","S+EMP"
"3984","Q03880","YMR123W","S+EMP"
"3985","Q03899","YDR131C","S+EMP"
"3986","Q03900","YDR132C","S+EMP"
"3987","Q03920","YDR140W","S+EMP"
"3988","Q03921","YDR141C","S+EMP"
"3989","Q03935","YDR259C","S+EMP"
"3990","Q03937","YDR014W-A","S+EMP"
"3991","Q03940","YDR190C","S+EMP"
"3992","Q03941","YDR196C","S+EMP"
"3993","Q03942","YDR198C","S+EMP"
"3994","Q03944","YDR200C","S+EMP"
"3995","Q03954","YDR201W","S+EMP"
"3996","Q03956","YDR202C","S+EMP"
"3997","Q03957","YKL139W","S+EMP"
"3998","Q03973","YDR174W","S+EMP"
"3999","Q03976","YDR175C","S+EMP"
"4000","Q03981","YDR179C","S+EMP"
"4001","Q03983","YDR179W-A","S+EMP"
"4002","Q04002","YDR180W","S+EMP"
"4003","Q04003","YDR181C","S+EMP"
"4004","Q04005","YDR184C","S+EMP"
"4005","Q04006","YDR185C","S+EMP"
"4006","Q04007","YDR186C","S+EMP"
"4007","Q04013","YMR241W","S+EMP"
"4008","Q04018","YMR244W","S+EMP"
"4009","Q04031","YDR412W","S+EMP"
"4010","Q04033","YDR415C","S+EMP"
"4011","Q04048","YDR416W","S+EMP"
"4012","Q04049","YDR419W","S+EMP"
"4013","Q04052","YDR421W","S+EMP"
"4014","Q04053","YDR425W","S+EMP"
"4015","Q04062","YDR427W","S+EMP"
"4016","Q04066","YDR428C","S+EMP"
"4017","Q04067","YDR429C","S+EMP"
